arm_id,target_regime,split,label_name,sample_count,positive_count,auc,pr_auc,top_decile_lift,calibration_status,oos_separability_status
r6_r1_r2_r7_bridge_pool,transition,robustness,bridge_positive_vs_bridge_negative,99,18,0.6392318244170097,0.2260062432617112,1.1,diagnostic_only,positive
r6_r1_r2_r7_bridge_pool,transition,robustness,e1_missed_captured_vs_still_missed,60,4,0.35714285714285715,0.11282051282051281,0.0,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,validation,non_fast_fail_vs_fast_fail_10d,5480,4345,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,validation,non_false_repair_vs_false_repair_20d,5480,3866,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,validation,winner_120d,5480,308,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,validation,bridge_positive_vs_bridge_negative,81,32,0.5248724489795918,0.3285483752739513,0.28125,diagnostic_only,positive
r6_r1_r2_r7_bridge_pool,transition,validation,e1_missed_captured_vs_still_missed,24,23,0.043478260869565216,0.9981884057971014,1.0434782608695652,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,473,310,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,robustness,non_false_repair_vs_false_repair_20d,473,299,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,robustness,winner_120d,473,123,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,robustness,bridge_positive_vs_bridge_negative,181,4,0.7853107344632768,0.2763887501803211,2.3815789473684212,diagnostic_only,positive
family_budget_equal_weight,risk_on,robustness,e1_missed_captured_vs_still_missed,92,6,0.6027131782945736,0.22991214654289718,1.5333333333333334,diagnostic_only,positive
family_budget_equal_weight,risk_on,validation,non_fast_fail_vs_fast_fail_10d,376,295,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,validation,non_false_repair_vs_false_repair_20d,376,246,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,validation,winner_120d,376,22,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,validation,bridge_positive_vs_bridge_negative,22,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_on,validation,e1_missed_captured_vs_still_missed,13,2,1.0,0.11858974358974358,0.0,diagnostic_only,positive
family_budget_equal_weight,transition,robustness,non_fast_fail_vs_fast_fail_10d,345,288,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,robustness,non_false_repair_vs_false_repair_20d,345,261,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,robustness,winner_120d,345,68,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,robustness,bridge_positive_vs_bridge_negative,100,1,0.0707070707070707,0.011363636363636364,0.0,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,robustness,e1_missed_captured_vs_still_missed,60,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,validation,non_fast_fail_vs_fast_fail_10d,1735,1338,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,validation,non_false_repair_vs_false_repair_20d,1735,1188,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,validation,winner_120d,1735,100,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,transition,validation,bridge_positive_vs_bridge_negative,81,11,0.5168831168831168,0.12865741219583077,0.0,diagnostic_only,positive
family_budget_equal_weight,transition,validation,e1_missed_captured_vs_still_missed,24,11,0.5174825174825175,0.44244765929257907,0.0,diagnostic_only,positive
family_budget_equal_weight,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_equal_weight,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,428,278,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,robustness,non_false_repair_vs_false_repair_20d,428,266,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,robustness,winner_120d,428,114,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,robustness,bridge_positive_vs_bridge_negative,181,3,0.7172284644194756,0.36068666289379364,3.175438596491228,diagnostic_only,positive
family_budget_bridge_weighted_train_only,risk_on,robustness,e1_missed_captured_vs_still_missed,92,4,0.7897727272727273,0.29897231201227675,2.3000000000000003,diagnostic_only,positive
family_budget_bridge_weighted_train_only,risk_on,validation,non_fast_fail_vs_fast_fail_10d,364,284,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,validation,non_false_repair_vs_false_repair_20d,364,240,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,validation,winner_120d,364,23,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,validation,bridge_positive_vs_bridge_negative,22,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_on,validation,e1_missed_captured_vs_still_missed,13,2,1.0,0.11858974358974358,0.0,diagnostic_only,positive
family_budget_bridge_weighted_train_only,transition,robustness,non_fast_fail_vs_fast_fail_10d,328,275,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,robustness,non_false_repair_vs_false_repair_20d,328,239,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,robustness,winner_120d,328,72,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,robustness,bridge_positive_vs_bridge_negative,100,2,0.4744897959183674,0.07386363636363637,5.0,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,robustness,e1_missed_captured_vs_still_missed,60,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,validation,non_fast_fail_vs_fast_fail_10d,1401,1072,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,validation,non_false_repair_vs_false_repair_20d,1401,951,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,validation,winner_120d,1401,104,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,validation,bridge_positive_vs_bridge_negative,81,11,0.35844155844155845,0.10278242646717071,0.0,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,transition,validation,e1_missed_captured_vs_still_missed,24,3,0.42857142857142855,0.21428571428571427,0.0,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
family_budget_bridge_weighted_train_only,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,3848,2774,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,robustness,non_false_repair_vs_false_repair_20d,3848,2641,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,robustness,winner_120d,3848,654,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,robustness,bridge_positive_vs_bridge_negative,181,80,0.5159653465346534,0.4409350636936392,0.8335526315789473,diagnostic_only,positive
cooldown_20d_ranked_within_bucket,risk_on,robustness,e1_missed_captured_vs_still_missed,92,76,0.42105263157894735,0.8656837890394302,0.8473684210526315,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,validation,non_fast_fail_vs_fast_fail_10d,2096,1636,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,validation,non_false_repair_vs_false_repair_20d,2096,1426,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,validation,winner_120d,2096,117,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,validation,bridge_positive_vs_bridge_negative,22,7,0.4380952380952381,0.4095993660622143,1.0476190476190477,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_on,validation,e1_missed_captured_vs_still_missed,13,10,0.43333333333333335,0.8434706959706959,1.2999999999999998,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,robustness,non_fast_fail_vs_fast_fail_10d,1925,1683,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,robustness,non_false_repair_vs_false_repair_20d,1925,1551,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,robustness,winner_120d,1925,373,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,robustness,bridge_positive_vs_bridge_negative,99,16,0.6430722891566265,0.19067098683240336,1.2375,diagnostic_only,positive
cooldown_20d_ranked_within_bucket,transition,robustness,e1_missed_captured_vs_still_missed,60,4,0.35714285714285715,0.11282051282051281,0.0,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,validation,non_fast_fail_vs_fast_fail_10d,2996,2341,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,validation,non_false_repair_vs_false_repair_20d,2996,2040,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,validation,winner_120d,2996,152,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,transition,validation,bridge_positive_vs_bridge_negative,81,28,0.5121293800539084,0.2964847683891819,0.32142857142857145,diagnostic_only,positive
cooldown_20d_ranked_within_bucket,transition,validation,e1_missed_captured_vs_still_missed,24,23,0.043478260869565216,0.9981884057971014,1.0434782608695652,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_20d_ranked_within_bucket,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,2796,2041,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,robustness,non_false_repair_vs_false_repair_20d,2796,1950,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,robustness,winner_120d,2796,446,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,robustness,bridge_positive_vs_bridge_negative,181,70,0.48133848133848134,0.41672363336181484,0.9526315789473684,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,robustness,e1_missed_captured_vs_still_missed,92,68,0.3946078431372549,0.7888997534770965,0.8117647058823529,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,validation,non_fast_fail_vs_fast_fail_10d,1705,1329,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,validation,non_false_repair_vs_false_repair_20d,1705,1152,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,validation,winner_120d,1705,101,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,validation,bridge_positive_vs_bridge_negative,22,7,0.4380952380952381,0.4095993660622143,1.0476190476190477,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_on,validation,e1_missed_captured_vs_still_missed,13,8,0.3,0.8125,1.625,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,robustness,non_fast_fail_vs_fast_fail_10d,1726,1524,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,robustness,non_false_repair_vs_false_repair_20d,1726,1415,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,robustness,winner_120d,1726,336,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,robustness,bridge_positive_vs_bridge_negative,99,14,0.6680672268907563,0.1784109385228604,1.4142857142857144,diagnostic_only,positive
cooldown_40d_ranked_within_bucket,transition,robustness,e1_missed_captured_vs_still_missed,60,3,0.3391812865497076,0.10341880341880343,0.0,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,validation,non_fast_fail_vs_fast_fail_10d,2374,1871,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,validation,non_false_repair_vs_false_repair_20d,2374,1631,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,validation,winner_120d,2374,124,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,transition,validation,bridge_positive_vs_bridge_negative,81,23,0.52023988005997,0.2764944789852383,0.391304347826087,diagnostic_only,positive
cooldown_40d_ranked_within_bucket,transition,validation,e1_missed_captured_vs_still_missed,24,17,0.2773109243697479,0.8059284765599645,0.9411764705882352,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
cooldown_40d_ranked_within_bucket,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,5044,3674,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,robustness,non_false_repair_vs_false_repair_20d,5044,3508,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,robustness,winner_120d,5044,906,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,robustness,bridge_positive_vs_bridge_negative,181,87,0.533015407190022,0.46314460758455767,0.7664851784633998,diagnostic_only,positive
top_k_per_instrument_month_family_aware,risk_on,robustness,e1_missed_captured_vs_still_missed,92,77,0.44502164502164504,0.894249270269704,0.9558441558441558,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,validation,non_fast_fail_vs_fast_fail_10d,2647,2092,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,validation,non_false_repair_vs_false_repair_20d,2647,1826,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,validation,winner_120d,2647,151,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,validation,bridge_positive_vs_bridge_negative,22,7,0.4380952380952381,0.4095993660622143,1.0476190476190477,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_on,validation,e1_missed_captured_vs_still_missed,13,10,0.43333333333333335,0.8434706959706959,1.2999999999999998,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,robustness,non_fast_fail_vs_fast_fail_10d,2277,1997,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,robustness,non_false_repair_vs_false_repair_20d,2277,1834,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,robustness,winner_120d,2277,451,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,robustness,bridge_positive_vs_bridge_negative,99,16,0.6430722891566265,0.19067098683240336,1.2375,diagnostic_only,positive
top_k_per_instrument_month_family_aware,transition,robustness,e1_missed_captured_vs_still_missed,60,4,0.35714285714285715,0.11282051282051281,0.0,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,validation,non_fast_fail_vs_fast_fail_10d,3665,2834,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,validation,non_false_repair_vs_false_repair_20d,3665,2488,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,validation,winner_120d,3665,194,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,transition,validation,bridge_positive_vs_bridge_negative,81,28,0.5121293800539084,0.2964847683891819,0.32142857142857145,diagnostic_only,positive
top_k_per_instrument_month_family_aware,transition,validation,e1_missed_captured_vs_still_missed,24,23,0.043478260869565216,0.9981884057971014,1.0434782608695652,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_month_family_aware,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,3848,2774,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,robustness,non_false_repair_vs_false_repair_20d,3848,2641,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,robustness,winner_120d,3848,654,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,robustness,bridge_positive_vs_bridge_negative,181,80,0.5159653465346534,0.4409350636936392,0.8335526315789473,diagnostic_only,positive
top_k_per_instrument_20d_family_aware,risk_on,robustness,e1_missed_captured_vs_still_missed,92,76,0.42105263157894735,0.8656837890394302,0.8473684210526315,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,validation,non_fast_fail_vs_fast_fail_10d,2096,1636,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,validation,non_false_repair_vs_false_repair_20d,2096,1426,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,validation,winner_120d,2096,117,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,validation,bridge_positive_vs_bridge_negative,22,7,0.4380952380952381,0.4095993660622143,1.0476190476190477,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_on,validation,e1_missed_captured_vs_still_missed,13,10,0.43333333333333335,0.8434706959706959,1.2999999999999998,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,robustness,non_fast_fail_vs_fast_fail_10d,1925,1683,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,robustness,non_false_repair_vs_false_repair_20d,1925,1551,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,robustness,winner_120d,1925,373,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,robustness,bridge_positive_vs_bridge_negative,99,16,0.6430722891566265,0.19067098683240336,1.2375,diagnostic_only,positive
top_k_per_instrument_20d_family_aware,transition,robustness,e1_missed_captured_vs_still_missed,60,4,0.35714285714285715,0.11282051282051281,0.0,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,validation,non_fast_fail_vs_fast_fail_10d,2996,2341,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,validation,non_false_repair_vs_false_repair_20d,2996,2040,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,validation,winner_120d,2996,152,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,transition,validation,bridge_positive_vs_bridge_negative,81,28,0.5121293800539084,0.2964847683891819,0.32142857142857145,diagnostic_only,positive
top_k_per_instrument_20d_family_aware,transition,validation,e1_missed_captured_vs_still_missed,24,23,0.043478260869565216,0.9981884057971014,1.0434782608695652,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
top_k_per_instrument_20d_family_aware,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
