arm_id,target_regime,instrument,event_t0_date,pre_deoverlap_event_count,post_deoverlap_selected_count,suppressed_event_count,suppression_rule,cross_family_collision_count,cooldown_rule,family_budget_rule
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-03-21,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-03-27,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-03-28,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-04-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-04-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-07-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-07-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-09-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-09-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2019-10-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-05-28,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-06-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-06-11,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-08-24,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-09-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-11-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-11-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-11-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2020-11-23,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2021-11-12,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2021-11-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2021-12-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2021-12-31,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2022-01-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2022-07-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2022-12-12,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2022-12-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2022-12-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2023-03-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2023-03-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2023-03-31,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600004,2023-04-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2018-05-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-02-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-03-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-07-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-07-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-09-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-10-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-10-11,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-10-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-11-07,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-12-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2019-12-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2021-05-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2021-05-20,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600007,2024-09-26,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2019-02-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2019-03-07,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2019-04-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2019-07-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2019-10-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-01-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-02-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-03-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-03-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-05-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-07-21,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2020-11-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2021-07-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2021-07-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2021-08-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2021-08-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2021-09-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600008,2021-09-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2018-01-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-02-20,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-02-21,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-02-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-04-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-04-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-04-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-04-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2019-04-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-05-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-06-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-06-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-06-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-06-12,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-07-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-08-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-08-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-08-20,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-08-24,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-08-27,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-11-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-11-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-11-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-11-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2020-11-20,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2021-06-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2021-06-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2021-09-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2021-09-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-01-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-06-28,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-07-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-07-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-08-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-12-12,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2022-12-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2023-01-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2023-01-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2023-11-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2024-03-12,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2024-04-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2024-09-27,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2024-10-23,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2025-07-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2025-08-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2025-10-31,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2025-11-12,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600009,2025-11-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2019-02-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2019-02-28,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2019-03-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2020-07-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2020-07-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2020-11-24,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-02-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-03-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-03-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-07-07,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-07-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-07-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-08-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-08-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-08-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-08-24,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-09-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-09-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-09-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-09-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-12-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-12-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2021-12-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2022-07-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2023-02-21,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2023-02-23,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-03-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-03-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-04-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-04-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-11-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-11-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-11-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-12-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2024-12-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-03-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-07-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-07-11,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-07-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-07-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-08-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-08-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-10-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-10-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600010,2025-10-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2019-04-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-07-02,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-07-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-07-27,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-08-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-08-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-08-24,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-08-31,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2020-09-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-08-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-09-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-09-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-09-23,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-12-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-12-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-12-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-12-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2021-12-31,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2022-07-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2022-07-07,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2022-08-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2022-08-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2022-11-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2023-01-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2023-01-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2023-02-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2023-02-20,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2023-03-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2024-03-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2024-03-26,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2024-03-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2024-04-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2024-04-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2024-04-11,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-03-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-03-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-03-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-03-31,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-06-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-07-21,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-08-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600011,2025-10-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600012,2025-03-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600012,2025-06-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2018-01-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2018-01-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-02-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-02-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-04-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-09-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-10-11,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-10-15,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2019-12-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2020-07-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2020-07-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2020-11-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2020-12-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2021-02-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2021-02-08,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2021-03-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2021-05-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2022-07-26,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2022-11-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2022-12-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2023-03-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2023-03-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2023-04-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2023-08-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-04-11,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-04-17,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-04-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-10-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-11-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-12-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-12-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2024-12-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-03-24,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-04-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-06-04,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-06-10,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-06-23,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-07-03,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-07-09,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600015,2025-11-06,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2018-01-23,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2019-02-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2019-02-25,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2019-04-16,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2020-07-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2020-07-13,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2020-12-01,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2022-08-05,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2022-11-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2023-02-21,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2023-04-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2024-03-27,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2024-05-22,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2024-09-26,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2024-11-18,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2024-11-19,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2024-12-30,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2025-05-14,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2025-05-29,,1,,all_core,0,,
baseline_r_core_no_ranker_diagnostic,risk_on,SH600016,2025-06-06,,1,,all_core,0,,
