arm_id,target_regime,family_id,budget_rule,budget_cap,candidate_event_count,selected_event_count,selected_share,single_family_share_gate_pass,r2_policy
r6_r2_low_fast_fail_support,transition,R2_near_high_volume_expansion,suppress_same_day,,2454,2454,0.27728813559322035,True,r2_family_budget_only
r6_r2_low_fast_fail_support,transition,R6_market_breadth_thrust,suppress_same_day,,6944,6396,0.7227118644067797,False,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,risk_on,R1_relative_strength_breakout,suppress_same_day,,8712,8712,0.35332765543253436,False,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,risk_on,R2_near_high_volume_expansion,suppress_same_day,,7083,5816,0.23587622176258263,True,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,risk_on,R6_market_breadth_thrust,suppress_same_day,,9260,6925,0.2808533073772154,True,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,risk_on,R7_cross_sectional_momentum_rank_jump,suppress_same_day,,5568,3204,0.1299428154276676,True,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,transition,R1_relative_strength_breakout,suppress_same_day,,5651,5651,0.37951645399597045,False,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,transition,R2_near_high_volume_expansion,suppress_same_day,,2454,1808,0.12142377434519812,True,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,transition,R6_market_breadth_thrust,suppress_same_day,,6944,5150,0.3458697112155809,True,r2_family_budget_only
r6_r1_r2_r7_bridge_pool,transition,R7_cross_sectional_momentum_rank_jump,suppress_same_day,,4218,2281,0.1531900604432505,True,r2_family_budget_only
family_budget_equal_weight,risk_on,R1_relative_strength_breakout,family_equal_budget,,8712,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,risk_on,R2_near_high_volume_expansion,family_equal_budget,,7083,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,risk_on,R6_market_breadth_thrust,family_equal_budget,,9260,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,risk_on,R7_cross_sectional_momentum_rank_jump,family_equal_budget,,5568,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,risk_on,R8_persistent_distance_above_ema,family_equal_budget,,9242,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,transition,R1_relative_strength_breakout,family_equal_budget,,5651,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,transition,R2_near_high_volume_expansion,family_equal_budget,,2454,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,transition,R6_market_breadth_thrust,family_equal_budget,,6944,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,transition,R7_cross_sectional_momentum_rank_jump,family_equal_budget,,4218,2046,0.2,True,r2_family_budget_only
family_budget_equal_weight,transition,R8_persistent_distance_above_ema,family_equal_budget,,3654,2046,0.2,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,risk_on,R1_relative_strength_breakout,family_bridge_weighted,,8712,3125,0.30556370392099347,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,risk_on,R2_near_high_volume_expansion,family_bridge_weighted,,7083,994,0.0971937029431896,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,risk_on,R6_market_breadth_thrust,family_bridge_weighted,,9260,3225,0.31534174244646523,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,risk_on,R7_cross_sectional_momentum_rank_jump,family_bridge_weighted,,5568,1491,0.1457905544147844,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,risk_on,R8_persistent_distance_above_ema,family_bridge_weighted,,9242,1392,0.13611029627456733,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,transition,R1_relative_strength_breakout,family_bridge_weighted,,5651,2785,0.2722917481423543,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,transition,R2_near_high_volume_expansion,family_bridge_weighted,,2454,312,0.030504497457958545,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,transition,R6_market_breadth_thrust,family_bridge_weighted,,6944,3283,0.32098161908486506,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,transition,R7_cross_sectional_momentum_rank_jump,family_bridge_weighted,,4218,2660,0.26007039499413376,True,r2_family_budget_only
family_budget_bridge_weighted_train_only,transition,R8_persistent_distance_above_ema,family_bridge_weighted,,3654,1188,0.11615174032068831,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,risk_on,R1_relative_strength_breakout,cooldown_20,,8712,7874,0.6329073225624949,False,r2_family_budget_only
cooldown_20d_ranked_within_bucket,risk_on,R2_near_high_volume_expansion,cooldown_20,,7083,2070,0.1663853387991319,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,risk_on,R6_market_breadth_thrust,cooldown_20,,9260,1552,0.12474881440398682,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,risk_on,R7_cross_sectional_momentum_rank_jump,cooldown_20,,5568,284,0.022827746965678,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,risk_on,R8_persistent_distance_above_ema,cooldown_20,,9242,661,0.0531307772687083,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,transition,R1_relative_strength_breakout,cooldown_20,,5651,5365,0.6034870641169854,False,r2_family_budget_only
cooldown_20d_ranked_within_bucket,transition,R6_market_breadth_thrust,cooldown_20,,6944,2107,0.23700787401574802,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,transition,R7_cross_sectional_momentum_rank_jump,cooldown_20,,4218,397,0.044656917885264345,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,transition,R8_persistent_distance_above_ema,cooldown_20,,3654,457,0.05140607424071991,True,r2_family_budget_only
cooldown_20d_ranked_within_bucket,transition,R2_near_high_volume_expansion,cooldown_20,,2454,564,0.06344206974128234,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,risk_on,R1_relative_strength_breakout,cooldown_40,,8712,6676,0.7121826328141668,False,r2_family_budget_only
cooldown_40d_ranked_within_bucket,risk_on,R2_near_high_volume_expansion,cooldown_40,,7083,1255,0.13388094730104544,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,risk_on,R6_market_breadth_thrust,cooldown_40,,9260,908,0.09686366545764881,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,risk_on,R7_cross_sectional_momentum_rank_jump,cooldown_40,,5568,217,0.02314913590783017,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,risk_on,R8_persistent_distance_above_ema,cooldown_40,,9242,318,0.033923618519308724,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,transition,R1_relative_strength_breakout,cooldown_40,,5651,4818,0.6401807068828063,False,r2_family_budget_only
cooldown_40d_ranked_within_bucket,transition,R6_market_breadth_thrust,cooldown_40,,6944,1610,0.21392505979271859,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,transition,R7_cross_sectional_momentum_rank_jump,cooldown_40,,4218,300,0.03986181238373638,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,transition,R2_near_high_volume_expansion,cooldown_40,,2454,421,0.05593941004517672,True,r2_family_budget_only
cooldown_40d_ranked_within_bucket,transition,R8_persistent_distance_above_ema,cooldown_40,,3654,377,0.05009301089556205,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,risk_on,R1_relative_strength_breakout,top_month,,8712,8658,0.5400785977169235,False,r2_family_budget_only
top_k_per_instrument_month_family_aware,risk_on,R2_near_high_volume_expansion,top_month,,7083,3070,0.19150396107541637,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,risk_on,R6_market_breadth_thrust,top_month,,9260,2366,0.14758904622294305,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,risk_on,R7_cross_sectional_momentum_rank_jump,top_month,,5568,637,0.039735512444638514,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,risk_on,R8_persistent_distance_above_ema,top_month,,9242,1300,0.0810928825400786,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,transition,R1_relative_strength_breakout,top_month,,5651,5629,0.5255835667600374,False,r2_family_budget_only
top_k_per_instrument_month_family_aware,transition,R2_near_high_volume_expansion,top_month,,2454,862,0.08048552754435108,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,transition,R6_market_breadth_thrust,top_month,,6944,2748,0.25658263305322127,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,transition,R7_cross_sectional_momentum_rank_jump,top_month,,4218,701,0.06545284780578899,True,r2_family_budget_only
top_k_per_instrument_month_family_aware,transition,R8_persistent_distance_above_ema,top_month,,3654,770,0.0718954248366013,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,risk_on,R1_relative_strength_breakout,top_20d,,8712,7874,0.6329073225624949,False,r2_family_budget_only
top_k_per_instrument_20d_family_aware,risk_on,R2_near_high_volume_expansion,top_20d,,7083,2070,0.1663853387991319,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,risk_on,R6_market_breadth_thrust,top_20d,,9260,1552,0.12474881440398682,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,risk_on,R7_cross_sectional_momentum_rank_jump,top_20d,,5568,284,0.022827746965678,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,risk_on,R8_persistent_distance_above_ema,top_20d,,9242,661,0.0531307772687083,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,transition,R1_relative_strength_breakout,top_20d,,5651,5365,0.6034870641169854,False,r2_family_budget_only
top_k_per_instrument_20d_family_aware,transition,R6_market_breadth_thrust,top_20d,,6944,2107,0.23700787401574802,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,transition,R7_cross_sectional_momentum_rank_jump,top_20d,,4218,397,0.044656917885264345,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,transition,R8_persistent_distance_above_ema,top_20d,,3654,457,0.05140607424071991,True,r2_family_budget_only
top_k_per_instrument_20d_family_aware,transition,R2_near_high_volume_expansion,top_20d,,2454,564,0.06344206974128234,True,r2_family_budget_only
market_day_family_quota,risk_on,R1_relative_strength_breakout,market_day_family_quota,,8712,2592,0.2375148904975717,True,r2_family_budget_only
market_day_family_quota,risk_on,R2_near_high_volume_expansion,market_day_family_quota,,7083,2288,0.20965820580958489,True,r2_family_budget_only
market_day_family_quota,risk_on,R6_market_breadth_thrust,market_day_family_quota,,9260,1014,0.09291670484742967,True,r2_family_budget_only
market_day_family_quota,risk_on,R7_cross_sectional_momentum_rank_jump,market_day_family_quota,,5568,2465,0.22587739393384038,True,r2_family_budget_only
market_day_family_quota,risk_on,R8_persistent_distance_above_ema,market_day_family_quota,,9242,2554,0.23403280491157336,True,r2_family_budget_only
market_day_family_quota,transition,R1_relative_strength_breakout,market_day_family_quota,,5651,1530,0.25053217619125595,True,r2_family_budget_only
market_day_family_quota,transition,R2_near_high_volume_expansion,market_day_family_quota,,2454,1175,0.1924021614540691,True,r2_family_budget_only
market_day_family_quota,transition,R6_market_breadth_thrust,market_day_family_quota,,6944,549,0.08989683969215655,True,r2_family_budget_only
market_day_family_quota,transition,R7_cross_sectional_momentum_rank_jump,market_day_family_quota,,4218,1474,0.2413623710496152,True,r2_family_budget_only
market_day_family_quota,transition,R8_persistent_distance_above_ema,market_day_family_quota,,3654,1379,0.22580645161290322,True,r2_family_budget_only
cross_family_collision_suppression,risk_on,R1_relative_strength_breakout,suppress_same_day,,8712,8712,0.2828204129333853,True,r2_family_budget_only
cross_family_collision_suppression,risk_on,R2_near_high_volume_expansion,suppress_same_day,,7083,5816,0.18880664848720946,True,r2_family_budget_only
cross_family_collision_suppression,risk_on,R6_market_breadth_thrust,suppress_same_day,,9260,6925,0.2248084664329308,True,r2_family_budget_only
cross_family_collision_suppression,risk_on,R7_cross_sectional_momentum_rank_jump,suppress_same_day,,5568,3204,0.10401246591351772,True,r2_family_budget_only
cross_family_collision_suppression,risk_on,R8_persistent_distance_above_ema,suppress_same_day,,9242,6147,0.19955200623295677,True,r2_family_budget_only
cross_family_collision_suppression,transition,R1_relative_strength_breakout,suppress_same_day,,5651,5651,0.329985401459854,True,r2_family_budget_only
cross_family_collision_suppression,transition,R2_near_high_volume_expansion,suppress_same_day,,2454,1808,0.10557664233576643,True,r2_family_budget_only
cross_family_collision_suppression,transition,R6_market_breadth_thrust,suppress_same_day,,6944,5150,0.3007299270072993,True,r2_family_budget_only
cross_family_collision_suppression,transition,R7_cross_sectional_momentum_rank_jump,suppress_same_day,,4218,2281,0.1331970802919708,True,r2_family_budget_only
cross_family_collision_suppression,transition,R8_persistent_distance_above_ema,suppress_same_day,,3654,2235,0.1305109489051095,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,risk_on,R1_relative_strength_breakout,family_bridge_weighted,,8712,3125,0.30556370392099347,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,risk_on,R2_near_high_volume_expansion,family_bridge_weighted,,7083,994,0.0971937029431896,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,risk_on,R6_market_breadth_thrust,family_bridge_weighted,,9260,3225,0.31534174244646523,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,risk_on,R7_cross_sectional_momentum_rank_jump,family_bridge_weighted,,5568,1491,0.1457905544147844,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,risk_on,R8_persistent_distance_above_ema,family_bridge_weighted,,9242,1392,0.13611029627456733,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,transition,R1_relative_strength_breakout,family_bridge_weighted,,5651,2785,0.2722917481423543,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,transition,R2_near_high_volume_expansion,family_bridge_weighted,,2454,312,0.030504497457958545,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,transition,R6_market_breadth_thrust,family_bridge_weighted,,6944,3283,0.32098161908486506,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,transition,R7_cross_sectional_momentum_rank_jump,family_bridge_weighted,,4218,2660,0.26007039499413376,True,r2_family_budget_only
fast_fail_rejector_overlay_train_only,transition,R8_persistent_distance_above_ema,family_bridge_weighted,,3654,1188,0.11615174032068831,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,risk_on,R1_relative_strength_breakout,family_bridge_weighted,,8712,3125,0.30556370392099347,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,risk_on,R2_near_high_volume_expansion,family_bridge_weighted,,7083,994,0.0971937029431896,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,risk_on,R6_market_breadth_thrust,family_bridge_weighted,,9260,3225,0.31534174244646523,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,risk_on,R7_cross_sectional_momentum_rank_jump,family_bridge_weighted,,5568,1491,0.1457905544147844,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,risk_on,R8_persistent_distance_above_ema,family_bridge_weighted,,9242,1392,0.13611029627456733,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,transition,R1_relative_strength_breakout,family_bridge_weighted,,5651,2785,0.2722917481423543,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,transition,R2_near_high_volume_expansion,family_bridge_weighted,,2454,312,0.030504497457958545,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,transition,R6_market_breadth_thrust,family_bridge_weighted,,6944,3283,0.32098161908486506,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,transition,R7_cross_sectional_momentum_rank_jump,family_bridge_weighted,,4218,2660,0.26007039499413376,True,r2_family_budget_only
false_repair_rejector_overlay_train_only,transition,R8_persistent_distance_above_ema,family_bridge_weighted,,3654,1188,0.11615174032068831,True,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,risk_on,R1_relative_strength_breakout,bridge_penalty,,8712,3125,0.35370684776457273,False,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,risk_on,R2_near_high_volume_expansion,bridge_penalty,,7083,994,0.11250707413695529,True,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,risk_on,R6_market_breadth_thrust,bridge_penalty,,9260,3225,0.36502546689303905,False,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,risk_on,R7_cross_sectional_momentum_rank_jump,bridge_penalty,,5568,1491,0.16876061120543293,True,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,transition,R1_relative_strength_breakout,bridge_penalty,,5651,2785,0.30807522123893805,True,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,transition,R2_near_high_volume_expansion,bridge_penalty,,2454,312,0.034513274336283185,True,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,transition,R6_market_breadth_thrust,bridge_penalty,,6944,3283,0.36316371681415927,False,r2_family_budget_only
bridge_positive_ranker_with_fast_fail_penalty,transition,R7_cross_sectional_momentum_rank_jump,bridge_penalty,,4218,2660,0.2942477876106195,True,r2_family_budget_only
supervised_bridge_ranker,risk_on,R1_relative_strength_breakout,bridge_penalty,,8712,3125,0.35370684776457273,False,r2_family_budget_only
supervised_bridge_ranker,risk_on,R2_near_high_volume_expansion,bridge_penalty,,7083,994,0.11250707413695529,True,r2_family_budget_only
supervised_bridge_ranker,risk_on,R6_market_breadth_thrust,bridge_penalty,,9260,3225,0.36502546689303905,False,r2_family_budget_only
supervised_bridge_ranker,risk_on,R7_cross_sectional_momentum_rank_jump,bridge_penalty,,5568,1491,0.16876061120543293,True,r2_family_budget_only
supervised_bridge_ranker,transition,R1_relative_strength_breakout,bridge_penalty,,5651,2785,0.30807522123893805,True,r2_family_budget_only
supervised_bridge_ranker,transition,R2_near_high_volume_expansion,bridge_penalty,,2454,312,0.034513274336283185,True,r2_family_budget_only
supervised_bridge_ranker,transition,R6_market_breadth_thrust,bridge_penalty,,6944,3283,0.36316371681415927,False,r2_family_budget_only
supervised_bridge_ranker,transition,R7_cross_sectional_momentum_rank_jump,bridge_penalty,,4218,2660,0.2942477876106195,True,r2_family_budget_only
r2_budget_only_arm,risk_on,R2_near_high_volume_expansion,r2_budget,,7083,2046,1.0,False,r2_family_budget_only
r2_budget_only_arm,transition,R2_near_high_volume_expansion,r2_budget,,2454,2046,1.0,False,r2_family_budget_only
