,,risk
excess_return_without_cost,mean,0.0014289795566852636
excess_return_without_cost,std,0.005818002308482612
excess_return_without_cost,annualized_return,0.34009713449109275
excess_return_without_cost,information_ratio,3.7891395922124254
excess_return_without_cost,max_drawdown,-0.07078379630800608
excess_return_with_cost,mean,0.0013653773591423121
excess_return_with_cost,std,0.005817212515619482
excess_return_with_cost,annualized_return,0.3249598114758703
excess_return_with_cost,information_ratio,3.6209809979932825
excess_return_with_cost,max_drawdown,-0.07175109204276969
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002106352711842658
strategy_return_without_cost,std,0.012357686121428756
strategy_return_without_cost,annualized_return,0.5013119454185526
strategy_return_without_cost,information_ratio,2.6295559418522862
strategy_return_without_cost,max_drawdown,-0.13762217998262738
strategy_return_with_cost,mean,0.0020427505142997064
strategy_return_with_cost,std,0.012357452256976651
strategy_return_with_cost,annualized_return,0.48617462240333015
strategy_return_with_cost,information_ratio,2.550203666459543
strategy_return_with_cost,max_drawdown,-0.13858947571739133
