grouping_scheme,grouping_key,outcome,train_denominator,train_value,validation_denominator,validation_value,robustness_denominator,robustness_value,validation_lift_vs_parent,robustness_lift_vs_parent,lift_sign_consistent,lift_magnitude_stable,sample_sufficiency_status,stability_status
kth_offset,1||t11_t20,seed_anchor_big_winner_rate,236.0,0.11440677966101695,121.0,0.08264462809917356,176.0,0.08522727272727272,,,True,True,sufficient,stable_descriptive
kth_offset,1||t21_t30,seed_anchor_big_winner_rate,52.0,0.11538461538461539,29.0,0.034482758620689655,32.0,0.15625,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,1||t3_t5,seed_anchor_big_winner_rate,1598.0,0.1983729662077597,900.0,0.07111111111111111,819.0,0.1221001221001221,,,True,False,sufficient,stable_descriptive
kth_offset,1||t6_t10,seed_anchor_big_winner_rate,435.0,0.10344827586206896,237.0,0.0379746835443038,279.0,0.0931899641577061,,,True,True,sufficient,stable_descriptive
kth_offset,2||t11_t20,seed_anchor_big_winner_rate,404.0,0.13366336633663367,234.0,0.07264957264957266,321.0,0.11526479750778816,,,True,True,sufficient,stable_descriptive
kth_offset,2||t21_t30,seed_anchor_big_winner_rate,128.0,0.109375,74.0,0.05405405405405406,95.0,0.10526315789473684,,,True,True,sufficient,stable_descriptive
kth_offset,2||t3_t5,seed_anchor_big_winner_rate,354.0,0.2655367231638418,164.0,0.08536585365853659,173.0,0.13872832369942195,,,True,False,sufficient,stable_descriptive
kth_offset,2||t6_t10,seed_anchor_big_winner_rate,504.0,0.20238095238095238,268.0,0.10074626865671642,251.0,0.11952191235059761,,,True,False,sufficient,stable_descriptive
kth_offset,3||t11_t20,seed_anchor_big_winner_rate,278.0,0.2014388489208633,145.0,0.06896551724137931,180.0,0.12777777777777777,,,True,False,sufficient,stable_descriptive
kth_offset,3||t21_t30,seed_anchor_big_winner_rate,143.0,0.16083916083916083,81.0,0.1111111111111111,108.0,0.06481481481481481,,,True,True,sufficient,stable_descriptive
kth_offset,3||t3_t5,seed_anchor_big_winner_rate,28.0,0.14285714285714285,19.0,0.05263157894736842,12.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,3||t6_t10,seed_anchor_big_winner_rate,184.0,0.2554347826086957,93.0,0.17204301075268819,94.0,0.1276595744680851,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t11_t20,seed_anchor_big_winner_rate,122.0,0.29508196721311475,49.0,0.14285714285714285,58.0,0.10344827586206896,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t21_t30,seed_anchor_big_winner_rate,75.0,0.18666666666666668,47.0,0.1276595744680851,65.0,0.09230769230769231,,,True,True,sufficient,stable_descriptive
kth_offset,4plus||t6_t10,seed_anchor_big_winner_rate,33.0,0.18181818181818182,17.0,0.11764705882352941,9.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,1||t11_t20,seed_P_good_minus_P_bad,245.0,0.19591836734693874,122.0,0.18852459016393447,179.0,0.34636871508379885,,,True,False,sufficient,stable_descriptive
kth_offset,1||t21_t30,seed_P_good_minus_P_bad,53.0,0.24528301886792453,30.0,0.3333333333333333,34.0,0.44117647058823534,,,True,False,sufficient,stable_descriptive
kth_offset,1||t3_t5,seed_P_good_minus_P_bad,1646.0,0.16524908869987853,908.0,0.09911894273127753,834.0,0.2865707434052757,,,True,False,sufficient,stable_descriptive
kth_offset,1||t6_t10,seed_P_good_minus_P_bad,457.0,0.1641137855579869,240.0,0.2041666666666666,284.0,0.2535211267605634,,,True,True,sufficient,stable_descriptive
kth_offset,2||t11_t20,seed_P_good_minus_P_bad,415.0,0.4481927710843373,234.0,0.4444444444444444,324.0,0.5185185185185185,,,True,True,sufficient,stable_descriptive
kth_offset,2||t21_t30,seed_P_good_minus_P_bad,129.0,0.45736434108527135,75.0,0.4666666666666667,97.0,0.4948453608247423,,,True,True,sufficient,stable_descriptive
kth_offset,2||t3_t5,seed_P_good_minus_P_bad,366.0,0.4562841530054645,165.0,0.43030303030303035,181.0,0.5248618784530388,,,True,True,sufficient,stable_descriptive
kth_offset,2||t6_t10,seed_P_good_minus_P_bad,518.0,0.4362934362934363,272.0,0.5147058823529412,252.0,0.511904761904762,,,True,True,sufficient,stable_descriptive
kth_offset,3||t11_t20,seed_P_good_minus_P_bad,287.0,0.6689895470383275,145.0,0.6551724137931034,181.0,0.6629834254143646,,,True,True,sufficient,stable_descriptive
kth_offset,3||t21_t30,seed_P_good_minus_P_bad,144.0,0.75,82.0,0.6341463414634146,110.0,0.6363636363636365,,,True,False,sufficient,stable_descriptive
kth_offset,3||t3_t5,seed_P_good_minus_P_bad,28.0,0.6428571428571428,19.0,0.4210526315789474,14.0,0.8571428571428572,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,3||t6_t10,seed_P_good_minus_P_bad,189.0,0.6666666666666667,94.0,0.648936170212766,96.0,0.6354166666666666,,,True,True,sufficient,stable_descriptive
kth_offset,4plus||t11_t20,seed_P_good_minus_P_bad,123.0,0.8048780487804877,49.0,0.9183673469387754,58.0,0.7413793103448275,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t21_t30,seed_P_good_minus_P_bad,74.0,0.8108108108108107,47.0,0.8723404255319149,65.0,0.6923076923076923,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t6_t10,seed_P_good_minus_P_bad,34.0,0.9411764705882353,17.0,0.4705882352941177,11.0,0.6363636363636365,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,1||t11_t20,fresh_anchor_big_winner_rate,241.0,0.07468879668049792,120.0,0.041666666666666664,150.0,0.08,,,True,True,sufficient,stable_descriptive
kth_offset,1||t21_t30,fresh_anchor_big_winner_rate,55.0,0.09090909090909091,20.0,0.05,27.0,0.18518518518518517,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,1||t3_t5,fresh_anchor_big_winner_rate,1593.0,0.16321406151914628,911.0,0.05598243688254665,807.0,0.09665427509293681,,,True,False,sufficient,stable_descriptive
kth_offset,1||t6_t10,fresh_anchor_big_winner_rate,436.0,0.0963302752293578,234.0,0.02564102564102564,271.0,0.0959409594095941,,,True,True,sufficient,stable_descriptive
kth_offset,2||t11_t20,fresh_anchor_big_winner_rate,410.0,0.09024390243902439,226.0,0.05309734513274336,284.0,0.09154929577464789,,,True,True,sufficient,stable_descriptive
kth_offset,2||t21_t30,fresh_anchor_big_winner_rate,138.0,0.07971014492753623,69.0,0.043478260869565216,77.0,0.06493506493506493,,,True,True,sufficient,stable_descriptive
kth_offset,2||t3_t5,fresh_anchor_big_winner_rate,350.0,0.18571428571428572,164.0,0.054878048780487805,169.0,0.10059171597633136,,,True,False,sufficient,stable_descriptive
kth_offset,2||t6_t10,fresh_anchor_big_winner_rate,504.0,0.15873015873015872,270.0,0.07407407407407407,245.0,0.0653061224489796,,,True,True,sufficient,stable_descriptive
kth_offset,3||t11_t20,fresh_anchor_big_winner_rate,274.0,0.12043795620437957,146.0,0.03424657534246575,162.0,0.09259259259259259,,,True,True,sufficient,stable_descriptive
kth_offset,3||t21_t30,fresh_anchor_big_winner_rate,151.0,0.10596026490066225,80.0,0.0875,94.0,0.031914893617021274,,,True,True,sufficient,stable_descriptive
kth_offset,3||t3_t5,fresh_anchor_big_winner_rate,28.0,0.07142857142857142,18.0,0.05555555555555555,12.0,0.0,,,True,True,thin_episode_denominator,denominator_thin
kth_offset,3||t6_t10,fresh_anchor_big_winner_rate,184.0,0.14130434782608695,94.0,0.09574468085106383,90.0,0.08888888888888889,,,True,True,sufficient,stable_descriptive
kth_offset,4plus||t11_t20,fresh_anchor_big_winner_rate,120.0,0.18333333333333332,50.0,0.04,54.0,0.05555555555555555,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t21_t30,fresh_anchor_big_winner_rate,80.0,0.1,45.0,0.08888888888888889,56.0,0.017857142857142856,,,True,True,sufficient,stable_descriptive
kth_offset,4plus||t6_t10,fresh_anchor_big_winner_rate,33.0,0.12121212121212122,17.0,0.058823529411764705,8.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset,1||t11_t20,fresh_P_good_minus_P_bad,252.0,-0.19444444444444442,121.0,-0.14049586776859507,154.0,0.019480519480519487,,,False,False,thin_episode_denominator,unstable
kth_offset,1||t21_t30,fresh_P_good_minus_P_bad,56.0,-0.10714285714285715,21.0,0.38095238095238093,29.0,0.10344827586206895,,,False,False,thin_episode_denominator,denominator_thin
kth_offset,1||t3_t5,fresh_P_good_minus_P_bad,1646.0,-0.3013365735115432,913.0,-0.33844468784227827,817.0,-0.17503059975520202,,,True,False,sufficient,stable_descriptive
kth_offset,1||t6_t10,fresh_P_good_minus_P_bad,459.0,-0.29193899782135074,237.0,-0.13502109704641352,272.0,-0.125,,,True,False,sufficient,stable_descriptive
kth_offset,2||t11_t20,fresh_P_good_minus_P_bad,424.0,-0.25,226.0,-0.16814159292035397,287.0,-0.14285714285714285,,,True,False,sufficient,stable_descriptive
kth_offset,2||t21_t30,fresh_P_good_minus_P_bad,139.0,-0.3021582733812949,70.0,-0.08571428571428569,79.0,-0.13924050632911394,,,True,False,sufficient,stable_descriptive
kth_offset,2||t3_t5,fresh_P_good_minus_P_bad,364.0,-0.25274725274725274,165.0,-0.23636363636363633,176.0,-0.125,,,True,False,sufficient,stable_descriptive
kth_offset,2||t6_t10,fresh_P_good_minus_P_bad,519.0,-0.31213872832369943,273.0,-0.20146520146520153,245.0,-0.12653061224489798,,,True,False,sufficient,stable_descriptive
kth_offset,3||t11_t20,fresh_P_good_minus_P_bad,284.0,-0.31690140845070425,146.0,-0.2671232876712329,164.0,-0.29878048780487804,,,True,True,sufficient,stable_descriptive
kth_offset,3||t21_t30,fresh_P_good_minus_P_bad,153.0,-0.18300653594771238,81.0,-0.23456790123456794,97.0,-0.23711340206185572,,,True,True,sufficient,stable_descriptive
kth_offset,3||t3_t5,fresh_P_good_minus_P_bad,28.0,-0.6785714285714286,18.0,-0.5555555555555556,14.0,0.14285714285714285,,,False,False,thin_episode_denominator,denominator_thin
kth_offset,3||t6_t10,fresh_P_good_minus_P_bad,189.0,-0.24867724867724872,95.0,-0.4105263157894737,91.0,-0.1758241758241758,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t11_t20,fresh_P_good_minus_P_bad,121.0,-0.19834710743801653,50.0,-0.36000000000000004,54.0,-0.2222222222222222,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t21_t30,fresh_P_good_minus_P_bad,80.0,-0.29999999999999993,44.0,-0.1363636363636364,57.0,-0.15789473684210525,,,True,False,sufficient,stable_descriptive
kth_offset,4plus||t6_t10,fresh_P_good_minus_P_bad,34.0,-0.588235294117647,17.0,-0.7647058823529411,10.0,-0.39999999999999997,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t11_t20||down_or_flat,seed_anchor_big_winner_rate,55.0,0.03636363636363636,21.0,0.047619047619047616,22.0,0.045454545454545456,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t11_t20||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,1||t11_t20||up_0_5pct,seed_anchor_big_winner_rate,122.0,0.04918032786885246,68.0,0.04411764705882353,121.0,0.0743801652892562,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,1||t11_t20||up_10_20pct,seed_anchor_big_winner_rate,24.0,0.375,9.0,0.2222222222222222,5.0,0.2,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t11_t20||up_5_10pct,seed_anchor_big_winner_rate,29.0,0.20689655172413793,21.0,0.09523809523809523,26.0,0.11538461538461539,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t11_t20||up_gt_20pct,seed_anchor_big_winner_rate,6.0,0.6666666666666666,2.0,1.0,2.0,0.5,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t21_t30||down_or_flat,seed_anchor_big_winner_rate,21.0,0.0,12.0,0.08333333333333333,9.0,0.1111111111111111,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t21_t30||up_0_5pct,seed_anchor_big_winner_rate,21.0,0.14285714285714285,16.0,0.0,16.0,0.0625,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t21_t30||up_10_20pct,seed_anchor_big_winner_rate,4.0,0.25,0.0,,1.0,0.0,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state,1||t21_t30||up_5_10pct,seed_anchor_big_winner_rate,5.0,0.4,1.0,0.0,5.0,0.4,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t21_t30||up_gt_20pct,seed_anchor_big_winner_rate,1.0,0.0,0.0,,1.0,1.0,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state,1||t3_t5||down_or_flat,seed_anchor_big_winner_rate,143.0,0.1258741258741259,96.0,0.0625,67.0,0.1791044776119403,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,1||t3_t5||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,1||t3_t5||up_0_5pct,seed_anchor_big_winner_rate,1020.0,0.1568627450980392,618.0,0.07119741100323625,559.0,0.1037567084078712,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,1||t3_t5||up_10_20pct,seed_anchor_big_winner_rate,100.0,0.36,31.0,0.0967741935483871,38.0,0.23684210526315788,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,1||t3_t5||up_5_10pct,seed_anchor_big_winner_rate,326.0,0.3006134969325153,150.0,0.06666666666666667,122.0,0.12295081967213115,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,1||t3_t5||up_gt_20pct,seed_anchor_big_winner_rate,9.0,0.5555555555555556,4.0,0.25,33.0,0.18181818181818182,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t6_t10||down_or_flat,seed_anchor_big_winner_rate,46.0,0.043478260869565216,26.0,0.0,21.0,0.047619047619047616,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t6_t10||up_0_5pct,seed_anchor_big_winner_rate,278.0,0.06474820143884892,169.0,0.023668639053254437,222.0,0.08558558558558559,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,1||t6_t10||up_10_20pct,seed_anchor_big_winner_rate,17.0,0.29411764705882354,6.0,0.0,7.0,0.2857142857142857,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t6_t10||up_5_10pct,seed_anchor_big_winner_rate,91.0,0.2087912087912088,36.0,0.1388888888888889,28.0,0.14285714285714285,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,1||t6_t10||up_gt_20pct,seed_anchor_big_winner_rate,3.0,0.3333333333333333,0.0,,1.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t11_t20||down_or_flat,seed_anchor_big_winner_rate,19.0,0.0,8.0,0.0,4.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t11_t20||up_0_5pct,seed_anchor_big_winner_rate,176.0,0.05113636363636364,108.0,0.05555555555555555,159.0,0.07547169811320754,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,2||t11_t20||up_10_20pct,seed_anchor_big_winner_rate,77.0,0.2987012987012987,28.0,0.14285714285714285,37.0,0.24324324324324326,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t11_t20||up_5_10pct,seed_anchor_big_winner_rate,122.0,0.14754098360655737,82.0,0.07317073170731707,112.0,0.10714285714285714,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,2||t11_t20||up_gt_20pct,seed_anchor_big_winner_rate,10.0,0.4,8.0,0.125,9.0,0.4444444444444444,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t21_t30||down_or_flat,seed_anchor_big_winner_rate,14.0,0.07142857142857142,10.0,0.0,9.0,0.0,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t21_t30||up_0_5pct,seed_anchor_big_winner_rate,48.0,0.020833333333333332,30.0,0.03333333333333333,39.0,0.10256410256410256,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,2||t21_t30||up_10_20pct,seed_anchor_big_winner_rate,31.0,0.16129032258064516,12.0,0.0,13.0,0.07692307692307693,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t21_t30||up_5_10pct,seed_anchor_big_winner_rate,31.0,0.1935483870967742,20.0,0.1,31.0,0.12903225806451613,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t21_t30||up_gt_20pct,seed_anchor_big_winner_rate,4.0,0.25,2.0,0.5,3.0,0.3333333333333333,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t3_t5||down_or_flat,seed_anchor_big_winner_rate,7.0,0.14285714285714285,2.0,0.0,9.0,0.1111111111111111,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t3_t5||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,2||t3_t5||up_0_5pct,seed_anchor_big_winner_rate,151.0,0.17880794701986755,76.0,0.11842105263157894,78.0,0.10256410256410256,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,2||t3_t5||up_10_20pct,seed_anchor_big_winner_rate,56.0,0.4107142857142857,16.0,0.0,22.0,0.09090909090909091,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t3_t5||up_5_10pct,seed_anchor_big_winner_rate,136.0,0.3014705882352941,68.0,0.07352941176470588,55.0,0.16363636363636364,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,2||t3_t5||up_gt_20pct,seed_anchor_big_winner_rate,4.0,0.5,2.0,0.0,9.0,0.4444444444444444,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t6_t10||down_or_flat,seed_anchor_big_winner_rate,14.0,0.14285714285714285,6.0,0.0,1.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t6_t10||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,2||t6_t10||up_0_5pct,seed_anchor_big_winner_rate,215.0,0.10697674418604651,119.0,0.058823529411764705,123.0,0.07317073170731707,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,2||t6_t10||up_10_20pct,seed_anchor_big_winner_rate,73.0,0.4657534246575342,39.0,0.2564102564102564,23.0,0.13043478260869565,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,2||t6_t10||up_5_10pct,seed_anchor_big_winner_rate,190.0,0.2,101.0,0.09900990099009901,91.0,0.15384615384615385,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,2||t6_t10||up_gt_20pct,seed_anchor_big_winner_rate,12.0,0.4166666666666667,2.0,0.0,13.0,0.3076923076923077,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t11_t20||down_or_flat,seed_anchor_big_winner_rate,2.0,0.0,2.0,0.0,1.0,1.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t11_t20||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,3||t11_t20||up_0_5pct,seed_anchor_big_winner_rate,64.0,0.0625,32.0,0.03125,52.0,0.057692307692307696,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,3||t11_t20||up_10_20pct,seed_anchor_big_winner_rate,70.0,0.32857142857142857,38.0,0.10526315789473684,32.0,0.15625,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,3||t11_t20||up_5_10pct,seed_anchor_big_winner_rate,126.0,0.1349206349206349,68.0,0.07352941176470588,83.0,0.10843373493975904,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,3||t11_t20||up_gt_20pct,seed_anchor_big_winner_rate,16.0,0.75,5.0,0.0,12.0,0.4166666666666667,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t21_t30||down_or_flat,seed_anchor_big_winner_rate,3.0,0.0,2.0,0.0,2.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t21_t30||up_0_5pct,seed_anchor_big_winner_rate,31.0,0.0967741935483871,23.0,0.043478260869565216,31.0,0.03225806451612903,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t21_t30||up_10_20pct,seed_anchor_big_winner_rate,54.0,0.14814814814814814,20.0,0.15,24.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t21_t30||up_5_10pct,seed_anchor_big_winner_rate,42.0,0.14285714285714285,30.0,0.1,48.0,0.08333333333333333,,,True,True,sufficient,stable_descriptive
kth_offset_price_state,3||t21_t30||up_gt_20pct,seed_anchor_big_winner_rate,13.0,0.46153846153846156,6.0,0.3333333333333333,3.0,0.6666666666666666,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t3_t5||up_0_5pct,seed_anchor_big_winner_rate,6.0,0.0,3.0,0.0,3.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t3_t5||up_10_20pct,seed_anchor_big_winner_rate,10.0,0.3,5.0,0.0,3.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t3_t5||up_5_10pct,seed_anchor_big_winner_rate,11.0,0.09090909090909091,11.0,0.09090909090909091,6.0,0.0,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t3_t5||up_gt_20pct,seed_anchor_big_winner_rate,1.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,3||t6_t10||down_or_flat,seed_anchor_big_winner_rate,1.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,3||t6_t10||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,3||t6_t10||up_0_5pct,seed_anchor_big_winner_rate,43.0,0.16279069767441862,28.0,0.14285714285714285,32.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t6_t10||up_10_20pct,seed_anchor_big_winner_rate,49.0,0.3673469387755102,25.0,0.28,9.0,0.4444444444444444,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,3||t6_t10||up_5_10pct,seed_anchor_big_winner_rate,84.0,0.20238095238095238,35.0,0.05714285714285714,50.0,0.16,,,True,False,sufficient,stable_descriptive
kth_offset_price_state,3||t6_t10||up_gt_20pct,seed_anchor_big_winner_rate,7.0,0.7142857142857143,5.0,0.6,3.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,4plus||t11_t20||missing_or_invalid,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state,4plus||t11_t20||up_0_5pct,seed_anchor_big_winner_rate,15.0,0.06666666666666667,6.0,0.16666666666666666,8.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,4plus||t11_t20||up_10_20pct,seed_anchor_big_winner_rate,57.0,0.3333333333333333,22.0,0.13636363636363635,15.0,0.2,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,4plus||t11_t20||up_5_10pct,seed_anchor_big_winner_rate,39.0,0.20512820512820512,16.0,0.0625,34.0,0.058823529411764705,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,4plus||t11_t20||up_gt_20pct,seed_anchor_big_winner_rate,11.0,0.7272727272727273,5.0,0.4,1.0,1.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state,4plus||t21_t30||up_0_5pct,seed_anchor_big_winner_rate,6.0,0.0,2.0,0.0,4.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state,4plus||t21_t30||up_10_20pct,seed_anchor_big_winner_rate,32.0,0.28125,25.0,0.12,25.0,0.2,,,True,False,thin_episode_denominator,denominator_thin
