split,prefix_family_count_bucket,prefix_family_set_bucket,candidate_next_family,candidate_occurs_at_next_step,candidate_row_count,candidate_weight_sum,seed_episode_count,candidate_occurrence_rate,seed_anchor_big_winner_rate,seed_P_good,seed_P_bad,next_step_fresh_anchor_big_winner_rate_weighted,next_step_fresh_P_good_weighted,next_step_fresh_P_bad_weighted,candidate_fresh_anchor_big_winner_rate,candidate_fresh_P_good,candidate_fresh_P_bad,wait_return_p50,sample_sufficiency_status
train,1,other_sparse_prefix,volatility_band,False,101,16.83333333333334,101,0.0,0.15730337078651682,0.3444444444444446,0.6333333333333332,0.15686274509803924,0.5098039215686276,0.47058823529411775,,,,,thin_episode_denominator
train,1,other_sparse_prefix,volatility_band,True,18,2.9999999999999996,18,1.0,0.15384615384615385,0.7857142857142859,0.2142857142857143,0.15384615384615385,0.4285714285714286,0.5714285714285715,0.15384615384615385,0.4285714285714286,0.5714285714285715,,thin_episode_denominator
train,1,other_sparse_prefix,volume_money,False,175,29.166666666666664,175,0.0,0.13999999999999999,0.3311688311688311,0.6558441558441561,0.13793103448275865,0.4318181818181819,0.568181818181818,,,,,thin_episode_denominator
train,1,other_sparse_prefix,volume_money,True,41,6.833333333333333,41,1.0,0.08823529411764705,0.44444444444444436,0.49999999999999983,0.08823529411764705,0.33333333333333326,0.5833333333333331,0.08823529411764705,0.33333333333333326,0.5833333333333331,,thin_episode_denominator
train,1,price_trend,momentum_rps,False,79,13.166666666666663,79,0.0,0.15151515151515155,0.13235294117647062,0.8676470588235293,0.25000000000000006,0.23809523809523814,0.7619047619047621,,,,,thin_episode_denominator
train,1,price_trend,momentum_rps,True,44,7.333333333333334,44,1.0,0.28571428571428564,0.5862068965517239,0.41379310344827575,0.28571428571428564,0.37931034482758613,0.6206896551724135,0.28571428571428564,0.37931034482758613,0.6206896551724135,,thin_episode_denominator
train,1,price_trend,oscillator,False,118,19.66666666666667,118,0.0,0.18478260869565216,0.26315789473684215,0.7368421052631577,0.26086956521739124,0.3125,0.6875000000000001,,,,,thin_episode_denominator
train,1,price_trend,oscillator,True,5,0.8333333333333333,5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,thin_episode_denominator
train,1,price_trend,pullback_drawdown,False,67,11.166666666666664,67,0.0,0.12280701754385966,0.10169491525423731,0.8983050847457626,0.1818181818181818,0.3333333333333333,0.6666666666666666,,,,,thin_episode_denominator
train,1,price_trend,pullback_drawdown,True,56,9.333333333333332,56,1.0,0.29729729729729726,0.526315789473684,0.4736842105263156,0.29729729729729726,0.31578947368421045,0.6842105263157894,0.29729729729729726,0.31578947368421045,0.6842105263157894,,thin_episode_denominator
train,1,price_trend,range_breakout,False,81,13.5,81,0.0,0.19047619047619058,0.140625,0.8593749999999997,0.4117647058823529,0.35294117647058826,0.6470588235294119,,,,,thin_episode_denominator
train,1,price_trend,range_breakout,True,42,7.0,42,1.0,0.1935483870967741,0.5151515151515151,0.4848484848484848,0.1935483870967741,0.30303030303030304,0.6969696969696968,0.1935483870967741,0.30303030303030304,0.6969696969696968,,thin_episode_denominator
train,1,price_trend,volatility_band,False,113,18.833333333333332,113,0.0,0.1818181818181818,0.2555555555555555,0.7444444444444442,0.2619047619047619,0.3255813953488372,0.674418604651163,,,,,thin_episode_denominator
train,1,price_trend,volatility_band,True,10,1.6666666666666667,10,1.0,0.33333333333333337,0.4285714285714286,0.5714285714285715,0.33333333333333337,0.28571428571428575,0.7142857142857143,0.33333333333333337,0.28571428571428575,0.7142857142857143,,thin_episode_denominator
train,1,price_trend,volume_money,False,109,18.16666666666667,109,0.0,0.1904761904761905,0.2528735632183908,0.7471264367816093,0.28947368421052627,0.35,0.6500000000000001,,,,,thin_episode_denominator
train,1,price_trend,volume_money,True,14,2.333333333333333,14,1.0,0.19999999999999998,0.39999999999999997,0.5999999999999999,0.19999999999999998,0.19999999999999998,0.7999999999999999,0.19999999999999998,0.19999999999999998,0.7999999999999999,,thin_episode_denominator
train,1,pullback_drawdown,momentum_rps,False,171,28.5,171,0.0,0.18181818181818185,0.1798561151079137,0.8129496402877698,0.13725490196078433,0.2884615384615385,0.6923076923076926,,,,,thin_episode_denominator
train,1,pullback_drawdown,momentum_rps,True,80,13.333333333333334,80,1.0,0.2537313432835821,0.5652173913043481,0.43478260869565244,0.22388059701492538,0.2898550724637681,0.6956521739130436,0.22388059701492538,0.2898550724637681,0.6956521739130436,,thin_episode_denominator
train,1,pullback_drawdown,oscillator,False,219,36.5,219,0.0,0.20231213872832374,0.2596685082872929,0.7348066298342542,0.1827956989247312,0.2421052631578947,0.7368421052631577,,,,,sufficient
train,1,pullback_drawdown,oscillator,True,32,5.333333333333333,32,1.0,0.2307692307692307,0.6296296296296294,0.3703703703703703,0.19999999999999996,0.46153846153846145,0.5384615384615383,0.19999999999999996,0.46153846153846145,0.5384615384615383,,thin_episode_denominator
train,1,pullback_drawdown,price_trend,False,176,29.333333333333336,176,0.0,0.16296296296296298,0.16197183098591547,0.8380281690140848,0.07272727272727275,0.25,0.7321428571428572,,,,,thin_episode_denominator
train,1,pullback_drawdown,price_trend,True,75,12.499999999999998,75,1.0,0.29687499999999994,0.6212121212121213,0.3636363636363637,0.2857142857142858,0.32307692307692304,0.6615384615384616,0.2857142857142858,0.32307692307692304,0.6615384615384616,,thin_episode_denominator
train,1,pullback_drawdown,range_breakout,False,149,24.83333333333333,149,0.0,0.19827586206896544,0.15573770491803277,0.8442622950819677,0.16666666666666663,0.27777777777777773,0.7222222222222222,,,,,thin_episode_denominator
train,1,pullback_drawdown,range_breakout,True,102,17.000000000000007,102,1.0,0.21686746987951805,0.5232558139534885,0.4651162790697675,0.1951219512195122,0.2941176470588236,0.6823529411764705,0.1951219512195122,0.2941176470588236,0.6823529411764705,,thin_episode_denominator
train,1,pullback_drawdown,volatility_band,False,207,34.50000000000001,207,0.0,0.2134146341463415,0.2573099415204679,0.7426900584795323,0.20481927710843373,0.28571428571428575,0.7142857142857141,,,,,sufficient
train,1,pullback_drawdown,volatility_band,True,44,7.333333333333334,44,1.0,0.1714285714285714,0.5405405405405403,0.43243243243243235,0.14285714285714282,0.29729729729729726,0.6486486486486486,0.14285714285714282,0.29729729729729726,0.6486486486486486,,thin_episode_denominator
train,1,pullback_drawdown,volume_money,False,206,34.33333333333334,206,0.0,0.2125,0.25443786982248523,0.7396449704142012,0.2025316455696203,0.26829268292682923,0.7195121951219511,,,,,sufficient
train,1,pullback_drawdown,volume_money,True,45,7.500000000000001,45,1.0,0.1794871794871794,0.5384615384615382,0.46153846153846134,0.1538461538461538,0.3333333333333332,0.6410256410256409,0.1538461538461538,0.3333333333333332,0.6410256410256409,,thin_episode_denominator
train,1,range_breakout,momentum_rps,False,749,124.83333333333334,749,0.0,0.08012820512820512,0.281733746130031,0.6671826625386998,0.07277628032345014,0.3595800524934382,0.5669291338582676,,,,,sufficient
train,1,range_breakout,momentum_rps,True,141,23.499999999999996,141,1.0,0.27966101694915246,0.7058823529411762,0.28571428571428564,0.24347826086956526,0.35042735042735035,0.6410256410256409,0.24347826086956526,0.35042735042735035,0.6410256410256409,,thin_episode_denominator
train,1,range_breakout,oscillator,False,664,110.66666666666667,664,0.0,0.1005484460694698,0.25795053003533575,0.7014134275618377,0.1134020618556701,0.3624161073825504,0.5906040268456376,,,,,sufficient
train,1,range_breakout,oscillator,True,226,37.666666666666664,226,1.0,0.14358974358974363,0.6030150753768843,0.3417085427135677,0.1128205128205128,0.3499999999999999,0.5750000000000001,0.1128205128205128,0.3499999999999999,0.5750000000000001,,sufficient
train,1,range_breakout,price_trend,False,752,125.33333333333334,752,0.0,0.08293460925039871,0.2751159196290572,0.6754250386398764,0.08042895442359252,0.3534031413612564,0.5732984293193717,,,,,sufficient
train,1,range_breakout,price_trend,True,138,23.0,138,1.0,0.26956521739130446,0.7457627118644067,0.23728813559322035,0.22123893805309738,0.37068965517241376,0.6206896551724137,0.22123893805309738,0.37068965517241376,0.6206896551724137,,thin_episode_denominator
train,1,range_breakout,pullback_drawdown,False,678,113.0,678,0.0,0.06761565836298934,0.25257731958762886,0.6941580756013745,0.055194805194805185,0.3481012658227849,0.5632911392405063,,,,,sufficient
train,1,range_breakout,pullback_drawdown,True,212,35.333333333333336,212,1.0,0.25000000000000006,0.650273224043716,0.3333333333333332,0.21348314606741578,0.3736263736263735,0.6208791208791209,0.21348314606741578,0.3736263736263735,0.6208791208791209,,sufficient
train,1,range_breakout,volatility_band,False,715,119.16666666666669,715,0.0,0.10350584307178626,0.28502415458937197,0.6763285024154589,0.11661807580174927,0.3531073446327684,0.5903954802259886,,,,,sufficient
train,1,range_breakout,volatility_band,True,175,29.166666666666664,175,1.0,0.14685314685314685,0.6180555555555556,0.31250000000000006,0.1048951048951049,0.3680555555555554,0.5694444444444444,0.1048951048951049,0.3680555555555554,0.5694444444444444,,thin_episode_denominator
train,1,range_breakout,volume_money,False,555,92.5,555,0.0,0.10660980810234541,0.24536082474226817,0.7237113402061858,0.12264150943396228,0.31944444444444436,0.6203703703703702,,,,,sufficient
train,1,range_breakout,volume_money,True,335,55.83333333333333,335,1.0,0.12087912087912088,0.525,0.40714285714285714,0.1058394160583942,0.3865248226950356,0.5567375886524822,0.1058394160583942,0.3865248226950356,0.5567375886524822,,sufficient
train,1,volume_money,momentum_rps,False,231,38.5,231,0.0,0.1210526315789473,0.3131313131313129,0.6464646464646462,0.10344827586206895,0.39669421487603307,0.586776859504132,,,,,sufficient
train,1,volume_money,momentum_rps,True,61,10.166666666666663,61,1.0,0.18000000000000002,0.6792452830188682,0.32075471698113217,0.12000000000000001,0.39622641509433965,0.5849056603773589,0.12000000000000001,0.39622641509433965,0.5849056603773589,,thin_episode_denominator
train,1,volume_money,oscillator,False,242,40.33333333333333,242,0.0,0.12307692307692308,0.31067961165048535,0.6553398058252423,0.09836065573770493,0.3565891472868218,0.627906976744186,,,,,sufficient
train,1,volume_money,oscillator,True,50,8.333333333333332,50,1.0,0.17777777777777776,0.7555555555555555,0.2222222222222222,0.13636363636363633,0.5111111111111108,0.4666666666666665,0.13636363636363633,0.5111111111111108,0.4666666666666665,,thin_episode_denominator
train,1,volume_money,price_trend,False,232,38.66666666666666,232,0.0,0.1210526315789473,0.2699999999999999,0.6950000000000001,0.10434782608695652,0.3688524590163935,0.6147540983606556,,,,,sufficient
train,1,volume_money,price_trend,True,60,9.999999999999996,60,1.0,0.18000000000000002,0.862745098039216,0.11764705882352942,0.11764705882352942,0.4615384615384617,0.5192307692307695,0.11764705882352942,0.4615384615384617,0.5192307692307695,,thin_episode_denominator
train,1,volume_money,pullback_drawdown,False,213,35.5,213,0.0,0.10919540229885055,0.27868852459016386,0.6775956284153006,0.09999999999999998,0.37735849056603765,0.5943396226415091,,,,,sufficient
train,1,volume_money,pullback_drawdown,True,79,13.166666666666663,79,1.0,0.196969696969697,0.6911764705882356,0.3088235294117647,0.12121212121212123,0.4264705882352944,0.5735294117647062,0.12121212121212123,0.4264705882352944,0.5735294117647062,,thin_episode_denominator
train,1,volume_money,range_breakout,False,130,21.666666666666664,130,0.0,0.1238095238095238,0.13513513513513506,0.8648648648648646,0.06666666666666664,0.28125,0.7187499999999998,,,,,thin_episode_denominator
train,1,volume_money,range_breakout,True,162,27.0,162,1.0,0.14074074074074075,0.592857142857143,0.35000000000000003,0.11764705882352942,0.4225352112676055,0.556338028169014,0.11764705882352942,0.4225352112676055,0.556338028169014,,thin_episode_denominator
train,1,volume_money,volatility_band,False,254,42.33333333333333,254,0.0,0.12918660287081343,0.3333333333333333,0.6392694063926939,0.11940298507462689,0.37588652482269497,0.6028368794326241,,,,,sufficient
train,1,volume_money,volatility_band,True,38,6.333333333333335,38,1.0,0.16129032258064507,0.7812500000000001,0.15625,0.0625,0.4848484848484848,0.5151515151515151,0.0625,0.4848484848484848,0.5151515151515151,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,oscillator,False,148,29.599999999999994,148,0.0,0.18333333333333335,0.35199999999999987,0.6239999999999998,0.161764705882353,0.3611111111111112,0.6249999999999998,,,,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,oscillator,True,17,3.4000000000000004,17,1.0,0.17647058823529413,0.823529411764706,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.7058823529411765,0.058823529411764705,0.23529411764705882,0.7058823529411765,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,price_trend,False,117,23.4,117,0.0,0.16666666666666669,0.2727272727272728,0.6969696969696968,0.13953488372093026,0.42222222222222244,0.5555555555555559,,,,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,price_trend,True,48,9.6,48,1.0,0.21951219512195125,0.7209302325581399,0.2790697674418606,0.14285714285714288,0.2500000000000001,0.7272727272727275,0.14285714285714288,0.2500000000000001,0.7272727272727275,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,range_breakout,False,82,16.4,82,0.0,0.19402985074626874,0.161764705882353,0.8235294117647061,0.23076923076923075,0.5384615384615383,0.46153846153846145,,,,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,range_breakout,True,83,16.599999999999998,83,1.0,0.1714285714285715,0.635135135135135,0.33783783783783794,0.12500000000000003,0.3026315789473686,0.6710526315789473,0.12500000000000003,0.3026315789473686,0.6710526315789473,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,volatility_band,False,133,26.599999999999994,133,0.0,0.190909090909091,0.3660714285714285,0.6160714285714283,0.15789473684210528,0.3965517241379312,0.5862068965517243,,,,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,volatility_band,True,32,6.4,32,1.0,0.1481481481481481,0.5666666666666665,0.39999999999999997,0.10714285714285714,0.22580645161290314,0.7419354838709677,0.10714285714285714,0.22580645161290314,0.7419354838709677,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,volume_money,False,140,27.999999999999993,140,0.0,0.19298245614035092,0.3445378151260504,0.6470588235294117,0.14754098360655743,0.3230769230769232,0.6461538461538461,,,,,thin_episode_denominator
train,2,momentum_rps|pullback_drawdown,volume_money,True,25,5.000000000000001,25,1.0,0.13043478260869562,0.7391304347826085,0.17391304347826084,0.125,0.37499999999999994,0.6250000000000001,0.125,0.37499999999999994,0.6250000000000001,,thin_episode_denominator
train,2,oscillator|range_breakout,momentum_rps,False,161,32.199999999999996,161,0.0,0.04444444444444445,0.3943661971830987,0.5352112676056339,0.03370786516853934,0.40000000000000024,0.5157894736842107,,,,,sufficient
train,2,oscillator|range_breakout,momentum_rps,True,23,4.600000000000001,23,1.0,0.15789473684210525,0.7000000000000001,0.29999999999999993,0.15789473684210525,0.24999999999999994,0.75,0.15789473684210525,0.24999999999999994,0.75,,thin_episode_denominator
train,2,oscillator|range_breakout,price_trend,False,155,30.999999999999996,155,0.0,0.029850746268656726,0.38970588235294107,0.5441176470588235,0.02272727272727273,0.38202247191011246,0.5393258426966293,,,,,sufficient
train,2,oscillator|range_breakout,price_trend,True,29,5.800000000000002,29,1.0,0.24999999999999994,0.6538461538461537,0.30769230769230765,0.19999999999999996,0.3461538461538461,0.6153846153846153,0.19999999999999996,0.3461538461538461,0.6153846153846153,,thin_episode_denominator
train,2,oscillator|range_breakout,pullback_drawdown,False,136,27.199999999999996,136,0.0,0.03389830508474577,0.3666666666666665,0.5583333333333331,0.027777777777777783,0.41095890410958924,0.493150684931507,,,,,thin_episode_denominator
train,2,oscillator|range_breakout,pullback_drawdown,True,48,9.6,48,1.0,0.13888888888888887,0.6190476190476193,0.3571428571428573,0.1111111111111111,0.30952380952380965,0.666666666666667,0.1111111111111111,0.30952380952380965,0.666666666666667,,thin_episode_denominator
train,2,oscillator|range_breakout,volatility_band,False,136,27.199999999999996,136,0.0,0.06140350877192982,0.33898305084745767,0.6101694915254238,0.058823529411764726,0.30985915492957766,0.6056338028169015,,,,,thin_episode_denominator
train,2,oscillator|range_breakout,volatility_band,True,48,9.6,48,1.0,0.05,0.6818181818181822,0.22727272727272735,0.05,0.47727272727272757,0.47727272727272757,0.05,0.47727272727272757,0.47727272727272757,,thin_episode_denominator
train,2,oscillator|range_breakout,volume_money,False,103,20.599999999999994,103,0.0,0.03448275862068967,0.3444444444444446,0.5888888888888888,0.05,0.3333333333333335,0.5952380952380955,,,,,thin_episode_denominator
train,2,oscillator|range_breakout,volume_money,True,81,16.2,81,1.0,0.08955223880597017,0.5416666666666669,0.4027777777777779,0.058823529411764726,0.3972602739726029,0.5342465753424659,0.058823529411764726,0.3972602739726029,0.5342465753424659,,thin_episode_denominator
train,2,other_sparse_prefix,momentum_rps,False,140,27.999999999999993,140,0.0,0.1351351351351352,0.27586206896551724,0.689655172413793,0.07547169811320759,0.41071428571428586,0.5714285714285715,,,,,thin_episode_denominator
train,2,other_sparse_prefix,momentum_rps,True,72,14.399999999999999,72,1.0,0.2600000000000001,0.6923076923076926,0.3076923076923078,0.2244897959183674,0.2941176470588237,0.7058823529411767,0.2244897959183674,0.2941176470588237,0.7058823529411767,,thin_episode_denominator
train,2,other_sparse_prefix,oscillator,False,250,50.0,250,0.0,0.17989417989417994,0.3197969543147207,0.6548223350253808,0.1619047619047619,0.3669724770642202,0.6055045871559632,,,,,sufficient
train,2,other_sparse_prefix,oscillator,True,39,7.800000000000002,39,1.0,0.2903225806451612,0.8437500000000001,0.15625,0.2580645161290322,0.40625000000000006,0.5937500000000001,0.2580645161290322,0.40625000000000006,0.5937500000000001,,thin_episode_denominator
train,2,other_sparse_prefix,price_trend,False,114,22.8,114,0.0,0.0888888888888889,0.3804347826086958,0.576086956521739,0.0666666666666667,0.4833333333333336,0.5166666666666669,,,,,thin_episode_denominator
train,2,other_sparse_prefix,price_trend,True,22,4.400000000000001,22,1.0,0.17647058823529413,0.8333333333333335,0.16666666666666666,0.125,0.23529411764705882,0.7647058823529412,0.125,0.23529411764705882,0.7647058823529412,,thin_episode_denominator
train,2,other_sparse_prefix,pullback_drawdown,False,121,24.200000000000003,121,0.0,0.1237113402061856,0.20588235294117657,0.7450980392156863,0.06060606060606061,0.42857142857142866,0.5428571428571429,,,,,thin_episode_denominator
train,2,other_sparse_prefix,pullback_drawdown,True,105,21.0,105,1.0,0.2987012987012989,0.7000000000000001,0.27500000000000013,0.28571428571428586,0.46250000000000013,0.5125000000000001,0.28571428571428586,0.46250000000000013,0.5125000000000001,,thin_episode_denominator
train,2,other_sparse_prefix,range_breakout,False,117,23.4,117,0.0,0.17391304347826092,0.19148936170212774,0.7659574468085109,0.18749999999999997,0.40625000000000006,0.5625,,,,,thin_episode_denominator
train,2,other_sparse_prefix,range_breakout,True,87,17.399999999999995,87,1.0,0.2328767123287672,0.6315789473684212,0.36842105263157915,0.20833333333333343,0.3333333333333335,0.6533333333333334,0.20833333333333343,0.3333333333333335,0.6533333333333334,,thin_episode_denominator
train,2,other_sparse_prefix,volatility_band,False,210,42.0,210,0.0,0.22085889570552156,0.3609467455621301,0.603550295857988,0.20652173913043487,0.4148936170212768,0.5531914893617021,,,,,sufficient
train,2,other_sparse_prefix,volatility_band,True,20,4.000000000000001,20,1.0,0.41176470588235287,0.8823529411764708,0.11764705882352941,0.3529411764705882,0.41176470588235287,0.588235294117647,0.3529411764705882,0.41176470588235287,0.588235294117647,,thin_episode_denominator
train,2,other_sparse_prefix,volume_money,False,207,41.39999999999999,207,0.0,0.21710526315789477,0.31645569620253167,0.6645569620253166,0.24390243902439032,0.4117647058823531,0.5647058823529413,,,,,sufficient
train,2,other_sparse_prefix,volume_money,True,26,5.200000000000001,26,1.0,0.19047619047619044,0.8181818181818181,0.09090909090909088,0.19047619047619044,0.4545454545454544,0.4999999999999999,0.19047619047619044,0.4545454545454544,0.4999999999999999,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,momentum_rps,False,106,21.2,106,0.0,0.18292682926829276,0.19047619047619052,0.7976190476190476,0.12121212121212122,0.2941176470588235,0.6764705882352943,,,,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,momentum_rps,True,40,8.0,40,1.0,0.25,0.6969696969696971,0.2727272727272727,0.21874999999999997,0.393939393939394,0.6060606060606062,0.21874999999999997,0.393939393939394,0.6060606060606062,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,oscillator,False,118,23.599999999999998,118,0.0,0.20879120879120888,0.2659574468085108,0.7127659574468086,0.21428571428571433,0.3409090909090911,0.6363636363636367,,,,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,oscillator,True,28,5.600000000000001,28,1.0,0.17391304347826084,0.608695652173913,0.39130434782608686,0.08695652173913042,0.3478260869565217,0.6521739130434783,0.08695652173913042,0.3478260869565217,0.6521739130434783,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,price_trend,False,106,21.2,106,0.0,0.16470588235294126,0.16091954022988514,0.8160919540229884,0.16666666666666663,0.27027027027027023,0.7027027027027027,,,,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,price_trend,True,40,8.0,40,1.0,0.3103448275862068,0.8333333333333333,0.16666666666666663,0.17241379310344823,0.4333333333333333,0.5666666666666665,0.17241379310344823,0.4333333333333333,0.5666666666666665,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,volatility_band,False,112,22.400000000000002,112,0.0,0.206896551724138,0.20000000000000007,0.7888888888888888,0.21052631578947364,0.25,0.7250000000000002,,,,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,volatility_band,True,34,6.800000000000001,34,1.0,0.18518518518518515,0.7777777777777778,0.18518518518518515,0.1111111111111111,0.48148148148148145,0.5185185185185185,0.1111111111111111,0.48148148148148145,0.5185185185185185,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,volume_money,False,104,20.8,104,0.0,0.23456790123456794,0.24390243902439032,0.74390243902439,0.21874999999999997,0.40625000000000006,0.5937500000000001,,,,,thin_episode_denominator
train,2,pullback_drawdown|range_breakout,volume_money,True,42,8.399999999999999,42,1.0,0.12121212121212122,0.5428571428571429,0.42857142857142866,0.12121212121212122,0.2857142857142857,0.6857142857142857,0.12121212121212122,0.2857142857142857,0.6857142857142857,,thin_episode_denominator
train,2,range_breakout|volatility_band,momentum_rps,False,111,22.199999999999996,111,0.0,0.03960396039603961,0.2376237623762377,0.712871287128713,0.032258064516129045,0.20967741935483883,0.6935483870967744,,,,,thin_episode_denominator
train,2,range_breakout|volatility_band,momentum_rps,True,18,3.6000000000000005,18,1.0,0.0,0.7777777777777779,0.16666666666666666,0.0,0.3888888888888888,0.5555555555555555,0.0,0.3888888888888888,0.5555555555555555,,thin_episode_denominator
train,2,range_breakout|volatility_band,oscillator,False,91,18.199999999999996,91,0.0,0.035714285714285726,0.2500000000000001,0.7142857142857142,0.022222222222222233,0.24444444444444455,0.6888888888888893,,,,,thin_episode_denominator
train,2,range_breakout|volatility_band,oscillator,True,38,7.600000000000001,38,1.0,0.02857142857142857,0.4857142857142857,0.42857142857142866,0.02857142857142857,0.2571428571428571,0.6285714285714287,0.02857142857142857,0.2571428571428571,0.6285714285714287,,thin_episode_denominator
train,2,range_breakout|volatility_band,price_trend,False,111,22.199999999999996,111,0.0,0.03883495145631069,0.24271844660194186,0.6990291262135924,0.03125000000000001,0.21875000000000008,0.6718749999999999,,,,,thin_episode_denominator
train,2,range_breakout|volatility_band,price_trend,True,18,3.6000000000000005,18,1.0,0.0,0.8125000000000001,0.18750000000000003,0.0,0.37499999999999994,0.625,0.0,0.37499999999999994,0.625,,thin_episode_denominator
train,2,range_breakout|volatility_band,pullback_drawdown,False,98,19.599999999999998,98,0.0,0.03370786516853934,0.17977528089887646,0.7640449438202246,0.020000000000000004,0.18000000000000005,0.7000000000000002,,,,,thin_episode_denominator
train,2,range_breakout|volatility_band,pullback_drawdown,True,31,6.200000000000002,31,1.0,0.033333333333333326,0.7333333333333333,0.23333333333333325,0.033333333333333326,0.3666666666666666,0.5999999999999999,0.033333333333333326,0.3666666666666666,0.5999999999999999,,thin_episode_denominator
train,2,range_breakout|volatility_band,volume_money,False,73,14.599999999999998,73,0.0,0.055555555555555566,0.26388888888888895,0.6805555555555556,0.0625,0.28125,0.6250000000000001,,,,,thin_episode_denominator
train,2,range_breakout|volatility_band,volume_money,True,56,11.2,56,1.0,0.0,0.4042553191489365,0.5531914893617025,0.0,0.22916666666666669,0.6875000000000001,0.0,0.22916666666666669,0.6875000000000001,,thin_episode_denominator
train,2,range_breakout|volume_money,momentum_rps,False,582,116.39999999999998,582,0.0,0.07024793388429752,0.279441117764471,0.6427145708582833,0.07142857142857145,0.33217993079584773,0.5951557093425605,,,,,sufficient
train,2,range_breakout|volume_money,momentum_rps,True,110,21.999999999999996,110,1.0,0.19148936170212774,0.7525773195876289,0.2164948453608248,0.16842105263157903,0.41836734693877553,0.5612244897959181,0.16842105263157903,0.41836734693877553,0.5612244897959181,,thin_episode_denominator
train,2,range_breakout|volume_money,oscillator,False,432,86.4,432,0.0,0.09016393442622953,0.2566137566137566,0.6904761904761906,0.1528662420382166,0.36874999999999997,0.5812499999999999,,,,,sufficient
