split,grouping_scheme,row_grain,outcome,bucket_count,sufficient_bucket_count,sufficient_bucket_ratio,covered_episode_count,covered_fresh_step_count,parent_grouping_scheme,weighted_abs_lift_vs_parent,weighted_signed_lift_vs_parent,max_abs_lift_vs_parent,median_abs_lift_vs_parent,sample_sufficiency_status,interpretability_status
train,kth_offset_price_state_plus_family_presence,fresh_step,fresh_anchor_big_winner_rate,505,6,0.011881188118811881,5550,5550.0,kth_offset_price_state,0.07002403688294732,-1.0264189372758136e-18,0.9333333333333333,0.10833333333333334,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_family_presence,fresh_step,fresh_P_good_minus_P_bad,505,6,0.011881188118811881,5550,5550.0,kth_offset_price_state,0.18429331814296793,1.7256625782926822e-17,1.5348837209302326,0.325635423494283,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_gain_120d_p50,505,6,0.011881188118811881,5550,5550.0,kth_offset_price_state,0.047519176778588364,0.012812412343297701,3.046163966898649,0.06091139304778709,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_drawdown_120d_p50,505,6,0.011881188118811881,5550,5550.0,kth_offset_price_state,0.03083656177088202,-0.004255327596973685,0.3649449299430824,0.04139355265240366,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_family_presence,fresh_step,seed_anchor_big_winner_rate,434,1,0.002304147465437788,3150,3150.0,kth_offset_price_state,0.055236313155831,-2.240159452431712e-19,0.96875,0.0625,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_family_presence,fresh_step,seed_P_good_minus_P_bad,434,1,0.002304147465437788,3150,3150.0,kth_offset_price_state,0.17771691403543033,1.6837716139773283e-17,1.8285714285714285,0.20779220779220775,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_family_presence,fresh_step,fresh_anchor_big_winner_rate,434,1,0.002304147465437788,3150,3150.0,kth_offset_price_state,0.04301444642050512,-8.78626176144097e-19,0.9714285714285714,0.043478260869565216,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_family_presence,fresh_step,fresh_P_good_minus_P_bad,434,1,0.002304147465437788,3150,3150.0,kth_offset_price_state,0.2518688780651833,1.3267097912355525e-17,1.7777777777777777,0.4444444444444444,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_gain_120d_p50,434,1,0.002304147465437788,3150,3150.0,kth_offset_price_state,0.037780487678092924,0.007309637915519964,0.9101524264523478,0.04484333633481821,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_drawdown_120d_p50,434,1,0.002304147465437788,3150,3150.0,kth_offset_price_state,0.03495847907561789,-0.004705395267663556,0.28768740202438625,0.04613486294999791,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_family_presence,fresh_step,seed_anchor_big_winner_rate,458,2,0.004366812227074236,3602,3602.0,kth_offset_price_state,0.075154561466748,1.5581348586618027e-20,0.8846153846153846,0.09624329159212881,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_family_presence,fresh_step,seed_P_good_minus_P_bad,458,2,0.004366812227074236,3602,3602.0,kth_offset_price_state,0.1637511665150848,9.959353603255081e-18,1.8421052631578947,0.18095238095238086,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_family_presence,fresh_step,fresh_anchor_big_winner_rate,458,2,0.004366812227074236,3602,3602.0,kth_offset_price_state,0.06368885717575797,-1.0411109768033192e-18,0.9615384615384616,0.07777777777777778,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_family_presence,fresh_step,fresh_P_good_minus_P_bad,458,2,0.004366812227074236,3602,3602.0,kth_offset_price_state,0.24097488189818478,-1.308196808277875e-17,1.7777777777777777,0.37915042788965436,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_gain_120d_p50,458,2,0.004366812227074236,3602,3602.0,kth_offset_price_state,0.04837661896793227,0.011666727668327055,1.0494886324764676,0.06102108782705911,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_drawdown_120d_p50,458,2,0.004366812227074236,3602,3602.0,kth_offset_price_state,0.026387031198151875,-0.0005920002302341946,0.3325033863363215,0.02958249132202137,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_family_presence,fresh_step,seed_anchor_big_winner_rate,626,33,0.052715654952076675,12302,12302.0,kth_offset_price_state,0.0503901045275826,-2.8942979920040846e-18,0.9285714285714286,0.08533916849015317,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_family_presence,fresh_step,seed_P_good_minus_P_bad,626,33,0.052715654952076675,12302,12302.0,kth_offset_price_state,0.10928918206758408,-4.249871555933912e-18,1.8381502890173411,0.13756957328385894,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_family_presence,fresh_step,fresh_anchor_big_winner_rate,626,33,0.052715654952076675,12302,12302.0,kth_offset_price_state,0.045743149610374095,-2.6690843071368874e-19,0.9534883720930233,0.08,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_family_presence,fresh_step,fresh_P_good_minus_P_bad,626,33,0.052715654952076675,12302,12302.0,kth_offset_price_state,0.1357538461553847,-8.99904447347379e-18,1.8666666666666667,0.25956989247311824,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_gain_120d_p50,626,33,0.052715654952076675,12302,12302.0,kth_offset_price_state,0.030539416952496602,0.006701656267328692,3.0457686337935166,0.046964107278571185,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_family_presence,fresh_step,fresh_max_drawdown_120d_p50,626,33,0.052715654952076675,12302,12302.0,kth_offset_price_state,0.02700485720303422,-0.002039783970755103,0.3703393739237105,0.038802782546147024,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_last_added_family,fresh_step,seed_anchor_big_winner_rate,500,11,0.022,5550,5550.0,kth_offset_price_state,0.07237049386510785,2.888424572155523e-18,0.9375,0.125,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_last_added_family,fresh_step,seed_P_good_minus_P_bad,500,11,0.022,5550,5550.0,kth_offset_price_state,0.12507004632393603,1.0092936587501423e-17,1.9,0.10801393728222997,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_anchor_big_winner_rate,500,11,0.022,5550,5550.0,kth_offset_price_state,0.06527799391318323,-3.755485758738565e-18,0.9384615384615385,0.107981220657277,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_P_good_minus_P_bad,500,11,0.022,5550,5550.0,kth_offset_price_state,0.18285471977616005,1.4216840753413966e-17,1.6842105263157894,0.31565656565656575,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_gain_120d_p50,500,11,0.022,5550,5550.0,kth_offset_price_state,0.04527838936314002,0.013942054966360437,1.302862960785905,0.06203978200522643,thin_episode_denominator,comparable
train,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_drawdown_120d_p50,500,11,0.022,5550,5550.0,kth_offset_price_state,0.024633563259062838,-0.0007738328725836182,0.5355250699697855,0.032176146872464215,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_last_added_family,fresh_step,seed_anchor_big_winner_rate,410,4,0.00975609756097561,3150,3150.0,kth_offset_price_state,0.05700043204883759,4.032287014377082e-19,0.9444444444444444,0.06666666666666667,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_last_added_family,fresh_step,seed_P_good_minus_P_bad,410,4,0.00975609756097561,3150,3150.0,kth_offset_price_state,0.15711473134537018,1.5149501856629787e-17,1.75,0.1633167220376522,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_anchor_big_winner_rate,410,4,0.00975609756097561,3150,3150.0,kth_offset_price_state,0.04113913489939786,-6.30808536718839e-19,0.9405940594059405,0.04,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_P_good_minus_P_bad,410,4,0.00975609756097561,3150,3150.0,kth_offset_price_state,0.22791079296665473,2.115564261699935e-17,1.7777777777777777,0.3693666894509,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_gain_120d_p50,410,4,0.00975609756097561,3150,3150.0,kth_offset_price_state,0.03539115416705708,0.0057168422466265315,0.902118055565371,0.0428953865505817,thin_episode_denominator,comparable
validation,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_drawdown_120d_p50,410,4,0.00975609756097561,3150,3150.0,kth_offset_price_state,0.03247081748424427,-0.002239760479623397,0.27323069948382056,0.03800015195962031,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_last_added_family,fresh_step,seed_anchor_big_winner_rate,457,4,0.0087527352297593,3602,3602.0,kth_offset_price_state,0.06583671408397176,-1.08030683533885e-18,0.967741935483871,0.08558558558558559,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_last_added_family,fresh_step,seed_P_good_minus_P_bad,457,4,0.0087527352297593,3602,3602.0,kth_offset_price_state,0.1560700852014959,1.224510688924805e-17,1.78125,0.13914656771799616,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_anchor_big_winner_rate,457,4,0.0087527352297593,3602,3602.0,kth_offset_price_state,0.05643315630202055,2.658155685455283e-19,0.9615384615384616,0.05976190476190476,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_P_good_minus_P_bad,457,4,0.0087527352297593,3602,3602.0,kth_offset_price_state,0.2125488249050866,-1.4739017373264058e-17,1.7777777777777777,0.3333333333333333,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_gain_120d_p50,457,4,0.0087527352297593,3602,3602.0,kth_offset_price_state,0.0435795573147045,0.012567699909811105,1.2440315776336004,0.05340730923521163,thin_episode_denominator,comparable
robustness,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_drawdown_120d_p50,457,4,0.0087527352297593,3602,3602.0,kth_offset_price_state,0.023974846385623565,-0.002243812299234437,0.24625950068117206,0.029369985665718613,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_last_added_family,fresh_step,seed_anchor_big_winner_rate,586,28,0.04778156996587031,12302,12302.0,kth_offset_price_state,0.04714902302712302,-1.7868151311583402e-18,0.9565217391304348,0.07472771897530295,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_last_added_family,fresh_step,seed_P_good_minus_P_bad,586,28,0.04778156996587031,12302,12302.0,kth_offset_price_state,0.0902346555813825,-5.681407237932704e-18,1.7710843373493974,0.08084732427131,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_anchor_big_winner_rate,586,28,0.04778156996587031,12302,12302.0,kth_offset_price_state,0.041861800395778054,-4.8739800391195335e-19,0.9655172413793104,0.06885758998435054,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_P_good_minus_P_bad,586,28,0.04778156996587031,12302,12302.0,kth_offset_price_state,0.13190499309252823,-2.181586539023949e-18,1.6666666666666667,0.2216117216117216,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_gain_120d_p50,586,28,0.04778156996587031,12302,12302.0,kth_offset_price_state,0.027480140106661197,0.006085020043561692,1.1067310035784068,0.04134317822884878,thin_episode_denominator,comparable
all,kth_offset_price_state_plus_last_added_family,fresh_step,fresh_max_drawdown_120d_p50,586,28,0.04778156996587031,12302,12302.0,kth_offset_price_state,0.024186783022764793,-0.0010722924441019903,0.3299314294825503,0.03339396358432517,thin_episode_denominator,comparable
train,seed_family_position_base,seed_episode_family,seed_anchor_big_winner_rate,7,7,1.0,35973,0.0,none,,,,,base,base_parent
train,seed_family_position_base,seed_episode_family,seed_P_good_minus_P_bad,7,7,1.0,35973,0.0,none,,,,,base,base_parent
train,seed_family_position_base,seed_episode_family,fresh_anchor_big_winner_rate,7,7,1.0,35973,0.0,none,,,,,base,base_parent
train,seed_family_position_base,seed_episode_family,fresh_P_good_minus_P_bad,7,7,1.0,35973,0.0,none,,,,,base,base_parent
train,seed_family_position_base,seed_episode_family,fresh_max_gain_120d_p50,7,7,1.0,35973,0.0,none,,,,,base,base_parent
train,seed_family_position_base,seed_episode_family,fresh_max_drawdown_120d_p50,7,7,1.0,35973,0.0,none,,,,,base,base_parent
validation,seed_family_position_base,seed_episode_family,seed_anchor_big_winner_rate,7,7,1.0,20237,0.0,none,,,,,base,base_parent
validation,seed_family_position_base,seed_episode_family,seed_P_good_minus_P_bad,7,7,1.0,20237,0.0,none,,,,,base,base_parent
validation,seed_family_position_base,seed_episode_family,fresh_anchor_big_winner_rate,7,7,1.0,20237,0.0,none,,,,,base,base_parent
validation,seed_family_position_base,seed_episode_family,fresh_P_good_minus_P_bad,7,7,1.0,20237,0.0,none,,,,,base,base_parent
validation,seed_family_position_base,seed_episode_family,fresh_max_gain_120d_p50,7,7,1.0,20237,0.0,none,,,,,base,base_parent
validation,seed_family_position_base,seed_episode_family,fresh_max_drawdown_120d_p50,7,7,1.0,20237,0.0,none,,,,,base,base_parent
robustness,seed_family_position_base,seed_episode_family,seed_anchor_big_winner_rate,7,7,1.0,20811,0.0,none,,,,,base,base_parent
robustness,seed_family_position_base,seed_episode_family,seed_P_good_minus_P_bad,7,7,1.0,20811,0.0,none,,,,,base,base_parent
robustness,seed_family_position_base,seed_episode_family,fresh_anchor_big_winner_rate,7,7,1.0,20811,0.0,none,,,,,base,base_parent
robustness,seed_family_position_base,seed_episode_family,fresh_P_good_minus_P_bad,7,7,1.0,20811,0.0,none,,,,,base,base_parent
robustness,seed_family_position_base,seed_episode_family,fresh_max_gain_120d_p50,7,7,1.0,20811,0.0,none,,,,,base,base_parent
robustness,seed_family_position_base,seed_episode_family,fresh_max_drawdown_120d_p50,7,7,1.0,20811,0.0,none,,,,,base,base_parent
all,seed_family_position_base,seed_episode_family,seed_anchor_big_winner_rate,7,7,1.0,77021,0.0,none,,,,,base,base_parent
all,seed_family_position_base,seed_episode_family,seed_P_good_minus_P_bad,7,7,1.0,77021,0.0,none,,,,,base,base_parent
all,seed_family_position_base,seed_episode_family,fresh_anchor_big_winner_rate,7,7,1.0,77021,0.0,none,,,,,base,base_parent
all,seed_family_position_base,seed_episode_family,fresh_P_good_minus_P_bad,7,7,1.0,77021,0.0,none,,,,,base,base_parent
all,seed_family_position_base,seed_episode_family,fresh_max_gain_120d_p50,7,7,1.0,77021,0.0,none,,,,,base,base_parent
all,seed_family_position_base,seed_episode_family,fresh_max_drawdown_120d_p50,7,7,1.0,77021,0.0,none,,,,,base,base_parent
train,family_position,seed_episode_family,seed_anchor_big_winner_rate,41,40,0.975609756097561,35973,0.0,seed_family_position_base,0.04171526246176408,8.716658759929351e-18,0.18142235123367198,0.04400738524727743,sufficient,comparable
train,family_position,seed_episode_family,seed_P_good_minus_P_bad,41,40,0.975609756097561,35973,0.0,seed_family_position_base,0.37792314207519695,3.738877539604157e-17,1.1875878220140514,0.694752133835838,sufficient,comparable
train,family_position,seed_episode_family,fresh_anchor_big_winner_rate,41,40,0.975609756097561,35973,0.0,seed_family_position_base,0.023639189241015345,-2.9671571652426604e-18,0.11759031137760101,0.02428686359673743,sufficient,comparable
train,family_position,seed_episode_family,fresh_P_good_minus_P_bad,41,40,0.975609756097561,35973,0.0,seed_family_position_base,0.02047620704424356,1.0973055491396219e-17,0.1606160616061606,0.02157117076471915,sufficient,comparable
train,family_position,seed_episode_family,fresh_max_gain_120d_p50,41,40,0.975609756097561,35973,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
train,family_position,seed_episode_family,fresh_max_drawdown_120d_p50,41,40,0.975609756097561,35973,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
validation,family_position,seed_episode_family,seed_anchor_big_winner_rate,41,36,0.8780487804878049,20237,0.0,seed_family_position_base,0.01900836258881929,-4.90451280936209e-19,0.38202023647112326,0.021062937525052672,sufficient,comparable
validation,family_position,seed_episode_family,seed_P_good_minus_P_bad,41,36,0.8780487804878049,20237,0.0,seed_family_position_base,0.3724939048003828,4.351570390485399e-18,1.3055054151624548,0.6907513168017991,sufficient,comparable
validation,family_position,seed_episode_family,fresh_anchor_big_winner_rate,41,36,0.8780487804878049,20237,0.0,seed_family_position_base,0.011659750241680613,-9.428645644375002e-19,0.07412559618441972,0.017746540742367672,sufficient,comparable
validation,family_position,seed_episode_family,fresh_P_good_minus_P_bad,41,36,0.8780487804878049,20237,0.0,seed_family_position_base,0.07892271133195454,1.4157555682046065e-17,1.2831541218637992,0.09247038917089678,sufficient,comparable
validation,family_position,seed_episode_family,fresh_max_gain_120d_p50,41,36,0.8780487804878049,20237,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
validation,family_position,seed_episode_family,fresh_max_drawdown_120d_p50,41,36,0.8780487804878049,20237,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
robustness,family_position,seed_episode_family,seed_anchor_big_winner_rate,41,36,0.8780487804878049,20811,0.0,seed_family_position_base,0.027022989988525634,6.065135343486242e-19,0.1543977055449331,0.03389410842263092,sufficient,comparable
robustness,family_position,seed_episode_family,seed_P_good_minus_P_bad,41,36,0.8780487804878049,20811,0.0,seed_family_position_base,0.3962514876828624,2.055940894804139e-17,1.143193593970796,0.676127725707323,sufficient,comparable
robustness,family_position,seed_episode_family,fresh_anchor_big_winner_rate,41,36,0.8780487804878049,20811,0.0,seed_family_position_base,0.016398469199630863,-1.2948717338758533e-20,0.12450980392156863,0.019030998775928815,sufficient,comparable
robustness,family_position,seed_episode_family,fresh_P_good_minus_P_bad,41,36,0.8780487804878049,20811,0.0,seed_family_position_base,0.0373569493602856,-1.8057383446694483e-17,0.6081081081081081,0.04750204750204756,sufficient,comparable
robustness,family_position,seed_episode_family,fresh_max_gain_120d_p50,41,36,0.8780487804878049,20811,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
robustness,family_position,seed_episode_family,fresh_max_drawdown_120d_p50,41,36,0.8780487804878049,20811,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
all,family_position,seed_episode_family,seed_anchor_big_winner_rate,41,40,0.975609756097561,77021,0.0,seed_family_position_base,0.031288014963841995,5.8734986635531806e-18,0.17954804839077837,0.03624697859964236,sufficient,comparable
all,family_position,seed_episode_family,seed_P_good_minus_P_bad,41,40,0.975609756097561,77021,0.0,seed_family_position_base,0.3821522929286725,3.30139498552724e-18,1.0801213504335407,0.7212114313257108,sufficient,comparable
all,family_position,seed_episode_family,fresh_anchor_big_winner_rate,41,40,0.975609756097561,77021,0.0,seed_family_position_base,0.012918249069044907,-3.786157321661821e-19,0.07656719870460328,0.01649626569066047,sufficient,comparable
all,family_position,seed_episode_family,fresh_P_good_minus_P_bad,41,40,0.975609756097561,77021,0.0,seed_family_position_base,0.03155721421770248,-1.8547815544857836e-17,0.17245254745254746,0.034835421307949754,sufficient,comparable
all,family_position,seed_episode_family,fresh_max_gain_120d_p50,41,40,0.975609756097561,77021,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
all,family_position,seed_episode_family,fresh_max_drawdown_120d_p50,41,40,0.975609756097561,77021,0.0,seed_family_position_base,,,,,sufficient,non_comparable_grain
train,completed_pair_base,completed_pair,seed_anchor_big_winner_rate,1,1,1.0,4496,0.0,none,,,,,base,base_parent
train,completed_pair_base,completed_pair,seed_P_good_minus_P_bad,1,1,1.0,4496,0.0,none,,,,,base,base_parent
train,completed_pair_base,completed_pair,fresh_anchor_big_winner_rate,1,1,1.0,4496,0.0,none,,,,,base,base_parent
train,completed_pair_base,completed_pair,fresh_P_good_minus_P_bad,1,1,1.0,4496,0.0,none,,,,,base,base_parent
train,completed_pair_base,completed_pair,fresh_max_gain_120d_p50,1,1,1.0,4496,0.0,none,,,,,base,base_parent
train,completed_pair_base,completed_pair,fresh_max_drawdown_120d_p50,1,1,1.0,4496,0.0,none,,,,,base,base_parent
validation,completed_pair_base,completed_pair,seed_anchor_big_winner_rate,1,1,1.0,2475,0.0,none,,,,,base,base_parent
validation,completed_pair_base,completed_pair,seed_P_good_minus_P_bad,1,1,1.0,2475,0.0,none,,,,,base,base_parent
validation,completed_pair_base,completed_pair,fresh_anchor_big_winner_rate,1,1,1.0,2475,0.0,none,,,,,base,base_parent
validation,completed_pair_base,completed_pair,fresh_P_good_minus_P_bad,1,1,1.0,2475,0.0,none,,,,,base,base_parent
validation,completed_pair_base,completed_pair,fresh_max_gain_120d_p50,1,1,1.0,2475,0.0,none,,,,,base,base_parent
validation,completed_pair_base,completed_pair,fresh_max_drawdown_120d_p50,1,1,1.0,2475,0.0,none,,,,,base,base_parent
robustness,completed_pair_base,completed_pair,seed_anchor_big_winner_rate,1,1,1.0,2632,0.0,none,,,,,base,base_parent
robustness,completed_pair_base,completed_pair,seed_P_good_minus_P_bad,1,1,1.0,2632,0.0,none,,,,,base,base_parent
robustness,completed_pair_base,completed_pair,fresh_anchor_big_winner_rate,1,1,1.0,2632,0.0,none,,,,,base,base_parent
robustness,completed_pair_base,completed_pair,fresh_P_good_minus_P_bad,1,1,1.0,2632,0.0,none,,,,,base,base_parent
robustness,completed_pair_base,completed_pair,fresh_max_gain_120d_p50,1,1,1.0,2632,0.0,none,,,,,base,base_parent
robustness,completed_pair_base,completed_pair,fresh_max_drawdown_120d_p50,1,1,1.0,2632,0.0,none,,,,,base,base_parent
all,completed_pair_base,completed_pair,seed_anchor_big_winner_rate,1,1,1.0,9603,0.0,none,,,,,base,base_parent
all,completed_pair_base,completed_pair,seed_P_good_minus_P_bad,1,1,1.0,9603,0.0,none,,,,,base,base_parent
all,completed_pair_base,completed_pair,fresh_anchor_big_winner_rate,1,1,1.0,9603,0.0,none,,,,,base,base_parent
all,completed_pair_base,completed_pair,fresh_P_good_minus_P_bad,1,1,1.0,9603,0.0,none,,,,,base,base_parent
all,completed_pair_base,completed_pair,fresh_max_gain_120d_p50,1,1,1.0,9603,0.0,none,,,,,base,base_parent
all,completed_pair_base,completed_pair,fresh_max_drawdown_120d_p50,1,1,1.0,9603,0.0,none,,,,,base,base_parent
train,unordered_pair,completed_pair,seed_anchor_big_winner_rate,21,21,1.0,54061,0.0,completed_pair_base,0.015151154375841105,1.6259559170711675e-19,0.04106289107944114,0.012713229368268103,sufficient,comparable
train,unordered_pair,completed_pair,seed_P_good_minus_P_bad,21,21,1.0,54061,0.0,completed_pair_base,0.0891276828001276,2.996207550144681e-17,0.20083386333575265,0.0785586613264439,sufficient,comparable
train,unordered_pair,completed_pair,fresh_anchor_big_winner_rate,21,21,1.0,54061,0.0,completed_pair_base,0.009502819908555449,8.463955356101183e-18,0.02212544730118926,0.008779000419364025,sufficient,comparable
train,unordered_pair,completed_pair,fresh_P_good_minus_P_bad,21,21,1.0,54061,0.0,completed_pair_base,0.013044875708507655,1.7092680677414005e-18,0.03975101619847016,0.011658135402568603,sufficient,comparable
train,unordered_pair,completed_pair,fresh_max_gain_120d_p50,21,21,1.0,54061,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
train,unordered_pair,completed_pair,fresh_max_drawdown_120d_p50,21,21,1.0,54061,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
validation,unordered_pair,completed_pair,seed_anchor_big_winner_rate,21,21,1.0,27830,0.0,completed_pair_base,0.006166251837471303,1.6520876149035992e-18,0.015960641217813,0.004889384451526035,sufficient,comparable
validation,unordered_pair,completed_pair,seed_P_good_minus_P_bad,21,21,1.0,27830,0.0,completed_pair_base,0.0946020997060356,3.7189440666052256e-17,0.1859861965728128,0.09448495017546887,sufficient,comparable
validation,unordered_pair,completed_pair,fresh_anchor_big_winner_rate,21,21,1.0,27830,0.0,completed_pair_base,0.0036185802308643087,-9.923445236357033e-19,0.010631335662404422,0.003435526073713689,sufficient,comparable
validation,unordered_pair,completed_pair,fresh_P_good_minus_P_bad,21,21,1.0,27830,0.0,completed_pair_base,0.057531212922998176,1.9128893142013734e-18,0.13076888194481662,0.04820952105958276,sufficient,comparable
validation,unordered_pair,completed_pair,fresh_max_gain_120d_p50,21,21,1.0,27830,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
validation,unordered_pair,completed_pair,fresh_max_drawdown_120d_p50,21,21,1.0,27830,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
robustness,unordered_pair,completed_pair,seed_anchor_big_winner_rate,21,21,1.0,32017,0.0,completed_pair_base,0.008872715980345091,2.3209200675596252e-18,0.019675450286128354,0.007977819491596538,sufficient,comparable
robustness,unordered_pair,completed_pair,seed_P_good_minus_P_bad,21,21,1.0,32017,0.0,completed_pair_base,0.07795050993495614,4.593420210067933e-17,0.2074012244702253,0.05655043804378462,sufficient,comparable
robustness,unordered_pair,completed_pair,fresh_anchor_big_winner_rate,21,21,1.0,32017,0.0,completed_pair_base,0.0054496024596671555,-4.829681455683117e-19,0.016411841805047553,0.00540587615551931,sufficient,comparable
robustness,unordered_pair,completed_pair,fresh_P_good_minus_P_bad,21,21,1.0,32017,0.0,completed_pair_base,0.03141609882318581,-6.653466858833123e-18,0.06537062165631469,0.03336488940796345,sufficient,comparable
robustness,unordered_pair,completed_pair,fresh_max_gain_120d_p50,21,21,1.0,32017,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
robustness,unordered_pair,completed_pair,fresh_max_drawdown_120d_p50,21,21,1.0,32017,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
all,unordered_pair,completed_pair,seed_anchor_big_winner_rate,21,21,1.0,113908,0.0,completed_pair_base,0.011188804389494707,-5.643771233442683e-19,0.030437961108003328,0.01042901031824342,sufficient,comparable
all,unordered_pair,completed_pair,seed_P_good_minus_P_bad,21,21,1.0,113908,0.0,completed_pair_base,0.0880429924292225,-1.0741864391215387e-17,0.19451276755685948,0.068393040231012,sufficient,comparable
all,unordered_pair,completed_pair,fresh_anchor_big_winner_rate,21,21,1.0,113908,0.0,completed_pair_base,0.006341427452739042,6.167584464004481e-19,0.013961239906351772,0.006316717931338464,sufficient,comparable
all,unordered_pair,completed_pair,fresh_P_good_minus_P_bad,21,21,1.0,113908,0.0,completed_pair_base,0.027694084625095584,5.620848014942057e-17,0.06169731259147904,0.024092581447491324,sufficient,comparable
all,unordered_pair,completed_pair,fresh_max_gain_120d_p50,21,21,1.0,113908,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
all,unordered_pair,completed_pair,fresh_max_drawdown_120d_p50,21,21,1.0,113908,0.0,completed_pair_base,,,,,sufficient,non_comparable_grain
train,pair_order,completed_pair,seed_anchor_big_winner_rate,63,62,0.9841269841269841,54061,0.0,unordered_pair,0.02828096131679089,1.2194669378033756e-18,0.12462440286754278,0.020759573708429485,sufficient,comparable
train,pair_order,completed_pair,seed_P_good_minus_P_bad,63,62,0.9841269841269841,54061,0.0,unordered_pair,0.2817918227099414,-1.892341610617693e-18,0.4883321771221195,0.2892990396461124,sufficient,comparable
train,pair_order,completed_pair,fresh_anchor_big_winner_rate,63,62,0.9841269841269841,54061,0.0,unordered_pair,0.028119108989053683,-4.421469215873752e-19,0.10274426307073575,0.02879073218056269,sufficient,comparable
train,pair_order,completed_pair,fresh_P_good_minus_P_bad,63,62,0.9841269841269841,54061,0.0,unordered_pair,0.027915284994883237,3.5406267117500436e-18,0.17179135209334256,0.029598179326546625,sufficient,comparable
train,pair_order,completed_pair,fresh_max_gain_120d_p50,63,62,0.9841269841269841,54061,0.0,unordered_pair,,,,,sufficient,non_comparable_grain
train,pair_order,completed_pair,fresh_max_drawdown_120d_p50,63,62,0.9841269841269841,54061,0.0,unordered_pair,,,,,sufficient,non_comparable_grain
