split,family,stage_role_candidate,episode_count,stage_count,median_wait_return,up_10pct_plus_price_state_share,seed_anchor_big_winner_denominator,seed_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_rate,fresh_path_denominator,fresh_P_good,fresh_P_bad,sample_sufficiency_status
all,pullback_drawdown,early_confirmation,5324,1,0.03356868314221628,0.06611570247933884,4144.0,0.14478764478764478,4242.0,0.586044318717586,0.3917963224893918,4136.0,0.1218568665377176,4220.0,0.3412322274881517,0.6402843601895735,sufficient
all,pullback_drawdown,late_continuation,2092,3,0.05567341442539475,0.1118546845124283,1662.0,0.09987966305655836,1702.0,0.7485311398354877,0.21856639247943596,1628.0,0.0687960687960688,1668.0,0.3776978417266187,0.5815347721822542,sufficient
all,pullback_drawdown,not_supported,7852,1,,0.0,5934.0,0.05999325918436131,6070.0,0.09752883031301483,0.8500823723228995,0.0,,0.0,,,sufficient
all,pullback_drawdown,probe_candidate,6738,1,0.0,0.0,5110.0,0.1522504892367906,5204.0,0.34281322059953884,0.6456571867794004,0.0,,0.0,,,sufficient
all,range_breakout,early_confirmation,2379,2,0.02979521930336304,0.07061790668348046,1846.0,0.15005417118093176,1893.0,0.583729529846804,0.3898573692551506,1830.0,0.12950819672131147,1881.0,0.36416799574694314,0.6076555023923444,sufficient
all,range_breakout,late_continuation,496,2,0.053898549505012605,0.1693548387096774,412.0,0.1820388349514563,417.0,0.7266187050359713,0.2541966426858513,401.0,0.13216957605985039,406.0,0.3645320197044335,0.6133004926108374,sufficient
all,range_breakout,not_supported,2151,2,0.010607737540495377,0.0,1678.0,0.11203814064362336,1724.0,0.0069605568445475635,0.9849187935034803,1.0,0.0,1.0,1.0,0.0,sufficient
all,range_breakout,probe_candidate,16980,1,0.0,0.0,12914.0,0.10531206442620412,13184.0,0.35770631067961167,0.6077063106796117,0.0,,0.0,,,sufficient
all,volatility_band,early_confirmation,3406,1,0.038702351564416704,0.1086318261890781,2546.0,0.1311861743912019,2610.0,0.639080459770115,0.3049808429118774,2534.0,0.10102604577742699,2594.0,0.36777178103315344,0.5875096376252892,sufficient
all,volatility_band,lagging_price_state_proxy,240,1,0.11428498248061181,0.6083333333333333,206.0,0.22330097087378642,206.0,0.883495145631068,0.10679611650485436,200.0,0.14,202.0,0.297029702970297,0.7029702970297029,sufficient
all,volatility_band,late_continuation,3272,2,0.06349208988004007,0.22677261613691932,2614.0,0.162203519510329,2672.0,0.7732035928143712,0.19461077844311378,2546.0,0.11390416339355852,2612.0,0.3660030627871363,0.6094946401225115,sufficient
all,volatility_band,not_supported,9104,1,,0.0,6966.0,0.0815389032443296,7134.0,0.0782169890664424,0.8968320717689936,0.0,,0.0,,,sufficient
