split,kth_fresh_step_bucket,kth_fresh_offset_bucket,wait_return_bucket,last_added_family_set,fresh_step_count,seed_episode_count,unique_instrument_count,unique_signal_date_count,seed_anchor_big_winner_rate,seed_P_good,seed_P_bad,fresh_anchor_big_winner_rate,fresh_P_good,fresh_P_bad,fresh_max_gain_120d_p50,fresh_max_drawdown_120d_p50,sample_sufficiency_status
train,2,t11_t20,up_0_5pct,volume_money,50,50,37,43,0.023809523809523808,0.40476190476190477,0.5,0.0,0.22727272727272727,0.7045454545454546,0.08110615204316851,-0.18761788239321425,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps,4,4,3,2,0.25,1.0,0.0,0.25,0.0,1.0,0.1321750240996614,-0.1914288191260058,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|oscillator,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1242845882793655,-0.1806069942797895,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|oscillator|price_trend,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0711973748462933,-0.4163141817082145,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|oscillator|price_trend|pullback_drawdown,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.10491438792433924,-0.1557929145277916,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.11637272021326445,-0.2939344669721909,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|oscillator|price_trend|volatility_band,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.19906147320992434,-0.1802229153464155,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|oscillator|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0838472216013475,-0.4218701615913355,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|price_trend|pullback_drawdown|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.5035313288554355,-0.2591876075354135,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|price_trend|pullback_drawdown|volume_money,1,1,1,1,,,,,,,0.1543943205410345,-0.1275167162367539,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|price_trend|volatility_band,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.5164948791129296,-0.2957172243500346,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|price_trend|volatility_band|volume_money,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.15634888552747445,-0.27761901488968477,thin_episode_denominator
train,2,t11_t20,up_10_20pct,momentum_rps|pullback_drawdown|volatility_band,1,1,1,1,,1.0,0.0,,0.0,1.0,0.0918746441447586,-0.1736972737598139,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator,25,25,25,25,0.3333333333333333,1.0,0.0,0.25,0.6470588235294118,0.35294117647058826,0.1856337336176712,-0.3516448552117678,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator|price_trend|range_breakout|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1228070065365383,-0.2888183639679483,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.320224686744101,-0.3510638135976512,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator|pullback_drawdown,1,1,1,1,1.0,1.0,0.0,,,,0.8119218900512455,-0.3562109516869541,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator|volatility_band,4,4,4,4,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.2643374930360338,-0.3372170176079289,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator|volatility_band|volume_money,1,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.3604650437477292,-0.3792734876186884,thin_episode_denominator
train,2,t11_t20,up_10_20pct,oscillator|volume_money,9,9,9,9,0.3333333333333333,1.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.2799122158984737,-0.2355053979728475,thin_episode_denominator
train,2,t11_t20,up_10_20pct,price_trend,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1800937102202526,-0.3323618059781328,thin_episode_denominator
train,2,t11_t20,up_10_20pct,price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0714285389906705,-0.2044444613986544,thin_episode_denominator
train,2,t11_t20,up_10_20pct,range_breakout|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.2467531931368809,-0.3659721974789354,thin_episode_denominator
train,2,t11_t20,up_10_20pct,volatility_band,14,14,14,13,0.07692307692307693,1.0,0.0,0.0,0.35714285714285715,0.6428571428571429,0.20955688558415314,-0.31183585265808283,thin_episode_denominator
train,2,t11_t20,up_10_20pct,volatility_band|volume_money,3,3,3,3,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0321384702074034,-0.3071428707667759,thin_episode_denominator
train,2,t11_t20,up_10_20pct,volume_money,19,19,18,18,0.5,1.0,0.0,0.35294117647058826,0.5294117647058824,0.47058823529411764,0.3258761323726429,-0.3124171013407321,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps,4,4,4,4,0.0,1.0,0.0,0.0,0.0,1.0,0.106344357787485,-0.21207913022857114,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.3272268054416427,-0.1714790224798522,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|pullback_drawdown,3,3,3,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.1155661024543168,-0.2587040765241541,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.051867218069793,-0.2583826699889142,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0986841356372216,-0.2587681545862884,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|range_breakout|volatility_band,1,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.5349838845464827,-0.234922884130445,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|pullback_drawdown,2,2,2,2,0.0,1.0,0.0,0.0,0.5,0.5,0.2391924753881089,-0.2877992020892127,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|oscillator|pullback_drawdown|volatility_band,1,1,1,1,,,,,,,0.027045928279777,-0.3997729627243018,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|price_trend,4,4,4,4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.03256815503809135,-0.2981430688729899,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|price_trend|pullback_drawdown,7,7,7,7,0.0,1.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.2055556298773986,-0.2635960889800277,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|price_trend|pullback_drawdown|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0511073588728512,-0.3338735684452203,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2303797657836266,-0.2343049478376504,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|price_trend|volume_money,1,1,1,1,,,,,,,0.3868699055146862,-0.2797970826110909,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|pullback_drawdown,3,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2172588128701296,-0.2470138557530482,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0401554340938454,-0.3212951443961537,thin_episode_denominator
train,2,t11_t20,up_5_10pct,momentum_rps|volatility_band,3,3,3,3,0.3333333333333333,1.0,0.0,0.5,0.6666666666666666,0.3333333333333333,0.271328266432292,-0.2951662266420244,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator,29,29,29,27,0.3333333333333333,0.92,0.08,0.25,0.44,0.56,0.2529374401444668,-0.2745259597929969,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|price_trend,4,4,4,4,0.3333333333333333,1.0,0.0,0.25,0.5,0.5,0.2437503888108584,-0.30149738923060776,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|price_trend|pullback_drawdown,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.269961889290383,-0.2322580039811289,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|price_trend|pullback_drawdown|volume_money,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.18253941828241116,-0.2841024601239057,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|price_trend|range_breakout,1,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.4464311192048527,-0.3560991707798874,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|price_trend|volatility_band,5,5,4,5,0.0,0.6,0.4,0.0,0.2,0.8,0.0906736146536757,-0.2305936535370973,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|price_trend|volume_money,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0059149302324388,-0.4063505501891009,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|pullback_drawdown,2,2,2,2,0.0,0.5,0.5,0.0,0.0,1.0,0.22150367176696478,-0.1969295349865757,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|pullback_drawdown|volatility_band,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0368000030517579,-0.1651234827950457,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|volatility_band,3,3,3,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.1114149078394048,-0.3591635959644444,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|volatility_band|volume_money,1,1,1,1,,,,,,,0.0230896131920155,-0.569586245772266,thin_episode_denominator
train,2,t11_t20,up_5_10pct,oscillator|volume_money,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.25074457256325355,-0.3481728508448849,thin_episode_denominator
train,2,t11_t20,up_5_10pct,price_trend,9,9,9,9,0.0,0.7777777777777778,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,0.1702702345684381,-0.2424916444761463,thin_episode_denominator
train,2,t11_t20,up_5_10pct,price_trend|pullback_drawdown,4,4,4,3,0.0,1.0,0.0,0.0,0.75,0.25,0.19159144200772502,-0.26289050433339534,thin_episode_denominator
train,2,t11_t20,up_5_10pct,price_trend|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2276035142313581,-0.201144658753015,thin_episode_denominator
train,2,t11_t20,up_5_10pct,price_trend|volatility_band,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.31900312145695686,-0.22804638795496646,thin_episode_denominator
train,2,t11_t20,up_5_10pct,price_trend|volatility_band|volume_money,2,2,2,2,0.0,0.5,0.0,0.0,0.0,1.0,0.17850947685618646,-0.12525801118015883,thin_episode_denominator
train,2,t11_t20,up_5_10pct,price_trend|volume_money,6,6,6,6,0.25,1.0,0.0,0.25,0.5,0.25,0.2068392183475221,-0.2187204641569285,thin_episode_denominator
train,2,t11_t20,up_5_10pct,pullback_drawdown,5,5,5,5,0.0,0.8,0.2,0.0,0.4,0.6,0.073319785071714,-0.2428842459245578,thin_episode_denominator
train,2,t11_t20,up_5_10pct,volatility_band,11,11,11,11,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.125,0.375,0.625,0.1421896617626499,-0.1895765947080582,thin_episode_denominator
train,2,t11_t20,up_5_10pct,volume_money,19,19,19,18,0.13333333333333333,0.9375,0.0625,0.13333333333333333,0.5625,0.375,0.1909297568022283,-0.280247827419429,thin_episode_denominator
train,2,t11_t20,up_gt_20pct,momentum_rps|oscillator|price_trend,1,1,1,1,,,,,,,0.3554952410098078,-0.333695625920827,thin_episode_denominator
train,2,t11_t20,up_gt_20pct,oscillator,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.02712941745554375,-0.2953654072449502,thin_episode_denominator
train,2,t11_t20,up_gt_20pct,oscillator|pullback_drawdown,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1.2927605723563418,-0.4319916373152049,thin_episode_denominator
train,2,t11_t20,up_gt_20pct,oscillator|volume_money,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.18498867315046494,-0.27108217088622505,thin_episode_denominator
train,2,t11_t20,up_gt_20pct,volatility_band,2,2,2,2,0.5,1.0,0.0,0.5,1.0,0.0,0.832963845374846,-0.2288342381250117,thin_episode_denominator
train,2,t11_t20,up_gt_20pct,volume_money,5,5,5,5,0.4,1.0,0.0,0.0,0.2,0.8,0.1094907135187155,-0.3358948504364839,thin_episode_denominator
train,2,t21_t30,down_or_flat,momentum_rps|price_trend|volatility_band,1,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,1.1949152790654232,-0.346846833785201,thin_episode_denominator
train,2,t21_t30,down_or_flat,oscillator,9,9,8,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0630434712750698,-0.1269841534150092,thin_episode_denominator
train,2,t21_t30,down_or_flat,range_breakout,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2322404707972098,-0.1685144546146204,thin_episode_denominator
train,2,t21_t30,down_or_flat,volatility_band,7,7,7,6,0.0,0.2857142857142857,0.42857142857142855,0.0,0.3333333333333333,0.5,0.0886076300825333,-0.1684053812245547,thin_episode_denominator
train,2,t21_t30,down_or_flat,volatility_band|volume_money,1,1,1,1,0.0,0.0,1.0,,,,0.0265957193846289,-0.1139895934611047,thin_episode_denominator
train,2,t21_t30,down_or_flat,volume_money,2,2,2,2,0.0,0.5,0.5,0.0,0.5,0.5,0.30355803042650265,-0.254165702672067,thin_episode_denominator
train,2,t21_t30,up_0_5pct,momentum_rps|price_trend,2,2,2,2,0.0,0.5,0.5,0.0,0.5,0.5,0.3954571352702546,-0.2321858206462774,thin_episode_denominator
train,2,t21_t30,up_0_5pct,momentum_rps|price_trend|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1628959132826692,-0.3132295654869348,thin_episode_denominator
train,2,t21_t30,up_0_5pct,momentum_rps|pullback_drawdown,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.13542055817496018,-0.2891514939391942,thin_episode_denominator
train,2,t21_t30,up_0_5pct,momentum_rps|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.133587846694299,-0.126760530273158,thin_episode_denominator
train,2,t21_t30,up_0_5pct,oscillator,17,17,16,16,0.0,0.38461538461538464,0.38461538461538464,0.0,0.1875,0.625,0.0601564445924793,-0.2098569443031452,thin_episode_denominator
train,2,t21_t30,up_0_5pct,oscillator|price_trend,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.2096070681288562,-0.1600481748958274,thin_episode_denominator
train,2,t21_t30,up_0_5pct,oscillator|pullback_drawdown,2,2,2,2,0.0,0.5,0.5,0.0,0.5,0.5,0.0966605545382142,-0.1882711185724844,thin_episode_denominator
train,2,t21_t30,up_0_5pct,oscillator|range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0652173687695105,-0.2598115797023967,thin_episode_denominator
train,2,t21_t30,up_0_5pct,oscillator|volatility_band,3,3,3,3,0.0,0.5,0.5,0.0,0.5,0.5,0.1156874512982042,-0.34679663379523,thin_episode_denominator
train,2,t21_t30,up_0_5pct,oscillator|volume_money,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0599571152883997,-0.1050505052451126,thin_episode_denominator
train,2,t21_t30,up_0_5pct,price_trend,1,1,1,1,,,,,,,0.0345454649491743,-0.405975381291642,thin_episode_denominator
train,2,t21_t30,up_0_5pct,price_trend|pullback_drawdown,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1267857232568217,-0.2519810090342883,thin_episode_denominator
train,2,t21_t30,up_0_5pct,pullback_drawdown,3,3,3,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.1316455028431868,-0.1324659841118195,thin_episode_denominator
train,2,t21_t30,up_0_5pct,volatility_band,16,16,15,14,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.0625,0.3125,0.5,0.0769628956857259,-0.17685968137178634,thin_episode_denominator
train,2,t21_t30,up_0_5pct,volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1079999923706054,-0.1588447870939288,thin_episode_denominator
train,2,t21_t30,up_0_5pct,volume_money,5,5,5,5,0.0,0.2,0.6,0.0,0.2,0.6,0.1886268584579338,-0.2162056149468472,thin_episode_denominator
train,2,t21_t30,up_10_20pct,momentum_rps,3,3,3,3,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4633820820474816,-0.2620564307935282,thin_episode_denominator
train,2,t21_t30,up_10_20pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.2587208871167057,-0.1871794874929896,thin_episode_denominator
train,2,t21_t30,up_10_20pct,momentum_rps|price_trend|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.305498991164042,-0.2901715602112188,thin_episode_denominator
train,2,t21_t30,up_10_20pct,momentum_rps|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0425531810233694,-0.41311071574879,thin_episode_denominator
train,2,t21_t30,up_10_20pct,oscillator,10,10,10,10,0.125,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.059677581581047245,-0.27105215210174705,thin_episode_denominator
train,2,t21_t30,up_10_20pct,oscillator|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.3638969099927511,-0.276260553026894,thin_episode_denominator
train,2,t21_t30,up_10_20pct,oscillator|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.047885107283035,-0.3785224846694858,thin_episode_denominator
train,2,t21_t30,up_10_20pct,oscillator|volume_money,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.2693770852104796,-0.34281693098524957,thin_episode_denominator
train,2,t21_t30,up_10_20pct,price_trend,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.2396800537109376,-0.1743036777840892,thin_episode_denominator
train,2,t21_t30,up_10_20pct,price_trend|pullback_drawdown,3,3,3,3,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1165919229773284,-0.214859423523028,thin_episode_denominator
train,2,t21_t30,up_10_20pct,price_trend|pullback_drawdown|volatility_band,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.039747518025077894,-0.1248240528421557,thin_episode_denominator
train,2,t21_t30,up_10_20pct,volatility_band,3,3,3,3,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.3225545950911188,-0.2820069299781158,thin_episode_denominator
train,2,t21_t30,up_10_20pct,volume_money,6,6,6,6,0.4,1.0,0.0,0.2,0.2,0.8,0.28810650059485987,-0.2858024679973541,thin_episode_denominator
train,2,t21_t30,up_5_10pct,momentum_rps,3,3,3,3,1.0,1.0,0.0,0.5,0.5,0.5,0.2909967851821697,-0.2652552563430329,thin_episode_denominator
train,2,t21_t30,up_5_10pct,momentum_rps|price_trend,1,1,1,1,,,,,,,0.1396512393452864,-0.3551953671706974,thin_episode_denominator
train,2,t21_t30,up_5_10pct,momentum_rps|price_trend|pullback_drawdown|volatility_band,2,2,2,2,0.0,1.0,0.0,0.0,0.5,0.5,0.22553130476991665,-0.27586396107751565,thin_episode_denominator
train,2,t21_t30,up_5_10pct,momentum_rps|pullback_drawdown,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.14502068292837184,-0.22785359076714423,thin_episode_denominator
train,2,t21_t30,up_5_10pct,momentum_rps|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1552690826273257,-0.1868025360239935,thin_episode_denominator
train,2,t21_t30,up_5_10pct,oscillator,6,6,6,6,0.0,1.0,0.0,0.0,0.2,0.8,0.0394553892203164,-0.29280861717387363,thin_episode_denominator
train,2,t21_t30,up_5_10pct,oscillator|price_trend|pullback_drawdown,2,2,2,2,0.0,1.0,0.0,0.0,0.5,0.0,0.2087846168280558,-0.17521788748797723,thin_episode_denominator
train,2,t21_t30,up_5_10pct,oscillator|price_trend|pullback_drawdown|volatility_band,1,1,1,1,,,,,,,0.0686567316007851,-0.3618249539874347,thin_episode_denominator
train,2,t21_t30,up_5_10pct,oscillator|price_trend|pullback_drawdown|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0902255374023477,-0.2252873656456469,thin_episode_denominator
train,2,t21_t30,up_5_10pct,oscillator|pullback_drawdown,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1335311759540494,-0.1270270331224617,thin_episode_denominator
train,2,t21_t30,up_5_10pct,price_trend,3,3,3,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0269200435080867,-0.2222221922889413,thin_episode_denominator
train,2,t21_t30,up_5_10pct,price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1685083295023901,-0.1418093253022611,thin_episode_denominator
train,2,t21_t30,up_5_10pct,pullback_drawdown,3,3,3,3,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1658374735001515,-0.1962708618605035,thin_episode_denominator
train,2,t21_t30,up_5_10pct,pullback_drawdown|volatility_band,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.24173424226058135,-0.15619757045864005,thin_episode_denominator
train,2,t21_t30,up_5_10pct,range_breakout|volume_money,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.6520548088372946,-0.3233831207717771,thin_episode_denominator
train,2,t21_t30,up_5_10pct,volatility_band,5,5,5,5,0.4,0.6,0.4,0.4,0.4,0.6,0.3851352241478361,-0.239024423779147,thin_episode_denominator
train,2,t21_t30,up_5_10pct,volume_money,4,4,4,4,0.6666666666666666,1.0,0.0,0.5,0.25,0.75,0.37775293810026783,-0.31943615158420136,thin_episode_denominator
train,2,t21_t30,up_gt_20pct,oscillator,3,3,3,3,0.0,1.0,0.0,0.0,0.5,0.5,0.2924836593668507,-0.3239889759457569,thin_episode_denominator
train,2,t21_t30,up_gt_20pct,volume_money,4,4,4,4,0.5,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.11608780969729945,-0.2792733143743846,thin_episode_denominator
train,2,t3_t5,down_or_flat,momentum_rps,1,1,1,1,,,,,,,0.1067829971018774,-0.5948477870805872,thin_episode_denominator
train,2,t3_t5,down_or_flat,oscillator|volume_money,1,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.6705384634363594,-0.3157395690211853,thin_episode_denominator
train,2,t3_t5,down_or_flat,price_trend|range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0613288144008399,-0.3483146179214079,thin_episode_denominator
train,2,t3_t5,down_or_flat,range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0849672883487182,-0.2730923952420844,thin_episode_denominator
train,2,t3_t5,down_or_flat,volatility_band,2,2,2,2,0.0,0.5,0.5,0.0,0.5,0.5,0.33886105935656485,-0.2698683897489994,thin_episode_denominator
train,2,t3_t5,down_or_flat,volume_money,3,3,3,3,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.2575558475689881,-0.1790392426309707,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps,32,32,28,31,0.23333333333333334,0.5333333333333333,0.43333333333333335,0.13333333333333333,0.36666666666666664,0.6333333333333333,0.2251372571037575,-0.25850225932829446,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|oscillator,3,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.478002441224858,-0.3016894535745523,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0647773619341673,-0.21482890974724,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|volatility_band,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.1673189817483351,-0.1760268506077614,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|oscillator|pullback_drawdown,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.235827663908724,-0.2899082530278285,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|price_trend|pullback_drawdown,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0018904024487615,-0.4584906071180449,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|pullback_drawdown,5,5,5,5,0.6,0.6,0.4,0.6,0.2,0.6,0.5988145399382683,-0.2683461396924991,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|pullback_drawdown|volatility_band|volume_money,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0173160012311068,-0.2851063762870292,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|range_breakout,2,2,2,2,1.0,0.0,1.0,1.0,0.0,1.0,0.8932776555860318,-0.3310753556138357,thin_episode_denominator
train,2,t3_t5,up_0_5pct,momentum_rps|volatility_band,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.4909091525607638,-0.2036181332327827,thin_episode_denominator
train,2,t3_t5,up_0_5pct,oscillator,18,18,17,14,0.06666666666666667,0.4375,0.5,0.0,0.1875,0.75,0.0824713391252589,-0.26987787821606424,thin_episode_denominator
train,2,t3_t5,up_0_5pct,oscillator|price_trend,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.3411713055699563,-0.1676947771467426,thin_episode_denominator
train,2,t3_t5,up_0_5pct,oscillator|price_trend|pullback_drawdown,5,5,5,5,0.0,0.5,0.5,0.0,0.25,0.75,0.2230970401554448,-0.2514620217337352,thin_episode_denominator
train,2,t3_t5,up_0_5pct,oscillator|price_trend|range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.04165651921891,-0.5029510867484622,thin_episode_denominator
train,2,t3_t5,up_0_5pct,oscillator|price_trend|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.6692676903152712,-0.1459906344447965,thin_episode_denominator
train,2,t3_t5,up_0_5pct,oscillator|pullback_drawdown,1,1,1,1,,,,,,,0.1256708046753814,-0.333232795925514,thin_episode_denominator
