fetched_at_utc,classification_year,effective_start_date,effective_end_date,classification_first_open_trade_date,source_snapshot_year,source_snapshot_trade_date,snapshot_policy,snapshot_trade_date,source_api,board_ts_code,board_name,idx_type,level,leading,leading_code,pct_change,leading_pct,total_mv,turnover_rate,up_num,down_num,trade_date
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1186.DC,首发经济,概念板块,,锦和商管,603682.SH,2.27,10.03,25614247.6,8.01,23,12,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1185.DC,冰雪经济,概念板块,,武商集团,000501.SZ,0.4,5.26,20957811.1,4.6,19,14,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1184.DC,人形机器人,概念板块,,东港股份,002117.SZ,-0.92,10.02,88032841.6,4.25,21,43,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1183.DC,谷子经济,概念板块,,好想你,002582.SZ,-0.08,10.02,42840630.4,4.34,26,29,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1182.DC,智谱AI,概念板块,,值得买,300785.SZ,-2.26,3.25,34250198.4,5.2,7,26,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1181.DC,并购重组概念,概念板块,,双成药业,002693.SZ,-1.52,9.98,123228443.2,2.71,16,67,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1180.DC,华为海思,概念板块,,共进股份,603118.SH,-3.28,10.0,69035355.2,4.72,3,35,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1179.DC,房屋检测,概念板块,,中设股份,002883.SZ,-2.74,1.96,20285356.0,2.06,2,34,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1178.DC,AI眼镜,概念板块,,亿道信息,001314.SZ,-1.65,10.01,104951203.2,5.05,17,55,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1177.DC,荣耀概念,概念板块,,爱施德,002416.SZ,-2.67,5.1,93095358.4,2.72,5,46,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1176.DC,财税数字化,概念板块,,东港股份,002117.SZ,-2.82,10.02,43985422.4,4.17,4,36,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1175.DC,玻璃基板,概念板块,,天马新材,838971.BJ,-2.61,4.83,50824452.8,2.69,4,30,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1174.DC,合成生物,概念板块,,双成药业,002693.SZ,-1.41,9.98,113984968.0,2.61,17,91,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1173.DC,锂矿概念,概念板块,,金圆股份,000546.SZ,-2.28,1.01,233652163.2,1.46,3,33,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1172.DC,AI语料,概念板块,,视觉中国,000681.SZ,-1.44,3.17,31234969.6,5.76,5,18,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1171.DC,碳纤维,概念板块,,奇德新材,300995.SZ,-3.3,-0.95,32084332.8,2.94,0,34,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1170.DC,AI制药,概念板块,,泓博医药,301230.SZ,-2.32,-0.43,11185186.9,2.16,0,15,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1169.DC,Kimi概念,概念板块,,凡拓数创,301313.SZ,-1.82,3.67,43182433.6,5.29,5,20,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1168.DC,铜缆高速连接,概念板块,,鑫科材料,600255.SH,-1.76,9.94,56781179.2,9.96,6,27,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1166.DC,低空经济,概念板块,,蔚蓝锂芯,002245.SZ,-2.83,10.01,291538532.8,3.44,23,209,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1165.DC,娃哈哈概念,概念板块,,佳禾食品,605300.SH,-1.63,3.2,9318899.0,2.2,1,19,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1164.DC,AIPC,概念板块,,亿道信息,001314.SZ,-3.15,10.01,82860952.0,3.18,3,37,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1163.DC,可控核聚变,概念板块,,东方精工,002611.SZ,-2.81,-0.1,37410281.6,2.26,0,22,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1162.DC,AI手机,概念板块,,每日互动,300766.SZ,-2.16,13.83,76167393.6,3.89,2,32,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1161.DC,英伟达概念,概念板块,,亿道信息,001314.SZ,-2.85,10.01,120943086.4,3.38,6,41,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1160.DC,柔性屏(折叠屏),概念板块,,祥源新材,300980.SZ,-2.87,4.5,91724265.6,2.72,3,71,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1159.DC,Sora概念,概念板块,,*ST银江,300020.SZ,-1.22,3.28,32565337.6,6.22,11,29,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1158.DC,微盘股,概念板块,,如意集团,002193.SZ,-0.82,10.07,66426323.2,3.49,99,294,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1157.DC,飞行汽车(eVTOL),概念板块,,拓斯达,300607.SZ,-2.68,15.34,69626480.0,4.11,8,60,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1156.DC,PEEK材料概念,概念板块,,中欣氟材,002915.SZ,-2.78,3.13,24308671.8,2.93,2,22,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1155.DC,小米汽车,概念板块,,泓淋电力,301439.SZ,-2.53,6.11,307912275.2,2.12,5,64,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1154.DC,东盟自贸区概念,概念板块,,五洲交通,600368.SH,-0.05,3.98,17312953.4,1.81,6,7,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1153.DC,多模态AI,概念板块,,视觉中国,000681.SZ,-2.35,3.17,72390862.4,4.21,9,38,20250102
2026-07-07T06:52:01Z,2010,2010-01-01,2010-12-31,20100104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_index,BK1152.DC,高带宽内存,概念板块,,华海诚科,688535.SH,-1.75,6.36,12920738.2,4.17,3,10,20250102
