context_rebuild_source,source_15b_membership_row_n,source_15b_cluster_n,path_type_enum_status,taxonomy_rule_completeness_status,joined_step_n,joined_cluster_n,missing_context_step_n,hard_context_projection_coverage,optional_cache_used,optional_cache_row_key_match_status,aggregate_delta_vs_16b_known_failed_overlap_readout,aggregate_delta_vs_16c_context_stratified_readout,late_rescue_context_step_n,known_failed_context_any_step_n,non_known_failed_context_step_n,known_failed_context_rebuild_gate,blocking_reason
16d_rebuilt_from_15b_membership_taxonomy_rules_and_16b_labels,417131,2867,pass,pass,23405,897,0,1.0,True,exact,0,0,11533,17354,6051,pass,
