search_family,selected_threshold_id,primary_horizon_sessions,primary_label_id,primary_policy_id,policy_grid_pre_registered,validation_used_for_policy_selection,robustness_used_for_policy_selection,return_metric_used_for_selection,cost_metric_used_for_selection,hyperparameter_grid_searched,feature_selection_grid_searched,model_family_grid_searched,search_accounting_gate
sequential_continuation_policy_preflight,up50pct,20,continuation_survival_h20_no_deep_drawdown,defense_bottom_30pct_continuation_score_v1,True,False,False,False,False,False,False,False,pass
