policy_id,label_id,threshold_id,horizon_sessions,primary_step_n,binary_step_n,neutral_step_n,duplicate_step_policy_key_n,missing_score_n,missing_action_n,positive_negative_overlap_n,neutral_mapped_to_negative_n,policy_action_binding_gate,blocking_reason,upstream_16b_label_rebuild_gate,manifest_lineage_status,cache_rebuild_status,cache_sha256,upstream_16b_manifest_sha256
defense_bottom_30pct_continuation_score_v1,continuation_survival_h20_no_deep_drawdown,up50pct,20,23405,17339,6066,0,0,0,0,0,pass,,pass,pass,optional_cache_used,5199f61ea9a625a92eb0e5a0f86deed73fc539d65e74ee2623cadbc16700f2f1,dd3cd7e717901c46d482d06b08a6ad515cb3bb5b91606d1df241a41488263ecd
