score_source,score_rebuild_method,model_id,preprocessing_spec_sha256,feature_contract_sha256,score_row_key_match_status,train_score_row_n,robustness_score_row_n,validation_score_row_n,replayed_train_auc,replayed_robustness_auc,replayed_validation_auc,source_16c_train_auc,source_16c_robustness_auc,source_16c_validation_auc,auc_abs_delta_train,auc_abs_delta_robustness,auc_abs_delta_validation,score_abs_diff_max,score_spearman_corr_vs_cache,train_bottom30_defense_precision_lift_vs_binary_negative_base,robustness_bottom30_defense_precision_lift_vs_binary_negative_base,score_sign_flipped,score_orientation_status,score_orientation_gate,score_rebuild_lineage_gate,blocking_reason,optional_cache_used,optional_cache_key_match_status,optional_cache_metric_replay_status
16c_t0_feature_panel_refit_primary_model_all_labelable_rows,train_binary_refit_then_score_all_rows_optional_cache_replay,ridge_logistic_bar_state_v1,e2b5f54c39c17450f0ca9cede504ddf0b903ad8412081dff29654771502ccc3f,f3b81836448289206909a85d64131d5f61dc54540e1a0294cb81d312d6ac080c,exact,20245,2496,664,0.6802636405732257,0.6722198995474551,0.6106324786324786,0.6802636405732257,0.6722198995474551,0.6106324786324786,0.0,0.0,0.0,2.220446049250313e-16,1.0,0.18571384032539373,0.21271986479795046,False,pass,pass,pass,,True,exact,pass
