upstream_decision_state,upstream_next_allowed_requirement,primary_label_id,selected_threshold_id,primary_horizon_sessions,primary_model_id,train_binary_step_n,train_positive_n,train_negative_n,robustness_binary_step_n,robustness_positive_n,robustness_negative_n,episode_cluster_grouped_cv_median_roc_auc,instrument_purged_chronological_cv_median_roc_auc,robustness_roc_auc,robustness_pr_auc_lift_vs_binary_base,known_failed_context_independence_gate,soft_overlap_partial_coverage_caveat,known_failed_context_exposure_caveat,authorization_status,blocking_reason
16C_sequential_continuation_separability_ready_for_policy_preflight,requirement_16d_sequential_continuation_policy_preflight.md,continuation_survival_h20_no_deep_drawdown,up50pct,20,ridge_logistic_bar_state_v1,14962,10078,4884,1872,1346,526,0.6759712081553934,0.6465868249349148,0.6722198995474551,0.0991827181653807,pass,True,True,pass,
