model_id,train_target_component,threshold_id,denominator_id,split,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,e1_missed_definition,proxy_status
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,train,497,90,0.8189134808853119,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,validation,41,10,0.7560975609756098,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,robustness,991,184,0.8143289606458123,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,train,1593,282,0.8229755178907722,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,validation,121,23,0.8099173553719008,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,robustness,306,75,0.7549019607843137,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,train,497,101,0.7967806841046278,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,validation,41,10,0.7560975609756098,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,robustness,991,214,0.7840565085771948,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,train,1593,317,0.8010043942247332,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,validation,121,25,0.7933884297520661,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,robustness,306,84,0.7254901960784313,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,train,497,112,0.7746478873239436,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,robustness,991,234,0.763874873864783,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,train,1593,353,0.778405524168236,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,validation,121,29,0.7603305785123967,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,robustness,306,90,0.7058823529411765,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,train,497,127,0.744466800804829,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,robustness,991,265,0.7325933400605449,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,train,1593,399,0.7495291902071564,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,validation,121,35,0.7107438016528925,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,robustness,306,99,0.6764705882352942,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,train,497,139,0.7203219315895373,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,robustness,991,285,0.7124117053481333,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,train,1593,431,0.7294413057124921,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,validation,121,40,0.6694214876033058,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,robustness,306,107,0.6503267973856209,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,train,497,148,0.7022132796780685,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,robustness,991,311,0.686175580221998,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,1593,464,0.7087256748273697,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,121,43,0.6446280991735537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,robustness,306,68,0.7777777777777778,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,train,497,100,0.7987927565392354,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,validation,41,5,0.8780487804878049,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,robustness,991,202,0.7961654894046418,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,train,1593,287,0.8198367859384809,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,validation,121,14,0.8842975206611571,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,robustness,306,78,0.7450980392156863,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,train,497,113,0.772635814889336,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,validation,41,5,0.8780487804878049,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,robustness,991,228,0.7699293642785066,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,train,1593,328,0.7940991839296924,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,validation,121,16,0.8677685950413223,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,robustness,306,85,0.7222222222222222,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,train,497,124,0.7505030181086519,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,validation,41,7,0.8292682926829268,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,robustness,991,251,0.7467204843592331,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,train,1593,367,0.7696170747018205,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,validation,121,19,0.8429752066115702,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,robustness,306,89,0.7091503267973857,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,train,497,131,0.7364185110663984,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,validation,41,7,0.8292682926829268,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,robustness,991,271,0.7265388496468214,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,train,1593,399,0.7495291902071564,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,validation,121,20,0.8347107438016529,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,robustness,306,95,0.6895424836601307,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,train,497,138,0.7223340040241448,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,validation,41,9,0.7804878048780488,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,robustness,991,303,0.6942482341069627,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,train,1593,435,0.7269303201506592,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,validation,121,23,0.8099173553719008,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,robustness,306,104,0.6601307189542484,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,train,497,153,0.6921529175050302,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,validation,41,10,0.7560975609756098,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,robustness,991,332,0.6649848637739657,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,train,1593,478,0.6999372253609542,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,validation,121,27,0.7768595041322314,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,robustness,306,110,0.6405228758169934,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,train,497,169,0.6599597585513078,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,validation,41,11,0.7317073170731707,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,robustness,991,351,0.6458123107971746,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,1593,531,0.6666666666666666,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,121,30,0.7520661157024794,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,306,83,0.7287581699346405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,497,111,0.7766599597585513,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,991,245,0.7527749747729566,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1593,354,0.7777777777777778,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,121,34,0.71900826446281,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,306,90,0.7058823529411765,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,497,136,0.7263581488933601,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,991,280,0.7174571140262361,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1593,415,0.7394852479598242,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,121,35,0.7107438016528925,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,306,96,0.6862745098039216,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,497,154,0.6901408450704225,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,991,299,0.698284561049445,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,1593,463,0.709353421217828,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,121,38,0.6859504132231405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,306,104,0.6601307189542484,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,497,168,0.6619718309859155,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,991,329,0.6680121089808274,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,1593,513,0.6779661016949152,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,121,39,0.6776859504132231,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,306,112,0.6339869281045751,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,497,187,0.6237424547283702,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,991,357,0.6397578203834511,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,1593,565,0.645323289391086,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,121,42,0.6528925619834711,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,306,118,0.6143790849673203,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,497,204,0.5895372233400402,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,991,384,0.6125126135216953,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,1593,627,0.6064030131826742,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,121,48,0.6033057851239669,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,306,121,0.6045751633986928,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,497,218,0.5613682092555332,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,991,412,0.5842583249243188,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,1593,677,0.5750156936597615,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,121,49,0.5950413223140496,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,306,98,0.6797385620915033,episode_level_proxy_from_08_membership,no_episode_membership_for_event
