model_id,model_family,train_target_component,ablation_id,calibration_id,denominator_id,split,sample_n,positive_n,positive_rate,roc_auc,pr_auc,brier_score,top_decile_lift,bottom_decile_cost_bad_rate,score_target_monotonicity_spearman,readout_scope
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,family_representative_features_only,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.7493577001254863,0.13640470244405772,0.2822327950293998,2.702974378488077,0.00205761316872428,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,family_representative_features_only,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.7398534818254692,0.20307242613324,0.25327324751392155,2.8224670687575393,0.0048250904704463205,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,family_representative_features_only,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7363818344846138,0.20653997186745882,0.3049775391075044,3.1325788733515534,0.006726457399103139,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,full,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7366497144814678,0.16271295020243715,0.26991316141472005,2.509470085470085,0.0033333333333333335,0.9422535927041001,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,full,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.8008185248459251,0.2743042576322721,0.2221168745789998,3.563615023474178,0.0020833333333333333,0.9757575757575757,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,full,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.775861917281299,0.24224912388054728,0.2550791679880104,3.166666666666667,0.0,0.9848069807617046,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,full,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.7441315649175748,0.14447308919490173,0.26866459740512066,2.7200818112633183,0.00102880658436214,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,full,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.8049564159607748,0.3456178831921769,0.21753621977937476,3.55007189384801,0.0018094089264173703,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,full,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7557254150739602,0.2120235408296962,0.25013657770794717,3.1621315042322284,0.004484304932735426,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_overlap,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6560758668559341,0.5179546467708877,0.2370047062694015,2.0085194565968223,0.19601328903654486,0.8909090909090909,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_overlap,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.658327272984659,0.5878445421640411,0.23626551770215942,1.6695644753544039,0.2033195020746888,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_overlap,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6497015514732886,0.4781080442555975,0.21899982630120066,1.8176263412236873,0.07586206896551724,0.9272727272727272,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_overlap,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6664073225698353,0.5026532782355905,0.23336172545278186,1.9979152189020153,0.17266187050359713,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_overlap,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6873634277788608,0.6267520886266107,0.22772083168505533,1.7188928166995423,0.15954244431065623,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_overlap,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6803292657611695,0.5180905536416596,0.21593298179387996,1.8241689799985763,0.13452914798206278,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_related_overlap,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6473111401691084,0.48226707838739163,0.2433636917864965,1.8658377465653542,0.1362126245847176,0.9848069807617046,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_related_overlap,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.6437881090691764,0.5656513216698412,0.23938743878899638,1.5822334104897118,0.2157676348547718,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_related_overlap,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6195256571050223,0.45101266364124426,0.22659280745059315,1.7232041936276516,0.12413793103448276,0.9361745372672995,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6520940051523259,0.46944305174431883,0.24288188413126818,1.8241834607366225,0.1932168550873587,0.960490759014502,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6646811837609496,0.6011542300801379,0.23434133756790804,1.635645989702434,0.18181818181818182,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6425424053505528,0.4782042761402259,0.22786495629569478,1.7304369770737484,0.16591928251121077,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6554366126375537,0.5203188507631027,0.23811479915924386,1.9975439404405555,0.2059800664451827,0.8545454545454544,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.6556245608982394,0.5847807029932026,0.2370696277527498,1.6695644753544039,0.1991701244813278,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6531321500024112,0.47418792280338656,0.2192435754526726,1.8176263412236873,0.09655172413793103,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6654217060408845,0.5054201366379989,0.23426244811533337,1.9596942321056288,0.17677286742034942,0.9636363636363635,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6857731195460608,0.624893377586496,0.22823180912759358,1.7235176404216037,0.15111378687537627,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6826157549224807,0.5199077242412372,0.21582528186522842,1.831379134069717,0.15246636771300448,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6650474154401037,0.5141141324229452,0.23527220358655376,2.0414460050656227,0.16611295681063123,0.9030303030303028,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.6527786082476812,0.5813939906864098,0.23738567340122993,1.6849758397422907,0.2012448132780083,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6426903204226442,0.47109094982515776,0.2209804958050125,1.7940208043246786,0.08275862068965517,0.9544117035777013,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6749860360836097,0.5047555450582185,0.23127201059326216,2.0048644892286305,0.15827338129496402,0.9757575757575757,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6801146106447912,0.6180264524077049,0.22986995720751557,1.6880606585524651,0.16195063214930763,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6814007186818299,0.5171418563489899,0.217432816824017,1.8746400584965608,0.12331838565022421,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,family_representative_features_only,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6714177282377103,0.5358114258728636,0.2294108241778149,2.1621766827845574,0.16611295681063123,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,family_representative_features_only,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.6375656743926827,0.5599012010761051,0.24211834733343637,1.6233303821907434,0.24896265560165975,0.9757575757575757,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,family_representative_features_only,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6420357470924961,0.48003294778463557,0.22558615104985752,1.7940208043246786,0.13793103448275862,0.9636363636363635,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,family_representative_features_only,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6874200331415385,0.5169287368920819,0.22570884317837606,2.1125781792911744,0.14285714285714285,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,family_representative_features_only,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6573016844357108,0.5881261045362601,0.23637960938162092,1.7281424641436653,0.19024683925346178,0.9969650916353059,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,family_representative_features_only,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6808474877975677,0.5201293617341258,0.22110351362613662,1.9179009829234042,0.11659192825112108,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,isotonic,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6581608352200915,0.5100196691202283,0.205815432814988,2.0080890441985373,0.18857142857142858,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,isotonic,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.6595437232491222,0.5808121539445665,0.2264099944139223,1.6555269922879177,0.21335807050092764,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,isotonic,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6510882613200181,0.473025258612574,0.2074645871476925,1.8286207008752806,0.07453416149068323,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,isotonic,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6681433893180513,0.49646494317742307,0.20204610133175993,1.9337169484167234,0.17119838872104734,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,isotonic,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6896981441452065,0.6196438473197525,0.21741881226278933,1.7223839018709042,0.16945323090826933,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,isotonic,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6805731322099275,0.5102352712563984,0.20465804309333632,1.8072893944986967,0.1423728813559322,0.9833333333333333,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6560758668559341,0.5179546467708877,0.2370047062694015,2.0085194565968223,0.19601328903654486,0.8909090909090909,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.658327272984659,0.5878445421640411,0.23626551770215942,1.6695644753544039,0.2033195020746888,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6497015514732886,0.4781080442555975,0.21899982630120066,1.8176263412236873,0.07586206896551724,0.9272727272727272,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6664073225698353,0.5026532782355905,0.23336172545278186,1.9979152189020153,0.17266187050359713,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6873634277788608,0.6267520886266107,0.22772083168505533,1.7188928166995423,0.15954244431065623,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6803292657611695,0.5180905536416596,0.21593298179387996,1.8241689799985763,0.13452914798206278,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,platt,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6560758668559341,0.5179546467708877,0.20673039882833444,2.0085194565968223,0.19601328903654486,0.8909090909090909,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,platt,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.658327272984659,0.5878445421640411,0.22662769307041894,1.6695644753544039,0.2033195020746888,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,platt,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6497015514732886,0.4781080442555975,0.20804163037491916,1.8176263412236873,0.07586206896551724,0.9272727272727272,readout_only
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,platt,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6664073225698353,0.5026532782355905,0.20281141854220808,1.9979152189020153,0.17266187050359713,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,platt,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6873634277788608,0.6267520886266107,0.21870315200836904,1.7188928166995423,0.15954244431065623,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,full,platt,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.6803292657611695,0.5180905536416596,0.2046992983010616,1.8241689799985763,0.13452914798206278,0.9999999999999999,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,full,none,risk_on_r6_horizon_complete,robustness,3003,852,0.2837162837162837,0.6762018531914338,0.5109717139826216,0.23503650716202992,2.0492138879790374,0.15614617940199335,0.9636363636363635,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,full,none,risk_on_r6_horizon_complete,train,4816,1879,0.3901578073089701,0.6766174389334538,0.5729042660371049,0.23425225852004702,1.6271743378993417,0.12033195020746888,0.9636363636363635,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,full,none,risk_on_r6_horizon_complete,validation,1441,387,0.2685634975711312,0.6671820568629598,0.49254691543165313,0.2234899511163896,1.9773144435534167,0.0896551724137931,0.9757575757575757,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,full,none,risk_on_r_core_horizon_complete,robustness,9730,2724,0.27995889003083246,0.6856426640189984,0.4905680788904139,0.23686909218077437,2.011747430249633,0.14285714285714285,0.978727925324904,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,full,none,risk_on_r_core_horizon_complete,train,16603,6352,0.38258146118171416,0.6973932443355223,0.6217364244278459,0.23107927081272875,1.7483183061704504,0.11017459361830223,0.9999999999999999,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,full,none,risk_on_r_core_horizon_complete,validation,4457,1301,0.2919003814224815,0.6855144833900181,0.5056223042845397,0.2266159083200614,1.9740747889688168,0.11659192825112108,0.9969650916353059,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__fast_fail_only_10d__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,fast_fail_only_10d,full,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7901653379103684,0.1914907870654679,0.2519000509756221,3.328888888888889,0.0033333333333333335,0.9878787878787878,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__fast_fail_only_10d__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,fast_fail_only_10d,full,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.7835450927889882,0.2587831386903869,0.23342840972977894,3.141607981220657,0.0020833333333333333,0.9757575757575757,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__fast_fail_only_10d__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,fast_fail_only_10d,full,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.780595322562355,0.2669490258325316,0.2737515574921405,3.4166666666666665,0.0,0.9422535927041001,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__fast_fail_only_10d__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,fast_fail_only_10d,full,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.7497834895092146,0.14189266630374137,0.2549272349692052,2.7200818112633183,0.0030864197530864196,0.9999999999999999,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__fast_fail_only_10d__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,fast_fail_only_10d,full,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.78925578604937,0.38503394234760324,0.22911768553044815,3.0303541616405307,0.004221954161640531,0.9999999999999999,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__fast_fail_only_10d__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,fast_fail_only_10d,full,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7637848310813555,0.234828359650167,0.2650750608391676,3.4281051821583035,0.002242152466367713,0.9665698144513026,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__hybrid_cost_bad_10_20__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,hybrid_cost_bad_10_20,full,none,risk_on_r6_horizon_complete,robustness,3003,909,0.3026973026973027,0.6429124968128552,0.5060610308656557,0.24111796091298554,1.931690843502955,0.24584717607973422,0.7939393939393938,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__hybrid_cost_bad_10_20__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,hybrid_cost_bad_10_20,full,none,risk_on_r6_horizon_complete,train,4816,1945,0.40386212624584716,0.6636187504955141,0.5741259186953654,0.23772589662368354,1.566822046101825,0.12863070539419086,0.9999999999999999,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__hybrid_cost_bad_10_20__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,hybrid_cost_bad_10_20,full,none,risk_on_r6_horizon_complete,validation,1441,421,0.2921582234559334,0.6508626712208738,0.4996708604164809,0.230792229317513,1.959259562617741,0.16551724137931034,0.9757575757575757,readout_only
shallow_tree_or_bagging_shallow_trees_diagnostic__hybrid_cost_bad_10_20__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,hybrid_cost_bad_10_20,full,none,risk_on_r_core_horizon_complete,robustness,9730,2878,0.2957862281603289,0.6519213052945366,0.4863193893422233,0.2427705915768076,1.904100069492703,0.21377183967112023,0.8424242424242423,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__hybrid_cost_bad_10_20__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,hybrid_cost_bad_10_20,full,none,risk_on_r_core_horizon_complete,train,16603,6484,0.3905318315966994,0.6877230762565922,0.6229575205404274,0.23397574496122953,1.7235176404216037,0.13847080072245635,0.9999999999999999,supported_gate
shallow_tree_or_bagging_shallow_trees_diagnostic__hybrid_cost_bad_10_20__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,hybrid_cost_bad_10_20,full,none,risk_on_r_core_horizon_complete,validation,4457,1386,0.31097150549697106,0.669442788275071,0.511311806307424,0.23275365459646424,1.8818502125677015,0.15246636771300448,0.9999999999999999,supported_gate
