model_id,model_family,train_target_component,readout_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,full,platt,keep_7000,0.7,risk_on_r6_horizon_complete,train,4794,3316,1478,0.6916979557780559,0.30830204422194407,0.08886107634543179,0.08805790108564536,0.009038549754498013,4794,878,303,0.6548974943052391,497,218,0.5613682092555332,3916,1175,0.30005107252298263,0.3451025056947608,0.2050067658998647,426,134,0.3145539906103286
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,full,platt,keep_7000,0.7,risk_on_r6_horizon_complete,train,4816,3333,1483,0.6920681063122923,0.3079318936877076,0.3901578073089701,0.30993099309930994,0.20562657649479688,4794,878,303,0.6548974943052391,497,218,0.5613682092555332,3916,1175,0.30005107252298263,0.3451025056947608,0.2043155765340526,426,134,0.3145539906103286
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,full,platt,keep_7000,0.7,risk_on_r6_horizon_complete,train,4816,3333,1483,0.6920681063122923,0.3079318936877076,0.40386212624584716,0.32793279327932795,0.188008055304245,4794,878,303,0.6548974943052391,497,218,0.5613682092555332,3916,1175,0.30005107252298263,0.3451025056947608,0.2043155765340526,426,134,0.3145539906103286
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,full,platt,keep_7000,0.7,risk_on_r6_horizon_complete,validation,1440,1293,147,0.8979166666666667,0.10208333333333333,0.08333333333333333,0.08120649651972157,0.025522041763341052,1440,107,27,0.7476635514018691,41,17,0.5853658536585366,1333,120,0.0900225056264066,0.2523364485981308,0.1836734693877551,120,15,0.125
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,full,platt,keep_7000,0.7,risk_on_r6_horizon_complete,validation,1441,1294,147,0.8979875086745316,0.10201249132546843,0.2685634975711312,0.23802163833075735,0.11372304693896304,1440,107,27,0.7476635514018691,41,17,0.5853658536585366,1333,120,0.0900225056264066,0.2523364485981308,0.1836734693877551,120,15,0.125
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,full,platt,keep_7000,0.7,risk_on_r6_horizon_complete,validation,1441,1294,147,0.8979875086745316,0.10201249132546843,0.2921582234559334,0.2642967542503864,0.09536431621186038,1440,107,27,0.7476635514018691,41,17,0.5853658536585366,1333,120,0.0900225056264066,0.2523364485981308,0.1836734693877551,120,15,0.125
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,robustness,9711,7337,2374,0.7555349603542375,0.24446503964576255,0.060137987848831224,0.0637862886738449,-0.06066549539675982,9705,2024,617,0.6951581027667985,991,412,0.5842583249243188,7681,1755,0.22848587423512565,0.3048418972332016,0.2598989048020219,584,116,0.19863013698630136
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,robustness,9730,7350,2380,0.7553956834532374,0.2446043165467626,0.27995889003083246,0.20843537414965987,0.2554786378574924,9705,2024,617,0.6951581027667985,991,412,0.5842583249243188,7681,1755,0.22848587423512565,0.3048418972332016,0.2592436974789916,584,116,0.19863013698630136
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,robustness,9730,7350,2380,0.7553956834532374,0.2446043165467626,0.2957862281603289,0.2291156462585034,0.2254012376319535,9705,2024,617,0.6951581027667985,991,412,0.5842583249243188,7681,1755,0.22848587423512565,0.3048418972332016,0.2592436974789916,584,116,0.19863013698630136
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,train,16571,11600,4971,0.7000181039164806,0.2999818960835194,0.07543298533582765,0.0731896551724138,0.029739379310344774,16571,2968,975,0.6714959568733153,1593,677,0.5750156936597615,13603,3996,0.2937587296919797,0.32850404312668463,0.19613759806879905,1250,401,0.3208
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,train,16571,11600,4971,0.7000181039164806,0.2999818960835194,0.3827167943998552,0.30086206896551726,0.21387805978751398,16571,2968,975,0.6714959568733153,1593,677,0.5750156936597615,13603,3996,0.2937587296919797,0.32850404312668463,0.19613759806879905,1250,401,0.3208
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,train,16571,11600,4971,0.7000181039164806,0.2999818960835194,0.39068251765131856,0.3112068965517241,0.20342763627454116,16571,2968,975,0.6714959568733153,1593,677,0.5750156936597615,13603,3996,0.2937587296919797,0.32850404312668463,0.19613759806879905,1250,401,0.3208
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,validation,4455,3918,537,0.8794612794612795,0.12053872053872054,0.07586980920314254,0.07274119448698316,0.041236622960029744,4455,298,81,0.7281879194630873,121,49,0.5950413223140496,4157,456,0.10969449121962954,0.27181208053691275,0.15083798882681565,338,53,0.15680473372781065
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,validation,4457,3920,537,0.8795153690823424,0.12048463091765761,0.2919003814224815,0.25510204081632654,0.12606472258388363,4455,298,81,0.7281879194630873,121,49,0.5950413223140496,4157,456,0.10969449121962954,0.27181208053691275,0.15083798882681565,338,53,0.15680473372781065
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,full,platt,keep_7000,0.7,risk_on_r_core_horizon_complete,validation,4457,3920,537,0.8795153690823424,0.12048463091765761,0.31097150549697106,0.27653061224489794,0.11075256942603887,4455,298,81,0.7281879194630873,121,49,0.5950413223140496,4157,456,0.10969449121962954,0.27181208053691275,0.15083798882681565,338,53,0.15680473372781065
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,robustness,2996,2577,419,0.8601468624833111,0.13985313751668893,0.065086782376502,0.07256499805975941,-0.1148960727540471,2994,622,111,0.8215434083601286,306,88,0.7124183006535948,2372,307,0.1294266441821248,0.17845659163987138,0.2649164677804296,195,8,0.041025641025641026
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,robustness,3003,2582,421,0.8598068598068598,0.1401931401931402,0.2837162837162837,0.23663826491092177,0.16593343952171585,2994,622,111,0.8215434083601286,306,88,0.7124183006535948,2372,307,0.1294266441821248,0.17845659163987138,0.26365795724465557,195,8,0.041025641025641026
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,robustness,3003,2582,421,0.8598068598068598,0.1401931401931402,0.3026973026973027,0.2587141750580945,0.14530399593018944,2994,622,111,0.8215434083601286,306,88,0.7124183006535948,2372,307,0.1294266441821248,0.17845659163987138,0.26365795724465557,195,8,0.041025641025641026
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,train,4794,4081,713,0.8512724238631623,0.1487275761368377,0.08886107634543179,0.09728007841215389,-0.09474341762409794,4794,878,164,0.8132118451025057,497,129,0.7404426559356136,3916,549,0.14019407558733402,0.1867881548974943,0.2300140252454418,426,29,0.06807511737089202
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,train,4816,4095,721,0.8502906976744186,0.14970930232558138,0.3901578073089701,0.35018315018315016,0.10245766296857307,4794,878,164,0.8132118451025057,497,129,0.7404426559356136,3916,549,0.14019407558733402,0.1867881548974943,0.2274618585298197,426,29,0.06807511737089202
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,train,4816,4095,721,0.8502906976744186,0.14970930232558138,0.40386212624584716,0.36605616605616603,0.09361105618175031,4794,878,164,0.8132118451025057,497,129,0.7404426559356136,3916,549,0.14019407558733402,0.1867881548974943,0.2274618585298197,426,29,0.06807511737089202
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,validation,1440,1360,80,0.9444444444444444,0.05555555555555555,0.08333333333333333,0.0875,-0.04999999999999999,1440,107,15,0.8598130841121495,41,11,0.7317073170731707,1333,65,0.04876219054763691,0.14018691588785046,0.1875,120,1,0.008333333333333333
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,validation,1441,1361,80,0.9444829979181124,0.055517002081887576,0.2685634975711312,0.24981631153563555,0.06980541363604446,1440,107,15,0.8598130841121495,41,11,0.7317073170731707,1333,65,0.04876219054763691,0.14018691588785046,0.1875,120,1,0.008333333333333333
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8500,0.85,risk_on_r6_horizon_complete,validation,1441,1361,80,0.9444829979181124,0.055517002081887576,0.2921582234559334,0.2747979426891991,0.05942081849136369,1440,107,15,0.8598130841121495,41,11,0.7317073170731707,1333,65,0.04876219054763691,0.14018691588785046,0.1875,120,1,0.008333333333333333
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,robustness,9711,8330,1381,0.8577901348985686,0.14220986510143135,0.060137987848831224,0.06698679471788715,-0.11388486901609955,9705,2024,400,0.8023715415019763,991,284,0.7134207870837538,7681,980,0.1275875537039448,0.1976284584980237,0.28964518464880523,584,26,0.04452054794520548
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,robustness,9730,8342,1388,0.8573484069886947,0.14265159301130523,0.27995889003083246,0.2339966434907696,0.1641749848879632,9705,2024,400,0.8023715415019763,991,284,0.7134207870837538,7681,980,0.1275875537039448,0.1976284584980237,0.2881844380403458,584,26,0.04452054794520548
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,robustness,9730,8342,1388,0.8573484069886947,0.14265159301130523,0.2957862281603289,0.25245744425797173,0.14648681979497402,9705,2024,400,0.8023715415019763,991,284,0.7134207870837538,7681,980,0.1275875537039448,0.1976284584980237,0.2881844380403458,584,26,0.04452054794520548
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.07543298533582765,0.08136315228966987,-0.07861503727369547,16571,2968,531,0.8210916442048517,1593,401,0.7482736974262398,13603,1955,0.14371829743438946,0.17890835579514824,0.21359613837489944,1250,104,0.0832
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.3827167943998552,0.3379481718139865,0.11697585065758903,16571,2968,531,0.8210916442048517,1593,401,0.7482736974262398,13603,1955,0.14371829743438946,0.17890835579514824,0.21359613837489944,1250,104,0.0832
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.39068251765131856,0.34724884629037983,0.11117382887273954,16571,2968,531,0.8210916442048517,1593,401,0.7482736974262398,13603,1955,0.14371829743438946,0.17890835579514824,0.21359613837489944,1250,104,0.0832
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4455,4173,282,0.9367003367003367,0.0632996632996633,0.07586980920314254,0.07955907021327582,-0.0486262065093011,4455,298,53,0.8221476510067114,121,38,0.6859504132231405,4157,229,0.05508780370459466,0.17785234899328858,0.1879432624113475,338,6,0.01775147928994083
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4457,4175,282,0.9367287413058111,0.06327125869418891,0.2919003814224815,0.2701796407185629,0.07441148448682953,4455,298,53,0.8221476510067114,121,38,0.6859504132231405,4157,229,0.05508780370459466,0.17785234899328858,0.1879432624113475,338,6,0.01775147928994083
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4457,4175,282,0.9367287413058111,0.06327125869418891,0.31097150549697106,0.2905389221556886,0.06570564498708217,4455,298,53,0.8221476510067114,121,38,0.6859504132231405,4157,229,0.05508780370459466,0.17785234899328858,0.1879432624113475,338,6,0.01775147928994083
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,2996,2515,481,0.839452603471295,0.16054739652870495,0.065086782376502,0.07395626242544731,-0.1362716011622571,2994,622,133,0.7861736334405145,306,103,0.6633986928104575,2372,347,0.1462900505902192,0.21382636655948553,0.2765072765072765,195,9,0.046153846153846156
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,3003,2520,483,0.8391608391608392,0.16083916083916083,0.2837162837162837,0.23293650793650794,0.17898082942097024,2994,622,133,0.7861736334405145,306,103,0.6633986928104575,2372,347,0.1462900505902192,0.21382636655948553,0.2753623188405797,195,9,0.046153846153846156
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,3003,2520,483,0.8391608391608392,0.16083916083916083,0.3026973026973027,0.25555555555555554,0.15573890722405587,2994,622,133,0.7861736334405145,306,103,0.6633986928104575,2372,347,0.1462900505902192,0.21382636655948553,0.2753623188405797,195,9,0.046153846153846156
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4794,3971,823,0.8283270755110554,0.1716729244889445,0.08886107634543179,0.09745656006043818,-0.09672945758155076,4794,878,188,0.785876993166287,497,146,0.7062374245472837,3916,635,0.16215526046986722,0.214123006833713,0.2284325637910085,426,39,0.09154929577464789
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4816,3984,832,0.8272425249169435,0.17275747508305647,0.3901578073089701,0.34387550200803213,0.1186245781422657,4794,878,188,0.785876993166287,497,146,0.7062374245472837,3916,635,0.16215526046986722,0.214123006833713,0.22596153846153846,426,39,0.09154929577464789
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4816,3984,832,0.8272425249169435,0.17275747508305647,0.40386212624584716,0.3601907630522088,0.10813433683319397,4794,878,188,0.785876993166287,497,146,0.7062374245472837,3916,635,0.16215526046986722,0.214123006833713,0.22596153846153846,426,39,0.09154929577464789
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1440,1353,87,0.9395833333333333,0.06041666666666667,0.08333333333333333,0.08721359940872137,-0.046563192904656436,1440,107,16,0.8504672897196262,41,12,0.7073170731707317,1333,71,0.05326331582895724,0.14953271028037382,0.1839080459770115,120,2,0.016666666666666666
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1441,1354,87,0.9396252602359473,0.06037473976405274,0.2685634975711312,0.2481536189069424,0.07599647326898198,1440,107,16,0.8504672897196262,41,12,0.7073170731707317,1333,71,0.05326331582895724,0.14953271028037382,0.1839080459770115,120,2,0.016666666666666666
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1441,1354,87,0.9396252602359473,0.06037473976405274,0.2921582234559334,0.27326440177252587,0.06466982671209086,1440,107,16,0.8504672897196262,41,12,0.7073170731707317,1333,71,0.05326331582895724,0.14953271028037382,0.1839080459770115,120,2,0.016666666666666666
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,robustness,9711,8126,1585,0.8367830295541139,0.1632169704458861,0.060137987848831224,0.06793010091065715,-0.12957056497156097,9705,2024,462,0.7717391304347826,991,322,0.6750756811301716,7681,1122,0.14607472985288375,0.22826086956521738,0.2914826498422713,584,32,0.0547945205479452
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,robustness,9730,8138,1592,0.836382322713258,0.16361767728674204,0.27995889003083246,0.22782010321946425,0.18623729650316181,9705,2024,462,0.7717391304347826,991,322,0.6750756811301716,7681,1122,0.14607472985288375,0.22826086956521738,0.29020100502512564,584,32,0.0547945205479452
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,robustness,9730,8138,1592,0.836382322713258,0.16361767728674204,0.2957862281603289,0.24674367166379946,0.16580405653621663,9705,2024,462,0.7717391304347826,991,322,0.6750756811301716,7681,1122,0.14607472985288375,0.22826086956521738,0.29020100502512564,584,32,0.0547945205479452
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.07543298533582765,0.08104747275254187,-0.07443013678589708,16571,2968,614,0.7931266846361186,1593,463,0.709353421217828,13603,2286,0.16805116518415056,0.2068733153638814,0.21172413793103448,1250,142,0.1136
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.3827167943998552,0.3317972350230415,0.13304762195414377,16571,2968,614,0.7931266846361186,1593,463,0.709353421217828,13603,2286,0.16805116518415056,0.2068733153638814,0.21172413793103448,1250,142,0.1136
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.39068251765131856,0.3413795625777193,0.12619698308999283,16571,2968,614,0.7931266846361186,1593,463,0.709353421217828,13603,2286,0.16805116518415056,0.2068733153638814,0.21172413793103448,1250,142,0.1136
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,validation,4455,4131,324,0.9272727272727272,0.07272727272727272,0.07586980920314254,0.07964173323650448,-0.04971574428587993,4455,298,60,0.7986577181208053,121,43,0.6446280991735537,4157,264,0.06350733702189079,0.20134228187919462,0.18518518518518517,338,9,0.026627218934911243
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,validation,4457,4133,324,0.9273053623513574,0.07269463764864259,0.2919003814224815,0.2678441809823373,0.08241236384452158,4455,298,60,0.7986577181208053,121,43,0.6446280991735537,4157,264,0.06350733702189079,0.20134228187919462,0.18518518518518517,338,9,0.026627218934911243
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8250,0.825,risk_on_r_core_horizon_complete,validation,4457,4133,324,0.9273053623513574,0.07269463764864259,0.31097150549697106,0.28841035567384465,0.07255053734608541,4455,298,60,0.7986577181208053,121,43,0.6446280991735537,4157,264,0.06350733702189079,0.20134228187919462,0.18518518518518517,338,9,0.026627218934911243
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8000,0.8,risk_on_r6_horizon_complete,robustness,2996,2463,533,0.8220961281708945,0.17790387182910547,0.065086782376502,0.07551766138855055,-0.1602610949748587,2994,622,151,0.7572347266881029,306,115,0.6241830065359477,2372,381,0.1606239460370995,0.2427652733118971,0.28330206378986866,195,9,0.046153846153846156
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,false_repair_20d_component,full,none,keep_8000,0.8,risk_on_r6_horizon_complete,robustness,3003,2468,535,0.8218448218448219,0.17815517815517815,0.2837162837162837,0.22811993517017828,0.1959575524459561,2994,622,151,0.7572347266881029,306,115,0.6241830065359477,2372,381,0.1606239460370995,0.2427652733118971,0.2822429906542056,195,9,0.046153846153846156
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,hybrid_cost_bad_10_20,full,none,keep_8000,0.8,risk_on_r6_horizon_complete,robustness,3003,2468,535,0.8218448218448219,0.17815517815517815,0.3026973026973027,0.25121555915721233,0.17007665110109066,2994,622,151,0.7572347266881029,306,115,0.6241830065359477,2372,381,0.1606239460370995,0.2427652733118971,0.2822429906542056,195,9,0.046153846153846156
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,shallow_tree_or_bagging_shallow_trees_diagnostic,false_repair_20d_component,fast_fail_only_10d,full,none,keep_8000,0.8,risk_on_r6_horizon_complete,train,4794,3846,948,0.8022528160200251,0.19774718397997496,0.08886107634543179,0.09776391055642225,-0.10018823288142785,4794,878,212,0.7585421412300684,497,164,0.670020120724346,3916,736,0.18794688457609807,0.24145785876993167,0.22362869198312235,426,50,0.11737089201877934
