denominator_id,riskoff_input_event_n,scored_event_n,status,reason
risk_off_e1_horizon_complete_readonly,1887,0,riskoff_readonly_control_input_insufficient,"09A binding has risk_off E1 readonly rows, but 09B feature_matrix does not materialize risk_off_e1_horizon_complete_readonly rows; no refit is allowed."
