source_artifact,label_artifact,manifest_artifact,rebuild_rule,canonical_row_n,e1_reconstructed_row_n,e1_unique_canonical_event_n,status,reason
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/publishable/tables/topn_multichannel_candidate_event_canonical.csv,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/local_cache/topn_canonical_event_labels.parquet,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/manifests/run_manifest.json,triggered_channels contains E1_early_ema60_repair,15161,6820,6820,pass,triggered_channels contains E1_early_ema60_repair
