model_id,train_target_component,threshold_id,denominator_id,split,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,retention_definition
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,732,0.6383399209486166,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,train,16571,2968,773,0.7395552560646901,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,validation,4455,298,81,0.7281879194630873,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,robustness,2994,622,274,0.5594855305466238,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,train,4794,878,266,0.6970387243735763,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,validation,1440,107,32,0.7009345794392523,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,robustness,9705,2024,787,0.6111660079051383,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,16571,2968,851,0.7132749326145552,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,4455,298,87,0.7080536912751678,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,robustness,2994,622,109,0.8247588424437299,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,train,4794,878,136,0.8451025056947609,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,validation,1440,107,21,0.8037383177570093,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,robustness,9705,2024,302,0.8507905138339921,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,train,16571,2968,408,0.862533692722372,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,49,0.8355704697986577,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,128,0.7942122186495176,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,train,4794,878,156,0.8223234624145785,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,25,0.7663551401869159,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,357,0.8236166007905138,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,train,16571,2968,473,0.840633423180593,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,validation,4455,298,60,0.7986577181208053,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,robustness,2994,622,144,0.7684887459807074,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,train,4794,878,182,0.7927107061503417,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,validation,1440,107,26,0.7570093457943925,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,robustness,9705,2024,416,0.7944664031620553,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,train,16571,2968,540,0.8180592991913747,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,validation,4455,298,67,0.7751677852348994,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,robustness,2994,622,166,0.7331189710610932,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,train,4794,878,202,0.7699316628701595,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,validation,1440,107,31,0.7102803738317757,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,robustness,9705,2024,473,0.7663043478260869,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,train,16571,2968,606,0.795822102425876,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,validation,4455,298,80,0.7315436241610739,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,robustness,2994,622,182,0.707395498392283,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,train,4794,878,223,0.7460136674259681,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,validation,1440,107,40,0.6261682242990654,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,robustness,9705,2024,533,0.7366600790513834,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,train,16571,2968,677,0.7719002695417789,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,validation,4455,298,96,0.6778523489932886,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,robustness,2994,622,202,0.6752411575562701,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,train,4794,878,242,0.724373576309795,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,validation,1440,107,44,0.5887850467289719,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,597,0.7050395256916996,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,train,16571,2968,745,0.748989218328841,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,validation,4455,298,107,0.6409395973154363,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,robustness,2994,622,218,0.6495176848874598,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,train,4794,878,260,0.7038724373576309,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,validation,1440,107,46,0.5700934579439252,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,robustness,9705,2024,647,0.6803359683794467,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,16571,2968,809,0.7274258760107817,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,4455,298,117,0.6073825503355704,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,robustness,2994,622,153,0.7540192926045016,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,train,4794,878,138,0.8428246013667426,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,validation,1440,107,19,0.822429906542056,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,robustness,9705,2024,419,0.7929841897233202,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,train,16571,2968,420,0.8584905660377359,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,41,0.8624161073825504,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,177,0.7154340836012861,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,train,4794,878,160,0.8177676537585421,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,21,0.8037383177570093,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,485,0.7603754940711462,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,train,16571,2968,486,0.8362533692722371,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,validation,4455,298,49,0.8355704697986577,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,robustness,2994,622,198,0.6816720257234726,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,train,4794,878,178,0.7972665148063781,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r6_horizon_complete,validation,1440,107,24,0.7757009345794392,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,robustness,9705,2024,548,0.7292490118577075,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,train,16571,2968,554,0.8133423180592992,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_8000,risk_on_r_core_horizon_complete,validation,4455,298,56,0.8120805369127517,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,robustness,2994,622,216,0.6527331189710611,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,train,4794,878,197,0.775626423690205,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r6_horizon_complete,validation,1440,107,25,0.7663551401869159,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,robustness,9705,2024,599,0.7040513833992095,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,train,16571,2968,616,0.7924528301886793,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7750,risk_on_r_core_horizon_complete,validation,4455,298,62,0.7919463087248322,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,robustness,2994,622,238,0.617363344051447,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,train,4794,878,216,0.7539863325740319,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r6_horizon_complete,validation,1440,107,30,0.719626168224299,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,robustness,9705,2024,675,0.666501976284585,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,train,16571,2968,690,0.7675202156334232,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7500,risk_on_r_core_horizon_complete,validation,4455,298,71,0.761744966442953,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,robustness,2994,622,255,0.590032154340836,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,train,4794,878,239,0.7277904328018223,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r6_horizon_complete,validation,1440,107,33,0.6915887850467289,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,733,0.6378458498023716,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,train,16571,2968,769,0.7409029649595688,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7250,risk_on_r_core_horizon_complete,validation,4455,298,81,0.7281879194630873,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,robustness,2994,622,269,0.567524115755627,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,train,4794,878,271,0.6913439635535308,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r6_horizon_complete,validation,1440,107,35,0.6728971962616822,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,robustness,9705,2024,782,0.6136363636363636,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,16571,2968,857,0.7112533692722371,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__full__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,4455,298,88,0.7046979865771812,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,2994,622,111,0.8215434083601286,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,4794,878,145,0.8348519362186788,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,1440,107,16,0.8504672897196262,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,9705,2024,331,0.8364624505928854,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,16571,2968,458,0.8456873315363881,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,49,0.8355704697986577,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,126,0.797427652733119,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,4794,878,176,0.7995444191343963,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,17,0.8411214953271028,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,385,0.8097826086956522,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,16571,2968,547,0.8157008086253369,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,4455,298,51,0.8288590604026845,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,2994,622,136,0.7813504823151125,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,4794,878,199,0.7733485193621867,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,1440,107,19,0.822429906542056,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,9705,2024,419,0.7929841897233202,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,16571,2968,623,0.7900943396226415,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,4455,298,56,0.8120805369127517,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,2994,622,154,0.752411575562701,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,4794,878,228,0.7403189066059226,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,1440,107,20,0.8130841121495327,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,9705,2024,471,0.767292490118577,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,16571,2968,712,0.7601078167115903,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,4455,298,59,0.802013422818792,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,2994,622,171,0.72508038585209,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,4794,878,254,0.7107061503416856,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,1440,107,24,0.7757009345794392,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,9705,2024,525,0.7406126482213439,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,16571,2968,804,0.72911051212938,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,4455,298,69,0.7684563758389261,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,2994,622,185,0.702572347266881,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,4794,878,278,0.683371298405467,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,1440,107,26,0.7570093457943925,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,568,0.7193675889328063,event_big_winner_120d_label_complete_event_level
