feature_id,split,post_09B_transform_missing_rate,source_raw_missing_rate_before_impute,warmup_missing_status,ablation_id,threshold_id,relative_cost_reduction,any_recall_retention
log_close_fracdiff_d04,robustness,0.0,0.0479151061173533,imputed_by_09B_train_contract,,,,
log_close_fracdiff_d04,train,0.0,0.0479151061173533,imputed_by_09B_train_contract,,,,
log_close_fracdiff_d04,validation,0.0,0.0479151061173533,imputed_by_09B_train_contract,,,,
panel_return_20d_rolling_z_60d,robustness,0.0,0.0467166042446941,imputed_by_09B_train_contract,,,,
panel_return_20d_rolling_z_60d,train,0.0,0.0467166042446941,imputed_by_09B_train_contract,,,,
panel_return_20d_rolling_z_60d,validation,0.0,0.0467166042446941,imputed_by_09B_train_contract,,,,
panel_return_20d_rolling_pct_60d,robustness,0.0,0.0467166042446941,imputed_by_09B_train_contract,,,,
panel_return_20d_rolling_pct_60d,train,0.0,0.0467166042446941,imputed_by_09B_train_contract,,,,
panel_return_20d_rolling_pct_60d,validation,0.0,0.0467166042446941,imputed_by_09B_train_contract,,,,
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8500,0.14181028245638572,0.8241106719367589
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8500,0.11389973207595132,0.8436657681940701
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8500,0.04891187166820605,0.825503355704698
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8250,0.16032188804723826,0.7969367588932806
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8250,0.13162665686123567,0.8113207547169812
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8250,0.06031400402657886,0.8187919463087249
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8000,0.169630486079555,0.7747035573122529
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8000,0.14872306838951424,0.784366576819407
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_8000,0.06620035597996364,0.8087248322147651
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7750,0.185932438734647,0.7524703557312253
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7750,0.16147528308819478,0.7570754716981132
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7750,0.07559610375477166,0.7885906040268457
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7500,0.19867895309206457,0.7277667984189723
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7500,0.1780289810674949,0.7284366576819407
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7500,0.08383570499907142,0.761744966442953
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7250,0.21199607972820886,0.7040513833992095
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7250,0.18805363210535092,0.6957547169811321
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7250,0.10283191302059232,0.7516778523489933
__ablation_readout__,robustness,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7000,0.22860293414058766,0.6813241106719368
__ablation_readout__,train,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7000,0.20298632194560737,0.6694743935309974
__ablation_readout__,validation,,,frontier_readout,drop_fs0_rolling_fracdiff_hygiene,keep_7000,0.11610627220445688,0.7348993288590604
__ablation_readout__,robustness,,,frontier_readout,full,keep_8500,0.11035111531151667,0.8725296442687747
__ablation_readout__,train,,,frontier_readout,full,keep_8500,0.09151601664141085,0.8817385444743935
__ablation_readout__,validation,,,frontier_readout,full,keep_8500,0.03753540073633538,0.8624161073825504
__ablation_readout__,robustness,,,frontier_readout,full,keep_8250,0.14745238492788204,0.8241106719367589
__ablation_readout__,train,,,frontier_readout,full,keep_8250,0.12269869768759491,0.8342318059299192
__ablation_readout__,validation,,,frontier_readout,full,keep_8250,0.052802248376837925,0.8355704697986577
__ablation_readout__,robustness,,,frontier_readout,full,keep_8000,0.14745238492788204,0.8241106719367589
__ablation_readout__,train,,,frontier_readout,full,keep_8000,0.12269869768759491,0.8342318059299192
__ablation_readout__,validation,,,frontier_readout,full,keep_8000,0.052802248376837925,0.8355704697986577
__ablation_readout__,robustness,,,frontier_readout,full,keep_7750,0.1802913767206782,0.7707509881422925
__ablation_readout__,train,,,frontier_readout,full,keep_7750,0.15995316343752958,0.7654986522911051
__ablation_readout__,validation,,,frontier_readout,full,keep_7750,0.07425991516900601,0.8053691275167785
__ablation_readout__,robustness,,,frontier_readout,full,keep_7500,0.19121413553200753,0.7549407114624506
__ablation_readout__,train,,,frontier_readout,full,keep_7500,0.16846685204303707,0.7442722371967655
__ablation_readout__,validation,,,frontier_readout,full,keep_7500,0.08438857256591255,0.7919463087248322
__ablation_readout__,robustness,,,frontier_readout,full,keep_7250,0.19121413553200753,0.7549407114624506
__ablation_readout__,train,,,frontier_readout,full,keep_7250,0.16846685204303707,0.7442722371967655
__ablation_readout__,validation,,,frontier_readout,full,keep_7250,0.08438857256591255,0.7919463087248322
__ablation_readout__,robustness,,,frontier_readout,full,keep_7000,0.22397629380990478,0.6966403162055336
__ablation_readout__,train,,,frontier_readout,full,keep_7000,0.20325241521922371,0.6725067385444744
__ablation_readout__,validation,,,frontier_readout,full,keep_7000,0.11038611510309632,0.7281879194630873
__ablation_readout__,robustness,,,frontier_readout,full,keep_8500,0.1386521987697777,0.8364624505928854
__ablation_readout__,train,,,frontier_readout,full,keep_8500,0.11408145895616548,0.8456873315363881
__ablation_readout__,validation,,,frontier_readout,full,keep_8500,0.04747372164433774,0.8355704697986577
__ablation_readout__,robustness,,,frontier_readout,full,keep_8250,0.15724723541358918,0.8097826086956522
__ablation_readout__,train,,,frontier_readout,full,keep_8250,0.13406064855179278,0.8157008086253369
__ablation_readout__,validation,,,frontier_readout,full,keep_8250,0.0580033007577918,0.8288590604026845
__ablation_readout__,robustness,,,frontier_readout,full,keep_8000,0.1678238071597624,0.7929841897233202
__ablation_readout__,train,,,frontier_readout,full,keep_8000,0.14737152869314912,0.7900943396226415
__ablation_readout__,validation,,,frontier_readout,full,keep_8000,0.06341024562492933,0.8120805369127517
__ablation_readout__,robustness,,,frontier_readout,full,keep_7750,0.18089801251569457,0.767292490118577
__ablation_readout__,train,,,frontier_readout,full,keep_7750,0.16167459963607014,0.7601078167115903
__ablation_readout__,validation,,,frontier_readout,full,keep_7750,0.07515359019394234,0.802013422818792
__ablation_readout__,robustness,,,frontier_readout,full,keep_7500,0.19591780725342683,0.7406126482213439
__ablation_readout__,train,,,frontier_readout,full,keep_7500,0.17432177025797732,0.72911051212938
__ablation_readout__,validation,,,frontier_readout,full,keep_7500,0.08782701443251897,0.7684563758389261
__ablation_readout__,robustness,,,frontier_readout,full,keep_7250,0.21183061578215484,0.7193675889328063
__ablation_readout__,train,,,frontier_readout,full,keep_7250,0.1897580590125031,0.6984501347708895
__ablation_readout__,validation,,,frontier_readout,full,keep_7250,0.10008196393586814,0.7416107382550335
__ablation_readout__,robustness,,,frontier_readout,full,keep_7000,0.2254012376319535,0.6951581027667985
__ablation_readout__,train,,,frontier_readout,full,keep_7000,0.20342763627454116,0.6714959568733153
__ablation_readout__,validation,,,frontier_readout,full,keep_7000,0.11075256942603887,0.7281879194630873
__ablation_readout__,robustness,,,frontier_readout,full,keep_8500,0.1386521987697777,0.8364624505928854
__ablation_readout__,train,,,frontier_readout,full,keep_8500,0.11408145895616548,0.8456873315363881
__ablation_readout__,validation,,,frontier_readout,full,keep_8500,0.04747372164433774,0.8355704697986577
__ablation_readout__,robustness,,,frontier_readout,full,keep_8250,0.15724723541358918,0.8097826086956522
__ablation_readout__,train,,,frontier_readout,full,keep_8250,0.13406064855179278,0.8157008086253369
__ablation_readout__,validation,,,frontier_readout,full,keep_8250,0.0580033007577918,0.8288590604026845
__ablation_readout__,robustness,,,frontier_readout,full,keep_8000,0.1678238071597624,0.7929841897233202
__ablation_readout__,train,,,frontier_readout,full,keep_8000,0.14737152869314912,0.7900943396226415
__ablation_readout__,validation,,,frontier_readout,full,keep_8000,0.06341024562492933,0.8120805369127517
__ablation_readout__,robustness,,,frontier_readout,full,keep_7750,0.18089801251569457,0.767292490118577
__ablation_readout__,train,,,frontier_readout,full,keep_7750,0.16167459963607014,0.7601078167115903
__ablation_readout__,validation,,,frontier_readout,full,keep_7750,0.07515359019394234,0.802013422818792
__ablation_readout__,robustness,,,frontier_readout,full,keep_7500,0.19591780725342683,0.7406126482213439
__ablation_readout__,train,,,frontier_readout,full,keep_7500,0.17432177025797732,0.72911051212938
__ablation_readout__,validation,,,frontier_readout,full,keep_7500,0.08782701443251897,0.7684563758389261
__ablation_readout__,robustness,,,frontier_readout,full,keep_7250,0.21183061578215484,0.7193675889328063
__ablation_readout__,train,,,frontier_readout,full,keep_7250,0.1897580590125031,0.6984501347708895
__ablation_readout__,validation,,,frontier_readout,full,keep_7250,0.10008196393586814,0.7416107382550335
__ablation_readout__,robustness,,,frontier_readout,full,keep_7000,0.2254012376319535,0.6951581027667985
__ablation_readout__,train,,,frontier_readout,full,keep_7000,0.20342763627454116,0.6714959568733153
__ablation_readout__,validation,,,frontier_readout,full,keep_7000,0.11075256942603887,0.7281879194630873
