target_component,model_id,threshold_id,denominator_id,split,positive_rate,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,winner_complete_n,winner_power_caveat
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8500,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.0700024055809478,0.18120805369127516,0.1565217391304348,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8500,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.0700024055809478,0.18120805369127516,0.1565217391304348,4455,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,robustness,0.065086782376502,0.1627318718381113,0.2459807073954984,0.2833333333333333,2994,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,robustness,0.2837162837162837,0.1627318718381113,0.2459807073954984,0.2822878228782288,2994,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,robustness,0.3026973026973027,0.1627318718381113,0.2459807073954984,0.2822878228782288,2994,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,train,0.08886107634543179,0.17364657814096016,0.23690205011389523,0.23423423423423423,4794,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,train,0.3901578073089701,0.17364657814096016,0.23690205011389523,0.2318840579710145,4794,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,train,0.40386212624584716,0.17364657814096016,0.23690205011389523,0.2318840579710145,4794,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,validation,0.08333333333333333,0.0795198799699925,0.17757009345794392,0.152,1440,True
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,validation,0.2685634975711312,0.0795198799699925,0.17757009345794392,0.152,1440,True
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r6_horizon_complete,validation,0.2921582234559334,0.0795198799699925,0.17757009345794392,0.152,1440,True
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,robustness,0.060137987848831224,0.1544069782580393,0.24011857707509882,0.2904961147638972,9705,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,robustness,0.27995889003083246,0.1544069782580393,0.24011857707509882,0.2892857142857143,9705,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,robustness,0.2957862281603289,0.1544069782580393,0.24011857707509882,0.2892857142857143,9705,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,train,0.07543298533582765,0.16731603322796443,0.21024258760107817,0.21517241379310345,16571,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,train,0.3827167943998552,0.16731603322796443,0.21024258760107817,0.21517241379310345,16571,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,train,0.39068251765131856,0.16731603322796443,0.21024258760107817,0.21517241379310345,16571,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,validation,0.07586980920314254,0.08178975222516238,0.2080536912751678,0.15422885572139303,4455,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.08178975222516238,0.2080536912751678,0.15422885572139303,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8250,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.08178975222516238,0.2080536912751678,0.15422885572139303,4455,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,robustness,0.065086782376502,0.1812816188870152,0.26688102893890675,0.2780569514237856,2994,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,robustness,0.2837162837162837,0.1812816188870152,0.26688102893890675,0.27712854757929883,2994,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,robustness,0.3026973026973027,0.1812816188870152,0.26688102893890675,0.27712854757929883,2994,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,train,0.08886107634543179,0.20122574055158324,0.26993166287015946,0.23121951219512196,4794,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,train,0.3901578073089701,0.20122574055158324,0.26993166287015946,0.22876447876447875,4794,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,train,0.40386212624584716,0.20122574055158324,0.26993166287015946,0.22876447876447875,4794,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,validation,0.08333333333333333,0.09077269317329333,0.19626168224299065,0.14788732394366197,1440,True
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,validation,0.2685634975711312,0.09077269317329333,0.19626168224299065,0.14788732394366197,1440,True
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r6_horizon_complete,validation,0.2921582234559334,0.09077269317329333,0.19626168224299065,0.14788732394366197,1440,True
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,robustness,0.060137987848831224,0.1727639630256477,0.26136363636363635,0.28486806677436727,9705,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,robustness,0.27995889003083246,0.1727639630256477,0.26136363636363635,0.28379828326180256,9705,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,robustness,0.2957862281603289,0.1727639630256477,0.26136363636363635,0.28379828326180256,9705,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,train,0.07543298533582765,0.19172241417334412,0.23787061994609165,0.21303560651780326,16571,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,train,0.3827167943998552,0.19172241417334412,0.23787061994609165,0.21303560651780326,16571,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,train,0.39068251765131856,0.19172241417334412,0.23787061994609165,0.21303560651780326,16571,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,validation,0.07586980920314254,0.0945393312484965,0.2214765100671141,0.1437908496732026,4455,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.0945393312484965,0.2214765100671141,0.1437908496732026,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_8000,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.0945393312484965,0.2214765100671141,0.1437908496732026,4455,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,robustness,0.065086782376502,0.1994097807757167,0.2877813504823151,0.27411944869831545,2994,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,robustness,0.2837162837162837,0.1994097807757167,0.2877813504823151,0.2732824427480916,2994,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,robustness,0.3026973026973027,0.1994097807757167,0.2877813504823151,0.2732824427480916,2994,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,train,0.08886107634543179,0.22548518896833503,0.30751708428246016,0.2341717259323504,4794,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,train,0.3901578073089701,0.22548518896833503,0.30751708428246016,0.2317596566523605,4794,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,train,0.40386212624584716,0.22548518896833503,0.30751708428246016,0.2317596566523605,4794,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,validation,0.08333333333333333,0.10652663165791448,0.21495327102803738,0.1393939393939394,1440,True
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,validation,0.2685634975711312,0.10652663165791448,0.21495327102803738,0.1393939393939394,1440,True
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r6_horizon_complete,validation,0.2921582234559334,0.10652663165791448,0.21495327102803738,0.1393939393939394,1440,True
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,robustness,0.060137987848831224,0.19203228746256998,0.2875494071146245,0.282798833819242,9705,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,robustness,0.27995889003083246,0.19203228746256998,0.2875494071146245,0.2818401937046005,9705,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,robustness,0.2957862281603289,0.19203228746256998,0.2875494071146245,0.2818401937046005,9705,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,train,0.07543298533582765,0.21524663677130046,0.2698787061994609,0.21480289621882542,16571,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,train,0.3827167943998552,0.21524663677130046,0.2698787061994609,0.21480289621882542,16571,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,train,0.39068251765131856,0.21524663677130046,0.2698787061994609,0.21480289621882542,16571,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,validation,0.07586980920314254,0.11137839788308877,0.23154362416107382,0.12969924812030076,4455,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.11137839788308877,0.23154362416107382,0.12969924812030076,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7750,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.11137839788308877,0.23154362416107382,0.12969924812030076,4455,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,robustness,0.065086782376502,0.2188026981450253,0.3086816720257235,0.2696629213483146,2994,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,robustness,0.2837162837162837,0.2188026981450253,0.3086816720257235,0.2689075630252101,2994,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,robustness,0.3026973026973027,0.2188026981450253,0.3086816720257235,0.2689075630252101,2994,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,train,0.08886107634543179,0.2507660878447395,0.33712984054669703,0.23161189358372458,4794,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,train,0.3901578073089701,0.2507660878447395,0.33712984054669703,0.2292796281951975,4794,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,train,0.40386212624584716,0.2507660878447395,0.33712984054669703,0.2292796281951975,4794,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,validation,0.08333333333333333,0.1177794448612153,0.22429906542056074,0.13259668508287292,1440,True
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,validation,0.2685634975711312,0.1177794448612153,0.22429906542056074,0.13259668508287292,1440,True
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r6_horizon_complete,validation,0.2921582234559334,0.1177794448612153,0.22429906542056074,0.13259668508287292,1440,True
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,robustness,0.060137987848831224,0.2123421429501367,0.30879446640316205,0.2769162605228179,9705,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,robustness,0.27995889003083246,0.2123421429501367,0.30879446640316205,0.2760600706713781,9705,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,robustness,0.2957862281603289,0.2123421429501367,0.30879446640316205,0.2760600706713781,9705,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,train,0.07543298533582765,0.24016761008601045,0.29514824797843664,0.2114409847936278,16571,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,train,0.3827167943998552,0.24016761008601045,0.29514824797843664,0.2114409847936278,16571,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,train,0.39068251765131856,0.24016761008601045,0.29514824797843664,0.2114409847936278,16571,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,validation,0.07586980920314254,0.12990137118114026,0.2550335570469799,0.12337662337662338,4455,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.12990137118114026,0.2550335570469799,0.12337662337662338,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7500,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.12990137118114026,0.2550335570469799,0.12337662337662338,4455,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,robustness,0.065086782376502,0.2339797639123103,0.3279742765273312,0.26842105263157895,2994,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,robustness,0.2837162837162837,0.2339797639123103,0.3279742765273312,0.2677165354330709,2994,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,robustness,0.3026973026973027,0.2339797639123103,0.3279742765273312,0.2677165354330709,2994,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,train,0.08886107634543179,0.27374872318692545,0.36674259681093396,0.2309899569583931,4794,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,train,0.3901578073089701,0.27374872318692545,0.36674259681093396,0.22885572139303484,4794,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,train,0.40386212624584716,0.27374872318692545,0.36674259681093396,0.22885572139303484,4794,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,validation,0.08333333333333333,0.13353338334583645,0.2336448598130841,0.12315270935960591,1440,True
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,validation,0.2685634975711312,0.13353338334583645,0.2336448598130841,0.12315270935960591,1440,True
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r6_horizon_complete,validation,0.2921582234559334,0.13353338334583645,0.2336448598130841,0.12315270935960591,1440,True
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,robustness,0.060137987848831224,0.23082931909907564,0.32707509881422925,0.2717569786535304,9705,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,robustness,0.27995889003083246,0.23082931909907564,0.32707509881422925,0.27097830536225953,9705,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,robustness,0.2957862281603289,0.23082931909907564,0.32707509881422925,0.27097830536225953,9705,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,train,0.07543298533582765,0.2647210174226274,0.3221024258760108,0.2097871406627167,16571,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,train,0.3827167943998552,0.2647210174226274,0.3221024258760108,0.2097871406627167,16571,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,train,0.39068251765131856,0.2647210174226274,0.3221024258760108,0.2097871406627167,16571,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,validation,0.07586980920314254,0.14625932162617272,0.2751677852348993,0.11884057971014493,4455,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.14625932162617272,0.2751677852348993,0.11884057971014493,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7250,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.14625932162617272,0.2751677852348993,0.11884057971014493,4455,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,robustness,0.065086782376502,0.25463743676222594,0.35691318327974275,0.26844014510278114,2994,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,robustness,0.2837162837162837,0.25463743676222594,0.35691318327974275,0.2677925211097708,2994,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,robustness,0.3026973026973027,0.25463743676222594,0.35691318327974275,0.2677925211097708,2994,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,train,0.08886107634543179,0.2972420837589377,0.39635535307517084,0.23015873015873015,4794,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,train,0.3901578073089701,0.2972420837589377,0.39635535307517084,0.22819672131147542,4794,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,train,0.40386212624584716,0.2972420837589377,0.39635535307517084,0.22819672131147542,4794,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,validation,0.08333333333333333,0.16279069767441862,0.2616822429906542,0.11428571428571428,1440,True
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,validation,0.2685634975711312,0.16279069767441862,0.2616822429906542,0.11428571428571428,1440,True
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r6_horizon_complete,validation,0.2921582234559334,0.16279069767441862,0.2616822429906542,0.11428571428571428,1440,True
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,robustness,0.060137987848831224,0.24892592110402292,0.3542490118577075,0.2726235741444867,9705,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,robustness,0.27995889003083246,0.24892592110402292,0.3542490118577075,0.27189988623435724,9705,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,robustness,0.2957862281603289,0.24892592110402292,0.3542490118577075,0.27189988623435724,9705,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,train,0.07543298533582765,0.2886128059986768,0.352088948787062,0.21021927177630256,16571,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,train,0.3827167943998552,0.2886128059986768,0.352088948787062,0.21021927177630256,16571,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,train,0.39068251765131856,0.2886128059986768,0.352088948787062,0.21021927177630256,16571,False
fast_fail_only_10d,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,validation,0.07586980920314254,0.17079624729372142,0.2953020134228188,0.11027568922305764,4455,False
false_repair_20d_component,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,validation,0.2919003814224815,0.17079624729372142,0.2953020134228188,0.11027568922305764,4455,False
hybrid_cost_bad_10_20,h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,keep_7000,risk_on_r_core_horizon_complete,validation,0.31097150549697106,0.17079624729372142,0.2953020134228188,0.11027568922305764,4455,False
