model_id,model_family,train_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,threshold_score,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture,threshold_fit_scope,readout_scope
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7500,0.75,0.6531545439055755,risk_on_r_core_horizon_complete,robustness,9730,7649,2081,0.786125385405961,0.21387461459403906,0.27995889003083246,0.2138841678650804,0.23601580274330672,9705,2024,545,0.7307312252964426,991,362,0.6347124117053481,7681,1528,0.19893243067308944,0.2692687747035573,0.26189332051898123,584,88,0.1506849315068493,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7500,0.75,0.6531545439055755,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.3827167943998552,0.31211779851947213,0.18446798497852843,16571,2968,800,0.7304582210242587,1593,562,0.6472065285624607,13603,3343,0.24575461295302506,0.2695417789757412,0.19309678976587014,1250,303,0.2424,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7500,0.75,0.6531545439055755,risk_on_r_core_horizon_complete,validation,4457,4045,412,0.9075611397801212,0.09243886021987885,0.2919003814224815,0.26056860321384423,0.10733722942036605,4455,298,63,0.7885906040268457,121,41,0.6611570247933884,4157,349,0.08395477507818139,0.21140939597315436,0.1529126213592233,338,46,0.13609467455621302,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7250,0.725,0.6386063830811894,risk_on_r6_horizon_complete,robustness,3003,2279,724,0.7589077589077589,0.2410922410922411,0.2837162837162837,0.2114962702939886,0.25455011773139935,2994,622,189,0.6961414790996785,306,119,0.6111111111111112,2372,532,0.224283305227656,0.30385852090032156,0.2610497237569061,195,25,0.1282051282051282,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7250,0.725,0.6386063830811894,risk_on_r6_horizon_complete,train,4816,3492,1324,0.7250830564784053,0.2749169435215947,0.3901578073089701,0.31758304696449025,0.18601386153220595,4794,878,268,0.6947608200455581,497,195,0.607645875251509,3916,1050,0.26813074565883555,0.3052391799544419,0.20241691842900303,426,107,0.2511737089201878,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7250,0.725,0.6386063830811894,risk_on_r6_horizon_complete,validation,1441,1318,123,0.9146426092990978,0.08535739070090215,0.2685634975711312,0.24127465857359637,0.1016103798331981,1440,107,24,0.7757009345794392,41,15,0.6341463414634146,1333,99,0.07426856714178545,0.22429906542056074,0.1951219512195122,120,14,0.11666666666666667,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7250,0.725,0.6386063830811894,risk_on_r_core_horizon_complete,robustness,9730,7447,2283,0.7653648509763618,0.23463514902363825,0.27995889003083246,0.20974889217134415,0.25078681320588153,9705,2024,600,0.7035573122529645,991,395,0.6014127144298688,7681,1675,0.21807056372868117,0.2964426877470356,0.2628120893561104,584,94,0.16095890410958905,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7250,0.725,0.6386063830811894,risk_on_r_core_horizon_complete,train,16571,12014,4557,0.7250015086597067,0.2749984913402933,0.3827167943998552,0.30630930580988847,0.19964498477204956,16571,2968,882,0.7028301886792453,1593,610,0.6170747018204645,13603,3675,0.27016099389840476,0.2971698113207547,0.1935483870967742,1250,327,0.2616,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7250,0.725,0.6386063830811894,risk_on_r_core_horizon_complete,validation,4457,4002,455,0.8979133946600852,0.10208660533991475,0.2919003814224815,0.25837081459270367,0.11486647145297442,4455,298,72,0.7583892617449665,121,46,0.6198347107438017,4157,383,0.09213375030069762,0.24161073825503357,0.15824175824175823,338,48,0.14201183431952663,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7000,0.7,0.624785742190572,risk_on_r6_horizon_complete,robustness,3003,2223,780,0.7402597402597403,0.2597402597402597,0.2837162837162837,0.20602789023841656,0.27382423194135574,2994,622,198,0.6816720257234726,306,122,0.6013071895424836,2372,579,0.24409780775716694,0.3183279742765273,0.25384615384615383,195,27,0.13846153846153847,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7000,0.7,0.624785742190572,risk_on_r6_horizon_complete,train,4816,3375,1441,0.7007890365448505,0.2992109634551495,0.3901578073089701,0.30992592592592594,0.20563956399187902,4794,878,289,0.6708428246013668,497,206,0.5855130784708249,3916,1145,0.2923901940755873,0.32915717539863326,0.20055517002081888,426,119,0.2793427230046948,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7000,0.7,0.624785742190572,risk_on_r6_horizon_complete,validation,1441,1295,146,0.8986814712005552,0.10131852879944483,0.2685634975711312,0.23938223938223938,0.10865682958706224,1440,107,27,0.7476635514018691,41,16,0.6097560975609756,1333,119,0.08927231807951988,0.2523364485981308,0.18493150684931506,120,14,0.11666666666666667,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7000,0.7,0.624785742190572,risk_on_r_core_horizon_complete,robustness,9730,7257,2473,0.7458376156217883,0.2541623843782117,0.27995889003083246,0.2058701942951633,0.26464133976066856,9705,2024,638,0.6847826086956522,991,412,0.5842583249243188,7681,1827,0.23785965369092565,0.31521739130434784,0.2579862515163769,584,100,0.17123287671232876,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7000,0.7,0.624785742190572,risk_on_r_core_horizon_complete,train,16571,11600,4971,0.7000181039164806,0.2999818960835194,0.3827167943998552,0.2993965517241379,0.21770730706075536,16571,2968,972,0.6725067385444744,1593,663,0.583804143126177,13603,3999,0.29397926927883555,0.3274932614555256,0.1955340977670489,1250,372,0.2976,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,keep_7000,0.7,0.624785742190572,risk_on_r_core_horizon_complete,validation,4457,3931,526,0.8819833969037469,0.11801660309625309,0.2919003814224815,0.2546425845840753,0.1276387398222724,4455,298,82,0.7248322147651006,121,49,0.5950413223140496,4157,444,0.10680779408227087,0.2751677852348993,0.155893536121673,338,50,0.14792899408284024,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8500,0.85,0.7161888980505191,risk_on_r6_horizon_complete,robustness,3003,2570,433,0.8558108558108558,0.1441891441891442,0.2837162837162837,0.2357976653696498,0.16889625691894558,2994,622,116,0.8135048231511254,306,83,0.7287581699346405,2372,315,0.13279932546374368,0.1864951768488746,0.2678983833718245,195,13,0.06666666666666667,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8500,0.85,0.7161888980505191,risk_on_r6_horizon_complete,train,4816,4096,720,0.8504983388704319,0.14950166112956811,0.3901578073089701,0.346435546875,0.11206301556679084,4794,878,144,0.835990888382688,497,113,0.772635814889336,3916,574,0.14657814096016344,0.16400911161731208,0.2,426,54,0.1267605633802817,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8500,0.85,0.7161888980505191,risk_on_r6_horizon_complete,validation,1441,1371,70,0.9514226231783484,0.048577376821651634,0.2685634975711312,0.2552881108679796,0.04943109105747143,1440,107,17,0.8411214953271028,41,12,0.7073170731707317,1333,53,0.03975993998499625,0.1588785046728972,0.24285714285714285,120,4,0.03333333333333333,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8500,0.85,0.7161888980505191,risk_on_r_core_horizon_complete,robustness,9730,8391,1339,0.8623843782117163,0.13761562178828365,0.27995889003083246,0.23489452985341439,0.16096777699202566,9705,2024,351,0.8265810276679841,991,258,0.739656912209889,7681,985,0.12823851061059757,0.1734189723320158,0.2621359223300971,584,51,0.08732876712328767,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8500,0.85,0.7161888980505191,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.3827167943998552,0.3382321618743344,0.11623381355730125,16571,2968,481,0.8379380053908356,1593,366,0.7702448210922788,13603,2005,0.14739395721532014,0.16206199460916443,0.19348350764279967,1250,159,0.1272,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8500,0.85,0.7161888980505191,risk_on_r_core_horizon_complete,validation,4457,4233,224,0.9497419789095805,0.05025802109041957,0.2919003814224815,0.2759272383652256,0.054721213379084935,4455,298,51,0.8288590604026845,121,33,0.7272727272727273,4157,173,0.04161655039692086,0.17114093959731544,0.22767857142857142,338,14,0.04142011834319527,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8250,0.825,0.6993188799452056,risk_on_r6_horizon_complete,robustness,3003,2505,498,0.8341658341658341,0.16583416583416583,0.2837162837162837,0.2315369261477046,0.18391386241601299,2994,622,136,0.7813504823151125,306,97,0.6830065359477124,2372,360,0.15177065767284992,0.21864951768488747,0.27309236947791166,195,13,0.06666666666666667,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8250,0.825,0.6993188799452056,risk_on_r6_horizon_complete,train,4816,3979,837,0.8262043189368771,0.17379568106312293,0.3901578073089701,0.34129178185473735,0.12524682202638898,4794,878,170,0.806378132118451,497,127,0.744466800804829,3916,664,0.16956077630234934,0.19362186788154898,0.2031063321385902,426,63,0.14788732394366197,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8250,0.825,0.6993188799452056,risk_on_r6_horizon_complete,validation,1441,1362,79,0.945176960444136,0.054823039555863984,0.2685634975711312,0.25477239353891334,0.05135137186156564,1440,107,20,0.8130841121495327,41,14,0.6585365853658537,1333,59,0.04426106526631658,0.18691588785046728,0.25316455696202533,120,4,0.03333333333333333,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8250,0.825,0.6993188799452056,risk_on_r_core_horizon_complete,robustness,9730,8187,1543,0.8414182939362795,0.15858170606372046,0.27995889003083246,0.22926590936851104,0.1810729448767942,9705,2024,413,0.7959486166007905,991,295,0.7023208879919274,7681,1127,0.1467256867595365,0.20405138339920947,0.2676604018146468,584,57,0.0976027397260274,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8250,0.825,0.6993188799452056,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.3827167943998552,0.3312120547143589,0.13457663849390714,16571,2968,560,0.8113207547169812,1593,416,0.738857501569366,13603,2340,0.17202087774755567,0.18867924528301888,0.19310344827586207,1250,190,0.152,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8250,0.825,0.6993188799452056,risk_on_r_core_horizon_complete,validation,4457,4194,263,0.9409916984518735,0.05900830154812654,0.2919003814224815,0.27420123986647593,0.060634184408237306,4455,298,59,0.802013422818792,121,39,0.6776859504132231,4157,204,0.049073851335097424,0.19798657718120805,0.22433460076045628,338,18,0.05325443786982249,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8000,0.8,0.682812180370175,risk_on_r6_horizon_complete,robustness,3003,2439,564,0.8121878121878122,0.1878121878121878,0.2837162837162837,0.22755227552275523,0.19795835282296484,2994,622,153,0.7540192926045016,306,108,0.6470588235294118,2372,409,0.1724283305227656,0.2459807073954984,0.2712765957446808,195,14,0.07179487179487179,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8000,0.8,0.682812180370175,risk_on_r6_horizon_complete,train,4816,3861,955,0.801702657807309,0.19829734219269102,0.3901578073089701,0.3372183372183372,0.13568732727859922,4794,878,187,0.7870159453302962,497,140,0.7183098591549296,3916,765,0.19535240040858018,0.21298405466970388,0.19581151832460733,426,69,0.1619718309859155,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8000,0.8,0.682812180370175,risk_on_r6_horizon_complete,validation,1441,1355,86,0.9403192227619709,0.05968077723802915,0.2685634975711312,0.25387453874538746,0.054694546945469526,1440,107,20,0.8130841121495327,41,14,0.6585365853658537,1333,66,0.04951237809452363,0.18691588785046728,0.23255813953488372,120,4,0.03333333333333333,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8000,0.8,0.682812180370175,risk_on_r_core_horizon_complete,robustness,9730,7977,1753,0.8198355601233299,0.18016443987667008,0.27995889003083246,0.22364297354895324,0.20115780740406933,9705,2024,471,0.767292490118577,991,333,0.6639757820383451,7681,1279,0.16651477672178103,0.2327075098814229,0.26868225898459785,584,64,0.1095890410958904,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8000,0.8,0.682812180370175,risk_on_r_core_horizon_complete,train,16571,13257,3314,0.8000120692776538,0.19998793072234627,0.3827167943998552,0.3251112619748058,0.1505173884918785,16571,2968,631,0.7873989218328841,1593,463,0.709353421217828,13603,2683,0.19723590384474013,0.2126010781671159,0.19040434520217261,1250,218,0.1744,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_8000,0.8,0.682812180370175,risk_on_r_core_horizon_complete,validation,4457,4154,303,0.9320170518285843,0.06798294817141574,0.2919003814224815,0.26937891189215213,0.07715464234948342,4455,298,61,0.7953020134228188,121,40,0.6694214876033058,4157,242,0.05821505893673322,0.20469798657718122,0.20132013201320131,338,22,0.0650887573964497,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7750,0.775,0.66619912315647,risk_on_r6_horizon_complete,robustness,3003,2370,633,0.7892107892107892,0.21078921078921078,0.2837162837162837,0.21983122362869198,0.2251723420692934,2994,622,165,0.7347266881028939,306,114,0.6274509803921569,2372,466,0.19645868465430016,0.2652733118971061,0.26066350710900477,195,20,0.10256410256410256,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7750,0.775,0.66619912315647,risk_on_r6_horizon_complete,train,4816,3737,1079,0.7759551495016611,0.22404485049833886,0.3901578073089701,0.3294086165373294,0.15570415261108123,4794,878,208,0.7630979498861048,497,156,0.6861167002012073,3916,866,0.22114402451481102,0.23690205011389523,0.1927710843373494,426,80,0.18779342723004694,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7750,0.775,0.66619912315647,risk_on_r6_horizon_complete,validation,1441,1345,96,0.9333795975017349,0.06662040249826509,0.2685634975711312,0.2505576208178439,0.06704513798833849,1440,107,20,0.8130841121495327,41,14,0.6585365853658537,1333,76,0.05701425356339085,0.18691588785046728,0.20833333333333334,120,5,0.041666666666666664,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7750,0.775,0.66619912315647,risk_on_r_core_horizon_complete,robustness,9730,7754,1976,0.7969167523124357,0.20308324768756422,0.27995889003083246,0.2157596079442868,0.22931681890678754,9705,2024,513,0.7465415019762845,991,356,0.6407669021190716,7681,1459,0.1899492253612811,0.2534584980237154,0.25961538461538464,584,81,0.1386986301369863,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7750,0.775,0.66619912315647,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.3827167943998552,0.31887556455380783,0.1668106306809919,16571,2968,722,0.7567385444743935,1593,522,0.672316384180791,13603,3007,0.22105417922517093,0.24326145552560646,0.19361759184768035,1250,259,0.2072,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7750,0.775,0.66619912315647,risk_on_r_core_horizon_complete,validation,4457,4102,355,0.9203500112183083,0.07964998878169172,0.2919003814224815,0.26474890297415893,0.0930162486119705,4455,298,66,0.7785234899328859,121,43,0.6446280991735537,4157,289,0.06952128939138802,0.2214765100671141,0.18591549295774648,338,28,0.08284023668639054,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7500,0.75,0.6511942649189938,risk_on_r6_horizon_complete,robustness,3003,2305,698,0.7675657675657676,0.23243423243423245,0.2837162837162837,0.21475054229934923,0.24307995478292754,2994,622,180,0.7106109324758842,306,119,0.6111111111111112,2372,515,0.21711635750421585,0.28938906752411575,0.25787965616045844,195,23,0.11794871794871795,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7500,0.75,0.6511942649189938,risk_on_r6_horizon_complete,train,4816,3631,1185,0.7539451827242525,0.24605481727574752,0.3901578073089701,0.32497934453318644,0.16705666669940078,4794,878,238,0.7289293849658315,497,177,0.6438631790744467,3916,942,0.24055158324821246,0.27107061503416857,0.2008438818565401,426,92,0.215962441314554,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7500,0.75,0.6511942649189938,risk_on_r6_horizon_complete,validation,1441,1337,104,0.9278278972935462,0.07217210270645386,0.2685634975711312,0.2505609573672401,0.06703271429924301,1440,107,21,0.8037383177570093,41,15,0.6341463414634146,1333,83,0.0622655663915979,0.19626168224299065,0.20192307692307693,120,7,0.058333333333333334,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7500,0.75,0.6511942649189938,risk_on_r_core_horizon_complete,robustness,9730,7555,2175,0.776464542651593,0.223535457348407,0.27995889003083246,0.21085373924553277,0.24684035137333554,9705,2024,565,0.7208498023715415,991,384,0.6125126135216953,7681,1603,0.20869678427288113,0.2791501976284585,0.2597701149425287,584,89,0.1523972602739726,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7500,0.75,0.6511942649189938,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.3827167943998552,0.3144512391374316,0.17837094232948925,16571,2968,814,0.7257412398921833,1593,576,0.6384180790960452,13603,3329,0.24472542821436447,0.2742587601078167,0.19647598358677287,1250,289,0.2312,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7500,0.75,0.6511942649189938,risk_on_r_core_horizon_complete,validation,4457,4044,413,0.9073367736145389,0.09266322638546107,0.2919003814224815,0.26088031651829874,0.10626935378781129,4455,298,69,0.7684563758389261,121,44,0.6363636363636364,4157,344,0.08275198460428193,0.23154362416107382,0.16707021791767554,338,36,0.10650887573964497,risk_on_r_core_horizon_complete/train,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7250,0.725,0.6363931419265174,risk_on_r6_horizon_complete,robustness,3003,2235,768,0.7442557442557443,0.25574425574425574,0.2837162837162837,0.2076062639821029,0.26826102026026405,2994,622,198,0.6816720257234726,306,130,0.5751633986928104,2372,567,0.23903878583473862,0.3183279742765273,0.2578125,195,26,0.13333333333333333,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7250,0.725,0.6363931419265174,risk_on_r6_horizon_complete,train,4816,3508,1308,0.728405315614618,0.27159468438538203,0.3901578073089701,0.3215507411630559,0.17584440157462633,4794,878,265,0.6981776765375854,497,195,0.607645875251509,3916,1037,0.2648110316649642,0.30182232346241455,0.20259938837920488,426,101,0.23708920187793428,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7250,0.725,0.6363931419265174,risk_on_r6_horizon_complete,validation,1441,1322,119,0.9174184594031922,0.08258154059680778,0.2685634975711312,0.24735249621785174,0.07897946498727564,1440,107,22,0.794392523364486,41,15,0.6341463414634146,1333,97,0.072768192048012,0.205607476635514,0.18487394957983194,120,9,0.075,risk_on_r_core_horizon_complete/train,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,keep_7250,0.725,0.6363931419265174,risk_on_r_core_horizon_complete,robustness,9730,7334,2396,0.7537512846865365,0.2462487153134635,0.27995889003083246,0.2056176711208072,0.26554334067347496,9705,2024,625,0.6912055335968379,991,414,0.5822401614530777,7681,1764,0.22965759666710064,0.30879446640316205,0.26085141903171954,584,108,0.18493150684931506,risk_on_r_core_horizon_complete/train,supported_gate
