reference_event_id,instrument,split,reference_date,date,offset
big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,train,2020-02-25,2020-01-03,-31
big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,train,2020-02-25,2020-01-06,-30
big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,train,2020-02-25,2020-02-13,-8
big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,train,2020-02-25,2020-02-14,-7
big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,train,2020-02-25,2020-02-17,-6
big_winner_50h120_close_confirmed_SH600438_20200225_000132,SH600438,train,2020-02-25,2020-02-18,-5
big_winner_50h120_close_confirmed_SH600438_20210304_000134,SH600438,train,2021-03-04,2020-12-10,-54
big_winner_50h120_close_confirmed_SH600438_20240619_000136,SH600438,robustness,2024-06-19,2024-04-24,-36
big_winner_50h120_close_confirmed_SH600438_20240619_000136,SH600438,robustness,2024-06-19,2024-04-30,-32
big_winner_50h120_close_confirmed_SH600438_20240619_000136,SH600438,robustness,2024-06-19,2024-05-22,-19
big_winner_50h120_close_confirmed_SH600438_20250425_000137,SH600438,robustness,2025-04-25,2025-02-07,-54
big_winner_50h120_close_confirmed_SH600460_20210524_000138,SH600460,train,2021-05-24,2021-04-02,-32
big_winner_50h120_close_confirmed_SH600460_20210524_000138,SH600460,train,2021-05-24,2021-04-06,-31
big_winner_50h120_close_confirmed_SH600460_20210524_000138,SH600460,train,2021-05-24,2021-04-22,-19
big_winner_50h120_close_confirmed_SH600482_20250901_000139,SH600482,robustness,2025-09-01,2025-08-06,-18
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-07-02,-41
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-07-03,-40
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-07-17,-30
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-07-30,-21
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-08-08,-14
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-08-11,-13
big_winner_50h120_close_confirmed_SH600487_20250828_000140,SH600487,robustness,2025-08-28,2025-08-28,0
big_winner_50h120_close_confirmed_SH600489_20231122_000141,SH600489,validation,2023-11-22,2023-08-24,-58
big_winner_50h120_close_confirmed_SH600489_20231122_000141,SH600489,validation,2023-11-22,2023-09-14,-43
big_winner_50h120_close_confirmed_SH600489_20231122_000141,SH600489,validation,2023-11-22,2023-09-15,-42
big_winner_50h120_close_confirmed_SH600489_20250321_000142,SH600489,robustness,2025-03-21,2025-01-13,-43
big_winner_50h120_close_confirmed_SH600489_20250321_000142,SH600489,robustness,2025-03-21,2025-03-18,-3
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-07-14,-45
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-07-15,-44
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-07-24,-37
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-07-25,-36
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-08-25,-15
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-08-29,-11
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-09-01,-10
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-09-02,-9
big_winner_50h120_close_confirmed_SH600489_20250915_000143,SH600489,robustness,2025-09-15,2025-09-09,-4
big_winner_50h120_close_confirmed_SH600519_20181023_000145,SH600519,train,2018-10-23,2018-09-26,-14
big_winner_50h120_close_confirmed_SH600519_20181023_000145,SH600519,train,2018-10-23,2018-10-08,-11
big_winner_50h120_close_confirmed_SH600519_20181023_000145,SH600519,train,2018-10-23,2018-10-11,-8
big_winner_50h120_close_confirmed_SH600519_20181023_000145,SH600519,train,2018-10-23,2018-10-23,0
big_winner_50h120_close_confirmed_SH600519_20200103_000146,SH600519,train,2020-01-03,2019-11-22,-29
big_winner_50h120_close_confirmed_SH600519_20200103_000146,SH600519,train,2020-01-03,2019-11-29,-24
big_winner_50h120_close_confirmed_SH600519_20200103_000146,SH600519,train,2020-01-03,2020-01-02,-1
big_winner_50h120_close_confirmed_SH600519_20200103_000146,SH600519,train,2020-01-03,2020-01-03,0
big_winner_50h120_close_confirmed_SH600519_20200817_000147,SH600519,train,2020-08-17,2020-07-07,-29
big_winner_50h120_close_confirmed_SH600519_20200817_000147,SH600519,train,2020-08-17,2020-07-16,-22
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-10-28,-48
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-10-29,-47
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-11-03,-44
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-11-04,-43
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-11-05,-42
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-11-08,-41
big_winner_50h120_close_confirmed_SH600522_20220105_000148,SH600522,validation,2022-01-05,2021-11-09,-40
big_winner_50h120_close_confirmed_SH600522_20250815_000149,SH600522,robustness,2025-08-15,2025-06-06,-50
big_winner_50h120_close_confirmed_SH600522_20250815_000149,SH600522,robustness,2025-08-15,2025-07-02,-32
big_winner_50h120_close_confirmed_SH600522_20250815_000149,SH600522,robustness,2025-08-15,2025-07-31,-11
big_winner_50h120_close_confirmed_SH600522_20250815_000149,SH600522,robustness,2025-08-15,2025-08-05,-8
big_winner_50h120_close_confirmed_SH600522_20250815_000149,SH600522,robustness,2025-08-15,2025-08-08,-5
big_winner_50h120_close_confirmed_SH600522_20250815_000149,SH600522,robustness,2025-08-15,2025-08-15,0
big_winner_50h120_close_confirmed_SH600547_20190108_000150,SH600547,train,2019-01-08,2018-10-12,-60
big_winner_50h120_close_confirmed_SH600547_20190108_000150,SH600547,train,2019-01-08,2018-11-29,-26
big_winner_50h120_close_confirmed_SH600547_20190108_000150,SH600547,train,2019-01-08,2018-12-04,-23
big_winner_50h120_close_confirmed_SH600547_20200312_000151,SH600547,train,2020-03-12,2020-01-03,-43
big_winner_50h120_close_confirmed_SH600547_20200312_000151,SH600547,train,2020-03-12,2020-01-06,-42
big_winner_50h120_close_confirmed_SH600547_20200312_000151,SH600547,train,2020-03-12,2020-01-08,-40
big_winner_50h120_close_confirmed_SH600547_20200312_000151,SH600547,train,2020-03-12,2020-02-24,-13
big_winner_50h120_close_confirmed_SH600547_20200312_000151,SH600547,train,2020-03-12,2020-02-25,-12
big_winner_50h120_close_confirmed_SH600547_20221014_000152,SH600547,validation,2022-10-14,2022-08-02,-47
big_winner_50h120_close_confirmed_SH600547_20221014_000152,SH600547,validation,2022-10-14,2022-08-05,-44
big_winner_50h120_close_confirmed_SH600547_20221014_000152,SH600547,validation,2022-10-14,2022-08-10,-41
big_winner_50h120_close_confirmed_SH600547_20221014_000152,SH600547,validation,2022-10-14,2022-09-08,-20
big_winner_50h120_close_confirmed_SH600547_20231211_000153,SH600547,validation,2023-12-11,2023-10-30,-30
big_winner_50h120_close_confirmed_SH600547_20231211_000153,SH600547,validation,2023-12-11,2023-11-29,-8
big_winner_50h120_close_confirmed_SH600547_20231211_000153,SH600547,validation,2023-12-11,2023-12-04,-5
big_winner_50h120_close_confirmed_SH600547_20241231_000154,SH600547,robustness,2024-12-31,2024-10-08,-60
big_winner_50h120_close_confirmed_SH600547_20250717_000155,SH600547,robustness,2025-07-17,2025-06-13,-24
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-06-11,-58
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-06-25,-48
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-07-11,-36
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-07-18,-31
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-07-22,-29
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-07-24,-27
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-07-25,-26
big_winner_50h120_close_confirmed_SH600549_20250901_000156,SH600549,robustness,2025-09-01,2025-08-25,-5
big_winner_50h120_close_confirmed_SH600570_20190814_000157,SH600570,train,2019-08-14,2019-06-20,-39
big_winner_50h120_close_confirmed_SH600570_20190814_000157,SH600570,train,2019-08-14,2019-06-21,-38
big_winner_50h120_close_confirmed_SH600570_20200218_000158,SH600570,train,2020-02-18,2019-12-13,-40
big_winner_50h120_close_confirmed_SH600570_20200218_000158,SH600570,train,2020-02-18,2019-12-17,-38
big_winner_50h120_close_confirmed_SH600570_20220505_000159,SH600570,validation,2022-05-05,2022-01-27,-60
big_winner_50h120_close_confirmed_SH600570_20220505_000159,SH600570,validation,2022-05-05,2022-04-01,-19
big_winner_50h120_close_confirmed_SH600570_20220505_000159,SH600570,validation,2022-05-05,2022-04-27,-3
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-09-16,-60
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-10-25,-38
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-10-27,-36
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-10-28,-35
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-10-31,-34
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-11-01,-33
big_winner_50h120_close_confirmed_SH600570_20221216_000160,SH600570,validation,2022-12-16,2022-11-03,-31
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-07-09,-28
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-07-14,-25
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-07-21,-20
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-07-22,-19
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-07-23,-18
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-08-14,-2
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-08-15,-1
big_winner_50h120_close_confirmed_SH600580_20250818_000161,SH600580,robustness,2025-08-18,2025-08-18,0
big_winner_50h120_close_confirmed_SH600584_20240702_000163,SH600584,robustness,2024-07-02,2024-06-03,-20
big_winner_50h120_close_confirmed_SH600584_20240702_000163,SH600584,robustness,2024-07-02,2024-06-06,-17
big_winner_50h120_close_confirmed_SH600584_20240702_000163,SH600584,robustness,2024-07-02,2024-06-12,-14
big_winner_50h120_close_confirmed_SH600584_20240702_000163,SH600584,robustness,2024-07-02,2024-06-17,-11
big_winner_50h120_close_confirmed_SH600584_20250725_000164,SH600584,robustness,2025-07-25,2025-06-23,-24
big_winner_50h120_close_confirmed_SH600584_20250725_000164,SH600584,robustness,2025-07-25,2025-06-27,-20
big_winner_50h120_close_confirmed_SH600585_20171010_000165,SH600585,train,2017-10-10,2017-09-13,-14
big_winner_50h120_close_confirmed_SH600585_20171010_000165,SH600585,train,2017-10-10,2017-09-14,-13
big_winner_50h120_close_confirmed_SH600585_20171010_000165,SH600585,train,2017-10-10,2017-10-10,0
big_winner_50h120_close_confirmed_SH600585_20181221_000166,SH600585,train,2018-12-21,2018-10-25,-41
big_winner_50h120_close_confirmed_SH600585_20190805_000167,SH600585,train,2019-08-05,2019-06-11,-39
big_winner_50h120_close_confirmed_SH600588_20190221_000168,SH600588,train,2019-02-21,2019-01-03,-30
big_winner_50h120_close_confirmed_SH600588_20190221_000168,SH600588,train,2019-02-21,2019-01-04,-29
big_winner_50h120_close_confirmed_SH600588_20190221_000168,SH600588,train,2019-02-21,2019-01-07,-28
big_winner_50h120_close_confirmed_SH600588_20190221_000168,SH600588,train,2019-02-21,2019-01-10,-25
big_winner_50h120_close_confirmed_SH600588_20190221_000168,SH600588,train,2019-02-21,2019-01-24,-15
big_winner_50h120_close_confirmed_SH600588_20190821_000169,SH600588,train,2019-08-21,2019-06-13,-49
big_winner_50h120_close_confirmed_SH600588_20190821_000169,SH600588,train,2019-08-21,2019-06-21,-43
big_winner_50h120_close_confirmed_SH600588_20190821_000169,SH600588,train,2019-08-21,2019-07-24,-20
big_winner_50h120_close_confirmed_SH600588_20190821_000169,SH600588,train,2019-08-21,2019-08-15,-4
big_winner_50h120_close_confirmed_SH600588_20200225_000170,SH600588,train,2020-02-25,2020-01-02,-32
big_winner_50h120_close_confirmed_SH600588_20200225_000170,SH600588,train,2020-02-25,2020-01-06,-30
big_winner_50h120_close_confirmed_SH600588_20200225_000170,SH600588,train,2020-02-25,2020-01-13,-25
big_winner_50h120_close_confirmed_SH600588_20200225_000170,SH600588,train,2020-02-25,2020-02-07,-12
big_winner_50h120_close_confirmed_SH600588_20220509_000171,SH600588,validation,2022-05-09,2022-03-21,-30
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-13,-39
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-14,-38
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-15,-37
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-20,-34
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-21,-33
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-22,-32
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2017-12-25,-31
big_winner_50h120_close_confirmed_SH600600_20180207_000172,SH600600,train,2018-02-07,2018-01-05,-23
big_winner_50h120_close_confirmed_SH600600_20191226_000173,SH600600,train,2019-12-26,2019-10-29,-42
big_winner_50h120_close_confirmed_SH600600_20191226_000173,SH600600,train,2019-12-26,2019-11-08,-34
big_winner_50h120_close_confirmed_SH600600_20191226_000173,SH600600,train,2019-12-26,2019-11-12,-32
big_winner_50h120_close_confirmed_SH600600_20191226_000173,SH600600,train,2019-12-26,2019-11-13,-31
big_winner_50h120_close_confirmed_SH600600_20200924_000174,SH600600,train,2020-09-24,2020-08-31,-18
big_winner_50h120_close_confirmed_SH600600_20220411_000175,SH600600,validation,2022-04-11,2022-01-10,-58
big_winner_50h120_close_confirmed_SH600600_20220411_000175,SH600600,validation,2022-04-11,2022-01-11,-57
big_winner_50h120_close_confirmed_SH600600_20220411_000175,SH600600,validation,2022-04-11,2022-03-01,-27
big_winner_50h120_close_confirmed_SH600600_20221031_000176,SH600600,validation,2022-10-31,2022-08-01,-59
big_winner_50h120_close_confirmed_SH600600_20221031_000176,SH600600,validation,2022-10-31,2022-08-26,-40
big_winner_50h120_close_confirmed_SH600600_20221031_000176,SH600600,validation,2022-10-31,2022-10-27,-2
big_winner_50h120_close_confirmed_SH600600_20240913_000177,SH600600,robustness,2024-09-13,2024-08-20,-18
big_winner_50h120_close_confirmed_SH600606_20171204_000178,SH600606,train,2017-12-04,2017-09-07,-57
big_winner_50h120_close_confirmed_SH600606_20171204_000178,SH600606,train,2017-12-04,2017-09-14,-52
big_winner_50h120_close_confirmed_SH600606_20171204_000178,SH600606,train,2017-12-04,2017-09-15,-51
big_winner_50h120_close_confirmed_SH600606_20171204_000178,SH600606,train,2017-12-04,2017-09-19,-49
big_winner_50h120_close_confirmed_SH600606_20171204_000178,SH600606,train,2017-12-04,2017-11-08,-18
big_winner_50h120_close_confirmed_SH600606_20181016_000179,SH600606,train,2018-10-16,2018-08-29,-28
big_winner_50h120_close_confirmed_SH600660_20200312_000181,SH600660,train,2020-03-12,2019-12-11,-59
big_winner_50h120_close_confirmed_SH600660_20200312_000181,SH600660,train,2020-03-12,2019-12-13,-57
big_winner_50h120_close_confirmed_SH600660_20200312_000181,SH600660,train,2020-03-12,2019-12-30,-46
big_winner_50h120_close_confirmed_SH600660_20200312_000181,SH600660,train,2020-03-12,2019-12-31,-45
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-06,-45
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-07,-44
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-09,-42
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-10,-41
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-13,-40
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-14,-39
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-17,-36
big_winner_50h120_close_confirmed_SH600660_20200907_000182,SH600660,train,2020-09-07,2020-07-20,-35
big_winner_50h120_close_confirmed_SH600673_20250815_000183,SH600673,robustness,2025-08-15,2025-06-04,-52
big_winner_50h120_close_confirmed_SH600673_20250815_000183,SH600673,robustness,2025-08-15,2025-06-13,-45
big_winner_50h120_close_confirmed_SH600673_20250815_000183,SH600673,robustness,2025-08-15,2025-06-16,-44
big_winner_50h120_close_confirmed_SH600673_20250815_000183,SH600673,robustness,2025-08-15,2025-06-17,-43
big_winner_50h120_close_confirmed_SH600673_20250815_000183,SH600673,robustness,2025-08-15,2025-07-07,-29
big_winner_50h120_close_confirmed_SH600690_20170926_000184,SH600690,train,2017-09-26,2017-08-28,-21
big_winner_50h120_close_confirmed_SH600690_20181029_000185,SH600690,train,2018-10-29,2018-09-19,-22
big_winner_50h120_close_confirmed_SH600690_20181029_000185,SH600690,train,2018-10-29,2018-09-20,-21
big_winner_50h120_close_confirmed_SH600690_20181029_000185,SH600690,train,2018-10-29,2018-10-15,-10
big_winner_50h120_close_confirmed_SH600690_20200312_000186,SH600690,train,2020-03-12,2019-12-13,-57
big_winner_50h120_close_confirmed_SH600690_20200312_000186,SH600690,train,2020-03-12,2019-12-16,-56
big_winner_50h120_close_confirmed_SH600690_20231113_000187,SH600690,validation,2023-11-13,2023-09-04,-44
big_winner_50h120_close_confirmed_SH600690_20231113_000187,SH600690,validation,2023-11-13,2023-11-06,-5
big_winner_50h120_close_confirmed_SH600690_20231113_000187,SH600690,validation,2023-11-13,2023-11-13,0
big_winner_50h120_close_confirmed_SH600703_20190909_000189,SH600703,train,2019-09-09,2019-07-01,-50
big_winner_50h120_close_confirmed_SH600703_20201020_000191,SH600703,train,2020-10-20,2020-09-07,-25
big_winner_50h120_close_confirmed_SH600703_20220425_000193,SH600703,validation,2022-04-25,2022-03-07,-33
big_winner_50h120_close_confirmed_SH600703_20220425_000193,SH600703,validation,2022-04-25,2022-03-09,-31
big_winner_50h120_close_confirmed_SH600732_20220602_000195,SH600732,validation,2022-06-02,2022-05-12,-15
big_winner_50h120_close_confirmed_SH600732_20220602_000195,SH600732,validation,2022-06-02,2022-05-13,-14
big_winner_50h120_close_confirmed_SH600732_20220602_000195,SH600732,validation,2022-06-02,2022-05-16,-13
big_winner_50h120_close_confirmed_SH600732_20220602_000195,SH600732,validation,2022-06-02,2022-05-17,-12
big_winner_50h120_close_confirmed_SH600732_20220602_000195,SH600732,validation,2022-06-02,2022-05-18,-11
big_winner_50h120_close_confirmed_SH600732_20220602_000195,SH600732,validation,2022-06-02,2022-05-19,-10
big_winner_50h120_close_confirmed_SH600741_20181127_000196,SH600741,train,2018-11-27,2018-09-21,-41
big_winner_50h120_close_confirmed_SH600741_20200428_000197,SH600741,train,2020-04-28,2020-02-06,-57
big_winner_50h120_close_confirmed_SH600741_20210727_000198,SH600741,train,2021-07-27,2021-07-15,-8
big_winner_50h120_close_confirmed_SH600745_20190920_000199,SH600745,train,2019-09-20,2019-09-05,-10
big_winner_50h120_close_confirmed_SH600745_20190920_000199,SH600745,train,2019-09-20,2019-09-06,-9
big_winner_50h120_close_confirmed_SH600745_20190920_000199,SH600745,train,2019-09-20,2019-09-09,-8
big_winner_50h120_close_confirmed_SH600745_20190920_000199,SH600745,train,2019-09-20,2019-09-10,-7
big_winner_50h120_close_confirmed_SH600745_20210506_000200,SH600745,train,2021-05-06,2021-04-27,-4
big_winner_50h120_close_confirmed_SH600745_20210506_000200,SH600745,train,2021-05-06,2021-04-30,-1
big_winner_50h120_close_confirmed_SH600760_20200706_000201,SH600760,train,2020-07-06,2020-04-16,-52
big_winner_50h120_close_confirmed_SH600760_20200706_000201,SH600760,train,2020-07-06,2020-07-03,-1
big_winner_50h120_close_confirmed_SH600760_20200706_000201,SH600760,train,2020-07-06,2020-07-06,0
big_winner_50h120_close_confirmed_SH600760_20220425_000203,SH600760,validation,2022-04-25,2022-01-20,-60
big_winner_50h120_close_confirmed_SH600760_20220425_000203,SH600760,validation,2022-04-25,2022-01-21,-59
big_winner_50h120_close_confirmed_SH600760_20220425_000203,SH600760,validation,2022-04-25,2022-02-24,-40
big_winner_50h120_close_confirmed_SH600760_20250226_000205,SH600760,robustness,2025-02-26,2024-12-27,-36
big_winner_50h120_close_confirmed_SH600763_20200623_000206,SH600763,train,2020-06-23,2020-06-23,0
big_winner_50h120_close_confirmed_SH600763_20201221_000207,SH600763,train,2020-12-21,2020-12-11,-6
big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,validation,2022-01-07,2021-12-03,-24
big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,validation,2022-01-07,2021-12-06,-23
big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,validation,2022-01-07,2021-12-07,-22
big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,validation,2022-01-07,2021-12-09,-20
big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,validation,2022-01-07,2021-12-10,-19
big_winner_50h120_close_confirmed_SH600795_20220107_000208,SH600795,validation,2022-01-07,2021-12-31,-4
big_winner_50h120_close_confirmed_SH600795_20231019_000209,SH600795,validation,2023-10-19,2023-08-01,-51
big_winner_50h120_close_confirmed_SH600795_20231019_000209,SH600795,validation,2023-10-19,2023-08-30,-30
big_winner_50h120_close_confirmed_SH600795_20231019_000209,SH600795,validation,2023-10-19,2023-08-31,-29
big_winner_50h120_close_confirmed_SH600795_20231019_000209,SH600795,validation,2023-10-19,2023-09-14,-19
big_winner_50h120_close_confirmed_SH600809_20200605_000212,SH600809,train,2020-06-05,2020-03-09,-60
big_winner_50h120_close_confirmed_SH600809_20200605_000212,SH600809,train,2020-06-05,2020-03-10,-59
big_winner_50h120_close_confirmed_SH600809_20200605_000212,SH600809,train,2020-06-05,2020-04-28,-25
big_winner_50h120_close_confirmed_SH600809_20200605_000212,SH600809,train,2020-06-05,2020-04-29,-24
big_winner_50h120_close_confirmed_SH600809_20240912_000214,SH600809,robustness,2024-09-12,2024-08-28,-11
big_winner_50h120_close_confirmed_SH600837_20180821_000215,SH600837,train,2018-08-21,2018-06-08,-51
big_winner_50h120_close_confirmed_SH600837_20180821_000215,SH600837,train,2018-08-21,2018-06-15,-46
big_winner_50h120_close_confirmed_SH600837_20180821_000215,SH600837,train,2018-08-21,2018-07-23,-21
big_winner_50h120_close_confirmed_SH600837_20180821_000215,SH600837,train,2018-08-21,2018-07-24,-20
big_winner_50h120_close_confirmed_SH600837_20240412_000217,SH600837,robustness,2024-04-12,2024-01-18,-53
big_winner_50h120_close_confirmed_SH600837_20240412_000217,SH600837,robustness,2024-04-12,2024-01-22,-51
big_winner_50h120_close_confirmed_SH600837_20240412_000217,SH600837,robustness,2024-04-12,2024-01-31,-44
big_winner_50h120_close_confirmed_SH600837_20240412_000217,SH600837,robustness,2024-04-12,2024-04-12,0
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-07-31,-54
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-19,-41
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-20,-40
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-21,-39
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-22,-38
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-23,-37
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-26,-36
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-08-27,-35
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-10-08,-12
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-10-16,-6
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-10-17,-5
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-10-23,-1
big_winner_50h120_close_confirmed_SH600839_20241024_000218,SH600839,robustness,2024-10-24,2024-10-24,0
big_winner_50h120_close_confirmed_SH600845_20200206_000219,SH600845,train,2020-02-06,2019-12-20,-27
big_winner_50h120_close_confirmed_SH600845_20200206_000219,SH600845,train,2020-02-06,2020-01-16,-9
big_winner_50h120_close_confirmed_SH600845_20200206_000219,SH600845,train,2020-02-06,2020-02-05,-1
big_winner_50h120_close_confirmed_SH600845_20210201_000220,SH600845,train,2021-02-01,2021-01-07,-17
big_winner_50h120_close_confirmed_SH600845_20220929_000221,SH600845,validation,2022-09-29,2022-07-19,-51
big_winner_50h120_close_confirmed_SH600875_20220617_000222,SH600875,validation,2022-06-17,2022-03-23,-56
big_winner_50h120_close_confirmed_SH600875_20220617_000222,SH600875,validation,2022-06-17,2022-06-06,-9
big_winner_50h120_close_confirmed_SH600875_20250418_000223,SH600875,robustness,2025-04-18,2025-02-12,-46
big_winner_50h120_close_confirmed_SH600875_20250418_000223,SH600875,robustness,2025-04-18,2025-02-17,-43
big_winner_50h120_close_confirmed_SH600875_20250418_000223,SH600875,robustness,2025-04-18,2025-03-25,-17
big_winner_50h120_close_confirmed_SH600875_20250418_000223,SH600875,robustness,2025-04-18,2025-04-01,-12
big_winner_50h120_close_confirmed_SH600875_20250418_000223,SH600875,robustness,2025-04-18,2025-04-07,-9
big_winner_50h120_close_confirmed_SH600875_20251020_000224,SH600875,robustness,2025-10-20,2025-07-18,-60
big_winner_50h120_close_confirmed_SH600875_20251020_000224,SH600875,robustness,2025-10-20,2025-07-23,-57
big_winner_50h120_close_confirmed_SH600875_20251020_000224,SH600875,robustness,2025-10-20,2025-07-24,-56
big_winner_50h120_close_confirmed_SH600875_20251020_000224,SH600875,robustness,2025-10-20,2025-07-25,-55
big_winner_50h120_close_confirmed_SH600875_20251020_000224,SH600875,robustness,2025-10-20,2025-07-29,-53
