condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
above_ema20 AND boll_pct_b_gt_1_0 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
above_ma20 AND boll_pct_b_gt_1_0 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
boll_pct_b_gt_1_0 AND ema20_up AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
boll_pct_b_gt_1_0 AND rps20_gt_50 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
boll_pct_b_gt_1_0 AND rps20_gt_60 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.05037102982907842,-16.0,-41.0
above_boll_upper20 AND ret20_gt_0_05 AND rps20_gt_60,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.0503963215693019,-16.0,-41.0
boll_pct_b_gt_1_0 AND ret20_gt_0_05 AND rps20_gt_60,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.0503963215693019,-16.0,-41.0
above_boll_upper20 AND above_ema60 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7715976331360946,652,0.054288720389695136,-16.0,-42.0
above_ema60 AND boll_pct_b_gt_1_0 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7715976331360946,652,0.054288720389695136,-16.0,-42.0
money_ratio20_gt_1_5 AND ret20_gt_0_05 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.05538132356734937,-16.0,-42.0
money_ratio20_gt_1_5 AND ret10_gt_0_05 AND ret20_gt_0_05,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.056782485975730046,-16.0,-43.0
above_boll_upper20 AND above_ma60 AND new_high_20,and3,3,0.7633136094674556,645,0.770414201183432,651,0.06011846651120677,-14.0,-44.0
above_ma60 AND boll_pct_b_gt_1_0 AND new_high_20,and3,3,0.7633136094674556,645,0.770414201183432,651,0.06011846651120677,-14.0,-44.0
rps20_gt_80 AND rsi14_gt_50 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.06765034674975846,-15.0,-44.0
ma20_up AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.06867719140283167,-15.0,-44.0
ret20_gt_0 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.06867719140283167,-15.0,-44.0
ret10_gt_0 AND rps60_gt_60 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.770414201183432,651,0.0924716606050796,-11.0,-49.0
ma20_up AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09500842214949441,-12.0,-46.0
ma60_up AND new_high_20 AND ret20_gt_0,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09500842214949441,-12.0,-46.0
ma60_up AND new_high_20 AND ret10_gt_0,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.0950817681961425,-12.0,-46.0
above_ma30 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09517281846094702,-12.0,-46.0
above_ema30 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09520063937519285,-12.0,-46.0
ema30_up AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09520063937519285,-12.0,-46.0
ma60_up AND new_high_20 AND rsi14_gt_50,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09520316854921519,-12.0,-46.0
boll_pct_b_gt_0_7 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09520569772323755,-12.0,-46.0
ma60_up AND new_high_20,and2,2,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
above_boll_mid20 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
above_ema20 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
above_ma20 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
boll_pct_b_gt_0_5 AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
ema20_up AND ma60_up AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
ma60_up AND near_high_20_3pct AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
ma60_up AND near_high_20_5pct AND new_high_20,and3,3,0.7633136094674556,645,0.7739644970414201,654,0.09521075607128224,-12.0,-46.0
above_ema30 AND ma20_above_ma60 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7668639053254438,648,0.1028463324447502,-9.0,-49.0
ema30_up AND ma20_above_ma60 AND vol_ratio20_gt_1_2,and3,3,0.7633136094674556,645,0.7668639053254438,648,0.1028463324447502,-9.0,-49.0
money_ratio20_gt_1_2 AND rps20_gt_50 AND rps60_gt_60,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.10810954358525593,-10.0,-49.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_1_0 AND rps60_gt_60,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.12827717723945714,-11.0,-49.0
ma30_up AND rps60_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.1431386037947727,-7.0,-52.0
ret10_gt_0 AND ret20_gt_0_10,and2,2,0.7633136094674556,645,0.7680473372781065,649,0.1456045484665618,-10.0,-46.0
above_ema60 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.7633136094674556,645,0.7727810650887574,653,0.15424167775287947,-9.0,-49.0
ema60_up AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.7633136094674556,645,0.7727810650887574,653,0.15424167775287947,-9.0,-49.0
above_ma60 AND rps60_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.7633136094674556,645,0.7727810650887574,653,0.15451988689533772,-6.0,-53.0
above_ma30 AND ema20_above_ema60 AND ret10_gt_0_05,and3,3,0.7633136094674556,645,0.7668639053254438,648,0.1597173395112624,-9.0,-50.0
above_ma60 AND rps120_gt_50 AND vol_ratio20_gt_1_0,and3,3,0.7633136094674556,645,0.7680473372781065,649,0.1606910715098663,-5.0,-54.0
ema20_above_ema60 AND ret10_gt_0_05 AND rsi14_gt_50,and3,3,0.7633136094674556,645,0.7668639053254438,648,0.16108562265735257,-9.0,-51.0
above_ema30 AND ema20_above_ema60 AND ret10_gt_0_05,and3,3,0.7633136094674556,645,0.7668639053254438,648,0.1611943771403135,-9.0,-51.0
ema20_above_ema60 AND ema30_up AND ret10_gt_0_05,and3,3,0.7633136094674556,645,0.7668639053254438,648,0.1611943771403135,-9.0,-51.0
boll_pct_b_gt_0_8 AND ret120_gt_0,and2,2,0.7633136094674556,645,0.7656804733727811,647,0.16145235289059298,-9.0,-51.0
above_ema60 AND ma60_up AND ret10_gt_0_05,and3,3,0.7633136094674556,645,0.7822485207100591,661,0.1659896910866849,-9.0,-49.0
ema60_up AND ma60_up AND ret10_gt_0_05,and3,3,0.7633136094674556,645,0.7822485207100591,661,0.1659896910866849,-9.0,-49.0
ma60_up AND ret20_gt_0_05 AND rps20_gt_60,and3,3,0.7633136094674556,645,0.778698224852071,658,0.21021482804145822,-8.0,-49.0
above_ma30 AND ma20_above_ma60 AND near_high_20_3pct,and3,3,0.7633136094674556,645,0.7656804733727811,647,0.2133004203487225,-8.0,-50.0
above_ema30 AND rps120_gt_50 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7692307692307693,650,0.21487609576464517,-8.0,-51.5
ema30_up AND rps120_gt_50 AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7692307692307693,650,0.21487609576464517,-8.0,-51.5
above_ma30 AND ma60_up AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7763313609467456,656,0.2253746971314108,-8.0,-51.0
ma30_up AND ma60_up AND ret20_gt_0_05,and3,3,0.7633136094674556,645,0.7763313609467456,656,0.2277344164942613,-8.0,-49.0
ema20_above_ema60 AND ema60_up AND rps20_gt_70,and3,3,0.7633136094674556,645,0.7715976331360946,652,0.24286393549594573,-7.0,-53.0
above_boll_mid20 AND ma60_up AND rps60_gt_60,and3,3,0.7633136094674556,645,0.7763313609467456,656,0.26100570075824636,-5.0,-55.0
above_ma20 AND ma60_up AND rps60_gt_60,and3,3,0.7633136094674556,645,0.7763313609467456,656,0.26100570075824636,-5.0,-55.0
boll_pct_b_gt_0_5 AND ma60_up AND rps60_gt_60,and3,3,0.7633136094674556,645,0.7763313609467456,656,0.26100570075824636,-5.0,-55.0
ema_bull_20_30_60 AND rsi14_gt_55,and2,2,0.7633136094674556,645,0.7644970414201183,646,0.2650473208459581,-4.0,-54.0
ma20_above_ma60 AND ma60_up AND near_high_20_5pct,and3,3,0.7633136094674556,645,0.778698224852071,658,0.27233640037836443,-4.0,-51.0
above_ma60 AND rps120_gt_50 AND rps20_gt_50,and3,3,0.7633136094674556,645,0.770414201183432,651,0.2861912156727856,-4.0,-55.0
ema_bull_20_30_60 AND rps20_gt_60,and2,2,0.7633136094674556,645,0.7656804733727811,647,0.28903147809988217,-4.0,-55.0
ma60_up AND ma_bull_20_30_60,and2,2,0.7633136094674556,645,0.7775147928994083,657,0.32686539230018263,-2.0,-53.0
ma_bull_20_30_60 AND ret60_gt_0,and2,2,0.7633136094674556,645,0.7775147928994083,657,0.32686539230018263,-2.0,-53.0
above_boll_upper20 AND new_high_20 AND rps20_gt_70,and3,3,0.762130177514793,644,0.7668639053254438,648,0.045107818688572686,-16.0,-40.0
boll_pct_b_gt_1_0 AND new_high_20 AND rps20_gt_70,and3,3,0.762130177514793,644,0.7668639053254438,648,0.045107818688572686,-16.0,-40.0
above_ma60 AND new_high_20 AND vol_ratio20_gt_1_5,and3,3,0.762130177514793,644,0.7656804733727811,647,0.04757629253438412,-18.0,-42.0
above_boll_upper20 AND rps20_gt_70 AND rsi14_gt_50,and3,3,0.762130177514793,644,0.7668639053254438,648,0.05036850065505607,-16.0,-41.0
boll_pct_b_gt_1_0 AND rps20_gt_70 AND rsi14_gt_50,and3,3,0.762130177514793,644,0.7668639053254438,648,0.05036850065505607,-16.0,-41.0
above_boll_upper20 AND above_ema60 AND rps20_gt_60,and3,3,0.762130177514793,644,0.7680473372781065,649,0.05726555821399847,-15.0,-42.0
above_ema60 AND boll_pct_b_gt_1_0 AND rps20_gt_60,and3,3,0.762130177514793,644,0.7680473372781065,649,0.05726555821399847,-15.0,-42.0
above_ema60 AND rsi14_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.762130177514793,644,0.7656804733727811,647,0.06018422503578781,-17.0,-44.0
above_ema20 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.762130177514793,644,0.7644970414201183,646,0.067159686989423,-15.0,-44.0
ema20_up AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.762130177514793,644,0.7644970414201183,646,0.067159686989423,-15.0,-44.0
above_boll_mid20 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.762130177514793,644,0.7644970414201183,646,0.06719256625171352,-15.0,-44.0
above_ma20 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.762130177514793,644,0.7644970414201183,646,0.06719256625171352,-15.0,-44.0
boll_pct_b_gt_0_5 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.762130177514793,644,0.7644970414201183,646,0.06719256625171352,-15.0,-44.0
ema20_above_ema60 AND near_high_20_5pct AND vol_ratio20_gt_1_2,and3,3,0.762130177514793,644,0.7668639053254438,648,0.10464963352268417,-10.0,-49.0
above_ma30 AND money_ratio20_gt_1_2 AND rps60_gt_60,and3,3,0.762130177514793,644,0.7668639053254438,648,0.10828658576682028,-11.0,-49.0
above_ema60 AND money_ratio20_gt_1_2 AND rps60_gt_60,and3,3,0.762130177514793,644,0.7668639053254438,648,0.11312236649754923,-10.0,-50.5
ema60_up AND money_ratio20_gt_1_2 AND rps60_gt_60,and3,3,0.762130177514793,644,0.7668639053254438,648,0.11312236649754923,-10.0,-50.5
boll_pct_b_gt_0_7 AND rps60_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7668639053254438,648,0.11705776127632238,-11.0,-49.0
ema_bull_20_30_60 AND vol_ratio20_gt_1_2,and2,2,0.762130177514793,644,0.7656804733727811,647,0.11714628236710455,-6.0,-52.0
ema_bull_20_30_60 AND money_ratio20_gt_1_2,and2,2,0.762130177514793,644,0.7656804733727811,647,0.12868943260509982,-6.0,-52.0
above_boll_mid20 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15031387049617337,-9.0,-49.0
above_ma20 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15031387049617337,-9.0,-49.0
boll_pct_b_gt_0_5 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15031387049617337,-9.0,-49.0
above_ema20 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15171503290455404,-9.0,-49.0
ema20_up AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15171503290455404,-9.0,-49.0
above_ma30 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15254713115790644,-9.0,-49.0
near_high_60_5pct AND rsi14_gt_50 AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15324012484002975,-9.0,-49.0
above_ema30 AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15365238020567243,-9.0,-49.0
ema30_up AND near_high_60_5pct AND vol_ratio20_gt_1_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15365238020567243,-9.0,-49.0
money_ratio20_gt_1_0 AND near_high_60_5pct AND ret10_gt_0,and3,3,0.762130177514793,644,0.7727810650887574,653,0.15532163506042196,-9.0,-49.0
boll_pct_b_gt_0_7 AND ma30_up AND rps120_gt_50,and3,3,0.762130177514793,644,0.7692307692307693,650,0.18584370716211498,-9.0,-50.0
above_ema20 AND ema20_above_ema60 AND rps20_gt_70,and3,3,0.762130177514793,644,0.7644970414201183,646,0.22015701112330735,-8.0,-51.0
ema20_above_ema60 AND ema20_up AND rps20_gt_70,and3,3,0.762130177514793,644,0.7644970414201183,646,0.22015701112330735,-8.0,-51.0
ma60_up AND rps20_gt_70 AND rsi14_gt_50,and3,3,0.762130177514793,644,0.7751479289940828,655,0.22348793331073938,-8.0,-51.0
ma30_up AND near_high_20_3pct AND near_high_60_5pct,and3,3,0.762130177514793,644,0.7763313609467456,656,0.22524570925627108,-7.5,-49.0
above_ma60 AND ma60_up AND rps20_gt_70,and3,3,0.762130177514793,644,0.7751479289940828,655,0.23300015680878938,-8.0,-51.0
above_ma60 AND rps20_gt_50 AND rps60_gt_60,and3,3,0.762130177514793,644,0.7775147928994083,657,0.2847672906982038,-4.0,-54.0
above_ma60 AND ma20_up AND rps120_gt_50,and3,3,0.762130177514793,644,0.7692307692307693,650,0.2923927503755823,-4.0,-55.0
above_ma60 AND ret20_gt_0 AND rps120_gt_50,and3,3,0.762130177514793,644,0.7692307692307693,650,0.2923927503755823,-4.0,-55.0
ma60_up AND rps120_gt_50,and2,2,0.762130177514793,644,0.7751479289940828,655,0.3828183091965826,0.0,-60.0
above_ema20 AND boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438331149813094,-19.0,-40.0
boll_pct_b_gt_0_7 AND ema20_up AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438331149813094,-19.0,-40.0
money_ratio20_gt_2_0 AND boll_pct_b_gt_0_7,and2,2,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
above_boll_mid20 AND boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
above_ma20 AND boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_1_0 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_1_2 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_1_5 AND money_ratio20_gt_2_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0 AND vol_ratio20_gt_1_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0 AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.0438381733293541,-19.0,-40.0
above_boll_upper20 AND ret10_gt_0_05 AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7680473372781065,649,0.045542836620416506,-17.0,-41.0
boll_pct_b_gt_1_0 AND ret10_gt_0_05 AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7680473372781065,649,0.045542836620416506,-17.0,-41.0
above_boll_upper20 AND above_ema30 AND rps20_gt_70,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.05035838395896668,-16.0,-41.0
above_ema30 AND boll_pct_b_gt_1_0 AND rps20_gt_70,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.05035838395896668,-16.0,-41.0
above_boll_upper20 AND above_ma30 AND rps20_gt_70,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.05036597148103372,-16.0,-41.0
above_ma30 AND boll_pct_b_gt_1_0 AND rps20_gt_70,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.05036597148103372,-16.0,-41.0
above_boll_upper20 AND ema60_up AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.054288720389695136,-16.0,-42.5
boll_pct_b_gt_1_0 AND ema60_up AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.054288720389695136,-16.0,-42.5
ma30_up AND ret20_gt_0_05 AND vol_ratio20_gt_1_5,and3,3,0.7609467455621302,643,0.7609467455621302,643,0.05537120687125999,-16.0,-42.0
ema60_up AND rsi14_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.7609467455621302,643,0.7644970414201183,646,0.06018422503578781,-17.0,-44.0
money_ratio20_gt_1_5 AND ret20_gt_0_05 AND rsi14_gt_60,and3,3,0.7609467455621302,643,0.7644970414201183,646,0.060674884796123284,-15.0,-42.0
above_boll_upper20 AND above_ma60 AND vol_ratio20_gt_1_0,and3,3,0.7609467455621302,643,0.7680473372781065,649,0.061059319247520144,-15.0,-44.0
above_ma60 AND boll_pct_b_gt_1_0 AND vol_ratio20_gt_1_0,and3,3,0.7609467455621302,643,0.7680473372781065,649,0.061059319247520144,-15.0,-44.0
above_boll_upper20 AND above_ema60 AND above_ma60,and3,3,0.7609467455621302,643,0.7680473372781065,649,0.06743789613188125,-14.0,-44.0
above_ema60 AND above_ma60 AND boll_pct_b_gt_1_0,and3,3,0.7609467455621302,643,0.7680473372781065,649,0.06743789613188125,-14.0,-44.0
above_ema30 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7633136094674556,645,0.06774139701456298,-15.0,-44.0
ema30_up AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7633136094674556,645,0.06774139701456298,-15.0,-44.0
ma60_up AND money_ratio20_gt_1_5 AND ret10_gt_0,and3,3,0.7609467455621302,643,0.7692307692307693,650,0.07634058869054544,-13.0,-46.0
above_ema60 AND ma60_up AND new_high_20,and3,3,0.7609467455621302,643,0.7715976331360946,652,0.09494519279893572,-12.0,-46.0
ema60_up AND ma60_up AND new_high_20,and3,3,0.7609467455621302,643,0.7715976331360946,652,0.09494519279893572,-12.0,-46.0
ma30_up AND rps120_gt_50 AND vol_ratio20_gt_1_2,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.09936618898999965,-8.0,-50.0
ma30_up AND money_ratio20_gt_1_2 AND rps120_gt_50,and3,3,0.7609467455621302,643,0.7668639053254438,648,0.11084610987743623,-8.0,-50.0
ma20_above_ma60 AND rps20_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.13006530327325702,-8.0,-50.0
ma20_up AND money_ratio20_gt_1_0 AND near_high_60_5pct,and3,3,0.7609467455621302,643,0.7715976331360946,652,0.15810878483304922,-9.0,-48.5
money_ratio20_gt_1_0 AND near_high_60_5pct AND ret20_gt_0,and3,3,0.7609467455621302,643,0.7715976331360946,652,0.15810878483304922,-9.0,-48.5
ma20_above_ma60 AND near_high_20_3pct AND ret10_gt_0,and3,3,0.7609467455621302,643,0.7644970414201183,646,0.19578083189591944,-9.0,-50.0
boll_pct_b_gt_0_7 AND ema60_up AND ma20_above_ma60,and3,3,0.7609467455621302,643,0.7751479289940828,655,0.20233392178782253,-8.0,-50.0
ma20_above_ma60 AND ret20_gt_0_05 AND rps20_gt_60,and3,3,0.7609467455621302,643,0.7656804733727811,647,0.2027284729353088,-8.0,-49.0
ma20_above_ma60 AND ma20_up AND near_high_20_3pct,and3,3,0.7609467455621302,643,0.7633136094674556,645,0.20440025696408068,-9.0,-49.0
ma20_above_ma60 AND near_high_20_3pct AND ret20_gt_0,and3,3,0.7609467455621302,643,0.7633136094674556,645,0.20440025696408068,-9.0,-49.0
rsi14_gt_55 AND ret60_gt_0_05,and2,2,0.7609467455621302,643,0.7763313609467456,656,0.23648282943756227,-5.0,-53.0
above_ma60 AND ema20_above_ema60 AND rps20_gt_70,and3,3,0.7609467455621302,643,0.7633136094674556,645,0.24178397818840322,-7.0,-52.0
above_ma60 AND near_high_20_5pct AND rps60_gt_60,and3,3,0.7609467455621302,643,0.7751479289940828,655,0.24693843484594802,-7.0,-52.0
ma_bull_20_30_60 AND rps60_gt_50,and2,2,0.7609467455621302,643,0.7739644970414201,654,0.2993707415032399,-3.0,-52.0
ma30_up AND ma60_up AND rps60_gt_60,and3,3,0.7609467455621302,643,0.7751479289940828,655,0.300207898104637,-3.0,-57.0
ema20_above_ema60 AND rps60_gt_60,and2,2,0.7609467455621302,643,0.770414201183432,651,0.3704809983155701,0.0,-60.0
ret120_gt_0_05,single,1,0.7609467455621302,643,0.7680473372781065,649,0.4531015261036051,0.0,-60.0
ret120_gt_0 AND ret120_gt_0_05,and2,2,0.7609467455621302,643,0.7680473372781065,649,0.4531015261036051,0.0,-60.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0 AND vol_ratio20_gt_1_5,and3,3,0.7597633136094675,642,0.7680473372781065,649,0.043795177370974187,-19.0,-40.0
money_ratio20_gt_2_0 AND near_high_20_5pct AND rsi14_gt_50,and3,3,0.7597633136094675,642,0.7692307692307693,650,0.043795177370974187,-19.0,-41.0
above_ma30 AND money_ratio20_gt_2_0 AND ret10_gt_0,and3,3,0.7597633136094675,642,0.7692307692307693,650,0.044849842938293215,-19.0,-41.0
above_ema30 AND money_ratio20_gt_2_0 AND ret10_gt_0,and3,3,0.7597633136094675,642,0.7692307692307693,650,0.04511793538466208,-19.0,-41.0
ema30_up AND money_ratio20_gt_2_0 AND ret10_gt_0,and3,3,0.7597633136094675,642,0.7692307692307693,650,0.04511793538466208,-19.0,-41.0
rps20_gt_60 AND rsi14_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.7597633136094675,642,0.7633136094674556,645,0.0492531349112007,-18.0,-42.0
above_boll_upper20 AND ema30_up AND rps20_gt_70,and3,3,0.7597633136094675,642,0.7644970414201183,646,0.05035838395896668,-16.0,-41.0
boll_pct_b_gt_1_0 AND ema30_up AND rps20_gt_70,and3,3,0.7597633136094675,642,0.7644970414201183,646,0.05035838395896668,-16.0,-41.0
above_boll_upper20 AND rsi14_gt_60 AND vol_ratio20_gt_1_2,and3,3,0.7597633136094675,642,0.7656804733727811,647,0.051390286960084575,-16.0,-42.0
boll_pct_b_gt_1_0 AND rsi14_gt_60 AND vol_ratio20_gt_1_2,and3,3,0.7597633136094675,642,0.7656804733727811,647,0.051390286960084575,-16.0,-42.0
above_ma30 AND rps20_gt_80 AND vol_ratio20_gt_1_2,and3,3,0.7597633136094675,642,0.762130177514793,644,0.06825481934109959,-14.0,-44.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_1_2 AND rps20_gt_80,and3,3,0.7597633136094675,642,0.7633136094674556,645,0.07252659426484499,-15.0,-44.0
above_ema60 AND ma60_up AND money_ratio20_gt_1_5,and3,3,0.7597633136094675,642,0.7715976331360946,652,0.08039991299641364,-11.0,-46.0
ema60_up AND ma60_up AND money_ratio20_gt_1_5,and3,3,0.7597633136094675,642,0.7715976331360946,652,0.08039991299641364,-11.0,-46.0
ma20_above_ma60 AND rsi14_gt_50 AND vol_ratio20_gt_1_2,and3,3,0.7597633136094675,642,0.7633136094674556,645,0.10189283383832508,-9.0,-49.0
above_ma30 AND ma20_above_ma60 AND money_ratio20_gt_1_2,and3,3,0.7597633136094675,642,0.762130177514793,644,0.11404298584168382,-9.0,-49.0
rps20_gt_60 AND rps60_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.7597633136094675,642,0.7644970414201183,646,0.13359603020845454,-8.0,-51.0
ma20_above_ma60 AND money_ratio20_gt_1_0 AND rps20_gt_60,and3,3,0.7597633136094675,642,0.7644970414201183,646,0.1405133211595757,-7.0,-50.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_1_0 AND near_high_60_5pct,and3,3,0.7597633136094675,642,0.770414201183432,651,0.1438164224327619,-11.0,-48.0
money_ratio20_gt_1_0 AND rps20_gt_60 AND rps60_gt_60,and3,3,0.7597633136094675,642,0.7644970414201183,646,0.1440819857051084,-8.0,-51.0
ma30_up AND money_ratio20_gt_1_0 AND rps60_gt_60,and3,3,0.7597633136094675,642,0.7644970414201183,646,0.15307067018053244,-7.0,-52.0
