family,fold_id,factor_id,direction_source_split,direction_source_instrument_scope,direction_label_horizon,fold_direction_valid_instrument_count,factor_nonconstant_observation_share,factor_direction_stat_full_daily,factor_direction_stat_anchor_offset_0,factor_direction_stat_anchor_offset_1,factor_direction_stat_anchor_offset_2,factor_direction_stat_anchor_median,factor_direction_anchor_positive_sign_count,factor_direction_anchor_negative_sign_count,full_daily_direction_sign_agree_count,direction_anchor_stability_pass,direction,direction_status,direction_insufficient_factor_dropped
vwap_deviation,0,alpha018,train,seen_folds_not_0,H3,191,1.0,-0.034712645865128074,-0.02676777081863169,-0.034328996367705096,-0.03451804809519876,-0.034328996367705096,0,3,3,True,-1.0,direction_available,False
vwap_deviation,0,alpha027,train,seen_folds_not_0,H3,191,1.0,-0.03872373763621167,-0.03862212381562519,-0.0324225167029265,-0.04034761450356865,-0.03862212381562519,0,3,3,True,-1.0,direction_available,False
vwap_deviation,0,alpha041,train,seen_folds_not_0,H3,191,1.0,0.013941433755971535,0.02016836283726759,0.014777929588780542,0.015234672127839575,0.015234672127839575,3,0,3,True,1.0,direction_available,False
vwap_deviation,0,alpha095,train,seen_folds_not_0,H3,191,1.0,-0.07515419755119328,-0.07419533325843995,-0.06867145129996483,-0.07375894153061915,-0.07375894153061915,0,3,3,True,-1.0,direction_available,False
vwap_deviation,0,alpha144,train,seen_folds_not_0,H3,191,1.0,0.07128825404079563,0.07632057690903361,0.06959533908355181,0.06574434649368975,0.06959533908355181,3,0,3,True,1.0,direction_available,False
vwap_deviation,0,alpha156,train,seen_folds_not_0,H3,191,1.0,0.020547939502215035,0.02292995308983751,0.012061488139023977,0.023395245744425846,0.02292995308983751,3,0,3,True,1.0,direction_available,False
vwap_deviation,1,alpha018,train,seen_folds_not_1,H3,186,1.0,-0.0372576083024571,-0.03008927108325639,-0.04122404692523275,-0.03654102187726498,-0.03654102187726498,0,3,3,True,-1.0,direction_available,False
vwap_deviation,1,alpha027,train,seen_folds_not_1,H3,186,1.0,-0.04325669875322864,-0.0401917729663464,-0.0386258276542545,-0.04589236800720488,-0.0401917729663464,0,3,3,True,-1.0,direction_available,False
vwap_deviation,1,alpha041,train,seen_folds_not_1,H3,186,1.0,0.020668328884462576,0.020271061777318595,0.026006536301284473,0.014640388398117751,0.020271061777318595,3,0,3,True,1.0,direction_available,False
vwap_deviation,1,alpha095,train,seen_folds_not_1,H3,186,1.0,-0.07496134578295217,-0.0757175767140661,-0.06984054521746882,-0.08097392090299503,-0.0757175767140661,0,3,3,True,-1.0,direction_available,False
