family,fold_id,bucket_edge_source_split,bucket_edge_source_instrument_scope,bucket_frequency,train_seen_q20,train_seen_q80,decile_edges_train_seen,frozen_before_validation_read,bucket_method
vwap_deviation,0,train,seen_folds_not_0,daily,0.3144841343164444,0.6436029337346555,"[0.21626984952017664, 0.3144841343164444, 0.3882275161643823, 0.44841269774672887, 0.4999999950329463, 0.547288355231285, 0.5932539775346716, 0.6436029337346555, 0.708002646608899]",True,fold_train_seen_daily_extreme_tail_20_60_20
vwap_deviation,1,train,seen_folds_not_1,daily,0.31679894054929414,0.6435185198982557,"[0.21924603171646595, 0.31679894054929414, 0.3895502666011453, 0.44907407462596893, 0.500472787146767, 0.547619049747785, 0.593772734267016, 0.6435185198982557, 0.7070105840141575]",True,fold_train_seen_daily_extreme_tail_20_60_20
vwap_deviation,2,train,seen_folds_not_2,daily,0.311838638347884,0.6418650850653648,"[0.2142857063561678, 0.311838638347884, 0.38525132096062104, 0.44576719403266907, 0.4980158706506093, 0.5449735522270203, 0.5916005258758863, 0.6418650850653648, 0.7063507956763108]",True,fold_train_seen_daily_extreme_tail_20_60_20
vwap_deviation,3,train,seen_folds_not_3,daily,0.3135893911123276,0.6428571504851183,"[0.2166005341957013, 0.3135893911123276, 0.3875661385245621, 0.4474206355710824, 0.49933862313628197, 0.5466432496905327, 0.5925925948346655, 0.6428571504851183, 0.7076719552278519]",True,fold_train_seen_daily_extreme_tail_20_60_20
vwap_deviation,4,train,seen_folds_not_4,daily,0.3124999962747097,0.6418650779873133,"[0.21494709333249679, 0.3124999962747097, 0.3862433819721142, 0.4464285699340204, 0.4976980658248067, 0.5449735422929128, 0.5912698407967886, 0.6418650779873133, 0.70631107998391]",True,fold_train_seen_daily_extreme_tail_20_60_20
