family,split,fold_id,anchor_offset,contribution_denominator,contribution_denominator_zero,top1_instrument_id,top1_instrument_event_count,top1_instrument_contribution_share,top5_instrument_contribution_share,top1_industry,top1_industry_contribution_share,horizon,scope,max_anchor_abs_contribution_share_of_total
vwap_deviation,train_oof_unseen,aggregate,all,554.9276995203562,False,SZ002459,93,0.04195123274879228,0.10051371998484872,sw_801080,0.09710606729581168,H3,aggregate_full_daily,
vwap_deviation,train_oof_unseen,aggregate,0,197.97502332296867,False,SZ002459,31,0.03872025609070973,0.098091549821182,sw_801080,0.11648980789616974,H3,aggregate_anchor,
vwap_deviation,train_oof_unseen,aggregate,1,194.29752811609058,False,SZ002812,47,0.017653944336379408,0.07433994227996774,sw_801790,0.1154768868458022,H3,aggregate_anchor,
vwap_deviation,train_oof_unseen,aggregate,2,197.4635326742407,False,SH603659,31,0.018071997500475515,0.07899060529718233,sw_801790,0.09813053278262442,H3,aggregate_anchor,
vwap_deviation,train_oof_unseen,aggregate,all,554.9276995203562,False,SZ002459,93,0.04195123274879228,0.10051371998484872,sw_801080,0.09710606729581168,H3,aggregate_anchor_controlled,0.3357010511246481
vwap_deviation,train_oof_unseen,0,all,91.95189352995367,False,SH603659,83,0.10149448180578911,0.30444939038537794,sw_801730,0.12090526712290217,H3,fold_full_daily,
vwap_deviation,train_oof_unseen,1,all,91.60437231010677,False,SH600048,392,0.07275868996639802,0.2606891838730495,sw_801150,0.15020369928269117,H3,fold_full_daily,
vwap_deviation,train_oof_unseen,2,all,107.40324900347102,False,SZ002600,190,0.05835700508025241,0.2450007074666265,sw_801080,0.1758821620541166,H3,fold_full_daily,
vwap_deviation,train_oof_unseen,3,all,136.77714458494933,False,SZ002812,136,0.06762782490092094,0.21505254270752544,sw_801050,0.13178279915421107,H3,fold_full_daily,
vwap_deviation,train_oof_unseen,4,all,127.19104009187542,False,SZ002459,93,0.18303098287830874,0.3666790078892093,sw_801730,0.21839024496757242,H3,fold_full_daily,
vwap_deviation,validation_oof_unseen,aggregate,all,378.7683094571668,False,SH600010,183,0.024103154036266113,0.10110175878767577,sw_801730,0.11669889799652697,H3,aggregate_full_daily,
vwap_deviation,validation_oof_unseen,aggregate,0,143.90797537915768,False,SH600010,59,0.04181863974425651,0.1074067394268519,sw_801730,0.10745000120920817,H3,aggregate_anchor,
vwap_deviation,validation_oof_unseen,aggregate,1,151.29977238120836,False,SH600010,65,0.05144506071344725,0.12127408491467051,sw_801730,0.12143995384291661,H3,aggregate_anchor,
vwap_deviation,validation_oof_unseen,aggregate,2,136.71346280312292,False,SZ002459,59,0.021756301305792154,0.08585448219553475,sw_801730,0.11476859055158349,H3,aggregate_anchor,
vwap_deviation,validation_oof_unseen,aggregate,all,378.7683094571668,False,SH600010,183,0.024103154036266113,0.10110175878767577,sw_801730,0.11669889799652697,H3,aggregate_anchor_controlled,0.35029484239456793
vwap_deviation,validation_oof_unseen,0,all,76.3883670732555,False,SZ002920,197,0.09290543397914622,0.29193710868594636,sw_801730,0.17558925698733166,H3,fold_full_daily,
vwap_deviation,validation_oof_unseen,1,all,78.25423810307636,False,SZ000792,214,0.09697791800493841,0.3236639089094877,sw_801030,0.12936720020337325,H3,fold_full_daily,
vwap_deviation,validation_oof_unseen,2,all,64.75056305327736,False,SH600011,150,0.07158903309593245,0.2633158117151331,sw_801080,0.12817946703390776,H3,fold_full_daily,
vwap_deviation,validation_oof_unseen,3,all,86.49359081592365,False,SH600010,183,0.10555129947526055,0.34525656350469297,sw_801730,0.11604950414637932,H3,fold_full_daily,
vwap_deviation,validation_oof_unseen,4,all,72.88155041163392,False,SZ002459,162,0.10007339025193797,0.3474671443372653,sw_801730,0.18450095612463283,H3,fold_full_daily,
