family,factor_id,split,instrument_fold_id,stock_date_count,normalization_sample_pass_count,normalization_sample_fail_count,uses_future_data_flag,cross_stock_fill_flag,within_stock_lookback_excludes_future_data,within_stock_lookback_ends_at_D_minus_1,mid_rank_tie_handling_used,factor_value_tie_share_in_lookback,factor_value_at_tie_cluster_flag
vwap_deviation,alpha018,robustness,0,18028,18010,18,False,False,True,True,True,0.0006260002846829593,0.0
vwap_deviation,alpha018,robustness,1,23559,23554,5,False,False,True,True,True,0.0002760042843874544,0.0
vwap_deviation,alpha018,robustness,2,21665,21650,15,False,False,True,True,True,0.0003906685160472989,0.0
vwap_deviation,alpha018,robustness,3,26068,26036,32,False,False,True,True,True,0.0007787533686496317,0.0
vwap_deviation,alpha018,robustness,4,21099,21078,21,False,False,True,True,True,0.0002324000815860927,0.0
vwap_deviation,alpha018,train,0,31246,28634,2612,False,False,True,True,True,0.0016876914305612445,0.0009281187992062984
vwap_deviation,alpha018,train,1,40299,35504,4795,False,False,True,True,True,0.0004430058179423213,0.0
vwap_deviation,alpha018,train,2,40105,36093,4012,False,False,True,True,True,0.0010615235660225153,0.0
vwap_deviation,alpha018,train,3,43223,38515,4708,False,False,True,True,True,0.0009444898460060358,0.0
vwap_deviation,alpha018,train,4,41379,36545,4834,False,False,True,True,True,0.00043046276550740004,0.0
vwap_deviation,alpha018,validation,0,19411,19405,6,False,False,True,True,True,0.0016800451558083296,0.00041213744783885425
vwap_deviation,alpha018,validation,1,22853,22785,68,False,False,True,True,True,0.0005229092203080654,0.0
vwap_deviation,alpha018,validation,2,21749,21722,27,False,False,True,True,True,0.001420082408003509,0.0009655616350177019
vwap_deviation,alpha018,validation,3,25402,25386,16,False,False,True,True,True,0.001061399350874126,0.0
vwap_deviation,alpha018,validation,4,20307,20285,22,False,False,True,True,True,0.00042553484672680497,0.0
vwap_deviation,alpha027,robustness,0,18028,17960,68,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,robustness,1,23559,23542,17,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,robustness,2,21665,21617,48,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,robustness,3,26068,25945,123,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,robustness,4,21099,21038,61,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,train,0,31246,28103,3143,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,train,1,40299,34829,5470,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,train,2,40105,35295,4810,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,train,3,43223,37789,5434,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,train,4,41379,35800,5579,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,validation,0,19411,19381,30,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,validation,1,22853,22683,170,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,validation,2,21749,21686,63,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,validation,3,25402,25359,43,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha027,validation,4,20307,20245,62,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha041,robustness,0,18028,18000,28,False,False,True,True,True,0.0010606771102175117,0.0
vwap_deviation,alpha041,robustness,1,23559,23552,7,False,False,True,True,True,0.0009355892543680966,0.0
vwap_deviation,alpha041,robustness,2,21665,21642,23,False,False,True,True,True,0.007679129019379616,0.011077775213477959
vwap_deviation,alpha041,robustness,3,26068,26019,49,False,False,True,True,True,0.0017654874827712774,0.0
vwap_deviation,alpha041,robustness,4,21099,21072,27,False,False,True,True,True,0.0010742091108113527,0.0
vwap_deviation,alpha041,train,0,31246,28528,2718,False,False,True,True,True,0.000389901630114764,0.0
vwap_deviation,alpha041,train,1,40299,35367,4932,False,False,True,True,True,0.00039149835356511176,0.0
vwap_deviation,alpha041,train,2,40105,35921,4184,False,False,True,True,True,0.012086142785847187,0.015559157212317666
vwap_deviation,alpha041,train,3,43223,38374,4849,False,False,True,True,True,0.0004121243255212903,0.0
vwap_deviation,alpha041,train,4,41379,36394,4985,False,False,True,True,True,0.000369147484889254,0.0
vwap_deviation,alpha041,validation,0,19411,19401,10,False,False,True,True,True,0.0012183731887489557,0.0
vwap_deviation,alpha041,validation,1,22853,22763,90,False,False,True,True,True,0.0008654043776914477,0.0
vwap_deviation,alpha041,validation,2,21749,21716,33,False,False,True,True,True,0.008535807020962238,0.013241988137385627
vwap_deviation,alpha041,validation,3,25402,25382,20,False,False,True,True,True,0.0009825769811868668,0.0
vwap_deviation,alpha041,validation,4,20307,20275,32,False,False,True,True,True,0.0007838853052817285,0.0
vwap_deviation,alpha095,robustness,0,18028,17952,76,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,robustness,1,23559,23540,19,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,robustness,2,21665,21613,52,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,robustness,3,26068,25931,137,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,robustness,4,21099,21032,67,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,train,0,31246,28011,3235,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,train,1,40299,34690,5609,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,train,2,40105,35174,4931,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,train,3,43223,37678,5545,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,train,4,41379,35678,5701,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,validation,0,19411,19377,34,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,validation,1,22853,22667,186,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,validation,2,21749,21680,69,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,validation,3,25402,25353,49,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha095,validation,4,20307,20239,68,False,False,True,True,True,0.0,0.0
vwap_deviation,alpha144,robustness,0,18028,18028,0,False,False,True,True,True,0.0013902535429224372,0.0
vwap_deviation,alpha144,robustness,1,23559,23559,0,False,False,True,True,True,0.001369914272800088,0.0
vwap_deviation,alpha144,robustness,2,21665,21663,2,False,False,True,True,True,0.0013775076949968934,0.0
vwap_deviation,alpha144,robustness,3,26068,26064,4,False,False,True,True,True,0.0014052698388695717,0.0
vwap_deviation,alpha144,robustness,4,21099,21089,10,False,False,True,True,True,0.0013214359059929848,0.0
vwap_deviation,alpha144,train,0,31246,28427,2819,False,False,True,True,True,0.0015509946970269084,0.0
vwap_deviation,alpha144,train,1,40299,35125,5174,False,False,True,True,True,0.0015172675484791398,0.0
vwap_deviation,alpha144,train,2,40105,35748,4357,False,False,True,True,True,0.0014805900864303112,0.0
vwap_deviation,alpha144,train,3,43223,38028,5195,False,False,True,True,True,0.0015296319033950567,0.0
vwap_deviation,alpha144,train,4,41379,36261,5118,False,False,True,True,True,0.0015280884690582752,0.0
vwap_deviation,alpha144,validation,0,19411,19411,0,False,False,True,True,True,0.0013271808857098222,0.0
vwap_deviation,alpha144,validation,1,22853,22809,44,False,False,True,True,True,0.0012588270474225283,0.0
vwap_deviation,alpha144,validation,2,21749,21734,15,False,False,True,True,True,0.0013026385568082333,0.0
vwap_deviation,alpha144,validation,3,25402,25394,8,False,False,True,True,True,0.0012424029409885406,0.0
vwap_deviation,alpha144,validation,4,20307,20287,20,False,False,True,True,True,0.0012610770063474774,0.0
vwap_deviation,alpha156,robustness,0,18028,18000,28,False,False,True,True,True,0.0009939206065610051,0.0
vwap_deviation,alpha156,robustness,1,23559,23552,7,False,False,True,True,True,0.0008788226987235248,0.0
vwap_deviation,alpha156,robustness,2,21665,21642,23,False,False,True,True,True,0.0026147502940148115,0.0053542580198476806
vwap_deviation,alpha156,robustness,3,26068,26019,49,False,False,True,True,True,0.001586203696206212,0.0
vwap_deviation,alpha156,robustness,4,21099,21072,27,False,False,True,True,True,0.000980731681920588,0.0
vwap_deviation,alpha156,train,0,31246,28528,2718,False,False,True,True,True,0.0002863098925445229,0.0
vwap_deviation,alpha156,train,1,40299,35367,4932,False,False,True,True,True,0.0002800388028845191,0.0
vwap_deviation,alpha156,train,2,40105,35921,4184,False,False,True,True,True,0.0045410809107124805,0.009126044134147861
vwap_deviation,alpha156,train,3,43223,38374,4849,False,False,True,True,True,0.0003320285177323967,0.0
vwap_deviation,alpha156,train,4,41379,36394,4985,False,False,True,True,True,0.00026195120881311595,0.0
vwap_deviation,alpha156,validation,0,19411,19401,10,False,False,True,True,True,0.0011774682207033038,0.0
vwap_deviation,alpha156,validation,1,22853,22763,90,False,False,True,True,True,0.0008121366845443845,0.0
vwap_deviation,alpha156,validation,2,21749,21716,33,False,False,True,True,True,0.003092932514846325,0.007310680950848315
