version,period,stage,instrument,signal_date,order_date,deal_date,entry_type,amount,entry_price,entry_value,entry_cost,exit_signal_date,exit_date,exit_price,exit_value,exit_cost,gross_pnl,net_pnl,initial_stop,current_stop,R,exit_reason,holding_days,cost_before_return,cost_after_return,risk_budget_per_trade,target_loss_budget,initial_risk_per_share,risk_budget_loss_ratio,sizing
risk_unit_rb050_sw03,valid,risk_unit_stage,SZ000963,2023-01-09,2023-01-10,2023-01-10,breakout,600,45.529998779296875,27317.999267578125,13.658999633789064,2023-01-30,2023-01-31,45.220001220703125,27132.000732421875,40.698001098632815,-185.99853515625,-240.3555358886726,38.611749744415285,38.611749744415285,6.91824903488159,time_stop,21,-0.0068086441226682,-0.008794034139414517,0.005,5000.0,6.91824903488159,0.048071107177734516,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SZ002027,2023-01-13,2023-01-16,2023-01-16,pullback,4900,6.010000228881836,29449.001121520996,14.724500560760498,2023-01-30,2023-01-31,5.900000095367432,28910.000467300415,43.365000700950624,-539.000654220581,-597.0901554822907,5.548249864578247,5.548249864578247,0.4617503643035885,time_stop,15,-0.01830285013730688,-0.020265263230485626,0.005,5002.601703170777,0.4617503643035885,0.11935592535856686,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SH601601,2023-01-13,2023-01-16,2023-01-16,breakout,1200,23.450000762939453,28140.000915527344,14.070000457763673,2023-01-30,2023-01-31,23.649999618530273,28379.999542236328,42.569999313354494,239.99862670898438,183.35862693786765,20.817749071121217,20.817749071121217,2.6322516918182366,time_stop,15,0.008528735568610297,0.006512686122196335,0.005,5002.773074593068,2.6322516918182366,0.0,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SH601336,2023-01-19,2023-01-20,2023-01-20,pullback,1000,29.700000762939453,29700.000762939453,14.850000381469727,2023-01-30,2023-01-31,28.579999923706055,28579.999923706055,42.86999988555908,-1120.0008392333984,-1177.7208395004272,28.420749950408936,28.420749950408936,1.2792508125305169,time_stop,11,-0.03771046499874064,-0.03963408226011247,0.005,5008.817950150013,1.2792508125305169,0.23512949586541768,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SH600958,2023-02-03,2023-02-06,2023-02-06,pullback,3000,9.890000343322754,29670.00102996826,14.83500051498413,2023-02-06,2023-02-07,9.670000076293945,29010.000228881836,43.515000343322754,-660.0008010864258,-718.3508019447327,9.699000120162964,9.699000120162964,0.19100022315979004,stop_loss,1,-0.02224471783535802,-0.024199251133038464,0.005,5007.801158403277,0.19100022315979004,0.14344635084787924,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SZ002027,2023-01-31,2023-02-01,2023-02-01,pullback,5000,5.940000057220459,29700.000286102295,14.850000143051147,2023-02-13,2023-02-14,5.889999866485596,29449.99933242798,44.17499899864197,-250.0009536743164,-309.0259528160095,5.598500049114227,5.598500049114227,0.34150000810623204,time_stop,13,-0.008417540446667971,-0.010399714278858541,0.005,5002.656184179902,0.34150000810623204,0.06177237480226096,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SH601377,2023-02-09,2023-02-10,2023-02-10,pullback,4800,6.130000114440918,29424.000549316406,14.712000274658203,2023-02-17,2023-02-20,5.989999771118164,28751.998901367188,43.12799835205078,-672.0016479492188,-729.8416465759277,5.9609999537467955,5.9609999537467955,0.1690001606941225,stop_loss,10,-0.022838554764941066,-0.024791900982302502,0.005,4996.291103391051,0.1690001606941225,0.14607668598024126,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SH600845,2023-02-14,2023-02-15,2023-02-15,pullback,900,31.75,28575.0,14.2875,2023-02-17,2023-02-20,31.239999771118164,28115.999794006348,42.17399969100952,-459.00020599365234,-515.4617056846633,30.924250745773314,31.75,0.825749254226686,trailing_stop,5,-0.016062999334860974,-0.018029889890913278,0.005,5005.173736376524,0.825749254226686,0.10298577688490586,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SZ000858,2023-02-07,2023-02-08,2023-02-08,pullback,100,178.77999877929688,17877.999877929688,8.938999938964844,2023-02-24,2023-02-27,175.1699981689453,17516.99981689453,26.2754997253418,-361.00006103515625,-396.21456069946436,170.70825653076173,178.77999877929688,8.071742248535145,trailing_stop,19,-0.02019241881083181,-0.022151054655288004,0.005,4999.999395295501,8.071742248535145,0.07924292172360313,risk_unit
risk_unit_rb050_sw03,valid,risk_unit_stage,SZ002415,2023-02-07,2023-02-08,2023-02-08,breakout,800,34.310001373291016,27448.001098632812,13.724000549316406,2023-02-27,2023-02-28,34.869998931884766,27895.999145507812,41.84399871826172,447.998046875,392.4300476074226,29.080750751495362,29.080750751495362,5.229250621795654,time_stop,20,0.01632170026754024,0.014290072680798557,0.005,4998.3647039579155,5.229250621795654,0.0,risk_unit
