stage,accessed_at_utc,artifact_path,artifact_sha256_or_root_hash,dataset_role,columns_read,derived_fields,historical_outcome_access_authorized,forward_outcome_detected,selection_or_tuning_allowed,purpose,access_gate
preflight,2026-07-11T09:19:18.814432Z,topics/02_AFML_BIG_WINNER/data/raw/akshare/status/trading_calendar.csv,1d5ff82a6718fc4e19b95c98456813043b30aeaa1b452d591376b1d427c2b60d,dates_only,trade_date,decision_calendar,False,False,False,freeze calendar,pass
