final_decision,selected_candidate_pool_id,selected_pool_family_id,selected_pool_source_id,selected_adapter_id,selected_pool_type,validation_gate_pass,robustness_gate_pass,validation_selected_rank,validation_net_return_mean,robustness_net_return_mean,validation_net_return_mean_delta_vs_matched_baseline_A,robustness_net_return_mean_delta_vs_matched_baseline_A,validation_p10_delta_vs_matched_baseline_A,robustness_p10_delta_vs_matched_baseline_A,validation_loss_le_minus5_delta_vs_matched_baseline_A,robustness_loss_le_minus5_delta_vs_matched_baseline_A,validation_max_gain50_rate,robustness_max_gain50_rate,validation_top1_calendar_year_share,robustness_top1_calendar_year_share,validation_matched_baseline_top1_calendar_year_share,robustness_matched_baseline_top1_calendar_year_share,decision_reason
r04c_no_candidate_pool_passed_validation,,,,,,False,False,,,,,,,,,,,,,,,,no train-selected pool passed validation hard gates
