candidate_scope_id,family_id,split,market_regime_bucket,event_n,events_per_instrument_year_mean,events_per_instrument_year_p95,rolling_10d_duplicate_rate,density_granularity,density_source_split,density_source_regime,density_cell_recomputed_flag,event_uniqueness_10d_p10,concurrency_p95,adjacent_gap_median,adjacent_gap_lt_10d_share,fast_fail_10d_count,fast_fail_10d_rate,fast_fail_excess_vs_e1_pp,false_repair_20d_count,false_repair_20d_rate,experiment_a_density_alert_status
07_E1_only,E1_early_ema60_repair,all,all,6820.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,104.0,0.0017376194613379,989.0,0.1451849677040516,0.0,1406.0,0.2061583577712609,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,all,risk_off,1887.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,98.0,0.0039630118890356,307.0,0.1628647214854111,0.0,402.0,0.2130365659777424,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,all,risk_on,2963.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,106.0,0.0003776435045317,404.0,0.1366249577274264,0.0,617.0,0.2082348970637867,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,all,transition,1970.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,106.0,0.0018832391713747,278.0,0.1411167512690355,0.0,387.0,0.1964467005076142,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,robustness,all,1685.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,111.0,0.0037593984962406,191.0,0.1134878193701723,0.0,265.0,0.1572700296735905,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,robustness,risk_off,467.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,120.5,0.0138248847926267,50.0,0.1072961373390558,0.0,64.0,0.1370449678800856,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,robustness,risk_on,825.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,114.0,0.0,111.0,0.1347087378640776,0.0,148.0,0.1793939393939393,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,robustness,transition,393.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,101.0,0.0,30.0,0.0763358778625954,0.0,53.0,0.1348600508905852,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,train,all,3335.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,97.0,0.0011792452830188,510.0,0.1531531531531531,0.0,744.0,0.2230884557721139,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,train,risk_off,754.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,87.0,0.0,124.0,0.1644562334217506,0.0,179.0,0.2374005305039787,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,train,risk_on,1724.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,99.0,0.0006734006734006,239.0,0.1390343222803955,0.0,385.0,0.2233178654292343,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,train,transition,857.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,103.0,0.0035273368606701,147.0,0.1715285880980163,0.0,180.0,0.2100350058343057,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,validation,all,1800.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,106.0,0.0006191950464396,288.0,0.160088938299055,0.0,397.0,0.2205555555555555,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,validation,risk_off,666.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,99.5,0.0,133.0,0.2,0.0,159.0,0.2387387387387387,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,validation,risk_on,414.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,110.0,0.0,54.0,0.1304347826086956,0.0,84.0,0.2028985507246377,no_executable_timing_alert
07_E1_only,E1_early_ema60_repair,validation,transition,720.0,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,1.0,112.0,0.0015337423312883,101.0,0.1402777777777777,0.0,154.0,0.2138888888888888,no_executable_timing_alert
