candidate_scope_id,family_id,event_split,market_regime_bucket,event_count,failure_10_complete_event_count,fast_fail_10d_count,fast_fail_10d_rate,false_repair_20d_count,false_repair_20d_rate,non_executable_event_count,horizon_incomplete_10d_count,label_source_column,fast_fail_definition_id,label_mapping_status,event_level_label_source_status,fast_fail_diagnostic_label_usage
07_E1_only,E1_early_ema60_repair,all,all,6820.0,,989.0,0.1451849677040516,1406.0,0.2061583577712609,8.0,8.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,all,risk_off,1887.0,,307.0,0.1628647214854111,402.0,0.2130365659777424,2.0,2.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,all,risk_on,2963.0,,404.0,0.1366249577274264,617.0,0.2082348970637867,6.0,6.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,all,transition,1970.0,,278.0,0.1411167512690355,387.0,0.1964467005076142,0.0,0.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,robustness,all,1685.0,,191.0,0.1134878193701723,265.0,0.1572700296735905,2.0,2.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,robustness,risk_off,467.0,,50.0,0.1072961373390558,64.0,0.1370449678800856,1.0,1.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,robustness,risk_on,825.0,,111.0,0.1347087378640776,148.0,0.1793939393939393,1.0,1.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,robustness,transition,393.0,,30.0,0.0763358778625954,53.0,0.1348600508905852,0.0,0.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,train,all,3335.0,,510.0,0.1531531531531531,744.0,0.2230884557721139,5.0,5.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,train,risk_off,754.0,,124.0,0.1644562334217506,179.0,0.2374005305039787,0.0,0.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
07_E1_only,E1_early_ema60_repair,train,risk_on,1724.0,,239.0,0.1390343222803955,385.0,0.2233178654292343,5.0,5.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature
