candidate_scope_id,family_id,candidate_scope_type,mechanism_cluster,source_kind,reference_scope_id,split,market_regime_bucket,source_scope_id,source_scope_status,retention_source_status,episode_denominator_n,bridge_denominator_n,event_n,candidate_captured_episode_n,before_first_50pct_any_recall,bridge_positive_recall,pre_replay_any_recall,pre_replay_bridge_recall,post_replay_any_recall,post_replay_bridge_recall,incremental_recall_over_e1,incremental_captures_over_e1,incremental_recall_source_status,e1_missed_capture_n,failure_10_complete_event_count,fast_fail_10d_count,fast_fail_10d_rate,fast_fail_excess_vs_e1_pp,false_repair_20d_count,false_repair_20d_rate,non_executable_event_count,horizon_incomplete_10d_count,label_source_column,fast_fail_definition_id,label_mapping_status,event_level_label_source_status,fast_fail_diagnostic_label_usage,events_per_instrument_year_mean,events_per_instrument_year_p95,rolling_10d_duplicate_rate,density_granularity,density_source_split,density_source_regime,density_cell_recomputed_flag,event_uniqueness_10d_p10,event_uniqueness_10d_low_share,concurrency_p95,adjacent_gap_median,adjacent_gap_lt_10d_share,cross_family_collision_10d_rate,single_family_density_share,mechanism_cluster_share,label_completeness_rate,next_open_executable_rate,experiment_a_density_alert_status,experiment_a_source_caveat,transition_reselection_role,experiment_a_cell_sample_status,computed_cell_sample_status,cell_sample_status,cell_sample_status_resolution,family_regime_role_recommendation
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,all,all,07_E1_only,reconstructable_event_membership,pre_replay_capture_only,2493.0,2493.0,6820.0,1773.0,0.7111913357400722,0.3255627009646302,0.7111913357400722,0.3255627009646302,,,0.0,0.0,baseline_zero,0.0,,989.0,0.1451849677040516,0.0,1406.0,0.2061583577712609,8.0,8.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,104.0,0.0017376194613379,,,,,,no_executable_timing_alert,pre_replay_capture_only_not_post_filter_retention,,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,backbone_candidate
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,all,risk_off,07_E1_only,reconstructable_event_membership,,,,1887.0,,,,,,,,0.0,0.0,baseline_zero,,,307.0,0.1628647214854111,0.0,402.0,0.2130365659777424,2.0,2.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,98.0,0.0039630118890356,,,,,,no_executable_timing_alert,,,,diagnostic_only,diagnostic_only,conservative_override,sample_blocked
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,all,risk_on,07_E1_only,reconstructable_event_membership,,,,2963.0,,,,,,,,0.0,0.0,baseline_zero,,,404.0,0.1366249577274264,0.0,617.0,0.2082348970637867,6.0,6.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,106.0,0.0003776435045317,,,,,,no_executable_timing_alert,,,,diagnostic_only,diagnostic_only,conservative_override,sample_blocked
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,all,transition,07_E1_only,reconstructable_event_membership,,,,1970.0,,,,,,,,0.0,0.0,baseline_zero,,,278.0,0.1411167512690355,0.0,387.0,0.1964467005076142,0.0,0.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,106.0,0.0018832391713747,,,,,,no_executable_timing_alert,,transition_inconclusive,,diagnostic_only,diagnostic_only,conservative_override,sample_blocked
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,robustness,all,07_E1_only,reconstructable_event_membership,,,,1685.0,,,,,,,,0.0,0.0,baseline_zero,,,191.0,0.1134878193701723,0.0,265.0,0.1572700296735905,2.0,2.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,111.0,0.0037593984962406,,,,,,no_executable_timing_alert,,,,diagnostic_only,diagnostic_only,conservative_override,sample_blocked
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,robustness,risk_off,07_E1_only,reconstructable_event_membership,pre_replay_capture_only,477.0,477.0,467.0,386.0,0.8092243186582809,0.3361344537815126,0.8092243186582809,0.3361344537815126,,,0.0,0.0,baseline_zero,0.0,,50.0,0.1072961373390558,0.0,64.0,0.1370449678800856,1.0,1.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,120.5,0.0138248847926267,,,,,,no_executable_timing_alert,pre_replay_capture_only_not_post_filter_retention,,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,backbone_candidate
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,robustness,risk_on,07_E1_only,reconstructable_event_membership,pre_replay_capture_only,181.0,181.0,825.0,89.0,0.4917127071823204,0.3480662983425414,0.4917127071823204,0.3480662983425414,,,0.0,0.0,baseline_zero,0.0,,111.0,0.1347087378640776,0.0,148.0,0.1793939393939393,1.0,1.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,114.0,0.0,,,,,,no_executable_timing_alert,pre_replay_capture_only_not_post_filter_retention,,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,backbone_candidate
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,robustness,transition,07_E1_only,reconstructable_event_membership,pre_replay_capture_only,100.0,100.0,393.0,40.0,0.4,0.24,0.4,0.24,,,0.0,0.0,baseline_zero,0.0,,30.0,0.0763358778625954,0.0,53.0,0.1348600508905852,0.0,0.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,101.0,0.0,,,,,,no_executable_timing_alert,pre_replay_capture_only_not_post_filter_retention,transition_context_only,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,backbone_candidate
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,train,all,07_E1_only,reconstructable_event_membership,,,,3335.0,,,,,,,,0.0,0.0,baseline_zero,,,510.0,0.1531531531531531,0.0,744.0,0.2230884557721139,5.0,5.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,97.0,0.0011792452830188,,,,,,no_executable_timing_alert,,,,diagnostic_only,diagnostic_only,conservative_override,sample_blocked
07_E1_only,E1_early_ema60_repair,07_e1_only,repair_reclaim_cluster,experiment_a_scope,07_e1_only,train,risk_off,07_E1_only,reconstructable_event_membership,pre_replay_capture_only,761.0,761.0,754.0,577.0,0.7582128777923784,0.380764163372859,0.7582128777923784,0.380764163372859,,,0.0,0.0,baseline_zero,0.0,,124.0,0.1644562334217506,0.0,179.0,0.2374005305039787,0.0,0.0,failure_10_label,failure_10_path,direct_event_level_label,event_level_label_available,diagnostic_only_not_t0_feature,1.8827168946520296,4.7040316546731065,0.0019061583577712,scope_level_only,all,all,False,1.0,0.0,1.0,87.0,0.0,,,,,,no_executable_timing_alert,pre_replay_capture_only_not_post_filter_retention,,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,backbone_candidate
