candidate_scope_id,family_id,split,market_regime_bucket,retention_source_status,episode_denominator_n,pre_replay_any_recall,pre_replay_bridge_recall,post_replay_any_recall,post_replay_bridge_recall,experiment_a_source_caveat,cell_sample_status
07_E3_channel,E3_persistence_quality,robustness,risk_on,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,robustness,transition,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,train,risk_off,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,train,risk_on,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,train,transition,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,validation,risk_off,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,validation,risk_on,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E3_channel,E3_persistence_quality,validation,transition,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,robustness,risk_off,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,robustness,risk_on,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,robustness,transition,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,train,risk_off,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,train,risk_on,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,train,transition,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,validation,risk_off,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,validation,risk_on,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_E6_channel,E6_continuation_tag,validation,transition,07_context_not_in_a_retention,,,,,,not_in_experiment_a_scope,diagnostic_only
07_full_union,07_full_union,all,all,pre_replay_capture_only,2493.0,0.7204171680705976,0.3475291281639212,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,all,risk_off,,,,,,,,diagnostic_only
07_full_union,07_full_union,all,risk_on,,,,,,,,diagnostic_only
07_full_union,07_full_union,all,transition,,,,,,,,diagnostic_only
07_full_union,07_full_union,robustness,all,,,,,,,,diagnostic_only
07_full_union,07_full_union,robustness,risk_off,pre_replay_capture_only,477.0,0.8218029350104822,0.3571428571428571,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,robustness,risk_on,pre_replay_capture_only,181.0,0.4972375690607735,0.3756906077348066,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,robustness,transition,pre_replay_capture_only,100.0,0.4,0.26,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,train,all,,,,,,,,diagnostic_only
07_full_union,07_full_union,train,risk_off,pre_replay_capture_only,761.0,0.7674113009198423,0.4092105263157894,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,train,risk_on,pre_replay_capture_only,225.0,0.6444444444444445,0.2977777777777777,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,train,transition,pre_replay_capture_only,304.0,0.631578947368421,0.3399339933993399,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,validation,all,,,,,,,,diagnostic_only
07_full_union,07_full_union,validation,risk_off,pre_replay_capture_only,342.0,0.8391812865497076,0.2580645161290322,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
07_full_union,07_full_union,validation,risk_on,pre_replay_capture_only,22.0,0.4090909090909091,0.2272727272727272,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
07_full_union,07_full_union,validation,transition,pre_replay_capture_only,81.0,0.7037037037037037,0.3333333333333333,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_R1_event_regime_gated,R1_relative_strength_breakout,all,all,pre_replay_capture_only,2493.0,0.8527878058563979,0.338430583501006,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,all,risk_on,,,,,,,,diagnostic_only
08_R1_event_regime_gated,R1_relative_strength_breakout,all,transition,,,,,,,,diagnostic_only
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,all,,,,,,,,diagnostic_only
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,risk_off,pre_replay_capture_only,477.0,0.7840670859538784,0.2721518987341772,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,risk_on,pre_replay_capture_only,181.0,0.856353591160221,0.4917127071823204,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,transition,pre_replay_capture_only,100.0,0.42,0.2222222222222222,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,train,all,,,,,,,,diagnostic_only
08_R1_event_regime_gated,R1_relative_strength_breakout,train,risk_off,pre_replay_capture_only,761.0,0.885676741130092,0.3662714097496706,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,train,risk_on,pre_replay_capture_only,225.0,0.96,0.4285714285714285,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,train,transition,pre_replay_capture_only,304.0,0.9703947368421052,0.4671052631578947,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,all,,,,,,,,diagnostic_only
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,risk_off,pre_replay_capture_only,342.0,0.7982456140350878,0.1612903225806451,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,risk_on,pre_replay_capture_only,22.0,1.0,0.3181818181818182,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,transition,pre_replay_capture_only,81.0,0.925925925925926,0.2839506172839506,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,all,pre_replay_capture_only,2493.0,0.7625350982751705,0.2713022508038585,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,risk_on,,,,,,,,diagnostic_only
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,transition,,,,,,,,diagnostic_only
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,all,,,,,,,,diagnostic_only
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,risk_off,pre_replay_capture_only,477.0,0.7882599580712788,0.2920168067226891,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,risk_on,pre_replay_capture_only,181.0,0.7403314917127072,0.425414364640884,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,transition,pre_replay_capture_only,100.0,0.45,0.21,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,all,,,,,,,,diagnostic_only
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,risk_off,pre_replay_capture_only,761.0,0.7805519053876478,0.2717678100263852,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,risk_on,pre_replay_capture_only,225.0,0.8711111111111111,0.3333333333333333,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,transition,pre_replay_capture_only,304.0,0.8585526315789473,0.3366336633663366,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,all,,,,,,,,diagnostic_only
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,risk_off,pre_replay_capture_only,342.0,0.6549707602339181,0.1257309941520467,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,risk_on,pre_replay_capture_only,22.0,0.9090909090909092,0.0454545454545454,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,transition,pre_replay_capture_only,81.0,0.6296296296296297,0.1358024691358024,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_R6_event_regime_gated,R6_market_breadth_thrust,all,all,pre_replay_capture_only,2493.0,0.8824709185720016,0.3898713826366559,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,all,risk_on,,,,,,,,diagnostic_only
08_R6_event_regime_gated,R6_market_breadth_thrust,all,transition,,,,,,,,diagnostic_only
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,all,,,,,,,,diagnostic_only
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,risk_off,pre_replay_capture_only,477.0,0.870020964360587,0.3760504201680672,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,risk_on,pre_replay_capture_only,181.0,0.9005524861878453,0.569060773480663,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,transition,pre_replay_capture_only,100.0,0.43,0.27,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,train,all,,,,,,,,diagnostic_only
08_R6_event_regime_gated,R6_market_breadth_thrust,train,risk_off,pre_replay_capture_only,761.0,0.909329829172142,0.4163372859025033,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,train,risk_on,pre_replay_capture_only,225.0,0.9644444444444444,0.4330357142857143,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,train,transition,pre_replay_capture_only,304.0,0.9605263157894736,0.4934210526315789,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,all,,,,,,,,diagnostic_only
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,risk_off,pre_replay_capture_only,342.0,0.8157894736842105,0.1847507331378299,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,risk_on,pre_replay_capture_only,22.0,1.0,0.2272727272727272,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,transition,pre_replay_capture_only,81.0,0.9506172839506172,0.3703703703703703,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,all,pre_replay_capture_only,2493.0,0.7886081026875251,0.3329307568438003,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,risk_on,,,,,,,,diagnostic_only
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,transition,,,,,,,,diagnostic_only
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,all,,,,,,,,diagnostic_only
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,risk_off,pre_replay_capture_only,477.0,0.7358490566037735,0.2941176470588235,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,risk_on,pre_replay_capture_only,181.0,0.8066298342541437,0.4636871508379888,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,transition,pre_replay_capture_only,100.0,0.4,0.2222222222222222,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,all,,,,,,,,diagnostic_only
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,risk_off,pre_replay_capture_only,761.0,0.7910643889618922,0.3601583113456464,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,risk_on,pre_replay_capture_only,225.0,0.8933333333333333,0.3555555555555555,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,transition,pre_replay_capture_only,304.0,0.9375,0.4605263157894737,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,all,,,,,,,,diagnostic_only
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,risk_off,pre_replay_capture_only,342.0,0.7280701754385965,0.1735294117647058,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,risk_on,pre_replay_capture_only,22.0,0.9090909090909092,0.2727272727272727,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,transition,pre_replay_capture_only,81.0,0.8888888888888888,0.2962962962962963,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,all,pre_replay_capture_only,2493.0,0.7484957882069796,0.2804339092004821,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,risk_on,,,,,,,,diagnostic_only
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,transition,,,,,,,,diagnostic_only
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,all,,,,,,,,diagnostic_only
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,risk_off,pre_replay_capture_only,477.0,0.5932914046121593,0.245798319327731,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,risk_on,pre_replay_capture_only,181.0,0.7458563535911602,0.4388888888888889,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,transition,pre_replay_capture_only,100.0,0.38,0.2,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,all,,,,,,,,diagnostic_only
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,risk_off,pre_replay_capture_only,761.0,0.8081471747700394,0.3013157894736842,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,risk_on,pre_replay_capture_only,225.0,0.88,0.3511111111111111,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,transition,pre_replay_capture_only,304.0,0.8782894736842105,0.3828382838283828,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,all,,,,,,,,diagnostic_only
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,risk_off,pre_replay_capture_only,342.0,0.7105263157894737,0.1257309941520467,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,risk_on,pre_replay_capture_only,22.0,0.9090909090909092,0.0454545454545454,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,transition,pre_replay_capture_only,81.0,0.8271604938271605,0.1728395061728395,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_R_core_event_regime_gated,R_core_event_regime_gated,all,all,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,all,risk_on,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,all,transition,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,robustness,all,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,robustness,risk_on,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,robustness,transition,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,train,all,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,train,risk_on,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,train,transition,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,validation,all,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,validation,risk_on,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_R_core_event_regime_gated,R_core_event_regime_gated,validation,transition,scope_capture_not_available,,,,,,scope_capture_not_available,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,all,all,pre_replay_capture_only,2493.0,0.1203369434416365,0.0361010830324909,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,all,risk_on,,,,,,,,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,all,transition,,,,,,,,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,all,,,,,,,,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,risk_off,pre_replay_capture_only,477.0,0.090146750524109,0.0314465408805031,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,risk_on,pre_replay_capture_only,181.0,0.1104972375690607,0.0497237569060773,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,transition,pre_replay_capture_only,100.0,0.03,0.01,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,all,,,,,,,,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,risk_off,pre_replay_capture_only,761.0,0.1366622864651774,0.0407358738501971,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,risk_on,pre_replay_capture_only,225.0,0.1422222222222222,0.0355555555555555,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,transition,pre_replay_capture_only,304.0,0.1578947368421052,0.0592105263157894,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,all,,,,,,,,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,risk_off,pre_replay_capture_only,342.0,0.1169590643274853,0.0146198830409356,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,risk_on,pre_replay_capture_only,22.0,0.1363636363636363,0.0,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,transition,pre_replay_capture_only,81.0,0.0864197530864197,0.037037037037037,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_T7_gated,T7_board_relative_strength_break,all,all,pre_replay_capture_only,2493.0,0.0633774568792619,0.0160449257922182,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,all,risk_on,,,,,,,,diagnostic_only
08_T7_gated,T7_board_relative_strength_break,all,transition,,,,,,,,diagnostic_only
08_T7_gated,T7_board_relative_strength_break,robustness,all,,,,,,,,diagnostic_only
08_T7_gated,T7_board_relative_strength_break,robustness,risk_off,pre_replay_capture_only,477.0,0.0859538784067086,0.0188679245283018,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,robustness,risk_on,pre_replay_capture_only,181.0,0.0883977900552486,0.0220994475138121,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,robustness,transition,pre_replay_capture_only,100.0,0.1,0.01,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,train,all,,,,,,,,diagnostic_only
08_T7_gated,T7_board_relative_strength_break,train,risk_off,pre_replay_capture_only,761.0,0.0551905387647831,0.0131406044678055,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,train,risk_on,pre_replay_capture_only,225.0,0.0844444444444444,0.0266666666666666,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,train,transition,pre_replay_capture_only,304.0,0.0822368421052631,0.0263157894736842,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,validation,risk_off,pre_replay_capture_only,342.0,0.0116959064327485,0.0029239766081871,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_T7_gated,T7_board_relative_strength_break,validation,risk_on,pre_replay_capture_only,22.0,0.0,0.0,,,pre_replay_capture_only_not_post_filter_retention,diagnostic_only
08_T7_gated,T7_board_relative_strength_break,validation,transition,pre_replay_capture_only,81.0,0.0123456790123456,0.0123456790123456,,,pre_replay_capture_only_not_post_filter_retention,low_power_caution
08_selected_T4_T7_union,selected_T4_T7_union,all,all,pre_replay_capture_only,2493.0,0.1760930605695948,0.0509426393902928,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_selected_T4_T7_union,selected_T4_T7_union,all,risk_on,,,,,,,,diagnostic_only
08_selected_T4_T7_union,selected_T4_T7_union,all,transition,,,,,,,,diagnostic_only
08_selected_T4_T7_union,selected_T4_T7_union,robustness,all,,,,,,,,diagnostic_only
08_selected_T4_T7_union,selected_T4_T7_union,robustness,risk_off,pre_replay_capture_only,477.0,0.1677148846960167,0.0482180293501048,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_selected_T4_T7_union,selected_T4_T7_union,robustness,risk_on,pre_replay_capture_only,181.0,0.1988950276243093,0.0718232044198895,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_selected_T4_T7_union,selected_T4_T7_union,robustness,transition,pre_replay_capture_only,100.0,0.12,0.02,,,pre_replay_capture_only_not_post_filter_retention,sufficient_for_cell_readout
08_selected_T4_T7_union,selected_T4_T7_union,train,all,,,,,,,,diagnostic_only
