left_scope_id,right_scope_id,mapped_left_candidate_scope_id,mapped_right_candidate_scope_id,left_episode_count,right_episode_count,overlap_episode_count,left_overlap_rate,right_overlap_rate,jaccard_overlap,same_day_overlap_count,same_day_jaccard,same_episode_different_day_overlap_count,high_risk_overlap_pair
T6_stock_vs_market_CUSUM_break__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1922,1901,1597,0.8309053069719042,0.8400841662283008,0.7174303683737646,1659,0.0889401168712807,1301,False
R2_near_high_volume_expansion__event_regime_gated,T6_stock_vs_market_CUSUM_break__event_regime_gated,08_R2_event_regime_gated,,1901,1922,1597,0.8400841662283008,0.8309053069719042,0.7174303683737646,1659,0.0889401168712807,1301,False
07_e1_only,T5_volume_regime_shift__all_variants,07_E1_only,,1773,2237,1673,0.9435984207557812,0.747876620473849,0.715875053487377,0,0.0,1279,False
T5_volume_regime_shift__all_variants,07_e1_only,,07_E1_only,2237,1773,1673,0.747876620473849,0.9435984207557812,0.715875053487377,0,0.0,1279,False
T5_volume_regime_shift__ungated,07_e1_only,,07_E1_only,2232,1773,1670,0.7482078853046595,0.9419063733784546,0.715203426124197,0,0.0,1279,False
07_e1_only,T5_volume_regime_shift__ungated,07_E1_only,,1773,2232,1670,0.9419063733784546,0.7482078853046595,0.715203426124197,0,0.0,1279,False
R7_cross_sectional_momentum_rank_jump__all_variants,07_full_union,,07_full_union,2163,1796,1650,0.7628294036061026,0.9187082405345212,0.714595062797748,0,0.0,1409,False
07_full_union,R7_cross_sectional_momentum_rank_jump__all_variants,07_full_union,,1796,2163,1650,0.9187082405345212,0.7628294036061026,0.714595062797748,0,0.0,1409,False
07_full_union,R7_cross_sectional_momentum_rank_jump__ungated,07_full_union,,1796,2161,1649,0.91815144766147,0.7630726515502082,0.7144714038128249,0,0.0,1409,False
R7_cross_sectional_momentum_rank_jump__ungated,07_full_union,,07_full_union,2161,1796,1649,0.7630726515502082,0.91815144766147,0.7144714038128249,0,0.0,1409,False
07_full_union,R1_relative_strength_breakout__ungated,07_full_union,,1796,2243,1680,0.935412026726058,0.7489968791796701,0.712166172106825,0,0.0,1063,False
R1_relative_strength_breakout__ungated,07_full_union,,07_full_union,2243,1796,1680,0.7489968791796701,0.935412026726058,0.712166172106825,0,0.0,1063,False
07_full_union,R1_relative_strength_breakout__all_variants,07_full_union,,1796,2244,1680,0.935412026726058,0.7486631016042781,0.711864406779661,0,0.0,1063,False
R1_relative_strength_breakout__all_variants,07_full_union,,07_full_union,2244,1796,1680,0.7486631016042781,0.935412026726058,0.711864406779661,0,0.0,1063,False
07_full_union,R6_market_breadth_thrust__event_regime_gated,07_full_union,08_R6_event_regime_gated,1796,2200,1655,0.9214922048997772,0.7522727272727273,0.7069628363947031,0,0.0,1434,False
R6_market_breadth_thrust__event_regime_gated,07_full_union,08_R6_event_regime_gated,07_full_union,2200,1796,1655,0.7522727272727273,0.9214922048997772,0.7069628363947031,0,0.0,1434,False
07_e1_only,R7_cross_sectional_momentum_rank_jump__all_variants,07_E1_only,,1773,2163,1628,0.9182177100958828,0.7526583448913546,0.7053726169844021,0,0.0,1387,False
R7_cross_sectional_momentum_rank_jump__all_variants,07_e1_only,,07_E1_only,2163,1773,1628,0.7526583448913546,0.9182177100958828,0.7053726169844021,0,0.0,1387,False
R7_cross_sectional_momentum_rank_jump__ungated,07_e1_only,,07_E1_only,2161,1773,1627,0.7528921795465062,0.9176536943034403,0.705244906805375,0,0.0,1387,False
07_e1_only,R7_cross_sectional_momentum_rank_jump__ungated,07_E1_only,,1773,2161,1627,0.9176536943034403,0.7528921795465062,0.705244906805375,0,0.0,1387,False
R1_relative_strength_breakout__ungated,07_e1_only,,07_E1_only,2243,1773,1658,0.739188586714222,0.9351381838691484,0.7031382527565734,0,0.0,1043,False
07_e1_only,R1_relative_strength_breakout__ungated,07_E1_only,,1773,2243,1658,0.9351381838691484,0.739188586714222,0.7031382527565734,0,0.0,1043,False
07_e1_only,R1_relative_strength_breakout__all_variants,07_E1_only,,1773,2244,1658,0.9351381838691484,0.7388591800356507,0.7028401865197117,0,0.0,1043,False
R1_relative_strength_breakout__all_variants,07_e1_only,,07_E1_only,2244,1773,1658,0.7388591800356507,0.9351381838691484,0.7028401865197117,0,0.0,1043,False
07_e1_only,R6_market_breadth_thrust__event_regime_gated,07_E1_only,08_R6_event_regime_gated,1773,2200,1634,0.9216018048505358,0.7427272727272727,0.698589140658401,0,0.0,1414,False
R6_market_breadth_thrust__event_regime_gated,07_e1_only,08_R6_event_regime_gated,07_E1_only,2200,1773,1634,0.7427272727272727,0.9216018048505358,0.698589140658401,0,0.0,1414,False
selected_candidate_union,T4_entropy_compression_then_directional_expansion__event_regime_gated,08_selected_T4_T7_union,08_T4_gated,439,300,300,0.683371298405467,1.0,0.683371298405467,0,0.0,6,False
T4_entropy_compression_then_directional_expansion__event_regime_gated,selected_candidate_union,08_T4_gated,08_selected_T4_T7_union,300,439,300,1.0,0.683371298405467,0.683371298405467,0,0.0,6,False
R2_near_high_volume_expansion__all_variants,07_full_union,,07_full_union,2012,1796,1537,0.7639165009940357,0.8557906458797327,0.6767943637164244,0,0.0,1477,False
07_full_union,R2_near_high_volume_expansion__all_variants,07_full_union,,1796,2012,1537,0.8557906458797327,0.7639165009940357,0.6767943637164244,0,0.0,1477,False
R2_near_high_volume_expansion__ungated,07_full_union,,07_full_union,2012,1796,1537,0.7639165009940357,0.8557906458797327,0.6767943637164244,0,0.0,1477,False
07_full_union,R2_near_high_volume_expansion__ungated,07_full_union,,1796,2012,1537,0.8557906458797327,0.7639165009940357,0.6767943637164244,0,0.0,1477,False
R1_relative_strength_breakout__event_regime_gated,07_full_union,08_R1_event_regime_gated,07_full_union,2126,1796,1582,0.7441204139228599,0.8808463251670379,0.6760683760683761,0,0.0,1233,False
07_full_union,R1_relative_strength_breakout__event_regime_gated,07_full_union,08_R1_event_regime_gated,1796,2126,1582,0.8808463251670379,0.7441204139228599,0.6760683760683761,0,0.0,1233,False
07_full_union,T6_stock_vs_market_CUSUM_break__ungated,07_full_union,,1796,2135,1582,0.8808463251670379,0.740983606557377,0.6734780757769263,0,0.0,1352,False
07_full_union,T6_stock_vs_market_CUSUM_break__all_variants,07_full_union,,1796,2135,1582,0.8808463251670379,0.740983606557377,0.6734780757769263,0,0.0,1351,False
T6_stock_vs_market_CUSUM_break__ungated,07_full_union,,07_full_union,2135,1796,1582,0.740983606557377,0.8808463251670379,0.6734780757769263,0,0.0,1352,False
T6_stock_vs_market_CUSUM_break__all_variants,07_full_union,,07_full_union,2135,1796,1582,0.740983606557377,0.8808463251670379,0.6734780757769263,0,0.0,1351,False
R2_near_high_volume_expansion__all_variants,07_e1_only,,07_E1_only,2012,1773,1516,0.7534791252485089,0.8550479413423576,0.6681357426178933,0,0.0,1456,False
07_e1_only,R2_near_high_volume_expansion__all_variants,07_E1_only,,1773,2012,1516,0.8550479413423576,0.7534791252485089,0.6681357426178933,0,0.0,1456,False
R2_near_high_volume_expansion__ungated,07_e1_only,,07_E1_only,2012,1773,1516,0.7534791252485089,0.8550479413423576,0.6681357426178933,0,0.0,1456,False
07_e1_only,R2_near_high_volume_expansion__ungated,07_E1_only,,1773,2012,1516,0.8550479413423576,0.7534791252485089,0.6681357426178933,0,0.0,1456,False
07_full_union,T5_volume_regime_shift__event_regime_gated,07_full_union,,1796,2023,1529,0.8513363028953229,0.7558082056351952,0.6676855895196506,0,0.0,1196,False
T5_volume_regime_shift__event_regime_gated,07_full_union,,07_full_union,2023,1796,1529,0.7558082056351952,0.8513363028953229,0.6676855895196506,0,0.0,1196,False
R1_relative_strength_breakout__event_regime_gated,07_e1_only,08_R1_event_regime_gated,07_E1_only,2126,1773,1561,0.7342427093132643,0.8804286520022561,0.6676646706586826,0,0.0,1213,False
07_e1_only,R1_relative_strength_breakout__event_regime_gated,07_E1_only,08_R1_event_regime_gated,1773,2126,1561,0.8804286520022561,0.7342427093132643,0.6676646706586826,0,0.0,1213,False
07_e1_only,T6_stock_vs_market_CUSUM_break__all_variants,07_E1_only,,1773,2135,1561,0.8804286520022561,0.7311475409836066,0.6651043885811675,0,0.0,1330,False
T6_stock_vs_market_CUSUM_break__ungated,07_e1_only,,07_E1_only,2135,1773,1561,0.7311475409836066,0.8804286520022561,0.6651043885811675,0,0.0,1331,False
T6_stock_vs_market_CUSUM_break__all_variants,07_e1_only,,07_E1_only,2135,1773,1561,0.7311475409836066,0.8804286520022561,0.6651043885811675,0,0.0,1330,False
07_e1_only,T6_stock_vs_market_CUSUM_break__ungated,07_E1_only,,1773,2135,1561,0.8804286520022561,0.7311475409836066,0.6651043885811675,0,0.0,1331,False
T5_volume_regime_shift__event_regime_gated,07_e1_only,,07_E1_only,2023,1773,1509,0.7459218981710332,0.8510998307952623,0.6598163533012681,0,0.0,1177,False
07_e1_only,T5_volume_regime_shift__event_regime_gated,07_E1_only,,1773,2023,1509,0.8510998307952623,0.7459218981710332,0.6598163533012681,0,0.0,1177,False
07_full_union,T8_volatility_regime_contraction_break__all_variants,07_full_union,,1796,2018,1507,0.839086859688196,0.7467789890981169,0.6532293021239706,0,0.0,1347,False
T8_volatility_regime_contraction_break__all_variants,07_full_union,,07_full_union,2018,1796,1507,0.7467789890981169,0.839086859688196,0.6532293021239706,0,0.0,1347,False
T8_volatility_regime_contraction_break__ungated,07_full_union,,07_full_union,2015,1796,1505,0.7468982630272953,0.8379732739420935,0.6526452732003469,0,0.0,1347,False
07_full_union,T8_volatility_regime_contraction_break__ungated,07_full_union,,1796,2015,1505,0.8379732739420935,0.7468982630272953,0.6526452732003469,0,0.0,1347,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,07_full_union,08_R7_event_regime_gated,07_full_union,1966,1796,1482,0.7538148524923703,0.8251670378619154,0.65,0,0.0,1292,False
07_full_union,R7_cross_sectional_momentum_rank_jump__event_regime_gated,07_full_union,08_R7_event_regime_gated,1796,1966,1482,0.8251670378619154,0.7538148524923703,0.65,0,0.0,1292,False
07_e1_only,T8_volatility_regime_contraction_break__all_variants,07_E1_only,,1773,2018,1490,0.8403835307388607,0.7383548067393458,0.6475445458496306,0,0.0,1329,False
T8_volatility_regime_contraction_break__all_variants,07_e1_only,,07_E1_only,2018,1773,1490,0.7383548067393458,0.8403835307388607,0.6475445458496306,0,0.0,1329,False
07_e1_only,T8_volatility_regime_contraction_break__ungated,07_E1_only,,1773,2015,1488,0.8392554991539763,0.7384615384615385,0.6469565217391304,0,0.0,1329,False
T8_volatility_regime_contraction_break__ungated,07_e1_only,,07_E1_only,2015,1773,1488,0.7384615384615385,0.8392554991539763,0.6469565217391304,0,0.0,1329,False
07_full_union,R2_near_high_volume_expansion__event_regime_gated,07_full_union,08_R2_event_regime_gated,1796,1901,1452,0.8084632516703786,0.7638085218306154,0.6467706013363029,0,0.0,1413,False
R2_near_high_volume_expansion__event_regime_gated,07_full_union,08_R2_event_regime_gated,07_full_union,1901,1796,1452,0.7638085218306154,0.8084632516703786,0.6467706013363029,0,0.0,1413,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,07_e1_only,08_R7_event_regime_gated,07_E1_only,1966,1773,1461,0.7431332655137335,0.8240270727580372,0.641352063213345,0,0.0,1272,False
07_e1_only,R7_cross_sectional_momentum_rank_jump__event_regime_gated,07_E1_only,08_R7_event_regime_gated,1773,1966,1461,0.8240270727580372,0.7431332655137335,0.641352063213345,0,0.0,1272,False
R2_near_high_volume_expansion__event_regime_gated,07_e1_only,08_R2_event_regime_gated,07_E1_only,1901,1773,1431,0.7527617043661231,0.8071065989847716,0.6379848417298262,0,0.0,1392,False
07_e1_only,R2_near_high_volume_expansion__event_regime_gated,07_E1_only,08_R2_event_regime_gated,1773,1901,1431,0.8071065989847716,0.7527617043661231,0.6379848417298262,0,0.0,1392,False
T4_entropy_compression_then_directional_expansion__ungated,selected_candidate_union,,08_selected_T4_T7_union,349,439,303,0.8681948424068768,0.6902050113895216,0.6247422680412371,0,0.0,28,False
T4_entropy_compression_then_directional_expansion__all_variants,selected_candidate_union,,08_selected_T4_T7_union,349,439,303,0.8681948424068768,0.6902050113895216,0.6247422680412371,0,0.0,28,False
selected_candidate_union,T4_entropy_compression_then_directional_expansion__ungated,08_selected_T4_T7_union,,439,349,303,0.6902050113895216,0.8681948424068768,0.6247422680412371,0,0.0,28,False
selected_candidate_union,T4_entropy_compression_then_directional_expansion__all_variants,08_selected_T4_T7_union,,439,349,303,0.6902050113895216,0.8681948424068768,0.6247422680412371,0,0.0,28,False
R6_market_breadth_thrust__event_regime_gated,R3_vcp_breakout__all_variants,08_R6_event_regime_gated,,2200,1468,1409,0.6404545454545455,0.9598092643051772,0.6237273129703409,553,0.022236519361454,1333,False
R3_vcp_breakout__all_variants,R6_market_breadth_thrust__event_regime_gated,,08_R6_event_regime_gated,1468,2200,1409,0.9598092643051772,0.6404545454545455,0.6237273129703409,553,0.022236519361454,1333,False
R6_market_breadth_thrust__event_regime_gated,R3_vcp_breakout__ungated,08_R6_event_regime_gated,,2200,1465,1407,0.6395454545454545,0.9604095563139932,0.6231178033658105,472,0.0192010414124155,1331,False
R3_vcp_breakout__ungated,R6_market_breadth_thrust__event_regime_gated,,08_R6_event_regime_gated,1465,2200,1407,0.9604095563139932,0.6395454545454545,0.6231178033658105,472,0.0192010414124155,1331,False
07_full_union,R8_persistent_distance_above_ema__ungated,07_full_union,,1796,1918,1416,0.7884187082405345,0.7382690302398331,0.6161879895561357,0,0.0,1416,False
07_full_union,R8_persistent_distance_above_ema__all_variants,07_full_union,,1796,1918,1416,0.7884187082405345,0.7382690302398331,0.6161879895561357,0,0.0,1416,False
R8_persistent_distance_above_ema__ungated,07_full_union,,07_full_union,1918,1796,1416,0.7382690302398331,0.7884187082405345,0.6161879895561357,0,0.0,1416,False
R8_persistent_distance_above_ema__all_variants,07_full_union,,07_full_union,1918,1796,1416,0.7382690302398331,0.7884187082405345,0.6161879895561357,0,0.0,1416,False
T8_volatility_regime_contraction_break__event_regime_gated,07_full_union,,07_full_union,1893,1796,1406,0.7427363972530375,0.7828507795100222,0.615856329391152,0,0.0,1259,False
07_full_union,T8_volatility_regime_contraction_break__event_regime_gated,07_full_union,,1796,1893,1406,0.7828507795100222,0.7427363972530375,0.615856329391152,0,0.0,1259,False
07_e1_only,T8_volatility_regime_contraction_break__event_regime_gated,07_E1_only,,1773,1893,1390,0.7839819514946419,0.7342842049656629,0.6107205623901582,0,0.0,1243,False
T8_volatility_regime_contraction_break__event_regime_gated,07_e1_only,,07_E1_only,1893,1773,1390,0.7342842049656629,0.7839819514946419,0.6107205623901582,0,0.0,1243,False
07_e1_only,R8_persistent_distance_above_ema__ungated,07_E1_only,,1773,1918,1395,0.7868020304568528,0.7273201251303442,0.6075783972125436,0,0.0,1395,False
R8_persistent_distance_above_ema__ungated,07_e1_only,,07_E1_only,1918,1773,1395,0.7273201251303442,0.7868020304568528,0.6075783972125436,0,0.0,1395,False
07_e1_only,R8_persistent_distance_above_ema__all_variants,07_E1_only,,1773,1918,1395,0.7868020304568528,0.7273201251303442,0.6075783972125436,0,0.0,1395,False
R8_persistent_distance_above_ema__all_variants,07_e1_only,,07_E1_only,1918,1773,1395,0.7273201251303442,0.7868020304568528,0.6075783972125436,0,0.0,1395,False
07_full_union,T6_stock_vs_market_CUSUM_break__event_regime_gated,07_full_union,,1796,1922,1402,0.7806236080178174,0.7294484911550468,0.6053540587219344,0,0.0,1264,False
T6_stock_vs_market_CUSUM_break__event_regime_gated,07_full_union,,07_full_union,1922,1796,1402,0.7294484911550468,0.7806236080178174,0.6053540587219344,0,0.0,1264,False
R3_vcp_breakout__all_variants,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,1468,2126,1352,0.9209809264305178,0.6359360301034808,0.6030330062444246,349,0.0150223829201101,1318,False
R1_relative_strength_breakout__event_regime_gated,R3_vcp_breakout__all_variants,08_R1_event_regime_gated,,2126,1468,1352,0.6359360301034808,0.9209809264305178,0.6030330062444246,349,0.0150223829201101,1318,False
R3_vcp_breakout__ungated,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,1465,2126,1349,0.9208191126279864,0.6345249294449671,0.6016949152542372,311,0.0135796000349314,1315,False
R1_relative_strength_breakout__event_regime_gated,R3_vcp_breakout__ungated,08_R1_event_regime_gated,,2126,1465,1349,0.6345249294449671,0.9208191126279864,0.6016949152542372,311,0.0135796000349314,1315,False
R8_persistent_distance_above_ema__event_regime_gated,07_full_union,08_R8_event_regime_gated,07_full_union,1866,1796,1375,0.7368703108252947,0.7655902004454342,0.6012243113248797,0,0.0,1375,False
07_full_union,R8_persistent_distance_above_ema__event_regime_gated,07_full_union,08_R8_event_regime_gated,1796,1866,1375,0.7655902004454342,0.7368703108252947,0.6012243113248797,0,0.0,1375,False
R3_vcp_breakout__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,1465,1866,1248,0.851877133105802,0.6688102893890675,0.599135861737878,122,0.0056418793932667,1230,False
R8_persistent_distance_above_ema__event_regime_gated,R3_vcp_breakout__ungated,08_R8_event_regime_gated,,1866,1465,1248,0.6688102893890675,0.851877133105802,0.599135861737878,122,0.0056418793932667,1230,False
R3_vcp_breakout__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,1468,1866,1249,0.8508174386920981,0.6693461950696677,0.5990407673860911,128,0.0058218866551441,1231,False
R8_persistent_distance_above_ema__event_regime_gated,R3_vcp_breakout__all_variants,08_R8_event_regime_gated,,1866,1468,1249,0.6693461950696677,0.8508174386920981,0.5990407673860911,128,0.0058218866551441,1231,False
T6_stock_vs_market_CUSUM_break__event_regime_gated,07_e1_only,,07_E1_only,1922,1773,1382,0.7190426638917794,0.7794698251551043,0.5974924340683095,0,0.0,1244,False
07_e1_only,T6_stock_vs_market_CUSUM_break__event_regime_gated,07_E1_only,,1773,1922,1382,0.7794698251551043,0.7190426638917794,0.5974924340683095,0,0.0,1244,False
R8_persistent_distance_above_ema__event_regime_gated,07_e1_only,08_R8_event_regime_gated,07_E1_only,1866,1773,1354,0.7256162915326902,0.763677382966723,0.5925601750547046,0,0.0,1354,False
07_e1_only,R8_persistent_distance_above_ema__event_regime_gated,07_E1_only,08_R8_event_regime_gated,1773,1866,1354,0.763677382966723,0.7256162915326902,0.5925601750547046,0,0.0,1354,False
R3_vcp_breakout__all_variants,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,1468,1966,1277,0.8698910081743869,0.6495422177009156,0.5920259619842374,208,0.0110661842945307,1237,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R3_vcp_breakout__all_variants,08_R7_event_regime_gated,,1966,1468,1277,0.6495422177009156,0.8698910081743869,0.5920259619842374,208,0.0110661842945307,1237,False
R3_vcp_breakout__ungated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,1465,1966,1275,0.8703071672354948,0.6485249237029501,0.5913729128014842,173,0.0093700915344201,1235,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R3_vcp_breakout__ungated,08_R7_event_regime_gated,,1966,1465,1275,0.6485249237029501,0.8703071672354948,0.5913729128014842,173,0.0093700915344201,1235,False
R3_vcp_breakout__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1468,1901,1243,0.8467302452316077,0.6538663861125723,0.5846660395108184,480,0.0262653898768809,1190,False
R2_near_high_volume_expansion__event_regime_gated,R3_vcp_breakout__all_variants,08_R2_event_regime_gated,,1901,1468,1243,0.6538663861125723,0.8467302452316077,0.5846660395108184,480,0.0262653898768809,1190,False
R3_vcp_breakout__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1465,1901,1241,0.847098976109215,0.6528143082588111,0.584,462,0.0257740585774058,1188,False
R2_near_high_volume_expansion__event_regime_gated,R3_vcp_breakout__ungated,08_R2_event_regime_gated,,1901,1465,1241,0.6528143082588111,0.847098976109215,0.584,462,0.0257740585774058,1188,False
R6_market_breadth_thrust__event_regime_gated,R3_vcp_breakout__event_regime_gated,08_R6_event_regime_gated,,2200,1270,1228,0.5581818181818182,0.9669291338582676,0.5477252453166815,552,0.0239188837854233,1134,False
R3_vcp_breakout__event_regime_gated,R6_market_breadth_thrust__event_regime_gated,,08_R6_event_regime_gated,1270,2200,1228,0.9669291338582676,0.5581818181818182,0.5477252453166815,552,0.0239188837854233,1134,False
R3_vcp_breakout__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,1270,1866,1101,0.8669291338582678,0.590032154340836,0.5410319410319411,128,0.0063385163910072,1083,False
R8_persistent_distance_above_ema__event_regime_gated,R3_vcp_breakout__event_regime_gated,08_R8_event_regime_gated,,1866,1270,1101,0.590032154340836,0.8669291338582678,0.5410319410319411,128,0.0063385163910072,1083,False
R3_vcp_breakout__event_regime_gated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,1270,1966,1129,0.8889763779527559,0.5742624618514751,0.5358329378262933,208,0.0122324159021406,1078,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R3_vcp_breakout__event_regime_gated,08_R7_event_regime_gated,,1966,1270,1129,0.5742624618514751,0.8889763779527559,0.5358329378262933,208,0.0122324159021406,1078,False
R1_relative_strength_breakout__event_regime_gated,R3_vcp_breakout__event_regime_gated,08_R1_event_regime_gated,,2126,1270,1182,0.5559736594543744,0.9307086614173228,0.5338753387533876,348,0.0162305862599692,1142,False
R3_vcp_breakout__event_regime_gated,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,1270,2126,1182,0.9307086614173228,0.5559736594543744,0.5338753387533876,348,0.0162305862599692,1142,False
R2_near_high_volume_expansion__event_regime_gated,R3_vcp_breakout__event_regime_gated,08_R2_event_regime_gated,,1901,1270,1102,0.5796948974224092,0.8677165354330708,0.5326244562590623,479,0.0290584809512254,1039,False
R3_vcp_breakout__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1270,1901,1102,0.8677165354330708,0.5796948974224092,0.5326244562590623,479,0.0290584809512254,1039,False
R3_vcp_breakout__all_variants,07_full_union,,07_full_union,1468,1796,1128,0.7683923705722071,0.6280623608017817,0.5280898876404494,0,0.0,1079,False
07_full_union,R3_vcp_breakout__all_variants,07_full_union,,1796,1468,1128,0.6280623608017817,0.7683923705722071,0.5280898876404494,0,0.0,1079,False
07_full_union,R3_vcp_breakout__ungated,07_full_union,,1796,1465,1126,0.6269487750556793,0.7686006825938566,0.527400468384075,0,0.0,1077,False
R3_vcp_breakout__ungated,07_full_union,,07_full_union,1465,1796,1126,0.7686006825938566,0.6269487750556793,0.527400468384075,0,0.0,1077,False
07_e1_only,R3_vcp_breakout__all_variants,07_E1_only,,1773,1468,1119,0.6311336717428088,0.7622615803814714,0.5273327049952875,0,0.0,1070,False
R3_vcp_breakout__all_variants,07_e1_only,,07_E1_only,1468,1773,1119,0.7622615803814714,0.6311336717428088,0.5273327049952875,0,0.0,1070,False
R3_vcp_breakout__ungated,07_e1_only,,07_E1_only,1465,1773,1117,0.7624573378839591,0.6300056401579244,0.5266383781235267,0,0.0,1068,False
07_e1_only,R3_vcp_breakout__ungated,07_E1_only,,1773,1465,1117,0.6300056401579244,0.7624573378839591,0.5266383781235267,0,0.0,1068,False
07_full_union,R3_vcp_breakout__event_regime_gated,07_full_union,,1796,1270,961,0.5350779510022272,0.7566929133858268,0.4565320665083135,0,0.0,914,False
R3_vcp_breakout__event_regime_gated,07_full_union,,07_full_union,1270,1796,961,0.7566929133858268,0.5350779510022272,0.4565320665083135,0,0.0,914,False
R3_vcp_breakout__event_regime_gated,07_e1_only,,07_E1_only,1270,1773,953,0.7503937007874015,0.5375070501974055,0.4559808612440191,0,0.0,906,False
07_e1_only,R3_vcp_breakout__event_regime_gated,07_E1_only,,1773,1270,953,0.5375070501974055,0.7503937007874015,0.4559808612440191,0,0.0,906,False
R5_growth_or_small_style_confirmation__event_regime_gated,T7_board_relative_strength_break__event_regime_gated,,08_T7_gated,405,158,156,0.3851851851851852,0.9873417721518988,0.3832923832923833,183,0.0777730556736081,125,True
T7_board_relative_strength_break__event_regime_gated,R5_growth_or_small_style_confirmation__event_regime_gated,08_T7_gated,,158,405,156,0.9873417721518988,0.3851851851851852,0.3832923832923833,183,0.0777730556736081,125,True
selected_candidate_union,T7_board_relative_strength_break__event_regime_gated,08_selected_T4_T7_union,08_T7_gated,439,158,158,0.3599088838268792,1.0,0.3599088838268792,0,0.0,9,False
T3_style_rotation_break__event_regime_gated,selected_candidate_union,,08_selected_T4_T7_union,158,439,158,1.0,0.3599088838268792,0.3599088838268792,0,0.0,9,False
selected_candidate_union,T3_style_rotation_break__event_regime_gated,08_selected_T4_T7_union,,439,158,158,0.3599088838268792,1.0,0.3599088838268792,0,0.0,9,False
T7_board_relative_strength_break__event_regime_gated,selected_candidate_union,08_T7_gated,08_selected_T4_T7_union,158,439,158,1.0,0.3599088838268792,0.3599088838268792,0,0.0,9,False
T7_board_relative_strength_break__all_variants,selected_candidate_union,,08_selected_T4_T7_union,159,439,158,0.9937106918238994,0.3599088838268792,0.359090909090909,0,0.0,18,False
T3_style_rotation_break__all_variants,selected_candidate_union,,08_selected_T4_T7_union,159,439,158,0.9937106918238994,0.3599088838268792,0.359090909090909,0,0.0,18,False
selected_candidate_union,T3_style_rotation_break__all_variants,08_selected_T4_T7_union,,439,159,158,0.3599088838268792,0.9937106918238994,0.359090909090909,0,0.0,18,False
T7_board_relative_strength_break__ungated,selected_candidate_union,,08_selected_T4_T7_union,159,439,158,0.9937106918238994,0.3599088838268792,0.359090909090909,0,0.0,18,False
selected_candidate_union,T3_style_rotation_break__ungated,08_selected_T4_T7_union,,439,159,158,0.3599088838268792,0.9937106918238994,0.359090909090909,0,0.0,18,False
T3_style_rotation_break__ungated,selected_candidate_union,,08_selected_T4_T7_union,159,439,158,0.9937106918238994,0.3599088838268792,0.359090909090909,0,0.0,18,False
selected_candidate_union,T7_board_relative_strength_break__all_variants,08_selected_T4_T7_union,,439,159,158,0.3599088838268792,0.9937106918238994,0.359090909090909,0,0.0,18,False
selected_candidate_union,T7_board_relative_strength_break__ungated,08_selected_T4_T7_union,,439,159,158,0.3599088838268792,0.9937106918238994,0.359090909090909,0,0.0,18,False
T7_board_relative_strength_break__event_regime_gated,R5_growth_or_small_style_confirmation__all_variants,08_T7_gated,,158,447,157,0.9936708860759492,0.3512304250559284,0.3504464285714285,183,0.0672052882849798,128,True
R5_growth_or_small_style_confirmation__all_variants,T7_board_relative_strength_break__event_regime_gated,,08_T7_gated,447,158,157,0.3512304250559284,0.9936708860759492,0.3504464285714285,183,0.0672052882849798,128,True
R5_growth_or_small_style_confirmation__ungated,T7_board_relative_strength_break__event_regime_gated,,08_T7_gated,445,158,156,0.350561797752809,0.9873417721518988,0.348993288590604,175,0.0664388762338648,128,True
T7_board_relative_strength_break__event_regime_gated,R5_growth_or_small_style_confirmation__ungated,08_T7_gated,,158,445,156,0.9873417721518988,0.350561797752809,0.348993288590604,175,0.0664388762338648,128,True
R5_growth_or_small_style_confirmation__event_regime_gated,selected_candidate_union,,08_selected_T4_T7_union,405,439,181,0.4469135802469136,0.4123006833712984,0.2730015082956259,0,0.0,144,False
selected_candidate_union,R5_growth_or_small_style_confirmation__event_regime_gated,08_selected_T4_T7_union,,439,405,181,0.4123006833712984,0.4469135802469136,0.2730015082956259,0,0.0,144,False
selected_candidate_union,R5_growth_or_small_style_confirmation__all_variants,08_selected_T4_T7_union,,439,447,187,0.4259681093394077,0.4183445190156599,0.2675250357653791,0,0.0,156,False
