condition_group_id,family_id,grain,split,horizon,signal_count,complete_horizon_count,incomplete_horizon_count,endpoint_return_max,endpoint_return_min,endpoint_return_mean,endpoint_return_median,endpoint_return_p25,endpoint_return_p75,endpoint_return_positive_rate,path_max_return_mean,path_max_return_median,path_min_return_mean,path_min_return_median
momentum_rps__and3__68b32373ce93,momentum_rps,stock_day,validation,1,10919,10885,34,0.11874999521034102,-0.11804771727075958,-0.0006484763563199706,-0.002852318451263436,-0.01627276578785508,0.01194290199662107,0.43628847037207164,-0.0006484763563199706,-0.002852318451263436,-0.0006484763563199706,-0.002852318451263436
momentum_rps__and3__68b32373ce93,momentum_rps,stock_day,validation,3,10919,10825,94,0.3179892665347883,-0.22133940899257465,-0.0028391462035561536,-0.006333578630984049,-0.030082787070930594,0.02079137363437389,0.4269745958429561,0.01583331015227813,0.008240630098029333,-0.01896868727947134,-0.017339256844040807
momentum_rps__and3__68b32373ce93,momentum_rps,stock_day,validation,5,10919,10797,122,0.537448633058921,-0.3072196512569896,-0.0046724505026126215,-0.008701185413963919,-0.03963511143739562,0.026121860795490948,0.4278966379549875,0.02608786869343995,0.01517935098983847,-0.030620685564315377,-0.02591635001600423
momentum_rps__and3__68b32373ce93,momentum_rps,stock_day,validation,10,10919,10779,140,0.7021897824446097,-0.3772845729356685,-0.008538735586736443,-0.013334579761856702,-0.06220806557836167,0.03629881368304422,0.424993042026162,0.04494832730024792,0.02847314618328578,-0.051450390976907054,-0.04115245852881616
momentum_rps__and3__68b32373ce93,momentum_rps,stock_day,validation,20,10919,10704,215,0.9799440161163839,-0.4437425900107792,-0.016548499924349144,-0.02831013124680598,-0.09187314691932119,0.04422086471338732,0.3877055306427504,0.07039554528264227,0.04435144279753622,-0.08082481918249795,-0.06801348167924248
oscillator__and4__95dbd99ae828,oscillator,stock_day,robustness,1,7042,7021,21,0.10461828249097693,-0.10293822717903023,0.001839370518884031,0.0,-0.011956645578851899,0.012554175654413191,0.4774248682523857,0.001839370518884031,0.0,0.001839370518884031,0.0
oscillator__and4__95dbd99ae828,oscillator,stock_day,robustness,3,7042,6983,59,0.33119851642134646,-0.24259523695510765,0.005778999336777877,0.0,-0.021528533863882482,0.0230284644545089,0.48990405269941284,0.021787270716727973,0.009824585496333693,-0.01271199469465609,-0.0095440243558097
oscillator__and4__95dbd99ae828,oscillator,stock_day,robustness,5,7042,6932,110,0.4918119025807344,-0.31768028626957123,0.004909472404125268,0.0,-0.027974585625316017,0.02688479775432806,0.4900461627236007,0.03286308035841849,0.01634474490381166,-0.021181856430557606,-0.01579722415122564
oscillator__and4__95dbd99ae828,oscillator,stock_day,robustness,10,7042,6831,211,0.7906976357352222,-0.30452616278128675,0.006003761078984341,-0.0010001873703764375,-0.037230640105233526,0.03898515182970175,0.48909383691992386,0.050159208607973786,0.02883506318339779,-0.035038283998673384,-0.02654516966599252
oscillator__and4__95dbd99ae828,oscillator,stock_day,robustness,20,7042,6695,347,1.0081967133022518,-0.41609881612656174,0.012601678396139349,0.0015735251006554485,-0.05114634292339165,0.05817922505358042,0.5045556385362211,0.07519861054503231,0.04756077712621132,-0.05027701490338041,-0.03825827994983666
oscillator__and4__95dbd99ae828,oscillator,stock_day,train,1,10681,10669,12,0.11871749480830118,-0.11618463290456216,0.002033002942608359,-0.0006707061692943217,-0.012961426465739279,0.013108556708616437,0.4618989596025869,0.002033002942608359,-0.0006707061692943217,0.002033002942608359,-0.0006707061692943217
