split,selected_family_set,selection_rank,combo_mean_abs_phi,combo_max_abs_phi,combo_mean_jaccard,combo_max_jaccard,top4_common_denominator_count,top4_combined_signal_count,top4_combined_complete_h120_count,top4_combined_positive_h120_count,top4_combined_precision_h120_close_anchor,top4_background_prior_common_denominator_h120_close_anchor,top4_precision_lift_vs_common_denominator,top4_precision_h120_next_open_anchor,top4_positive_h120_count_next_open_anchor,top4_signal_retention_vs_min_single_family,top4_signal_retention_vs_max_single_family,sample_sufficiency_status
train,momentum_rps|oscillator|pullback_drawdown|volume_money,1,0.3782170371095523,0.7395643599204739,0.27688383507166675,0.6204901787009136,179133,2507,1985,382,0.1924433249370277,0.14272181657262972,1.3483805738914147,0.19445843828715365,386,0.23471585057578878,0.08425191558005109,sufficient_for_diagnostic
validation,momentum_rps|oscillator|pullback_drawdown|volume_money,1,0.3782170371095523,0.7395643599204739,0.27688383507166675,0.6204901787009136,107844,1249,1041,55,0.052833813640730067,0.05112444148213977,1.0334355175144057,0.053794428434197884,56,0.23091144388981327,0.09575283655320453,sufficient_for_diagnostic
robustness,momentum_rps|oscillator|pullback_drawdown|volume_money,1,0.3782170371095523,0.7395643599204739,0.27688383507166675,0.6204901787009136,108406,1473,926,117,0.1263498920086393,0.09666945957268538,1.3070300854804853,0.1263498920086393,117,0.23340199651402313,0.10794371977136157,sufficient_for_diagnostic
all,momentum_rps|oscillator|pullback_drawdown|volume_money,1,0.3782170371095523,0.7395643599204739,0.27688383507166675,0.6204901787009136,395383,5229,3952,554,0.14018218623481782,0.10650407580804301,1.3162142873055334,0.14144736842105263,559,0.2292817679558011,0.09263721078552953,sufficient_for_diagnostic
