policy_id,split,replay_status,event_count,share_of_policy_split
hold_120d|fixed_stop_5pct|volatility_scaled|stop_loss_pct=-0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|fixed_stop_5pct|volatility_scaled|stop_loss_pct=-0.05,validation,censored_by_split_boundary,1,0.0002896032435563278
hold_120d|fixed_stop_5pct|volatility_scaled|stop_loss_pct=-0.05,validation,replay_complete,3419,0.9901534897190849
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,robustness,censored_by_split_boundary,3,0.001047486033519553
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,robustness,replay_complete,2804,0.979050279329609
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,censored_by_split_boundary,3,0.00045072115384615387
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,replay_complete,6412,0.9633413461538461
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,validation,censored_by_split_boundary,1,0.0002896032435563278
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,validation,replay_complete,3419,0.9901534897190849
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,robustness,censored_by_split_boundary,3,0.001047486033519553
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,robustness,replay_complete,2804,0.979050279329609
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,train,censored_by_split_boundary,3,0.00045072115384615387
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,train,replay_complete,6412,0.9633413461538461
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,validation,censored_by_split_boundary,1,0.0002896032435563278
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,validation,replay_complete,3419,0.9901534897190849
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,robustness,censored_by_split_boundary,3,0.001047486033519553
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,robustness,replay_complete,2804,0.979050279329609
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,train,censored_by_split_boundary,3,0.00045072115384615387
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,train,replay_complete,6412,0.9633413461538461
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,validation,censored_by_split_boundary,1,0.0002896032435563278
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,validation,replay_complete,3419,0.9901534897190849
hold_120d|no_exit|market_state_scaled|no_params,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|no_exit|market_state_scaled|no_params,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|no_exit|market_state_scaled|no_params,robustness,replay_complete,2800,0.9776536312849162
hold_120d|no_exit|market_state_scaled|no_params,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|no_exit|market_state_scaled|no_params,train,censored_by_split_boundary,12,0.0018028846153846155
hold_120d|no_exit|market_state_scaled|no_params,train,replay_complete,6403,0.9619891826923077
hold_120d|no_exit|market_state_scaled|no_params,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|no_exit|market_state_scaled|no_params,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|no_exit|market_state_scaled|no_params,validation,replay_complete,3414,0.9887054735013032
hold_120d|no_exit|volatility_scaled|no_params,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|no_exit|volatility_scaled|no_params,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|no_exit|volatility_scaled|no_params,robustness,replay_complete,2800,0.9776536312849162
hold_120d|no_exit|volatility_scaled|no_params,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|no_exit|volatility_scaled|no_params,train,censored_by_split_boundary,12,0.0018028846153846155
hold_120d|no_exit|volatility_scaled|no_params,train,replay_complete,6403,0.9619891826923077
hold_120d|no_exit|volatility_scaled|no_params,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|no_exit|volatility_scaled|no_params,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|no_exit|volatility_scaled|no_params,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,censored_by_split_boundary,5,0.0017458100558659217
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,replay_complete,2802,0.9783519553072626
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,train,censored_by_split_boundary,3,0.00045072115384615387
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,train,replay_complete,6412,0.9633413461538461
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,censored_by_split_boundary,5,0.0014480162177816392
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,replay_complete,3415,0.9889950767448595
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,censored_by_split_boundary,5,0.0017458100558659217
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,replay_complete,2802,0.9783519553072626
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,censored_by_split_boundary,3,0.00045072115384615387
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,replay_complete,6412,0.9633413461538461
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,censored_by_split_boundary,5,0.0014480162177816392
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,replay_complete,3415,0.9889950767448595
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,censored_by_split_boundary,5,0.0017458100558659217
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,robustness,replay_complete,2802,0.9783519553072626
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,censored_by_split_boundary,3,0.00045072115384615387
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,replay_complete,6412,0.9633413461538461
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,censored_by_split_boundary,5,0.0014480162177816392
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,validation,replay_complete,3415,0.9889950767448595
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,censored_by_split_boundary,6,0.002094972067039106
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,replay_complete,2801,0.9780027932960894
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,train,censored_by_split_boundary,4,0.0006009615384615385
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,train,replay_complete,6411,0.9631911057692307
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,censored_by_split_boundary,5,0.0014480162177816392
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,replay_complete,3415,0.9889950767448595
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,censored_by_split_boundary,6,0.002094972067039106
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,replay_complete,2801,0.9780027932960894
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,censored_by_split_boundary,4,0.0006009615384615385
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,replay_complete,6411,0.9631911057692307
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,censored_by_split_boundary,5,0.0014480162177816392
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,replay_complete,3415,0.9889950767448595
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,censored_by_split_boundary,6,0.002094972067039106
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,robustness,replay_complete,2801,0.9780027932960894
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,censored_by_split_boundary,4,0.0006009615384615385
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,replay_complete,6411,0.9631911057692307
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,censored_by_split_boundary,5,0.0014480162177816392
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,validation,replay_complete,3415,0.9889950767448595
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,censored_by_split_boundary,6,0.002094972067039106
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,replay_complete,2801,0.9780027932960894
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,train,censored_by_split_boundary,7,0.0010516826923076923
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,train,replay_complete,6408,0.9627403846153846
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,censored_by_split_boundary,6,0.002094972067039106
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,replay_complete,2801,0.9780027932960894
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,censored_by_split_boundary,7,0.0010516826923076923
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,replay_complete,6408,0.9627403846153846
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,censored_by_split_boundary,6,0.002094972067039106
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,robustness,replay_complete,2801,0.9780027932960894
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,censored_by_split_boundary,7,0.0010516826923076923
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,replay_complete,6408,0.9627403846153846
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,replay_complete,2800,0.9776536312849162
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,train,censored_by_split_boundary,8,0.001201923076923077
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,train,replay_complete,6407,0.9625901442307693
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,replay_complete,2800,0.9776536312849162
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,censored_by_split_boundary,8,0.001201923076923077
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,replay_complete,6407,0.9625901442307693
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,robustness,replay_complete,2800,0.9776536312849162
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,censored_by_split_boundary,8,0.001201923076923077
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,replay_complete,6407,0.9625901442307693
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,replay_complete,2800,0.9776536312849162
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,train,censored_by_split_boundary,8,0.001201923076923077
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,train,replay_complete,6407,0.9625901442307693
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,replay_complete,2800,0.9776536312849162
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,censored_by_split_boundary,8,0.001201923076923077
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,replay_complete,6407,0.9625901442307693
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,validation,censored_by_missing_price,33,0.009556907037358819
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,validation,censored_by_split_boundary,6,0.0017376194613379669
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,validation,replay_complete,3414,0.9887054735013032
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,censored_by_missing_price,57,0.019902234636871508
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,censored_by_split_boundary,7,0.0024441340782122905
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,robustness,replay_complete,2800,0.9776536312849162
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,censored_by_missing_price,241,0.036207932692307696
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,censored_by_split_boundary,8,0.001201923076923077
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,replay_complete,6407,0.9625901442307693
