policy_id,split,hold120_max_gain50_count,policy_retained_max_gain50_count,max_gain50_retention_vs_hold120,wilson_lower,wilson_upper,winner_exit_efficiency,winner_retention_status,first_plus50_hit_before_exit_count,exit_before_first_plus50_count,retention_gate_threshold,retention_gate_pass
hold_20d|no_exit|fixed_size|no_params,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21811031714376228,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|fixed_stop_5pct|fixed_size|stop_loss_pct=-0.05,train,1400,62,0.04428571428571428,0.0346989192266248,0.056366534081819394,0.16434416614017938,failed_winner_retention_gate,62,1338,0.6,False
hold_20d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,1400,63,0.045,0.03532963007093444,0.05716048553639934,0.1889774060392191,failed_winner_retention_gate,63,1337,0.6,False
hold_20d|fixed_stop_10pct|fixed_size|stop_loss_pct=-0.1,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.1983528722454817,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|time_stop_10d|fixed_size|time_stop_days=10,train,1400,16,0.011428571428571429,0.007046840731576804,0.01848414682794645,0.11228653377412333,failed_winner_retention_gate,16,1384,0.6,False
hold_20d|break_even_after_gain_10pct|fixed_size|activation_gain_pct=0.1,train,1400,62,0.04428571428571428,0.0346989192266248,0.056366534081819394,0.21141657738222744,failed_winner_retention_gate,62,1338,0.6,False
hold_20d|break_even_after_gain_15pct|fixed_size|activation_gain_pct=0.15,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21744967874715082,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|break_even_after_gain_20pct|fixed_size|activation_gain_pct=0.2,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21807968832424346,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21255797888227052,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,train,1400,63,0.045,0.03532963007093444,0.05716048553639934,0.20715135239922441,failed_winner_retention_gate,63,1337,0.6,False
hold_20d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21585458526741358,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21286443966664745,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|profit_lock_after_gain_30pct_lock_5pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.05,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.21779922508829605,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.2174103016596981,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|ATR_trailing_k2.5_activation_0|fixed_size|k_atr=2.5_min_activation_gain_pct=0.0,train,1400,63,0.045,0.03532963007093444,0.05716048553639934,0.1830159519347272,failed_winner_retention_gate,63,1337,0.6,False
hold_20d|ATR_trailing_k3_activation_0|fixed_size|k_atr=3.0_min_activation_gain_pct=0.0,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.19572340229241672,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|ATR_trailing_k3.5_activation_0|fixed_size|k_atr=3.5_min_activation_gain_pct=0.0,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.20479676876678227,failed_winner_retention_gate,64,1336,0.6,False
hold_20d|ATR_trailing_k2.5_activation_0.1_sensitivity|fixed_size|k_atr=2.5_min_activation_gain_pct=0.1,train,1400,63,0.045,0.03532963007093444,0.05716048553639934,0.20785748984446084,failed_winner_retention_gate,63,1337,0.6,False
hold_20d|ATR_trailing_k3_activation_0.1_sensitivity|fixed_size|k_atr=3.0_min_activation_gain_pct=0.1,train,1400,64,0.045714285714285714,0.03596107333360043,0.05795370457262295,0.2129145098666003,failed_winner_retention_gate,64,1336,0.6,False
