policy_id,policy_family_id,hold_rule_id,exit_rule_id,exit_rule_family_id,sizing_rule_id,parameter_set_id,parameter_values_json,split,event_count,replay_complete_count,censored_count,replay_complete_rate,censored_share,weighted_event_count,position_weight_mean,unweighted_net_return_mean,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,realized_loss_le_minus5_rate,realized_loss_le_minus10_rate,max_adverse_excursion_p50,max_adverse_excursion_p75,max_adverse_excursion_p90,max_gain50_retention_vs_hold120,max_gain50_retention_wilson_lower,max_gain50_retention_wilson_upper,hold120_max_gain50_count,policy_retained_max_gain50_count,winner_exit_efficiency,avg_holding_days,turnover_proxy,cost_bps_mean,winner_net_return_mean,hold120_net_return_mean,hold120_net_return_p10,hold120_realized_loss_le_minus5_rate,hold120_winner_net_return_mean,hold120_avg_holding_days,net_return_mean_delta_vs_hold120,left_tail_net_return_p10_delta_vs_hold120,bad_path_loss_compression_vs_hold120,avg_holding_days_increase_penalty,denominator_status,winner_retention_status
hold_20d|no_exit|fixed_size|no_params,hold_20d|no_exit|fixed_size,hold_20d,no_exit,no_exit,fixed_size,ecaf22503df568a0,{},train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.01030016499725745,0.01030016499725745,-0.004813701660389755,-0.1459593287356747,-0.07995892001608018,0.08501303155069029,0.1810362035480475,0.3388442287274382,0.19247686940694675,-0.06009453535079956,-0.0203666090965271,0.0028858423233032345,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21811031714376228,21.00015167602002,11.999913328614557,21.0,0.12234293182831252,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.0661179353484174,0.12159296036941702,0.07814780625616324,0.0,sufficient,failed_winner_retention_gate
hold_20d|fixed_stop_5pct|fixed_size|stop_loss_pct=-0.05,hold_20d|fixed_stop|fixed_size,hold_20d,fixed_stop_5pct,fixed_stop,fixed_size,184bb3b552945013,"{""stop_loss_pct"":-0.05}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.006193443858635936,0.006193443858635936,-0.049859691721364854,-0.08869328760457333,-0.06792630237820863,0.06207106026907038,0.16942196039155585,0.4987107538298195,0.06097376004853633,-0.05172407627105713,-0.0203666090965271,0.0028858423233032345,0.04428571428571428,0.0346989192266248,0.056366534081819394,1400,62,0.16434416614017938,13.70514181707872,18.387259567498173,21.0,0.09218430094352761,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07022465648703892,0.17885900150051837,-0.08171871884621806,0.0,sufficient,failed_winner_retention_gate
hold_20d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,hold_20d|fixed_stop|fixed_size,hold_20d,fixed_stop_8pct,fixed_stop,fixed_size,a76054f209c25cdc,"{""stop_loss_pct"":-0.08}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.006587702259107988,0.006587702259107988,-0.02543522222728823,-0.1123865034152819,-0.09087004169443536,0.0769197468401619,0.17702672704052583,0.4378886698013044,0.168057030183528,-0.06009453535079956,-0.0203666090965271,0.0028858423233032345,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.1889774060392191,16.650841801911117,15.13436996146804,21.0,0.10600163351698985,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06983039808656687,0.15516578568980982,-0.020896634817702986,0.0,sufficient,failed_winner_retention_gate
hold_20d|fixed_stop_10pct|fixed_size|stop_loss_pct=-0.1,hold_20d|fixed_stop|fixed_size,hold_20d,fixed_stop_10pct,fixed_stop,fixed_size,820234c096390337,"{""stop_loss_pct"":-0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.008040645096322352,0.008040645096322352,-0.013696798750984406,-0.1267812940612714,-0.10396001970025903,0.0809287302486077,0.1795941981621186,0.3893523433945093,0.27438192021841346,-0.06009453535079956,-0.0203666090965271,0.0028858423233032345,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.1983528722454817,17.956317306233885,14.034058081192033,21.0,0.11126054120165202,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.0683774552493525,0.14077099504382032,0.02763969158909213,0.0,sufficient,failed_winner_retention_gate
hold_20d|time_stop_10d|fixed_size|time_stop_days=10,hold_20d|time_stop|fixed_size,hold_20d,time_stop_10d,time_stop,fixed_size,c3ce4e135c0ca765,"{""time_stop_days"":10}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.005258610924480384,0.005258610924480384,-0.002005381361109624,-0.10899617349786245,-0.05786437393329859,0.05987881600632215,0.12402785741500183,0.27741544061883816,0.12058243591688154,-0.038754284381866455,-0.010948896408081055,0.009227895736694339,0.011428571428571429,0.007046840731576804,0.01848414682794645,1400,16,0.11228653377412333,11.0,22.90909090909091,21.0,0.06298401619264235,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07115948942119447,0.15855611560722926,0.13957659436476327,0.0,sufficient,failed_winner_retention_gate
hold_20d|break_even_after_gain_10pct|fixed_size|activation_gain_pct=0.1,hold_20d|break_even_after_gain|fixed_size,hold_20d,break_even_after_gain_10pct,break_even_after_gain,fixed_size,1bf1c857136dce65,"{""activation_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010581903508598124,0.010581903508598124,-0.007237690110644244,-0.14125548746420047,-0.07427162863575154,0.08157343661885474,0.18010797101574083,0.3244350068254209,0.17928105566509936,-0.05475032329559326,-0.017780959606170654,0.0028858423233032345,0.04428571428571428,0.0346989192266248,0.056366534081819394,1400,62,0.21141657738222744,20.463825269224934,12.31441319912836,21.0,0.11858826419935235,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06583619683707673,0.12629680164089124,0.09255702815818051,0.0,sufficient,failed_winner_retention_gate
hold_20d|break_even_after_gain_15pct|fixed_size|activation_gain_pct=0.15,hold_20d|break_even_after_gain|fixed_size,hold_20d,break_even_after_gain_15pct,break_even_after_gain,fixed_size,382a2a20a8a9c935,"{""activation_gain_pct"":0.15}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010514150020862994,0.010514150020862994,-0.005433330154418946,-0.1449016017701947,-0.07810495214593338,0.08438758756182008,0.1809886144000279,0.3356590323069923,0.18929167298650085,-0.05864661931991577,-0.01967644691467285,0.0028858423233032345,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21744967874715082,20.873957227362354,12.072459345162837,21.0,0.12197236504642789,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06590395032481186,0.12265068733489701,0.08133300267660915,0.0,sufficient,failed_winner_retention_gate
hold_20d|break_even_after_gain_20pct|fixed_size|activation_gain_pct=0.2,hold_20d|break_even_after_gain|fixed_size,hold_20d,break_even_after_gain_20pct,break_even_after_gain,fixed_size,4d94dcba7da306e7,"{""activation_gain_pct"":0.2}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010347309676448334,0.010347309676448334,-0.004882906652533223,-0.1455465040213307,-0.07939002875218992,0.08470555210621278,0.1809886144000279,0.33808584862733204,0.19156681328681935,-0.05967670679092407,-0.020151138305664062,0.0028858423233032345,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21807968832424346,20.961322614894584,12.02214214388052,21.0,0.12232575144167404,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06607079066922653,0.122005785083761,0.07890618635626939,0.0,sufficient,failed_winner_retention_gate
hold_20d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,hold_20d|profit_lock_after_gain|fixed_size,hold_20d,profit_lock_after_gain_15pct_lock_5pct,profit_lock_after_gain,fixed_size,c7475cc21dbd08a2,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.05}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010378328985001253,0.010378328985001253,-0.0019610136792247526,-0.1449016017701947,-0.07772593588735477,0.08116698659268473,0.1791627429844067,0.3317154557864402,0.1886849689064159,-0.05814570188522339,-0.018820583820343018,0.00469286441802981,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21255797888227052,20.70772030941908,12.16937433162914,21.0,0.11922850170731242,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.0660397713606736,0.12265068733489701,0.08527657919716125,0.0,sufficient,failed_winner_retention_gate
hold_20d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,hold_20d|profit_lock_after_gain|fixed_size,hold_20d,profit_lock_after_gain_15pct_lock_10pct,profit_lock_after_gain,fixed_size,853baf57901ae627,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010270561782723802,0.010270561782723802,0.0003937036094550004,-0.1449016017701947,-0.07763476681547432,0.08321837474133087,0.17220774968142571,0.330957075686334,0.18853329288639467,-0.05814570188522339,-0.018633544445037842,0.005342078208923348,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.20715135239922441,20.418019111178523,12.342039579247638,21.0,0.11619580456625755,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06614753856295105,0.12265068733489701,0.08603495929726745,0.0,sufficient,failed_winner_retention_gate
hold_20d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,hold_20d|profit_lock_after_gain|fixed_size,hold_20d,profit_lock_after_gain_20pct_lock_5pct,profit_lock_after_gain,fixed_size,73bb13ad8a7fa24a,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.05}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.01022763851147534,0.01022763851147534,-0.0039128802465140475,-0.1455465040213307,-0.0793692977394127,0.0834869742472133,0.18032093577436298,0.3370241164871834,0.19156681328681935,-0.059510231018066406,-0.019851088523864746,0.0034396171569824295,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21585458526741358,20.910966176247534,12.05109309039212,21.0,0.12107764160827594,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06619046183419951,0.122005785083761,0.07996791849641804,0.0,sufficient,failed_winner_retention_gate
hold_20d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,hold_20d|profit_lock_after_gain|fixed_size,hold_20d,profit_lock_after_gain_20pct_lock_10pct,profit_lock_after_gain,fixed_size,8c4699fe4061a6d0,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010088823187061016,0.010088823187061016,-0.0030000247989665587,-0.1455465040213307,-0.0793692977394127,0.08417045284228153,0.17904347493901476,0.3370241164871834,0.19156681328681935,-0.059510231018066406,-0.019780278205871582,0.003543901443481463,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21286443966664745,20.837403306537237,12.093637402552027,21.0,0.11940040238281492,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06632927715861384,0.122005785083761,0.07996791849641804,0.0,sufficient,failed_winner_retention_gate
hold_20d|profit_lock_after_gain_30pct_lock_5pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.05,hold_20d|profit_lock_after_gain|fixed_size,hold_20d,profit_lock_after_gain_30pct_lock_5pct,profit_lock_after_gain,fixed_size,3ef691526ed452f3,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.05}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010253439537098421,0.010253439537098421,-0.0045703180645235795,-0.1459593287356747,-0.07995810767584377,0.08461872188570019,0.1807713927340285,0.33854087668739574,0.19232519338692552,-0.05994701385498047,-0.020332634449005127,0.0029337406158447335,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.21779922508829605,20.99256787501896,12.00424843212624,21.0,0.12216843336976804,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06616466080857643,0.12159296036941702,0.07845115829620569,0.0,sufficient,failed_winner_retention_gate
hold_20d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,hold_20d|profit_lock_after_gain|fixed_size,hold_20d,profit_lock_after_gain_30pct_lock_10pct,profit_lock_after_gain,fixed_size,08099a033f356681,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.0102270143724528,0.0102270143724528,-0.0045703180645235795,-0.1459593287356747,-0.07995810767584377,0.08495523203704614,0.1804688727239647,0.33854087668739574,0.19232519338692552,-0.05994701385498047,-0.020332634449005127,0.0029337406158447335,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.2174103016596981,20.9849840740179,12.008586668979573,21.0,0.12195027756157659,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06619108597322206,0.12159296036941702,0.07845115829620569,0.0,sufficient,failed_winner_retention_gate
hold_20d|ATR_trailing_k2.5_activation_0|fixed_size|k_atr=2.5_min_activation_gain_pct=0.0,hold_20d|ATR_trailing|fixed_size,hold_20d,ATR_trailing_k2.5_activation_0,ATR_trailing,fixed_size,7c0564fccf7049c0,"{""k_atr"":2.5,""min_activation_gain_pct"":0.0}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.006594724093699577,0.006594724093699577,-0.02387700435267604,-0.1220231118284119,-0.08039062959067844,0.07266628017234322,0.17322368197345794,0.3887456393144244,0.1633550735628697,-0.047413766384124756,-0.01609516143798828,0.005617976188659668,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.1830159519347272,16.04914303048688,15.701772955808414,21.0,0.10265772121309485,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06982337625197528,0.1455291772766798,0.028246395669177027,0.0,sufficient,failed_winner_retention_gate
