policy_id,policy_family_id,hold_rule_id,exit_rule_id,exit_rule_family_id,sizing_rule_id,parameter_set_id,parameter_values_json,split,event_count,replay_complete_count,censored_count,replay_complete_rate,censored_share,weighted_event_count,position_weight_mean,unweighted_net_return_mean,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,realized_loss_le_minus5_rate,realized_loss_le_minus10_rate,max_adverse_excursion_p50,max_adverse_excursion_p75,max_adverse_excursion_p90,max_gain50_retention_vs_hold120,max_gain50_retention_wilson_lower,max_gain50_retention_wilson_upper,hold120_max_gain50_count,policy_retained_max_gain50_count,winner_exit_efficiency,avg_holding_days,turnover_proxy,cost_bps_mean,winner_net_return_mean,hold120_net_return_mean,hold120_net_return_p10,hold120_realized_loss_le_minus5_rate,hold120_winner_net_return_mean,hold120_avg_holding_days,net_return_mean_delta_vs_hold120,left_tail_net_return_p10_delta_vs_hold120,bad_path_loss_compression_vs_hold120,avg_holding_days_increase_penalty,denominator_status,winner_retention_status
baseline_hold120_no_exit_fixed_size,hold_120d|no_exit|fixed_size,hold_120d,no_exit,no_exit,fixed_size,ecaf22503df568a0,{},train,6656,6403,253,0.9619891826923077,0.038010817307692304,6403.0,1.0,0.07641810034567485,0.07641810034567485,0.0043620293187831465,-0.2675522891050917,-0.15406607840186887,0.22705934765828661,0.5253204755426624,0.41699203498360143,0.3345306887396533,-0.14594590663909912,-0.06594663858413696,-0.015780925750732422,0.9514285714285714,0.9388804313843112,0.9615061415139069,1400,1332,1.0,121.0,2.0826446280991737,21.0,0.5609222591138275,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,0.0,0.0,0.0,0.0,sufficient,passed
hold_120d|fixed_stop_5pct|fixed_size|stop_loss_pct=-0.05,hold_120d|fixed_stop|fixed_size,hold_120d,fixed_stop_5pct,fixed_stop,fixed_size,184bb3b552945013,"{""stop_loss_pct"":-0.05}",train,6656,6412,244,0.9633413461538461,0.03665865384615385,6412.0,1.0,0.026166210999142958,0.026166210999142958,-0.06021361480932476,-0.09667493568954565,-0.07549704485977807,-0.046157257563730805,0.33052693772943254,0.7091391141609482,0.08858390517779165,-0.05767011642456055,-0.050940945744514465,-0.01579098701477046,0.55,0.5238386643856067,0.5758876965366645,1400,770,0.5303244306148694,41.190268247036805,6.1179499606227665,21.0,0.29747077768374686,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.050251889346531894,0.17087735341554605,-0.2921470791773468,0.0,sufficient,failed_winner_retention_gate
hold_120d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,hold_120d|fixed_stop|fixed_size,hold_120d,fixed_stop_8pct,fixed_stop,fixed_size,a76054f209c25cdc,"{""stop_loss_pct"":-0.08}",train,6656,6412,244,0.9633413461538461,0.03665865384615385,6412.0,1.0,0.033483887633653835,0.033483887633653835,-0.08738172637257619,-0.1270034838925654,-0.10330050042421093,0.04122179236136152,0.4113313361084737,0.7097629444791017,0.2897691827822832,-0.08571428060531616,-0.06601987779140472,-0.01579098701477046,0.6785714285714286,0.6536475851810422,0.7025179895413542,1400,950,0.6634450462848023,55.94120399251403,4.504729644962991,21.0,0.37214109415994917,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.04293421271202102,0.1405488052125263,-0.2927709094955003,0.0,sufficient,passed
hold_120d|fixed_stop_10pct|fixed_size|stop_loss_pct=-0.1,hold_120d|fixed_stop|fixed_size,hold_120d,fixed_stop_10pct,fixed_stop,fixed_size,820234c096390337,"{""stop_loss_pct"":-0.1}",train,6656,6411,245,0.9631911057692307,0.03680889423076923,6411.0,1.0,0.039267489440627336,0.039267489440627336,-0.10492075868741779,-0.1449571428571429,-0.12116112816229324,0.11157152265405246,0.4382845361468843,0.6510684760567774,0.5740134144439245,-0.10432803630828857,-0.06601044535636902,-0.015781879425048828,0.74,0.7163886831238586,0.7622978493030421,1400,1036,0.7302494521256426,65.44018093901107,3.8508450982869213,21.0,0.4096131724029503,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.03715061090504752,0.12259514624794882,-0.234076441073176,0.0,sufficient,passed
hold_120d|time_stop_10d|fixed_size|time_stop_days=10,hold_120d|time_stop|fixed_size,hold_120d,time_stop_10d,time_stop,fixed_size,c3ce4e135c0ca765,"{""time_stop_days"":10}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.0055739978828683425,0.0055739978828683425,-0.0013360405832494406,-0.10896650415847998,-0.05777850621152543,0.06020633362867299,0.12464794330583753,0.2763834762275916,0.11971940763834762,-0.03870964050292969,-0.010944932699203491,0.00921041965484621,0.011428571428571429,0.007046840731576804,0.01848414682794645,1400,16,0.1146892480740696,11.0,22.90909090909091,21.0,0.06433175212577331,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07084410246280651,0.15858578494661174,0.14060855875600986,0.0,sufficient,failed_winner_retention_gate
hold_120d|time_stop_20d|fixed_size|time_stop_days=20,hold_120d|time_stop|fixed_size,hold_120d,time_stop_20d,time_stop,fixed_size,61cd369d3febf08c,"{""time_stop_days"":20}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.010340441505524187,0.010340441505524187,-0.0046750844595285865,-0.1458720809521146,-0.07987514673990315,0.08517937010116239,0.18094179510233843,0.33904910366328916,0.1926734216679657,-0.059855520725250244,-0.02033039927482605,0.0028286218643188534,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.22033006591841442,21.0,12.0,21.0,0.12358803832565556,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06607765884015067,0.12168020815297712,0.07794293132031227,0.0,sufficient,failed_winner_retention_gate
hold_120d|time_stop_40d|fixed_size|time_stop_days=40,hold_120d|time_stop|fixed_size,hold_120d,time_stop_40d,time_stop,fixed_size,9b648f491fc32746,"{""time_stop_days"":40}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.023814056728358072,0.023814056728358072,-0.007702235658404231,-0.1865783360166435,-0.10715702427845764,0.11775242384720808,0.2756164131463836,0.39547934528448947,0.26609508963367107,-0.08621376752853394,-0.03436368703842163,-0.0044014334678649045,0.21214285714285713,0.19153017148099907,0.23433092206649778,1400,297,0.42818383477991356,41.0,6.146341463414634,21.0,0.240177843920771,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.052604043617316784,0.08097395308844821,0.021512689699111964,0.0,sufficient,failed_winner_retention_gate
hold_120d|time_stop_60d|fixed_size|time_stop_days=60,hold_120d|time_stop|fixed_size,hold_120d,time_stop_60d,time_stop,fixed_size,ca957c223937d2da,"{""time_stop_days"":60}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.03907873706101838,0.03907873706101838,-0.011871977863882843,-0.2143803057877209,-0.1287998350995434,0.15072439145483596,0.3516944371927255,0.4199532346063913,0.3134840218238504,-0.10756969451904297,-0.044135719537734985,-0.00886039733886718,0.44571428571428573,0.4198617598869089,0.4718639053974826,1400,624,0.6326815089452285,61.0,4.131147540983607,21.0,0.3548851412971028,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.03733936328465647,0.0531719833173708,-0.002961199622789845,0.0,sufficient,failed_winner_retention_gate
hold_120d|break_even_after_gain_10pct|fixed_size|activation_gain_pct=0.1,hold_120d|break_even_after_gain|fixed_size,hold_120d,break_even_after_gain_10pct,break_even_after_gain,fixed_size,1bf1c857136dce65,"{""activation_gain_pct"":0.1}",train,6656,6411,245,0.9631911057692307,0.03680889423076923,6411.0,1.0,0.0543846638111413,0.0543846638111413,-0.013867925645756018,-0.2379722445080349,-0.0798061529226447,0.12308022149386166,0.45019181500531963,0.31024801123069723,0.22804554671658087,-0.0825914740562439,-0.027659475803375244,-0.006822109222412109,0.7957142857142857,0.7737990899533728,0.8160111017869157,1400,1114,0.7999388300158359,93.26407736702542,2.702004963907974,21.0,0.4487034956853547,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.022033436534533553,0.02958004459705682,0.1067440237529042,0.0,sufficient,passed
hold_120d|break_even_after_gain_15pct|fixed_size|activation_gain_pct=0.15,hold_120d|break_even_after_gain|fixed_size,hold_120d,break_even_after_gain_15pct,break_even_after_gain,fixed_size,382a2a20a8a9c935,"{""activation_gain_pct"":0.15}",train,6656,6410,246,0.9630408653846154,0.036959134615384616,6410.0,1.0,0.06087950018367054,0.06087950018367054,-0.012874294343695813,-0.25874832014612265,-0.11954606269708565,0.17247673361788501,0.4909672997386787,0.35647425897035884,0.271606864274571,-0.10680070519447327,-0.03703822195529938,-0.009064894914627074,0.8728571428571429,0.854380659845591,0.8892930601747728,1400,1222,0.8839457186710439,105.56801872074882,2.3870865727488617,21.0,0.4958248294509578,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.015538600162004312,0.008803968958969066,0.0605177760132426,0.0,sufficient,passed
hold_120d|break_even_after_gain_20pct|fixed_size|activation_gain_pct=0.2,hold_120d|break_even_after_gain|fixed_size,hold_120d,break_even_after_gain_20pct,break_even_after_gain,fixed_size,4d94dcba7da306e7,"{""activation_gain_pct"":0.2}",train,6656,6406,250,0.9624399038461539,0.03756009615384615,6406.0,1.0,0.06520432788119375,0.06520432788119375,-0.011530928490624547,-0.26246385300713876,-0.13385942398502368,0.1941452152720302,0.49958570015900045,0.37980018732438336,0.2947236965344989,-0.12268322706222534,-0.04414241015911102,-0.01090914011001587,0.9107142857142857,0.8946314885129546,0.9245493333485572,1400,1275,0.9238480020979739,111.9478613799563,2.2510479154639693,21.0,0.5182069084145916,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.011213772464481103,0.005088436097952953,0.03719184765921807,0.0,sufficient,passed
hold_120d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,hold_120d|profit_lock_after_gain|fixed_size,hold_120d,profit_lock_after_gain_15pct_lock_5pct,profit_lock_after_gain,fixed_size,c7475cc21dbd08a2,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.05}",train,6656,6411,245,0.9631911057692307,0.03680889423076923,6411.0,1.0,0.057868632212966724,0.057868632212966724,0.025120638495883522,-0.25871508572736684,-0.11722264205049238,0.10500261102882746,0.4477806029361104,0.32631414755888316,0.267041023241304,-0.10679614543914795,-0.030576735734939575,0.0008543729782104492,0.7864285714285715,0.7641921715786308,0.807097410276093,1400,1101,0.8095142836516326,99.3949461862424,2.5353401724048643,21.0,0.45407458077078555,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.01854946813270813,0.008837203377724867,0.09067788742471827,0.0,sufficient,passed
hold_120d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,hold_120d|profit_lock_after_gain|fixed_size,hold_120d,profit_lock_after_gain_15pct_lock_10pct,profit_lock_after_gain,fixed_size,853baf57901ae627,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.1}",train,6656,6412,244,0.9633413461538461,0.03665865384615385,6412.0,1.0,0.049725614378309566,0.049725614378309566,0.06120384501797725,-0.258691981259073,-0.11676137050506358,0.09694785362598957,0.3392597019218938,0.31862133499688083,0.2659076731129133,-0.10674723982810974,-0.029229357838630676,0.002373671531677299,0.6285714285714286,0.6029414096162171,0.6534978041839083,1400,880,0.6727839052265498,91.58484092326887,2.751547062369517,21.0,0.3773794680150996,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.026692485967365287,0.008860307846018711,0.0983706999867206,0.0,sufficient,passed
hold_120d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,hold_120d|profit_lock_after_gain|fixed_size,hold_120d,profit_lock_after_gain_20pct_lock_5pct,profit_lock_after_gain,fixed_size,73bb13ad8a7fa24a,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.05}",train,6656,6407,249,0.9625901442307693,0.03740985576923077,6407.0,1.0,0.06393861127564185,0.06393861127564185,0.02111490820708694,-0.2624142087320005,-0.13331947399491179,0.161731239198884,0.48346096397092375,0.3585141251755892,0.2923365069455283,-0.12267029285430908,-0.03970283269882202,-0.0029110074043273877,0.8657142857142858,0.8468497505011187,0.8825773465303494,1400,1212,0.8835101005937829,108.26876853441549,2.3275410204734763,21.0,0.4955804815749497,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.012479489070033004,0.005138080373091214,0.05847790980801221,0.0,sufficient,passed
hold_120d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,hold_120d|profit_lock_after_gain|fixed_size,hold_120d,profit_lock_after_gain_20pct_lock_10pct,profit_lock_after_gain,fixed_size,8c4699fe4061a6d0,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.1}",train,6656,6408,248,0.9627403846153846,0.037259615384615384,6408.0,1.0,0.05975024122633147,0.05975024122633147,0.04992338394374084,-0.2623645644568622,-0.13273643284085268,0.11004949276811427,0.43667750067026284,0.35408863920099876,0.2916666666666667,-0.12264382839202881,-0.03912617266178131,-0.0017754971981048578,0.7757142857142857,0.7531274864777256,0.7967921608936545,1400,1086,0.8045743046544681,103.5117041198502,2.4345073066155285,21.0,0.4513036365917212,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.016667859119343383,0.00518772464822953,0.06290339578260268,0.0,sufficient,passed
hold_120d|profit_lock_after_gain_30pct_lock_5pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.05,hold_120d|profit_lock_after_gain|fixed_size,hold_120d,profit_lock_after_gain_30pct_lock_5pct,profit_lock_after_gain,fixed_size,3ef691526ed452f3,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.05}",train,6656,6406,250,0.9624399038461539,0.03756009615384615,6406.0,1.0,0.06848872835645621,0.06848872835645621,0.013163851716178166,-0.2654356582473335,-0.14785026413264551,0.19710424899794082,0.5068192312981202,0.3950983453012801,0.3198563846394006,-0.13782677054405212,-0.053209587931632996,-0.009590059518814087,0.9264285714285714,0.9115551151995662,0.9389682772375163,1400,1297,0.9384576813079224,116.15032781767093,2.1696021417656395,21.0,0.5264018026819642,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.007929371989218642,0.002116630857758206,0.02189368968232136,0.0,sufficient,passed
hold_120d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,hold_120d|profit_lock_after_gain|fixed_size,hold_120d,profit_lock_after_gain_30pct_lock_10pct,profit_lock_after_gain,fixed_size,08099a033f356681,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.1}",train,6656,6407,249,0.9625901442307693,0.03740985576923077,6407.0,1.0,0.06726186304185236,0.06726186304185236,0.02491630127590793,-0.26542613041162094,-0.14729718512604117,0.17445624267468907,0.49730160590090594,0.39300764788512565,0.3193382238176994,-0.13781219720840454,-0.0531979501247406,-0.009186863899230922,0.9057142857142857,0.889277347256245,0.9199308385130398,1400,1268,0.9135978514093246,114.39175901357889,2.202955896238,21.0,0.5124573707340573,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.009156237303822493,0.00212615869347077,0.02398438709847578,0.0,sufficient,passed
hold_120d|ATR_trailing_k2.5_activation_0|fixed_size|k_atr=2.5_min_activation_gain_pct=0.0,hold_120d|ATR_trailing|fixed_size,hold_120d,ATR_trailing_k2.5_activation_0,ATR_trailing,fixed_size,7c0564fccf7049c0,"{""k_atr"":2.5,""min_activation_gain_pct"":0.0}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.014401917396694228,0.014401917396694228,-0.035295086836297354,-0.12448458895950308,-0.08461828738018995,0.04750532150355989,0.20665900982902907,0.42681215900233826,0.17490257209664847,-0.048872172832489014,-0.01687532663345337,0.004523730278015137,0.31214285714285717,0.2884124470071843,0.33690136838485457,1400,437,0.34531395783752417,23.38908807482463,10.774255036956564,21.0,0.19369428533376104,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.062016182948980626,0.14306770014558862,-0.009820124018736831,0.0,sufficient,failed_winner_retention_gate
hold_120d|ATR_trailing_k3_activation_0|fixed_size|k_atr=3.0_min_activation_gain_pct=0.0,hold_120d|ATR_trailing|fixed_size,hold_120d,ATR_trailing_k3_activation_0,ATR_trailing,fixed_size,40c5493c4c555643,"{""k_atr"":3.0,""min_activation_gain_pct"":0.0}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.019122727927565013,0.019122727927565013,-0.04187268955801128,-0.13960004016050676,-0.09398835817729156,0.05361515214394495,0.24336296437087118,0.4646921278254092,0.2269680436477007,-0.05648535490036011,-0.021269947290420532,0.001893258094787608,0.41714285714285715,0.3915749565984063,0.4431642167304017,1400,584,0.44216314383919747,29.23912704598597,8.61858835948371,21.0,0.2480191495391549,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.057295372418109836,0.12795224894458496,-0.04770009284180776,0.0,sufficient,failed_winner_retention_gate
hold_120d|ATR_trailing_k3.5_activation_0|fixed_size|k_atr=3.5_min_activation_gain_pct=0.0,hold_120d|ATR_trailing|fixed_size,hold_120d,ATR_trailing_k3.5_activation_0,ATR_trailing,fixed_size,ab065b19d831b177,"{""k_atr"":3.5,""min_activation_gain_pct"":0.0}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.024368162804305333,0.024368162804305333,-0.045962172849786334,-0.1500419152999573,-0.10350759232689039,0.06206421965409369,0.277657731648232,0.4827747466874513,0.26687451286048325,-0.06396275758743286,-0.025439828634262085,0.0,0.5228571428571429,0.4966666044796358,0.5489225890848309,1400,732,0.5279563657770922,35.8,7.039106145251397,21.0,0.29614247740521277,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.05204993754136952,0.1175103738051344,-0.06578271170384986,0.0,sufficient,failed_winner_retention_gate
hold_120d|ATR_trailing_k2.5_activation_0.1_sensitivity|fixed_size|k_atr=2.5_min_activation_gain_pct=0.1,hold_120d|ATR_trailing|fixed_size,hold_120d,ATR_trailing_k2.5_activation_0.1_sensitivity,ATR_trailing,fixed_size,d0c88cf2beaa8dcf,"{""k_atr"":2.5,""min_activation_gain_pct"":0.1}",train,6656,6413,243,0.9634915865384616,0.036508413461538464,6413.0,1.0,0.04194658122929904,0.04194658122929904,0.029653088011508892,-0.23833150815642207,-0.07396552978841942,0.13390982038417332,0.30199792134961867,0.28489006705130204,0.2237642289100265,-0.08265769481658936,-0.021669626235961914,0.0038685321807861335,0.4614285714285714,0.4354565843992512,0.487611651460711,1400,646,0.5525172074055483,72.42897239981288,3.4792706792655124,21.0,0.3099192001771834,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.03447151911637581,0.029220780948669645,0.1321019679322994,0.0,sufficient,failed_winner_retention_gate
hold_120d|ATR_trailing_k3_activation_0.1_sensitivity|fixed_size|k_atr=3.0_min_activation_gain_pct=0.1,hold_120d|ATR_trailing|fixed_size,hold_120d,ATR_trailing_k3_activation_0.1_sensitivity,ATR_trailing,fixed_size,6fbf2ab4aaffe921,"{""k_atr"":3.0,""min_activation_gain_pct"":0.1}",train,6656,6413,243,0.9634915865384616,0.036508413461538464,6413.0,1.0,0.04662714856082077,0.04662714856082077,0.01829080388988901,-0.23847995410207626,-0.08569212197869847,0.13475698657105983,0.335334040368327,0.3062529237486356,0.2324964915016373,-0.08462327718734741,-0.025050461292266846,0.0017533779144287111,0.5707142857142857,0.5446277000213502,0.5964138675687187,1400,799,0.6421368184291987,76.34819897084049,3.300667250791939,21.0,0.3601888348534718,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.02979095178485408,0.029072335003015454,0.11073911123496583,0.0,sufficient,failed_winner_retention_gate
hold_120d|ATR_trailing_k3.5_activation_0.1_sensitivity|fixed_size|k_atr=3.5_min_activation_gain_pct=0.1,hold_120d|ATR_trailing|fixed_size,hold_120d,ATR_trailing_k3.5_activation_0.1_sensitivity,ATR_trailing,fixed_size,c0b6dc9ca932d192,"{""k_atr"":3.5,""min_activation_gain_pct"":0.1}",train,6656,6413,243,0.9634915865384616,0.036508413461538464,6413.0,1.0,0.04891625384809482,0.04891625384809482,0.012172623530904526,-0.23847995410207626,-0.09619747367667075,0.13940054725329554,0.35455386427989494,0.32948697957274287,0.24434741930453766,-0.08741092681884766,-0.02791881561279297,0.0,0.6607142857142857,0.6355033028117716,0.6850457144383852,1400,925,0.6992125596939077,80.43708092936224,3.132883454849634,21.0,0.3922038885842687,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.02750184649758003,0.029072335003015454,0.08750505541085857,0.0,sufficient,passed
hold_120d|EMA_trailing_10d_confirm_1d|fixed_size|confirm_days=1_ema_window=10,hold_120d|EMA_trailing|fixed_size,hold_120d,EMA_trailing_10d_confirm_1d,EMA_trailing,fixed_size,bfea6441999333b8,"{""confirm_days"":1,""ema_window"":10}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.00051711588205835,0.00051711588205835,-0.021945574151913234,-0.0725216900832552,-0.04653787719855236,0.019499180889207428,0.09698965899525985,0.22338269680436476,0.03445050662509743,-0.024286329746246338,-0.006809920072555542,0.012028956413269044,0.055714285714285716,0.04487017018048293,0.06898987991019465,1400,78,0.101042989022226,8.155261106780982,30.900298187934858,21.0,0.056677261669960684,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.0759009844636165,0.1950305990218365,0.19360933817923667,0.0,sufficient,failed_winner_retention_gate
hold_120d|EMA_trailing_10d_confirm_2d|fixed_size|confirm_days=2_ema_window=10,hold_120d|EMA_trailing|fixed_size,hold_120d,EMA_trailing_10d_confirm_2d,EMA_trailing,fixed_size,b875abad0f9e182f,"{""confirm_days"":2,""ema_window"":10}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.006272922249723031,0.006272922249723031,-0.024643749316872084,-0.08794283773061204,-0.05572827990614511,0.030611976378205775,0.12980092348848143,0.289166017147311,0.06890101325019486,-0.03269070386886597,-0.01061907410621643,0.008751463890075686,0.11714285714285715,0.10133534994385271,0.13504565785132927,1400,164,0.1680998107172154,12.05705378020265,20.900628345357223,21.0,0.09429092558410725,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07014517809595182,0.17960945137447967,0.12782601783629044,0.0,sufficient,failed_winner_retention_gate
hold_120d|EMA_trailing_10d_confirm_3d|fixed_size|confirm_days=3_ema_window=10,hold_120d|EMA_trailing|fixed_size,hold_120d,EMA_trailing_10d_confirm_3d,EMA_trailing,fixed_size,0c0858e1ec4b6cb9,"{""confirm_days"":3,""ema_window"":10}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.009124223699709645,0.009124223699709645,-0.028772522429693533,-0.10151423039414427,-0.06574397138232357,0.0362510134313969,0.1548365180988585,0.3543257989088075,0.10272798129384256,-0.040350914001464844,-0.014230340719223022,0.006156444549560557,0.18214285714285713,0.16280402652674625,0.20322125046738798,1400,255,0.23604740300944244,15.919407638347623,15.82973473164713,21.0,0.13240424255400854,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.0672938766459652,0.16603805871094746,0.06266623607479394,0.0,sufficient,failed_winner_retention_gate
hold_120d|EMA_trailing_20d_confirm_1d|fixed_size|confirm_days=1_ema_window=20,hold_120d|EMA_trailing|fixed_size,hold_120d,EMA_trailing_20d_confirm_1d,EMA_trailing,fixed_size,5e3c4499d7550543,"{""confirm_days"":1,""ema_window"":20}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.0020089535057551964,0.0020089535057551964,-0.02813231175184406,-0.09084934836039286,-0.05875921151339909,0.019601887152223545,0.12711967857312648,0.30818394388152764,0.0745128604832424,-0.031109988689422607,-0.010729581117630005,0.007958245277404795,0.1457142857142857,0.12820213056609392,0.16516536918467145,1400,204,0.1700258301928938,13.23522992985191,19.04009233958353,21.0,0.09537127277950203,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07440914683991966,0.17670294074469883,0.10880809110207379,0.0,sufficient,failed_winner_retention_gate
hold_120d|EMA_trailing_20d_confirm_2d|fixed_size|confirm_days=2_ema_window=20,hold_120d|EMA_trailing|fixed_size,hold_120d,EMA_trailing_20d_confirm_2d,EMA_trailing,fixed_size,5145b2096ded06f7,"{""confirm_days"":2,""ema_window"":20}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.009697427294390364,0.009697427294390364,-0.031320760678451916,-0.10212588077250706,-0.06736330447755562,0.030882239247272503,0.16223014921540915,0.3644583008573655,0.10646921278254091,-0.04029953479766846,-0.014891654253005981,0.005456638336181646,0.24428571428571427,0.22249866820874714,0.2674722287887811,1400,342,0.26471051606839724,17.899142634450506,14.078886634210917,21.0,0.14848202068427252,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06672067305128448,0.16542640833258465,0.05253373412623591,0.0,sufficient,failed_winner_retention_gate
hold_120d|EMA_trailing_20d_confirm_3d|fixed_size|confirm_days=3_ema_window=20,hold_120d|EMA_trailing|fixed_size,hold_120d,EMA_trailing_20d_confirm_3d,EMA_trailing,fixed_size,921c52eff32c8689,"{""confirm_days"":3,""ema_window"":20}",train,6656,6415,241,0.9637920673076923,0.036207932692307696,6415.0,1.0,0.01305841358041382,0.01305841358041382,-0.036036650997927425,-0.11620655225750276,-0.07582311647524154,0.033332041608280835,0.1905595890300765,0.4151208106001559,0.1480904130943102,-0.04812133312225342,-0.018775492906570435,0.0030311584472656355,0.3142857142857143,0.29050443040610724,0.33908337188260035,1400,440,0.3345587934478877,21.752922837100545,11.584650112866818,21.0,0.18766147422718557,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06335968676526103,0.15134573684758895,0.0018712243834455577,0.0,sufficient,failed_winner_retention_gate
hold_120d|no_exit|volatility_scaled|no_params,hold_120d|no_exit|volatility_scaled,hold_120d,no_exit,no_exit,volatility_scaled,ecaf22503df568a0,{},train,6656,6403,253,0.9619891826923077,0.038010817307692304,4851.857800048334,0.7577475870761102,0.07641810034567485,0.0546586842408249,0.0034286110429347797,-0.19805243279756876,-0.11178564037369883,0.16403255824800483,0.3752880672865037,0.38669373731063567,0.2753396845228799,-0.14594590663909912,-0.06594663858413696,-0.015780925750732422,0.9514285714285714,0.9388804313843112,0.9615061415139069,1400,1332,0.7003644587180973,121.0,2.0826446280991737,21.0,0.39285001438718814,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.021759416104849952,0.06949985630752295,0.030298297672965768,0.0,sufficient,passed
