policy_id,hold_rule_id,max_holding_days,exit_rule_id,exit_rule_family_id,sizing_rule_id,policy_family_id,parameter_set_id,parameter_values_json,is_baseline_policy,is_train_selectable,is_validation_selectable,is_sensitivity_policy,parameter_reference_group_id,validation_family_reference_set_id,selection_family_key,invalid_policy_reason,entry_rule_text,hold_rule_formula,exit_rule_formula,sizing_rule_formula,cost_model_id,formula_hash
hold_120d|break_even_after_gain_20pct|market_state_scaled|activation_gain_pct=0.2,hold_120d,120,break_even_after_gain_20pct,break_even_after_gain,market_state_scaled,hold_120d|break_even_after_gain|market_state_scaled,4d94dcba7da306e7,"{""activation_gain_pct"":0.2}",False,True,True,False,hold_120d|break_even_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|break_even_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.2; stop_floor=0,market_state_scaled,a_share_daily_replay_default_v1,b81efd099a58dd500b2effb4471cd0b7225454614d4667b7c2d24c2be6a9b269
hold_120d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,hold_120d,120,profit_lock_after_gain_15pct_lock_5pct,profit_lock_after_gain,market_state_scaled,hold_120d|profit_lock_after_gain|market_state_scaled,c7475cc21dbd08a2,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.05}",False,True,True,False,hold_120d|profit_lock_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.15; stop_floor=0.05,market_state_scaled,a_share_daily_replay_default_v1,29bf4c58f23f359bfe1e4f6f2222681c174c7363666bd1c689c916150394da88
hold_120d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,hold_120d,120,profit_lock_after_gain_15pct_lock_10pct,profit_lock_after_gain,market_state_scaled,hold_120d|profit_lock_after_gain|market_state_scaled,853baf57901ae627,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.1}",False,True,True,False,hold_120d|profit_lock_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.15; stop_floor=0.1,market_state_scaled,a_share_daily_replay_default_v1,70bfd21c4246630df40deb91626b9a40b6eb69a9385a3fc325e432650d7046f4
hold_120d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,hold_120d,120,profit_lock_after_gain_20pct_lock_5pct,profit_lock_after_gain,market_state_scaled,hold_120d|profit_lock_after_gain|market_state_scaled,73bb13ad8a7fa24a,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.05}",False,True,True,False,hold_120d|profit_lock_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.2; stop_floor=0.05,market_state_scaled,a_share_daily_replay_default_v1,b1c7159b75927ee8482b278d094ef57e20faefc175d2cd364ecadbc651864aea
hold_120d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,hold_120d,120,profit_lock_after_gain_20pct_lock_10pct,profit_lock_after_gain,market_state_scaled,hold_120d|profit_lock_after_gain|market_state_scaled,8c4699fe4061a6d0,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.1}",False,True,True,False,hold_120d|profit_lock_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.2; stop_floor=0.1,market_state_scaled,a_share_daily_replay_default_v1,77ef64cd20215849358f4e5cead821357751edbc4f6b2a9f1ba21beed1603fcb
hold_120d|profit_lock_after_gain_30pct_lock_5pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.05,hold_120d,120,profit_lock_after_gain_30pct_lock_5pct,profit_lock_after_gain,market_state_scaled,hold_120d|profit_lock_after_gain|market_state_scaled,3ef691526ed452f3,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.05}",False,True,True,False,hold_120d|profit_lock_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.3; stop_floor=0.05,market_state_scaled,a_share_daily_replay_default_v1,f5c5994e691bc2722516752c3ad1ec17ea1a3ab2157c848e5450809c2f04cd0a
hold_120d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,hold_120d,120,profit_lock_after_gain_30pct_lock_10pct,profit_lock_after_gain,market_state_scaled,hold_120d|profit_lock_after_gain|market_state_scaled,08099a033f356681,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.1}",False,True,True,False,hold_120d|profit_lock_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.3; stop_floor=0.1,market_state_scaled,a_share_daily_replay_default_v1,083912085dc138651670513c8679864516348483e16843dc0428b86943982676
hold_120d|ATR_trailing_k2.5_activation_0|market_state_scaled|k_atr=2.5_min_activation_gain_pct=0.0,hold_120d,120,ATR_trailing_k2.5_activation_0,ATR_trailing,market_state_scaled,hold_120d|ATR_trailing|market_state_scaled,7c0564fccf7049c0,"{""k_atr"":2.5,""min_activation_gain_pct"":0.0}",False,True,True,False,hold_120d|ATR_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(2.5)*ATR14);activation=0.0",market_state_scaled,a_share_daily_replay_default_v1,01dee7c7d266bb787c0b6e80b5fe827d9f883f3269de17ef2d7e493909cc0e6e
hold_120d|ATR_trailing_k3_activation_0|market_state_scaled|k_atr=3.0_min_activation_gain_pct=0.0,hold_120d,120,ATR_trailing_k3_activation_0,ATR_trailing,market_state_scaled,hold_120d|ATR_trailing|market_state_scaled,40c5493c4c555643,"{""k_atr"":3.0,""min_activation_gain_pct"":0.0}",False,True,True,False,hold_120d|ATR_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.0)*ATR14);activation=0.0",market_state_scaled,a_share_daily_replay_default_v1,a9f59f65ed812e7fb4868a8dce851dd576ca0720fd4a6ba03f6567f33ba36366
hold_120d|ATR_trailing_k3.5_activation_0|market_state_scaled|k_atr=3.5_min_activation_gain_pct=0.0,hold_120d,120,ATR_trailing_k3.5_activation_0,ATR_trailing,market_state_scaled,hold_120d|ATR_trailing|market_state_scaled,ab065b19d831b177,"{""k_atr"":3.5,""min_activation_gain_pct"":0.0}",False,True,True,False,hold_120d|ATR_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.5)*ATR14);activation=0.0",market_state_scaled,a_share_daily_replay_default_v1,1b939db64f08842d9221d40fe054ebb7e31c0dcbfa8bed8e31db5d6fa25a0a76
hold_120d|ATR_trailing_k2.5_activation_0.1_sensitivity|market_state_scaled|k_atr=2.5_min_activation_gain_pct=0.1,hold_120d,120,ATR_trailing_k2.5_activation_0.1_sensitivity,ATR_trailing,market_state_scaled,hold_120d|ATR_trailing|market_state_scaled,d0c88cf2beaa8dcf,"{""k_atr"":2.5,""min_activation_gain_pct"":0.1}",False,False,False,True,hold_120d|ATR_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(2.5)*ATR14);activation=0.1",market_state_scaled,a_share_daily_replay_default_v1,658ee2be9dc219f2bec7d19354d52fca231e52d6a75fce0e29814494147b9c1b
hold_120d|ATR_trailing_k3_activation_0.1_sensitivity|market_state_scaled|k_atr=3.0_min_activation_gain_pct=0.1,hold_120d,120,ATR_trailing_k3_activation_0.1_sensitivity,ATR_trailing,market_state_scaled,hold_120d|ATR_trailing|market_state_scaled,6fbf2ab4aaffe921,"{""k_atr"":3.0,""min_activation_gain_pct"":0.1}",False,False,False,True,hold_120d|ATR_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.0)*ATR14);activation=0.1",market_state_scaled,a_share_daily_replay_default_v1,4f51364998fc377b46128fedb7b06a5af5308dce62a9f1f83111059496fe4057
hold_120d|ATR_trailing_k3.5_activation_0.1_sensitivity|market_state_scaled|k_atr=3.5_min_activation_gain_pct=0.1,hold_120d,120,ATR_trailing_k3.5_activation_0.1_sensitivity,ATR_trailing,market_state_scaled,hold_120d|ATR_trailing|market_state_scaled,c0b6dc9ca932d192,"{""k_atr"":3.5,""min_activation_gain_pct"":0.1}",False,False,False,True,hold_120d|ATR_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.5)*ATR14);activation=0.1",market_state_scaled,a_share_daily_replay_default_v1,759a4aea8d6b7cf611fb957efb59421c7b0fed16b3d8c1f95124e31b033dfd89
hold_120d|EMA_trailing_10d_confirm_1d|market_state_scaled|confirm_days=1_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_1d,EMA_trailing,market_state_scaled,hold_120d|EMA_trailing|market_state_scaled,bfea6441999333b8,"{""confirm_days"":1,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 1 consecutive closes,market_state_scaled,a_share_daily_replay_default_v1,50e0e8bb74e29c89e14c8b634d8bf0044226d3b617d92b1938c95a89d6b2809f
hold_120d|EMA_trailing_10d_confirm_2d|market_state_scaled|confirm_days=2_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_2d,EMA_trailing,market_state_scaled,hold_120d|EMA_trailing|market_state_scaled,b875abad0f9e182f,"{""confirm_days"":2,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 2 consecutive closes,market_state_scaled,a_share_daily_replay_default_v1,e5be6edbe2b70bc7749437abd75676b7fbe90c11414401701587a88583204b6e
hold_120d|EMA_trailing_10d_confirm_3d|market_state_scaled|confirm_days=3_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_3d,EMA_trailing,market_state_scaled,hold_120d|EMA_trailing|market_state_scaled,0c0858e1ec4b6cb9,"{""confirm_days"":3,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 3 consecutive closes,market_state_scaled,a_share_daily_replay_default_v1,ddced2d1fc38336876115965a9a9c1ac19d4f4c195cd297ae9d39266bd8da3c9
hold_120d|EMA_trailing_20d_confirm_1d|market_state_scaled|confirm_days=1_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_1d,EMA_trailing,market_state_scaled,hold_120d|EMA_trailing|market_state_scaled,5e3c4499d7550543,"{""confirm_days"":1,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 1 consecutive closes,market_state_scaled,a_share_daily_replay_default_v1,3604bd83ddf62cf316b5791c03f03c99743457f8bc4aa041b6ba4e8835a9a467
hold_120d|EMA_trailing_20d_confirm_2d|market_state_scaled|confirm_days=2_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_2d,EMA_trailing,market_state_scaled,hold_120d|EMA_trailing|market_state_scaled,5145b2096ded06f7,"{""confirm_days"":2,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 2 consecutive closes,market_state_scaled,a_share_daily_replay_default_v1,bacb6fee035046a1e3d77f4b07a8d3a2801f19cd5ec9ac1917aa1cb343162771
hold_120d|EMA_trailing_20d_confirm_3d|market_state_scaled|confirm_days=3_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_3d,EMA_trailing,market_state_scaled,hold_120d|EMA_trailing|market_state_scaled,921c52eff32c8689,"{""confirm_days"":3,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|market_state_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 3 consecutive closes,market_state_scaled,a_share_daily_replay_default_v1,6d7ba313ef24419a990d514d3815ee250be45cf9cb7e05329f2b35d13c86fca5
