policy_id,hold_rule_id,max_holding_days,exit_rule_id,exit_rule_family_id,sizing_rule_id,policy_family_id,parameter_set_id,parameter_values_json,is_baseline_policy,is_train_selectable,is_validation_selectable,is_sensitivity_policy,parameter_reference_group_id,validation_family_reference_set_id,selection_family_key,invalid_policy_reason,entry_rule_text,hold_rule_formula,exit_rule_formula,sizing_rule_formula,cost_model_id,formula_hash
hold_120d|EMA_trailing_10d_confirm_3d|fixed_size|confirm_days=3_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_3d,EMA_trailing,fixed_size,hold_120d|EMA_trailing|fixed_size,0c0858e1ec4b6cb9,"{""confirm_days"":3,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|fixed_size,primary_all_policy_families_v1,hold_120d|EMA_trailing|fixed_size,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 3 consecutive closes,fixed_size,a_share_daily_replay_default_v1,a80ca98c9978be093cc10dd86b6e18c14829459761e03c245ed16805c25618d1
hold_120d|EMA_trailing_20d_confirm_1d|fixed_size|confirm_days=1_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_1d,EMA_trailing,fixed_size,hold_120d|EMA_trailing|fixed_size,5e3c4499d7550543,"{""confirm_days"":1,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|fixed_size,primary_all_policy_families_v1,hold_120d|EMA_trailing|fixed_size,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 1 consecutive closes,fixed_size,a_share_daily_replay_default_v1,fd593cb89a9397b88b891505011205d0960533e0ece9c3852622409d1a269540
hold_120d|EMA_trailing_20d_confirm_2d|fixed_size|confirm_days=2_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_2d,EMA_trailing,fixed_size,hold_120d|EMA_trailing|fixed_size,5145b2096ded06f7,"{""confirm_days"":2,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|fixed_size,primary_all_policy_families_v1,hold_120d|EMA_trailing|fixed_size,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 2 consecutive closes,fixed_size,a_share_daily_replay_default_v1,b42a67404486efa4b5c855f68bb716490ef2ece1a29f195c850c88d36e125aed
hold_120d|EMA_trailing_20d_confirm_3d|fixed_size|confirm_days=3_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_3d,EMA_trailing,fixed_size,hold_120d|EMA_trailing|fixed_size,921c52eff32c8689,"{""confirm_days"":3,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|fixed_size,primary_all_policy_families_v1,hold_120d|EMA_trailing|fixed_size,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 3 consecutive closes,fixed_size,a_share_daily_replay_default_v1,8170f31a332347c60879e56020779072b5701acc95445794b1f03c600d603f47
hold_120d|no_exit|volatility_scaled|no_params,hold_120d,120,no_exit,no_exit,volatility_scaled,hold_120d|no_exit|volatility_scaled,ecaf22503df568a0,{},False,True,True,False,hold_120d|no_exit|volatility_scaled,primary_all_policy_families_v1,hold_120d|no_exit|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_120;execution=next_open,volatility_scaled,a_share_daily_replay_default_v1,2735ed16bf1bfaed01c2936d42e958008930cbd131b81eeec860f308cb10df2b
hold_120d|fixed_stop_5pct|volatility_scaled|stop_loss_pct=-0.05,hold_120d,120,fixed_stop_5pct,fixed_stop,volatility_scaled,hold_120d|fixed_stop|volatility_scaled,184bb3b552945013,"{""stop_loss_pct"":-0.05}",False,True,True,False,hold_120d|fixed_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|fixed_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,first close_return_from_entry <= -0.05 else max_hold,volatility_scaled,a_share_daily_replay_default_v1,cc2bfaeec03fc53e928d0f583760096b2304f187a82700038814035395fd3bba
hold_120d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,hold_120d,120,fixed_stop_8pct,fixed_stop,volatility_scaled,hold_120d|fixed_stop|volatility_scaled,a76054f209c25cdc,"{""stop_loss_pct"":-0.08}",False,True,True,False,hold_120d|fixed_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|fixed_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,first close_return_from_entry <= -0.08 else max_hold,volatility_scaled,a_share_daily_replay_default_v1,105128d72a4a689f3764703c51632f2d8fb70b12d2e99e9ca68a822a2fce7e8b
hold_120d|fixed_stop_10pct|volatility_scaled|stop_loss_pct=-0.1,hold_120d,120,fixed_stop_10pct,fixed_stop,volatility_scaled,hold_120d|fixed_stop|volatility_scaled,820234c096390337,"{""stop_loss_pct"":-0.1}",False,True,True,False,hold_120d|fixed_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|fixed_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,first close_return_from_entry <= -0.1 else max_hold,volatility_scaled,a_share_daily_replay_default_v1,6954254941c2688f8328f32557f7e9207d4a8a112f8e3ed89a2ebd6c6212cb92
hold_120d|time_stop_10d|volatility_scaled|time_stop_days=10,hold_120d,120,time_stop_10d,time_stop,volatility_scaled,hold_120d|time_stop|volatility_scaled,c3ce4e135c0ca765,"{""time_stop_days"":10}",False,True,True,False,hold_120d|time_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|time_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_10;execution=next_open,volatility_scaled,a_share_daily_replay_default_v1,764d45c22a5c8c117e7c52b33b4a56b3563ac62d7b16da69d5d88d9b71e60fb7
hold_120d|time_stop_20d|volatility_scaled|time_stop_days=20,hold_120d,120,time_stop_20d,time_stop,volatility_scaled,hold_120d|time_stop|volatility_scaled,61cd369d3febf08c,"{""time_stop_days"":20}",False,True,True,False,hold_120d|time_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|time_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_20;execution=next_open,volatility_scaled,a_share_daily_replay_default_v1,5dc108d648087d28edbba54a2b358a9d9c6c24b76247abf1a864dad07cab766b
hold_120d|time_stop_40d|volatility_scaled|time_stop_days=40,hold_120d,120,time_stop_40d,time_stop,volatility_scaled,hold_120d|time_stop|volatility_scaled,9b648f491fc32746,"{""time_stop_days"":40}",False,True,True,False,hold_120d|time_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|time_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_40;execution=next_open,volatility_scaled,a_share_daily_replay_default_v1,1a584962e21028692c4104fa6eea9b5f8e19173e5c9b8dec31a4ad3c41291088
hold_120d|time_stop_60d|volatility_scaled|time_stop_days=60,hold_120d,120,time_stop_60d,time_stop,volatility_scaled,hold_120d|time_stop|volatility_scaled,ca957c223937d2da,"{""time_stop_days"":60}",False,True,True,False,hold_120d|time_stop|volatility_scaled,primary_all_policy_families_v1,hold_120d|time_stop|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_60;execution=next_open,volatility_scaled,a_share_daily_replay_default_v1,601dd2f60c718aa0455fa68427742d02ceb5805fee03024069cfd8e6c23faf1f
hold_120d|break_even_after_gain_10pct|volatility_scaled|activation_gain_pct=0.1,hold_120d,120,break_even_after_gain_10pct,break_even_after_gain,volatility_scaled,hold_120d|break_even_after_gain|volatility_scaled,1bf1c857136dce65,"{""activation_gain_pct"":0.1}",False,True,True,False,hold_120d|break_even_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|break_even_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.1; stop_floor=0,volatility_scaled,a_share_daily_replay_default_v1,e6ab683e99668b00becb4d44fd62e119ef7a1f60d098f2d898eb343018a77141
hold_120d|break_even_after_gain_15pct|volatility_scaled|activation_gain_pct=0.15,hold_120d,120,break_even_after_gain_15pct,break_even_after_gain,volatility_scaled,hold_120d|break_even_after_gain|volatility_scaled,382a2a20a8a9c935,"{""activation_gain_pct"":0.15}",False,True,True,False,hold_120d|break_even_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|break_even_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.15; stop_floor=0,volatility_scaled,a_share_daily_replay_default_v1,1b32155352ca745973ac9e67e86de88c9006ded714abb4065ddb18a322644e3c
hold_120d|break_even_after_gain_20pct|volatility_scaled|activation_gain_pct=0.2,hold_120d,120,break_even_after_gain_20pct,break_even_after_gain,volatility_scaled,hold_120d|break_even_after_gain|volatility_scaled,4d94dcba7da306e7,"{""activation_gain_pct"":0.2}",False,True,True,False,hold_120d|break_even_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|break_even_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.2; stop_floor=0,volatility_scaled,a_share_daily_replay_default_v1,b01e29494be5addd72b07902fb86e6d0d21165bd5d51b24893b115b09d1a51b4
hold_120d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,hold_120d,120,profit_lock_after_gain_15pct_lock_5pct,profit_lock_after_gain,volatility_scaled,hold_120d|profit_lock_after_gain|volatility_scaled,c7475cc21dbd08a2,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.05}",False,True,True,False,hold_120d|profit_lock_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.15; stop_floor=0.05,volatility_scaled,a_share_daily_replay_default_v1,e6ea03bb5afdb03bfcc608cb536d280e5d056f25742b8d52838814e6907c3a25
hold_120d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,hold_120d,120,profit_lock_after_gain_15pct_lock_10pct,profit_lock_after_gain,volatility_scaled,hold_120d|profit_lock_after_gain|volatility_scaled,853baf57901ae627,"{""activation_gain_pct"":0.15,""locked_gain_pct"":0.1}",False,True,True,False,hold_120d|profit_lock_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.15; stop_floor=0.1,volatility_scaled,a_share_daily_replay_default_v1,b8037a453b4e98b42f72815164810a663c30ed60048bf921d50f4702bfcd47c9
hold_120d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,hold_120d,120,profit_lock_after_gain_20pct_lock_5pct,profit_lock_after_gain,volatility_scaled,hold_120d|profit_lock_after_gain|volatility_scaled,73bb13ad8a7fa24a,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.05}",False,True,True,False,hold_120d|profit_lock_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.2; stop_floor=0.05,volatility_scaled,a_share_daily_replay_default_v1,47eb5ee3e26e4c7638cc03957f16fba3ab358dd469d1d0f7bad56775b93cba58
hold_120d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,hold_120d,120,profit_lock_after_gain_20pct_lock_10pct,profit_lock_after_gain,volatility_scaled,hold_120d|profit_lock_after_gain|volatility_scaled,8c4699fe4061a6d0,"{""activation_gain_pct"":0.2,""locked_gain_pct"":0.1}",False,True,True,False,hold_120d|profit_lock_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.2; stop_floor=0.1,volatility_scaled,a_share_daily_replay_default_v1,0ee6c21b18961daa89b745ec03462729ca12ed1d1552d74457aad6eadc7cd55f
hold_120d|profit_lock_after_gain_30pct_lock_5pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.05,hold_120d,120,profit_lock_after_gain_30pct_lock_5pct,profit_lock_after_gain,volatility_scaled,hold_120d|profit_lock_after_gain|volatility_scaled,3ef691526ed452f3,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.05}",False,True,True,False,hold_120d|profit_lock_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.3; stop_floor=0.05,volatility_scaled,a_share_daily_replay_default_v1,c832dbd3b726fb2267ae6a505efbd82cf2fe12bc401b1e093d439530e984d718
hold_120d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,hold_120d,120,profit_lock_after_gain_30pct_lock_10pct,profit_lock_after_gain,volatility_scaled,hold_120d|profit_lock_after_gain|volatility_scaled,08099a033f356681,"{""activation_gain_pct"":0.3,""locked_gain_pct"":0.1}",False,True,True,False,hold_120d|profit_lock_after_gain|volatility_scaled,primary_all_policy_families_v1,hold_120d|profit_lock_after_gain|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.3; stop_floor=0.1,volatility_scaled,a_share_daily_replay_default_v1,8b7502b524cc9bc8a881b7f178f3eca50c7af9f223b5db29082f52965713cf84
hold_120d|ATR_trailing_k2.5_activation_0|volatility_scaled|k_atr=2.5_min_activation_gain_pct=0.0,hold_120d,120,ATR_trailing_k2.5_activation_0,ATR_trailing,volatility_scaled,hold_120d|ATR_trailing|volatility_scaled,7c0564fccf7049c0,"{""k_atr"":2.5,""min_activation_gain_pct"":0.0}",False,True,True,False,hold_120d|ATR_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(2.5)*ATR14);activation=0.0",volatility_scaled,a_share_daily_replay_default_v1,993d5fe0fbe2e9b89940f54749eda8fb823997ebe2ff08c05906a26f96fa1c8b
hold_120d|ATR_trailing_k3_activation_0|volatility_scaled|k_atr=3.0_min_activation_gain_pct=0.0,hold_120d,120,ATR_trailing_k3_activation_0,ATR_trailing,volatility_scaled,hold_120d|ATR_trailing|volatility_scaled,40c5493c4c555643,"{""k_atr"":3.0,""min_activation_gain_pct"":0.0}",False,True,True,False,hold_120d|ATR_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.0)*ATR14);activation=0.0",volatility_scaled,a_share_daily_replay_default_v1,bd2a2fbd2afbb442e99b305492abdce11ab72839406832ba8cc30de6bc1f6436
hold_120d|ATR_trailing_k3.5_activation_0|volatility_scaled|k_atr=3.5_min_activation_gain_pct=0.0,hold_120d,120,ATR_trailing_k3.5_activation_0,ATR_trailing,volatility_scaled,hold_120d|ATR_trailing|volatility_scaled,ab065b19d831b177,"{""k_atr"":3.5,""min_activation_gain_pct"":0.0}",False,True,True,False,hold_120d|ATR_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.5)*ATR14);activation=0.0",volatility_scaled,a_share_daily_replay_default_v1,441b2c63f4b065d4162e6ba913389ce84ccd87799361c1d7d4a8b5058ff0904b
hold_120d|ATR_trailing_k2.5_activation_0.1_sensitivity|volatility_scaled|k_atr=2.5_min_activation_gain_pct=0.1,hold_120d,120,ATR_trailing_k2.5_activation_0.1_sensitivity,ATR_trailing,volatility_scaled,hold_120d|ATR_trailing|volatility_scaled,d0c88cf2beaa8dcf,"{""k_atr"":2.5,""min_activation_gain_pct"":0.1}",False,False,False,True,hold_120d|ATR_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(2.5)*ATR14);activation=0.1",volatility_scaled,a_share_daily_replay_default_v1,a0d392707b2d9d86ab64a70914b7340ed3c39b24de7cedb82b6b7c0df6fe08f8
hold_120d|ATR_trailing_k3_activation_0.1_sensitivity|volatility_scaled|k_atr=3.0_min_activation_gain_pct=0.1,hold_120d,120,ATR_trailing_k3_activation_0.1_sensitivity,ATR_trailing,volatility_scaled,hold_120d|ATR_trailing|volatility_scaled,6fbf2ab4aaffe921,"{""k_atr"":3.0,""min_activation_gain_pct"":0.1}",False,False,False,True,hold_120d|ATR_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.0)*ATR14);activation=0.1",volatility_scaled,a_share_daily_replay_default_v1,f070184aec6230e006f88a22d98794b8b294d3a2f5e9ebb4f46d3b1d5768363e
hold_120d|ATR_trailing_k3.5_activation_0.1_sensitivity|volatility_scaled|k_atr=3.5_min_activation_gain_pct=0.1,hold_120d,120,ATR_trailing_k3.5_activation_0.1_sensitivity,ATR_trailing,volatility_scaled,hold_120d|ATR_trailing|volatility_scaled,c0b6dc9ca932d192,"{""k_atr"":3.5,""min_activation_gain_pct"":0.1}",False,False,False,True,hold_120d|ATR_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|ATR_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,"trail=max(prev,highest_close-k_atr(3.5)*ATR14);activation=0.1",volatility_scaled,a_share_daily_replay_default_v1,37ed424745b79ce3fcbbe66f6856020cf73ac873f91623788930efb1145a1c3e
hold_120d|EMA_trailing_10d_confirm_1d|volatility_scaled|confirm_days=1_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_1d,EMA_trailing,volatility_scaled,hold_120d|EMA_trailing|volatility_scaled,bfea6441999333b8,"{""confirm_days"":1,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 1 consecutive closes,volatility_scaled,a_share_daily_replay_default_v1,e1f44f8a7165fdf941a8e23b160e87f57bf73228e781c9eba2364aac87d95d06
hold_120d|EMA_trailing_10d_confirm_2d|volatility_scaled|confirm_days=2_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_2d,EMA_trailing,volatility_scaled,hold_120d|EMA_trailing|volatility_scaled,b875abad0f9e182f,"{""confirm_days"":2,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 2 consecutive closes,volatility_scaled,a_share_daily_replay_default_v1,d717164a534f9af4c00b1f6e1b32ff5ba6828c4bcd04f86f4e67ab5e343aced9
hold_120d|EMA_trailing_10d_confirm_3d|volatility_scaled|confirm_days=3_ema_window=10,hold_120d,120,EMA_trailing_10d_confirm_3d,EMA_trailing,volatility_scaled,hold_120d|EMA_trailing|volatility_scaled,0c0858e1ec4b6cb9,"{""confirm_days"":3,""ema_window"":10}",False,True,True,False,hold_120d|EMA_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA10 for 3 consecutive closes,volatility_scaled,a_share_daily_replay_default_v1,3c7fc8718192a329270f51991de6a76f094e3903747de26c9c91e08eb4af5141
hold_120d|EMA_trailing_20d_confirm_1d|volatility_scaled|confirm_days=1_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_1d,EMA_trailing,volatility_scaled,hold_120d|EMA_trailing|volatility_scaled,5e3c4499d7550543,"{""confirm_days"":1,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 1 consecutive closes,volatility_scaled,a_share_daily_replay_default_v1,f6296ff8f187f821c815f15f5e2b80663fa9ab3fc29c56a3a928a8ad2394487d
hold_120d|EMA_trailing_20d_confirm_2d|volatility_scaled|confirm_days=2_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_2d,EMA_trailing,volatility_scaled,hold_120d|EMA_trailing|volatility_scaled,5145b2096ded06f7,"{""confirm_days"":2,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 2 consecutive closes,volatility_scaled,a_share_daily_replay_default_v1,a5b600016f97bbb503ca130326c76f304d903e2aefd72abaa59e8c9c9df8a02c
hold_120d|EMA_trailing_20d_confirm_3d|volatility_scaled|confirm_days=3_ema_window=20,hold_120d,120,EMA_trailing_20d_confirm_3d,EMA_trailing,volatility_scaled,hold_120d|EMA_trailing|volatility_scaled,921c52eff32c8689,"{""confirm_days"":3,""ema_window"":20}",False,True,True,False,hold_120d|EMA_trailing|volatility_scaled,primary_all_policy_families_v1,hold_120d|EMA_trailing|volatility_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,exit close < EMA20 for 3 consecutive closes,volatility_scaled,a_share_daily_replay_default_v1,5f89314203eacf3cc1f67e87653c589a63090e8a7f4dd01fd8bbafefb3f5c686
hold_120d|no_exit|market_state_scaled|no_params,hold_120d,120,no_exit,no_exit,market_state_scaled,hold_120d|no_exit|market_state_scaled,ecaf22503df568a0,{},False,True,True,False,hold_120d|no_exit|market_state_scaled,primary_all_policy_families_v1,hold_120d|no_exit|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_120;execution=next_open,market_state_scaled,a_share_daily_replay_default_v1,ec3883651b110a644a81af6d548967445bf1e1b1920d85efe6ceb968b25a71d6
hold_120d|fixed_stop_5pct|market_state_scaled|stop_loss_pct=-0.05,hold_120d,120,fixed_stop_5pct,fixed_stop,market_state_scaled,hold_120d|fixed_stop|market_state_scaled,184bb3b552945013,"{""stop_loss_pct"":-0.05}",False,True,True,False,hold_120d|fixed_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|fixed_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,first close_return_from_entry <= -0.05 else max_hold,market_state_scaled,a_share_daily_replay_default_v1,35b6da74899042f7425860e2f734993b0a1900c8143701e25d93420b656440f9
hold_120d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,hold_120d,120,fixed_stop_8pct,fixed_stop,market_state_scaled,hold_120d|fixed_stop|market_state_scaled,a76054f209c25cdc,"{""stop_loss_pct"":-0.08}",False,True,True,False,hold_120d|fixed_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|fixed_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,first close_return_from_entry <= -0.08 else max_hold,market_state_scaled,a_share_daily_replay_default_v1,56621e534ddc3cc2056f8740a3a72e01510965f6de15bf9abe78e9d3bf4cd074
hold_120d|fixed_stop_10pct|market_state_scaled|stop_loss_pct=-0.1,hold_120d,120,fixed_stop_10pct,fixed_stop,market_state_scaled,hold_120d|fixed_stop|market_state_scaled,820234c096390337,"{""stop_loss_pct"":-0.1}",False,True,True,False,hold_120d|fixed_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|fixed_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,first close_return_from_entry <= -0.1 else max_hold,market_state_scaled,a_share_daily_replay_default_v1,a4e25a3f9544bfa238a190b83d09f731ded8cdd9534dc153a9c9fa4d5cce6b7f
hold_120d|time_stop_10d|market_state_scaled|time_stop_days=10,hold_120d,120,time_stop_10d,time_stop,market_state_scaled,hold_120d|time_stop|market_state_scaled,c3ce4e135c0ca765,"{""time_stop_days"":10}",False,True,True,False,hold_120d|time_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|time_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_10;execution=next_open,market_state_scaled,a_share_daily_replay_default_v1,00075722348961c6d75a56097f474a779709856dce97efd859f848f93685ce2e
hold_120d|time_stop_20d|market_state_scaled|time_stop_days=20,hold_120d,120,time_stop_20d,time_stop,market_state_scaled,hold_120d|time_stop|market_state_scaled,61cd369d3febf08c,"{""time_stop_days"":20}",False,True,True,False,hold_120d|time_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|time_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_20;execution=next_open,market_state_scaled,a_share_daily_replay_default_v1,1775937cd75858caa5f236d5eb014c4556715a44b81ebcbf7ac5cc1eed9da400
hold_120d|time_stop_40d|market_state_scaled|time_stop_days=40,hold_120d,120,time_stop_40d,time_stop,market_state_scaled,hold_120d|time_stop|market_state_scaled,9b648f491fc32746,"{""time_stop_days"":40}",False,True,True,False,hold_120d|time_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|time_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_40;execution=next_open,market_state_scaled,a_share_daily_replay_default_v1,0a4167f5ba3b98c12289f9f52405e7e178dd7739d58fb705961698c40f2154aa
hold_120d|time_stop_60d|market_state_scaled|time_stop_days=60,hold_120d,120,time_stop_60d,time_stop,market_state_scaled,hold_120d|time_stop|market_state_scaled,ca957c223937d2da,"{""time_stop_days"":60}",False,True,True,False,hold_120d|time_stop|market_state_scaled,primary_all_policy_families_v1,hold_120d|time_stop|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,signal=close_offset_60;execution=next_open,market_state_scaled,a_share_daily_replay_default_v1,9705c44b7d179d9460786d68f6e34cc55852040f94cc6763ebe7360d78da76e4
hold_120d|break_even_after_gain_10pct|market_state_scaled|activation_gain_pct=0.1,hold_120d,120,break_even_after_gain_10pct,break_even_after_gain,market_state_scaled,hold_120d|break_even_after_gain|market_state_scaled,1bf1c857136dce65,"{""activation_gain_pct"":0.1}",False,True,True,False,hold_120d|break_even_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|break_even_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.1; stop_floor=0,market_state_scaled,a_share_daily_replay_default_v1,65ed374ae9ac9e5991789392479b1da7081b7d2ac1e519ea4284f0772e6adef9
hold_120d|break_even_after_gain_15pct|market_state_scaled|activation_gain_pct=0.15,hold_120d,120,break_even_after_gain_15pct,break_even_after_gain,market_state_scaled,hold_120d|break_even_after_gain|market_state_scaled,382a2a20a8a9c935,"{""activation_gain_pct"":0.15}",False,True,True,False,hold_120d|break_even_after_gain|market_state_scaled,primary_all_policy_families_v1,hold_120d|break_even_after_gain|market_state_scaled,,R04 baseline_A episode-first-trigger next-open,max_holding_days=120,activate close_return >= 0.15; stop_floor=0,market_state_scaled,a_share_daily_replay_default_v1,0cb8c6ac2412dec5cf43f50a5d0d95b09358dbd22a8cd3b5d0c0b894665d92d5
