policy_id,split,bad_path_loss_compression_vs_hold120,realized_loss_le_minus5_rate,realized_loss_le_minus10_rate,net_return_p10,left_tail_net_return_p10_delta_vs_hold120
hold_20d|no_exit|fixed_size|no_params,train,0.07814780625616324,0.3388442287274382,0.19247686940694675,-0.1459593287356747,0.12159296036941702
hold_20d|fixed_stop_5pct|fixed_size|stop_loss_pct=-0.05,train,-0.08171871884621806,0.4987107538298195,0.06097376004853633,-0.08869328760457333,0.17885900150051837
hold_20d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,-0.020896634817702986,0.4378886698013044,0.168057030183528,-0.1123865034152819,0.15516578568980982
hold_20d|fixed_stop_10pct|fixed_size|stop_loss_pct=-0.1,train,0.02763969158909213,0.3893523433945093,0.27438192021841346,-0.1267812940612714,0.14077099504382032
hold_20d|time_stop_10d|fixed_size|time_stop_days=10,train,0.13957659436476327,0.27741544061883816,0.12058243591688154,-0.10899617349786245,0.15855611560722926
hold_20d|break_even_after_gain_10pct|fixed_size|activation_gain_pct=0.1,train,0.09255702815818051,0.3244350068254209,0.17928105566509936,-0.14125548746420047,0.12629680164089124
hold_20d|break_even_after_gain_15pct|fixed_size|activation_gain_pct=0.15,train,0.08133300267660915,0.3356590323069923,0.18929167298650085,-0.1449016017701947,0.12265068733489701
hold_20d|break_even_after_gain_20pct|fixed_size|activation_gain_pct=0.2,train,0.07890618635626939,0.33808584862733204,0.19156681328681935,-0.1455465040213307,0.122005785083761
hold_20d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,train,0.08527657919716125,0.3317154557864402,0.1886849689064159,-0.1449016017701947,0.12265068733489701
hold_20d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,train,0.08603495929726745,0.330957075686334,0.18853329288639467,-0.1449016017701947,0.12265068733489701
hold_20d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,train,0.07996791849641804,0.3370241164871834,0.19156681328681935,-0.1455465040213307,0.122005785083761
hold_20d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,train,0.07996791849641804,0.3370241164871834,0.19156681328681935,-0.1455465040213307,0.122005785083761
hold_20d|profit_lock_after_gain_30pct_lock_5pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.05,train,0.07845115829620569,0.33854087668739574,0.19232519338692552,-0.1459593287356747,0.12159296036941702
hold_20d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,train,0.07845115829620569,0.33854087668739574,0.19232519338692552,-0.1459593287356747,0.12159296036941702
hold_20d|ATR_trailing_k2.5_activation_0|fixed_size|k_atr=2.5_min_activation_gain_pct=0.0,train,0.028246395669177027,0.3887456393144244,0.1633550735628697,-0.1220231118284119,0.1455291772766798
hold_20d|ATR_trailing_k3_activation_0|fixed_size|k_atr=3.0_min_activation_gain_pct=0.0,train,0.025364551288773574,0.39162748369482786,0.19642044592749885,-0.13267067821565406,0.13488161088943765
hold_20d|ATR_trailing_k3.5_activation_0|fixed_size|k_atr=3.5_min_activation_gain_pct=0.0,train,0.04356567369132175,0.3734263612922797,0.21113301986955862,-0.1416333530009833,0.12591893610410843
hold_20d|ATR_trailing_k2.5_activation_0.1_sensitivity|fixed_size|k_atr=2.5_min_activation_gain_pct=0.1,train,0.09058523989790446,0.326406795085697,0.1800394357652055,-0.1412585224489447,0.126293766656147
hold_20d|ATR_trailing_k3_activation_0.1_sensitivity|fixed_size|k_atr=3.0_min_activation_gain_pct=0.1,train,0.0823947348167578,0.33459730016684364,0.18489306840588504,-0.14196889482894373,0.12558339427614798
hold_20d|ATR_trailing_k3.5_activation_0.1_sensitivity|fixed_size|k_atr=3.5_min_activation_gain_pct=0.1,train,0.07890618635626939,0.33808584862733204,0.18898832094645837,-0.14317532207069014,0.12437696703440157
