policy_id,split,weighted_event_count,avg_holding_days,turnover_proxy,cost_bps_mean
hold_20d|no_exit|fixed_size|no_params,train,6593.0,21.00015167602002,11.999913328614557,21.0
hold_20d|fixed_stop_5pct|fixed_size|stop_loss_pct=-0.05,train,6593.0,13.70514181707872,18.387259567498173,21.0
hold_20d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,6593.0,16.650841801911117,15.13436996146804,21.0
hold_20d|fixed_stop_10pct|fixed_size|stop_loss_pct=-0.1,train,6593.0,17.956317306233885,14.034058081192033,21.0
hold_20d|time_stop_10d|fixed_size|time_stop_days=10,train,6593.0,11.0,22.90909090909091,21.0
hold_20d|break_even_after_gain_10pct|fixed_size|activation_gain_pct=0.1,train,6593.0,20.463825269224934,12.31441319912836,21.0
hold_20d|break_even_after_gain_15pct|fixed_size|activation_gain_pct=0.15,train,6593.0,20.873957227362354,12.072459345162837,21.0
hold_20d|break_even_after_gain_20pct|fixed_size|activation_gain_pct=0.2,train,6593.0,20.961322614894584,12.02214214388052,21.0
hold_20d|profit_lock_after_gain_15pct_lock_5pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.05,train,6593.0,20.70772030941908,12.16937433162914,21.0
hold_20d|profit_lock_after_gain_15pct_lock_10pct|fixed_size|activation_gain_pct=0.15_locked_gain_pct=0.1,train,6593.0,20.418019111178523,12.342039579247638,21.0
hold_20d|profit_lock_after_gain_20pct_lock_5pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.05,train,6593.0,20.910966176247534,12.05109309039212,21.0
hold_20d|profit_lock_after_gain_20pct_lock_10pct|fixed_size|activation_gain_pct=0.2_locked_gain_pct=0.1,train,6593.0,20.837403306537237,12.093637402552027,21.0
hold_20d|profit_lock_after_gain_30pct_lock_5pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.05,train,6593.0,20.99256787501896,12.00424843212624,21.0
hold_20d|profit_lock_after_gain_30pct_lock_10pct|fixed_size|activation_gain_pct=0.3_locked_gain_pct=0.1,train,6593.0,20.9849840740179,12.008586668979573,21.0
hold_20d|ATR_trailing_k2.5_activation_0|fixed_size|k_atr=2.5_min_activation_gain_pct=0.0,train,6593.0,16.04914303048688,15.701772955808414,21.0
hold_20d|ATR_trailing_k3_activation_0|fixed_size|k_atr=3.0_min_activation_gain_pct=0.0,train,6593.0,17.54906719247687,14.359737599502166,21.0
hold_20d|ATR_trailing_k3.5_activation_0|fixed_size|k_atr=3.5_min_activation_gain_pct=0.0,train,6593.0,18.673138176854238,13.495321333419977,21.0
hold_20d|ATR_trailing_k2.5_activation_0.1_sensitivity|fixed_size|k_atr=2.5_min_activation_gain_pct=0.1,train,6593.0,20.285302593659942,12.422787327745418,21.0
hold_20d|ATR_trailing_k3_activation_0.1_sensitivity|fixed_size|k_atr=3.0_min_activation_gain_pct=0.1,train,6593.0,20.530259365994237,12.274564851207186,21.0
hold_20d|ATR_trailing_k3.5_activation_0.1_sensitivity|fixed_size|k_atr=3.5_min_activation_gain_pct=0.1,train,6593.0,20.69861974821781,12.174724839886856,21.0
hold_20d|EMA_trailing_10d_confirm_1d|fixed_size|confirm_days=1_ema_window=10,train,6593.0,7.86121644168057,32.05610758455691,21.0
hold_20d|EMA_trailing_10d_confirm_2d|fixed_size|confirm_days=2_ema_window=10,train,6593.0,10.791748824510845,23.351173576950103,21.0
hold_20d|EMA_trailing_10d_confirm_3d|fixed_size|confirm_days=3_ema_window=10,train,6593.0,13.001668436220234,19.38212785814279,21.0
hold_20d|EMA_trailing_20d_confirm_1d|fixed_size|confirm_days=1_ema_window=20,train,6593.0,11.051721522827242,22.80187747035573,21.0
hold_20d|EMA_trailing_20d_confirm_2d|fixed_size|confirm_days=2_ema_window=20,train,6593.0,13.42757470043986,18.76735044279776,21.0
hold_20d|EMA_trailing_20d_confirm_3d|fixed_size|confirm_days=3_ema_window=20,train,6593.0,14.993326255119065,16.80747792131592,21.0
hold_20d|no_exit|volatility_scaled|no_params,train,4992.967591455291,21.00015167602002,11.999913328614557,21.0
hold_20d|fixed_stop_5pct|volatility_scaled|stop_loss_pct=-0.05,train,4992.967591455291,13.70514181707872,18.387259567498173,21.0
hold_20d|fixed_stop_8pct|volatility_scaled|stop_loss_pct=-0.08,train,4992.967591455291,16.650841801911117,15.13436996146804,21.0
hold_20d|fixed_stop_10pct|volatility_scaled|stop_loss_pct=-0.1,train,4992.967591455291,17.956317306233885,14.034058081192033,21.0
hold_20d|time_stop_10d|volatility_scaled|time_stop_days=10,train,4992.967591455291,11.0,22.90909090909091,21.0
hold_20d|break_even_after_gain_10pct|volatility_scaled|activation_gain_pct=0.1,train,4992.967591455291,20.463825269224934,12.31441319912836,21.0
hold_20d|break_even_after_gain_15pct|volatility_scaled|activation_gain_pct=0.15,train,4992.967591455291,20.873957227362354,12.072459345162837,21.0
hold_20d|break_even_after_gain_20pct|volatility_scaled|activation_gain_pct=0.2,train,4992.967591455291,20.961322614894584,12.02214214388052,21.0
hold_20d|profit_lock_after_gain_15pct_lock_5pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,4992.967591455291,20.70772030941908,12.16937433162914,21.0
hold_20d|profit_lock_after_gain_15pct_lock_10pct|volatility_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,4992.967591455291,20.418019111178523,12.342039579247638,21.0
hold_20d|profit_lock_after_gain_20pct_lock_5pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,4992.967591455291,20.910966176247534,12.05109309039212,21.0
hold_20d|profit_lock_after_gain_20pct_lock_10pct|volatility_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,4992.967591455291,20.837403306537237,12.093637402552027,21.0
hold_20d|profit_lock_after_gain_30pct_lock_5pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.05,train,4992.967591455291,20.99256787501896,12.00424843212624,21.0
hold_20d|profit_lock_after_gain_30pct_lock_10pct|volatility_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,4992.967591455291,20.9849840740179,12.008586668979573,21.0
hold_20d|ATR_trailing_k2.5_activation_0|volatility_scaled|k_atr=2.5_min_activation_gain_pct=0.0,train,4992.967591455291,16.04914303048688,15.701772955808414,21.0
hold_20d|ATR_trailing_k3_activation_0|volatility_scaled|k_atr=3.0_min_activation_gain_pct=0.0,train,4992.967591455291,17.54906719247687,14.359737599502166,21.0
hold_20d|ATR_trailing_k3.5_activation_0|volatility_scaled|k_atr=3.5_min_activation_gain_pct=0.0,train,4992.967591455291,18.673138176854238,13.495321333419977,21.0
hold_20d|ATR_trailing_k2.5_activation_0.1_sensitivity|volatility_scaled|k_atr=2.5_min_activation_gain_pct=0.1,train,4992.967591455291,20.285302593659942,12.422787327745418,21.0
hold_20d|ATR_trailing_k3_activation_0.1_sensitivity|volatility_scaled|k_atr=3.0_min_activation_gain_pct=0.1,train,4992.967591455291,20.530259365994237,12.274564851207186,21.0
hold_20d|ATR_trailing_k3.5_activation_0.1_sensitivity|volatility_scaled|k_atr=3.5_min_activation_gain_pct=0.1,train,4992.967591455291,20.69861974821781,12.174724839886856,21.0
hold_20d|EMA_trailing_10d_confirm_1d|volatility_scaled|confirm_days=1_ema_window=10,train,4992.967591455291,7.86121644168057,32.05610758455691,21.0
hold_20d|EMA_trailing_10d_confirm_2d|volatility_scaled|confirm_days=2_ema_window=10,train,4992.967591455291,10.791748824510845,23.351173576950103,21.0
hold_20d|EMA_trailing_10d_confirm_3d|volatility_scaled|confirm_days=3_ema_window=10,train,4992.967591455291,13.001668436220234,19.38212785814279,21.0
hold_20d|EMA_trailing_20d_confirm_1d|volatility_scaled|confirm_days=1_ema_window=20,train,4992.967591455291,11.051721522827242,22.80187747035573,21.0
hold_20d|EMA_trailing_20d_confirm_2d|volatility_scaled|confirm_days=2_ema_window=20,train,4992.967591455291,13.42757470043986,18.76735044279776,21.0
hold_20d|EMA_trailing_20d_confirm_3d|volatility_scaled|confirm_days=3_ema_window=20,train,4992.967591455291,14.993326255119065,16.80747792131592,21.0
hold_20d|no_exit|market_state_scaled|no_params,train,4709.25,21.00015167602002,11.999913328614557,21.0
hold_20d|fixed_stop_5pct|market_state_scaled|stop_loss_pct=-0.05,train,4709.25,13.70514181707872,18.387259567498173,21.0
hold_20d|fixed_stop_8pct|market_state_scaled|stop_loss_pct=-0.08,train,4709.25,16.650841801911117,15.13436996146804,21.0
hold_20d|fixed_stop_10pct|market_state_scaled|stop_loss_pct=-0.1,train,4709.25,17.956317306233885,14.034058081192033,21.0
hold_20d|time_stop_10d|market_state_scaled|time_stop_days=10,train,4709.25,11.0,22.90909090909091,21.0
hold_20d|break_even_after_gain_10pct|market_state_scaled|activation_gain_pct=0.1,train,4709.25,20.463825269224934,12.31441319912836,21.0
hold_20d|break_even_after_gain_15pct|market_state_scaled|activation_gain_pct=0.15,train,4709.25,20.873957227362354,12.072459345162837,21.0
hold_20d|break_even_after_gain_20pct|market_state_scaled|activation_gain_pct=0.2,train,4709.25,20.961322614894584,12.02214214388052,21.0
hold_20d|profit_lock_after_gain_15pct_lock_5pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.05,train,4709.25,20.70772030941908,12.16937433162914,21.0
hold_20d|profit_lock_after_gain_15pct_lock_10pct|market_state_scaled|activation_gain_pct=0.15_locked_gain_pct=0.1,train,4709.25,20.418019111178523,12.342039579247638,21.0
hold_20d|profit_lock_after_gain_20pct_lock_5pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.05,train,4709.25,20.910966176247534,12.05109309039212,21.0
hold_20d|profit_lock_after_gain_20pct_lock_10pct|market_state_scaled|activation_gain_pct=0.2_locked_gain_pct=0.1,train,4709.25,20.837403306537237,12.093637402552027,21.0
hold_20d|profit_lock_after_gain_30pct_lock_5pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.05,train,4709.25,20.99256787501896,12.00424843212624,21.0
hold_20d|profit_lock_after_gain_30pct_lock_10pct|market_state_scaled|activation_gain_pct=0.3_locked_gain_pct=0.1,train,4709.25,20.9849840740179,12.008586668979573,21.0
hold_20d|ATR_trailing_k2.5_activation_0|market_state_scaled|k_atr=2.5_min_activation_gain_pct=0.0,train,4709.25,16.04914303048688,15.701772955808414,21.0
hold_20d|ATR_trailing_k3_activation_0|market_state_scaled|k_atr=3.0_min_activation_gain_pct=0.0,train,4709.25,17.54906719247687,14.359737599502166,21.0
hold_20d|ATR_trailing_k3.5_activation_0|market_state_scaled|k_atr=3.5_min_activation_gain_pct=0.0,train,4709.25,18.673138176854238,13.495321333419977,21.0
hold_20d|ATR_trailing_k2.5_activation_0.1_sensitivity|market_state_scaled|k_atr=2.5_min_activation_gain_pct=0.1,train,4709.25,20.285302593659942,12.422787327745418,21.0
hold_20d|ATR_trailing_k3_activation_0.1_sensitivity|market_state_scaled|k_atr=3.0_min_activation_gain_pct=0.1,train,4709.25,20.530259365994237,12.274564851207186,21.0
hold_20d|ATR_trailing_k3.5_activation_0.1_sensitivity|market_state_scaled|k_atr=3.5_min_activation_gain_pct=0.1,train,4709.25,20.69861974821781,12.174724839886856,21.0
hold_20d|EMA_trailing_10d_confirm_1d|market_state_scaled|confirm_days=1_ema_window=10,train,4709.25,7.86121644168057,32.05610758455691,21.0
hold_20d|EMA_trailing_10d_confirm_2d|market_state_scaled|confirm_days=2_ema_window=10,train,4709.25,10.791748824510845,23.351173576950103,21.0
hold_20d|EMA_trailing_10d_confirm_3d|market_state_scaled|confirm_days=3_ema_window=10,train,4709.25,13.001668436220234,19.38212785814279,21.0
hold_20d|EMA_trailing_20d_confirm_1d|market_state_scaled|confirm_days=1_ema_window=20,train,4709.25,11.051721522827242,22.80187747035573,21.0
hold_20d|EMA_trailing_20d_confirm_2d|market_state_scaled|confirm_days=2_ema_window=20,train,4709.25,13.42757470043986,18.76735044279776,21.0
hold_20d|EMA_trailing_20d_confirm_3d|market_state_scaled|confirm_days=3_ema_window=20,train,4709.25,14.993326255119065,16.80747792131592,21.0
hold_60d|no_exit|fixed_size|no_params,train,6501.0,61.00015382248885,4.131137123577146,21.0
hold_60d|fixed_stop_5pct|fixed_size|stop_loss_pct=-0.05,train,6503.0,27.241734584038138,9.250512269055562,21.0
hold_60d|fixed_stop_8pct|fixed_size|stop_loss_pct=-0.08,train,6503.0,35.73535291403967,7.051840249239415,21.0
hold_60d|fixed_stop_10pct|fixed_size|stop_loss_pct=-0.1,train,6503.0,40.72074427187452,6.188491996057506,21.0
hold_60d|time_stop_10d|fixed_size|time_stop_days=10,train,6503.0,11.0,22.90909090909091,21.0
hold_60d|time_stop_20d|fixed_size|time_stop_days=20,train,6503.0,21.0,12.0,21.0
hold_60d|time_stop_40d|fixed_size|time_stop_days=40,train,6503.0,41.0,6.146341463414634,21.0
hold_60d|break_even_after_gain_10pct|fixed_size|activation_gain_pct=0.1,train,6501.0,53.36686663590217,4.722031025716411,21.0
hold_60d|break_even_after_gain_15pct|fixed_size|activation_gain_pct=0.15,train,6501.0,57.74542378095678,4.363982173823864,21.0
hold_60d|break_even_after_gain_20pct|fixed_size|activation_gain_pct=0.2,train,6501.0,59.50592216582064,4.234872611464969,21.0
