split,baseline_id,replicate_stat,industry,liquidity_bucket,volatility_bucket,sampled_random_event_count,eligible_random_event_count,bucket_random_eligible_rate,random_replicate_count,random_excluded_candidate_seed_day_count,random_capacity_shortfall,random_sampling_replacement_policy,random_baseline_reliability_status,failed_seed_average_loss_r,p05_return_r,p50_return_r,p95_return_r,audit_only_status
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q1,400,35,0.0875,100,0,False,without_replacement_within_replicate,failed,0.0,-0.8096749825067078,-0.08316518725239902,0.8885561533271333,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q2,700,133,0.19,100,0,False,without_replacement_within_replicate,failed,0.0,-0.9599324066041284,-0.05543526159947893,0.8715268029614887,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q4,100,20,0.2,100,0,False,without_replacement_within_replicate,failed,0.0,-1.078819868875999,-0.2047832647236633,0.482935708518361,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q2,atr20_pct_asof_q1,300,39,0.13,100,0,False,without_replacement_within_replicate,failed,0.0,-0.897664164995044,-0.09440417039065649,1.4095854184465866,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q2,atr20_pct_asof_q2,500,76,0.152,100,0,False,without_replacement_within_replicate,failed,0.0,-0.9530311414666588,-0.04769864643288799,1.4150897860972729,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q2,100,11,0.11,100,0,False,without_replacement_within_replicate,failed,0.0,-0.28816975377394227,0.09208339192778718,0.5716224505529572,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q3,100,35,0.35,100,0,False,without_replacement_within_replicate,failed,0.0,-1.1722910373187223,-0.11789621049919129,1.0500339816132571,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q4,100,42,0.42,100,0,False,without_replacement_within_replicate,failed,0.0,-0.9056938802795217,-0.09001375596740843,0.43020022757446447,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q4,atr20_pct_asof_q2,300,57,0.19,100,0,False,without_replacement_within_replicate,failed,0.0,-0.6581327433094228,0.08501808062547636,1.3980367394930238,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q3,atr20_pct_asof_q1,100,20,0.2,100,0,False,without_replacement_within_replicate,failed,0.0,-0.08570133496122617,0.14939086433391685,0.5823190529564308,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q3,atr20_pct_asof_q2,100,26,0.26,100,0,False,without_replacement_within_replicate,failed,0.0,-0.6677853575684919,-0.583332876788003,0.8885970984180764,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q4,atr20_pct_asof_q3,100,2,0.02,100,0,False,without_replacement_within_replicate,failed,0.0,-0.1691758359512523,-0.027189822994855534,0.11479618996154117,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q4,atr20_pct_asof_q4,100,61,0.61,100,0,False,without_replacement_within_replicate,passed,0.0,-0.4320553133107997,1.4612085988887136,2.9977404128330702,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q5,atr20_pct_asof_q5,100,37,0.37,100,0,False,without_replacement_within_replicate,failed,0.0,-0.8644490704613066,0.897152435613334,4.117477780325161,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q1,atr20_pct_asof_q1,500,72,0.144,100,0,False,without_replacement_within_replicate,failed,0.0,-1.4394207300437025,-0.08751707983870109,1.5675497169869799,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q1,atr20_pct_asof_q2,200,28,0.14,100,0,False,without_replacement_within_replicate,failed,0.0,-0.8842674457205747,-0.05632114166090602,2.76794402487943,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q1,atr20_pct_asof_q3,100,30,0.3,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7207351727038894,0.4988772710310938,1.1656443041533204,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q1,atr20_pct_asof_q4,100,31,0.31,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7315307119424126,-0.22027619476105711,1.2261612443425214,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q2,atr20_pct_asof_q1,400,54,0.135,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7688426833264385,0.16950529879894916,0.9157911630296497,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q2,atr20_pct_asof_q2,100,23,0.23,100,0,False,without_replacement_within_replicate,failed,0.0,-1.1220475537700159,-0.1876643511993168,0.9514545814879455,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q3,atr20_pct_asof_q1,100,5,0.05,100,0,False,without_replacement_within_replicate,failed,0.0,-0.63427512554629,-0.03746459988591153,0.09332825605165865,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q3,atr20_pct_asof_q3,200,54,0.27,100,0,False,without_replacement_within_replicate,failed,0.0,-0.6282740688349248,0.09631627163805118,0.8685132479172869,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q4,atr20_pct_asof_q1,200,27,0.135,100,0,False,without_replacement_within_replicate,failed,0.0,-0.5402532151801334,0.020406094464356882,0.39343239969563215,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q5,atr20_pct_asof_q1,100,0,0.0,100,0,False,without_replacement_within_replicate,failed,0.0,,,,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q5,atr20_pct_asof_q4,100,46,0.46,100,0,False,without_replacement_within_replicate,failed,0.0,0.4227568913076603,1.6086645980217673,1.972506607038546,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,农林牧渔,money_20d_median_asof_q1,atr20_pct_asof_q3,100,25,0.25,100,0,False,without_replacement_within_replicate,failed,0.0,0.02181485332596095,0.19884721737109218,0.8471551082965361,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,农林牧渔,money_20d_median_asof_q5,atr20_pct_asof_q1,100,39,0.39,100,0,False,without_replacement_within_replicate,failed,0.0,-0.1959012858562613,-0.04811267224510066,0.965824666428418,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,医药生物,money_20d_median_asof_q1,atr20_pct_asof_q1,300,42,0.14,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7182094971994107,0.06066429728286608,0.7687103231437183,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,医药生物,money_20d_median_asof_q1,atr20_pct_asof_q2,200,44,0.22,100,0,False,without_replacement_within_replicate,failed,0.0,-1.259661616924107,-0.09601858158561881,1.1580988207281508,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,医药生物,money_20d_median_asof_q1,atr20_pct_asof_q4,200,82,0.41,100,0,False,without_replacement_within_replicate,failed,0.0,-1.2812444433111525,-0.1757312071800394,2.412159700440684,report_only
