split,baseline_id,baseline_role,metric_name,candidate_value,baseline_value,diff_value,random_replicate_stat,comparison,threshold,status
train,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.03753614346191383,0.014896103530872305,-0.05243224699278613,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.7390646797214183,-0.845629660868799,0.10656498114738067,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.2809080884709937,0.24135727114016636,0.039550817330827326,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,8.0,12.0,-4.0,not_random,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.03753614346191383,0.05562491156110959,-0.09316105502302341,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.7390646797214183,-1.5484876020300296,0.8094229223086112,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_no_fail_fast_h20,0.2809080884709937,0.0,0.2809080884709937,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_no_fail_fast_h20,8.0,0.0,8.0,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.03753614346191383,-0.04928865704245646,0.011752513580542634,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.7390646797214183,-0.5522009950047874,-0.18686368471663095,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_same_fail_fast_h20,0.2809080884709937,0.0,0.2809080884709937,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_same_fail_fast_h20,8.0,0.0,8.0,p50,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.03753614346191383,-0.09155082132592464,0.05401467786401081,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.7390646797214183,-1.3255923228856685,0.5865276431642502,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,0.2809080884709937,0.3724888345342273,-0.09158074606323363,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,8.0,22.0,-14.0,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.03753614346191383,-0.04912889567515681,0.011592752213242984,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.7390646797214183,-0.7114531820931183,-0.027611497628300063,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,0.2809080884709937,0.2504531901697216,0.03045489830127207,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,8.0,9.0,-1.0,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,-0.03753614346191383,-0.050144921530122955,0.012608778068209127,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,-0.7390646797214183,-1.2074308589624596,0.4683661792410413,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,0.2809080884709937,0.3164965780455542,-0.03558848957456051,not_random,,,report_only
