family,primary_score_formed_flag,daily_panel_sample_gate_pass,aggregate_oof_sample_status,fold_coverage_caveat,validation_evaluable_fold_count,robustness_evaluable_fold_count,validation_full_valid_instrument_count,robustness_full_valid_instrument_count,validation_valid_signal_date_count,robustness_valid_signal_date_count,H3_time_transfer_gate_pass,H3_instrument_transfer_gate_pass,H3_fold_stability_gate_pass,H3_anchor_stability_gate_pass,H3_monotonicity_gate_pass,H3_concentration_gate_pass,H3_robustness_non_deterioration_pass,validation_single_positive_year_caveat,no_disallowed_caveat_active,H3_train_oof_anchor_controlled_mean_spread,H3_validation_anchor_controlled_mean_spread,H3_validation_anchor_controlled_median_spread,H3_robustness_anchor_controlled_mean_spread,H3_robustness_anchor_controlled_median_spread,H3_validation_anchor_controlled_positive_instrument_share,H3_robustness_anchor_controlled_positive_instrument_share,H3_validation_positive_year_count,H3_robustness_positive_year_count,robustness_actual_evaluable_year_count_H3,H3_positive_anchor_offset_count_validation,H3_positive_anchor_offset_count_robustness,H3_fold_monotonicity_median_validation,H3_fold_monotonicity_median_robustness,H3_max_fold_top1_instrument_contribution_share,H3_max_fold_top5_instrument_contribution_share,H3_max_anchor_abs_contribution_share_of_total,daily_observation_spread_improved_but_cleanliness_failed,H5_diagnostic_horizon_positive,H10_diagnostic_horizon_positive,authorized_strategy_requirement
vwap_deviation,True,True,pass,False,5,5,242,232,477,433,True,True,True,True,True,True,True,False,True,0.003685367894889891,0.0027096795395594535,0.0018325376090758422,0.0021784563435193263,0.0016365547223639986,0.6900826446280992,0.7586206896551724,2,2,2,3,3,0.709090909090909,0.6121212121212121,0.10555129947526055,0.3474671443372653,0.14525655655521078,False,True,True,False
