denominator_id,candidate_label_id,old_fast_fail_component_positive_n,new_fast_fail_component_positive_n,fast_fail_component_jaccard,old_false_repair_component_positive_n,new_false_repair_component_positive_n,false_repair_component_jaccard,old_target_positive_n,new_target_positive_n,old_new_both_positive_n,old_only_positive_n,new_only_positive_n,both_negative_n,jaccard_overlap,hybrid_target_jaccard,old_only_n,new_only_n,old_only_winner_readout_n,new_only_winner_readout_n,old_only_winner_rate,new_only_winner_rate,old_only_power_caveat,new_only_power_caveat,component_failure_10_share,component_false_repair_20d_share
risk_off_e1_horizon_complete_readonly,incumbent_failure_10_label,307,307,1.0,402,402,1.0,456,456,456,0,0,1431,1.0,1.0,0,0,0,0,,,True,True,0.6732456140350878,0.881578947368421
risk_off_e1_horizon_complete_readonly,fixed_mae10_neg_05,307,785,0.3840304182509506,402,402,1.0,456,846,456,0,390,1041,0.5390070921985816,0.5390070921985816,0,390,0,390,,0.14358974358974358,True,False,0.9278959810874704,0.475177304964539
risk_off_e1_horizon_complete_readonly,fixed_mae10_neg_06,307,632,0.4717868338557994,402,402,1.0,456,715,456,0,259,1172,0.6377622377622377,0.6377622377622377,0,259,0,259,,0.11196911196911197,True,False,0.8839160839160839,0.5622377622377622
risk_off_e1_horizon_complete_readonly,fixed_mae10_neg_08,307,422,0.6836027713625866,402,402,1.0,456,543,454,2,89,1342,0.8330275229357799,0.8330275229357799,2,89,2,89,0.0,0.0898876404494382,True,False,0.7771639042357275,0.7403314917127072
risk_off_e1_horizon_complete_readonly,fixed_mae10_neg_10,307,271,0.8766233766233766,402,402,1.0,456,449,448,8,1,1430,0.9803063457330415,0.9803063457330415,8,1,8,1,0.0,0.0,True,True,0.6035634743875279,0.8953229398663697
risk_off_e1_horizon_complete_readonly,fixed_mae10_neg_12,307,169,0.5504885993485342,402,402,1.0,456,417,417,39,0,1431,0.9144736842105263,0.9144736842105263,39,0,39,0,0.10256410256410256,,False,True,0.4052757793764988,0.9640287769784173
risk_off_e1_horizon_complete_readonly,vol_sigma20_1_0,307,1325,0.23169811320754716,402,402,1.0,456,1342,456,0,886,545,0.33979135618479883,0.33979135618479883,0,886,0,886,,0.14446952595936793,True,False,0.9873323397913562,0.2995529061102832
risk_off_e1_horizon_complete_readonly,vol_sigma20_1_5,307,1043,0.2943432406519655,402,402,1.0,456,1078,456,0,622,809,0.4230055658627087,0.4230055658627087,0,622,0,622,,0.12540192926045016,True,False,0.9675324675324676,0.37291280148423006
risk_off_e1_horizon_complete_readonly,vol_sigma20_2_0,307,814,0.37209302325581395,402,402,1.0,456,875,455,1,420,1011,0.519406392694064,0.519406392694064,1,420,1,420,0.0,0.11428571428571428,True,False,0.9302857142857143,0.4594285714285714
risk_off_e1_horizon_complete_readonly,atr14_1_5,307,791,0.38636363636363635,402,402,1.0,456,856,456,0,400,1031,0.5327102803738317,0.5327102803738317,0,400,0,400,,0.1125,True,False,0.9240654205607477,0.4696261682242991
risk_off_e1_horizon_complete_readonly,atr14_2_0,307,567,0.4889267461669506,402,402,1.0,456,674,448,8,226,1205,0.656891495601173,0.656891495601173,8,226,8,226,0.125,0.10619469026548672,True,False,0.841246290801187,0.5964391691394659
risk_off_e1_horizon_complete_readonly,break_event_low,307,1067,0.27104532839962997,402,402,1.0,456,1125,449,7,676,755,0.39664310954063603,0.39664310954063603,7,676,7,676,0.0,0.14349112426035504,True,False,0.9484444444444444,0.35733333333333334
risk_off_e1_horizon_complete_readonly,break_swing_low_20,307,187,0.36464088397790057,402,402,1.0,456,464,417,39,47,1384,0.8290258449304175,0.8290258449304175,39,47,39,47,0.07692307692307693,0.0851063829787234,False,False,0.40301724137931033,0.8663793103448276
risk_off_e1_horizon_complete_readonly,break_ema20,307,874,0.32696629213483147,402,402,1.0,456,938,446,10,492,939,0.4704641350210971,0.4704641350210971,10,492,10,492,0.0,0.13617886178861788,True,False,0.9317697228144989,0.42857142857142855
risk_off_e1_horizon_complete_readonly,break_ema60,307,1480,0.20498988536749832,402,402,1.0,456,1498,453,3,1045,386,0.301798800799467,0.301798800799467,3,1045,3,1045,0.0,0.16842105263157894,True,False,0.9879839786381842,0.2683578104138852
risk_on_r6_horizon_complete,incumbent_failure_10_label,2404,2404,1.0,3118,3118,1.0,3434,3434,3434,0,0,5826,1.0,1.0,0,0,0,0,,,True,True,0.7000582411182295,0.9079790331974374
risk_on_r6_horizon_complete,fixed_mae10_neg_05,2404,5003,0.4784431137724551,3118,3118,1.0,3434,5316,3433,1,1883,3943,0.6456648485988339,0.6456648485988339,1,1883,1,1883,0.0,0.19012214551248008,True,False,0.9411211437170806,0.5865312264860798
risk_on_r6_horizon_complete,fixed_mae10_neg_06,2404,4311,0.5526011560693641,3118,3118,1.0,3434,4752,3433,1,1319,4507,0.7222806648432569,0.7222806648432569,1,1319,1,1319,0.0,0.19332827899924185,True,False,0.9071969696969697,0.6561447811447811
risk_on_r6_horizon_complete,fixed_mae10_neg_08,2404,3096,0.7476962186209088,3118,3118,1.0,3434,3885,3426,8,459,5367,0.880041099409196,0.880041099409196,8,459,8,459,0.0,0.20261437908496732,True,False,0.7969111969111969,0.8025740025740026
risk_on_r6_horizon_complete,fixed_mae10_neg_10,2404,2192,0.9118136439267887,3118,3118,1.0,3434,3407,3407,27,0,5826,0.9921374490390216,0.9921374490390216,27,0,27,0,0.14814814814814814,,True,True,0.6433812738479601,0.9151746404461403
risk_on_r6_horizon_complete,fixed_mae10_neg_12,2404,1504,0.6256239600665557,3118,3118,1.0,3434,3203,3203,231,0,5826,0.9327315084449621,0.9327315084449621,231,0,231,0,0.22943722943722944,,False,True,0.46955978769903217,0.973462379019669
risk_on_r6_horizon_complete,vol_sigma20_1_0,2404,7098,0.3375563063063063,3118,3118,1.0,3434,7262,3433,1,3829,1997,0.47266969571802286,0.47266969571802286,1,3829,1,3829,0.0,0.17785322538521808,True,False,0.9774166896171853,0.429358303497659
risk_on_r6_horizon_complete,vol_sigma20_1_5,2404,5949,0.39869390488948425,3118,3118,1.0,3434,6266,3433,1,2833,2993,0.5477900111696187,0.5477900111696187,1,2833,1,2833,0.0,0.15954818213907518,True,False,0.9494095116501755,0.4976061283115225
risk_on_r6_horizon_complete,vol_sigma20_2_0,2404,4791,0.46627267169349906,3118,3118,1.0,3434,5373,3420,14,1953,3873,0.6348617041024689,0.6348617041024689,14,1953,14,1953,0.14285714285714285,0.15002560163850487,True,False,0.8916806253489671,0.5803089521682486
