schedule_id,episode_count,episode_with_any_exposure_count,no_probe_count,no_probe_rate,probe_rate,confirm_add_rate,fast_fail_exit_rate,natural_exit_rate,blocked_buy_rate,blocked_sell_rate,blocked_exit_retry_rate,blocked_exit_retry_count,terminal_blocked_exit_rate,blocked_exit_return_impact,mean_cash_weight,cash_drag,natural_exit_return,natural_exit_median_days,mean_days_to_first_exposure,mean_after_cost_return,median_after_cost_return,p05_after_cost_return,p95_after_cost_return,big_winner_capture_rate,big_winner_100h240_capture_rate,missed_gain_to_exposure_median,turnover_proxy,top1_instrument_year_exposure_share,top5_instrument_exposure_share,random_repeat_count,repeat_id
buy_all_on_launch_hold_to_H,2464,2458.0,6.0,0.002435064935064935,0.997564935064935,0.0,0.0,0.9939123376623377,0.0,0.005681818181818182,0.005681818181818182,64.0,0.0036525974025974025,0.0,0.0929920509009389,-0.0929920509009391,-0.004331021011416752,10.0,0.0,-0.0045042611542962414,-0.017128335450633414,-0.12763809507152316,0.154719202907082,0.0392156862745098,0.005,0.0,50.185227272727275,0.0020341741253051262,0.00935720097640358,0,
buy_all_on_launch_with_same_fast_fail,2464,2458.0,6.0,0.002435064935064935,0.997564935064935,0.0,0.4082792207792208,0.5880681818181818,0.0,0.004058441558441558,0.004058441558441558,26.0,0.0012175324675324675,0.0,0.1689359753026555,-0.16893597530265536,0.031759131657380445,10.0,0.0,-0.005115530542414078,-0.02344723985679681,-0.10413443107259879,0.1425066995643503,0.0392156862745098,0.005,0.0,50.246590909090905,0.0020341741253051262,0.00935720097640358,0,
fixed_delay_1d,2464,2226.0,238.0,0.09659090909090909,0.9034090909090909,0.0,0.33116883116883117,0.5714285714285714,0.0,0.0036525974025974025,0.0036525974025974025,20.0,0.0008116883116883117,0.0,0.23158189776493343,-0.23158189776493343,0.027279756102345863,10.0,1.0,-0.004766665263969458,-0.01336918530086112,-0.09433418039766553,0.137110203769361,0.028125,0.0,-0.002199580712053617,45.51136363636364,0.0017969451931716084,0.008984725965858042,0,
fixed_delay_3d,2464,1857.0,607.0,0.2463474025974026,0.7536525974025974,0.0,0.27313311688311687,0.4805194805194805,0.0,0.003246753246753247,0.003246753246753247,10.0,0.0,0.0,0.3548094142960214,-0.3548094142960214,0.019583899987220457,10.0,3.0,-0.006723131250987841,0.0,-0.08208554957237016,0.10092432850634657,0.03347280334728033,0.0,0.0013830915654629017,37.98409090909091,0.0026925148088314485,0.011308562197092083,0,
fixed_delay_5d,2464,1584.0,880.0,0.35714285714285715,0.6428571428571429,0.0,0.22564935064935066,0.41680194805194803,0.0,0.002840909090909091,0.002840909090909091,12.0,0.00040584415584415587,0.0,0.4460341251686625,-0.4460341251686625,0.018510751412809466,10.0,5.0,-0.006333595290149359,0.0,-0.08082379453485668,0.0912670468867238,0.04040404040404041,0.0,0.004349895469612064,32.38977272727273,0.0025252525252525255,0.012626262626262628,0,
fixed_delay_10d,2464,1143.0,1321.0,0.5361201298701299,0.46387987012987014,0.0,0.15016233766233766,0.31290584415584416,0.0,0.006899350649350649,0.006899350649350649,33.0,0.0008116883116883117,0.0,0.5958308077879911,-0.5958308077879912,0.016351247826095695,10.0,10.0,-0.004776647144261982,0.0,-0.07505161304587689,0.06470716909798116,0.014598540145985401,0.014925373134328358,0.006504058737032858,23.35909090909091,0.003499562554680665,0.01399825021872266,0,
random_probe_within_launch_window,2464,2457.0,7.0,0.0028409090909090923,0.9971590909090913,0.0,0.44756087662337657,0.5478003246753247,0.0,0.006789772727272727,0.006789772727272727,40.83,0.0017978896103896102,0.0,0.18482822521093623,-0.18482822521093623,0.034571284526798515,10.0,3.388852258852259,-0.005469817054542182,-0.02428912104845916,-0.09508596612388852,0.14618133940928818,0.05677871148459383,0.0057,0.0,50.21151136363636,0.0020350020350020344,0.009361009361009361,100,49.5
staged_buy_all,2464,2447.0,17.0,0.006899350649350649,0.9931006493506493,0.8218344155844156,0.40219155844155846,0.5896915584415584,0.007711038961038961,0.004058441558441558,0.004058441558441558,26.0,0.0012175324675324675,0.0,0.4245738643684058,-0.4245738643684057,0.01599080973041714,10.0,0.0,-0.006214049136027668,-0.015762154645427073,-0.08258529812649716,0.10661504631330418,0.039660056657223795,0.00510204081632653,0.0,44.67477272727272,0.002043318348998774,0.009399264405394361,0,
probe_then_naive_add,2464,2447.0,17.0,0.006899350649350649,0.9931006493506493,0.6079545454545454,0.411525974025974,0.5803571428571429,0.0012175324675324675,0.005275974025974026,0.005275974025974026,39.0,0.0016233766233766235,0.0,0.7144429490546218,-0.7144429490546218,0.001969651482376994,11.0,0.0,-0.006574453565250301,-0.013430008879702804,-0.04113839288062437,0.051193609604806456,0.0453257790368272,0.00510204081632653,0.0,45.637159090909094,0.002043318348998774,0.009399264405394361,0,
probe_with_simple_stop,2464,2447.0,17.0,0.006899350649350649,0.9931006493506493,0.0,0.4042207792207792,0.5876623376623377,0.0,0.004058441558441558,0.004058441558441558,26.0,0.0012175324675324675,0.0,0.7514864854774554,-0.7514864854774554,0.009651095186374635,10.0,0.0,-0.0014094906312368642,-0.006525707683612325,-0.031126604451624632,0.043398920469484695,0.039660056657223795,0.00510204081632653,0.0,15.00647727272727,0.002043318348998774,0.009399264405394361,0,
