input_name,input_path,exists,row_count,min_date,max_date,instrument_count,required_min_date,required_max_date,date_coverage_pass,instrument_join_pass,content_hash,violation_reason
qlib_provider,data/qlib/cn_data_pit,True,3783,2017-01-03,2026-04-30,540,2017-07-04,2025-12-31,True,True,47ef0244360c692ffd65f45e2294b97d0906e6298fd6901305bc4db3b60dfb7e,
pit_universe,data/universe/pit_mcap500_mainboard_daily.csv,True,439140,2017-07-04,2026-04-30,539,2017-07-04,2025-12-31,True,True,33e037afb7f75c2f64ff6a7a6f205f164f1ba90d61b09976b670c9d3930a3a80,
pit_industry,data/targets/pit_industry_membership.csv,True,439140,2017-07-04,2026-04-30,539,2017-07-04,2025-12-31,True,True,9fefe9fba24993c3f92f667c4059b9e18742a1ee9bb65f713b344c29d80ca2aa,
calendar,data/qlib/cn_data_pit/calendars/day.txt,True,2263,,,2263,2017-07-04,2025-12-31,True,True,b01cae7c1ea91933e7daddfc5c71847ee5cd5b26d6c49583b95fec4e49e590ad,
qlib_instrument,data/qlib/cn_data_pit/instruments/pit_mcap500_mainboard.txt,True,539,,,539,2017-07-04,2025-12-31,True,True,64510858d1833d469956abdbd182b60ca40bfb3b89407a42c40e95ba7468106d,
