label_id,horizon,upside,drawdown,same_day_policy,candidate_positive_rate,episode_any_positive_rate,episode_first_valid_positive_rate,episode_weighted_positive_rate,event_count,episode_count,year_count,top1_instrument_year_positive_share,same_day_ambiguity_rate,median_after_cost_return
confirm_h10_u08_d04_conservative_fail,10,0.08,0.04,conservative_fail,0.26284273558146865,0.5186500888099467,0.30076968620485495,0.26709636327753555,12692,1689,7,0.0077937649880095924,0.0010242672549637566,-0.051000000000000004
confirm_h10_u08_d04_drop_ambiguous,10,0.08,0.04,drop_ambiguous,0.26311223282593266,0.5195729537366548,0.3013048635824436,0.2678340556899276,12679,1686,7,0.0077937649880095924,0.0010242672549637566,-0.051000000000000004
confirm_h10_u08_d04_target_first_optimistic,10,0.08,0.04,target_first_optimistic,0.2638670028364324,0.522202486678508,0.30313795145056244,0.27004894158535364,12692,1689,7,0.007763511495968946,0.0010242672549637566,-0.051000000000000004
confirm_h10_u08_d06_conservative_fail,10,0.08,0.06,conservative_fail,0.3001103057043807,0.5346358792184724,0.34399052693901716,0.3057127991408631,12692,1689,7,0.00761354686269362,0.0001575795776867318,-0.022872205854210282
confirm_h10_u08_d06_drop_ambiguous,10,0.08,0.06,drop_ambiguous,0.30015760441292355,0.534952606635071,0.34419431279620855,0.30590801378716065,12690,1688,7,0.00761354686269362,0.0001575795776867318,-0.022862789142926377
confirm_h10_u08_d06_target_first_optimistic,10,0.08,0.06,target_first_optimistic,0.30026788528206744,0.5352279455298994,0.34458259325044405,0.30638944635392235,12692,1689,7,0.007609551298871687,0.0001575795776867318,-0.022849174170424414
confirm_h10_u08_d08_conservative_fail,10,0.08,0.08,conservative_fail,0.31248030255278914,0.5512137359384252,0.3635287152161042,0.3291376080008407,12692,1689,7,0.00832072617246596,0.0,-0.01635741126470235
confirm_h10_u08_d08_drop_ambiguous,10,0.08,0.08,drop_ambiguous,0.31248030255278914,0.5512137359384252,0.3635287152161042,0.3291376080008407,12692,1689,7,0.00832072617246596,0.0,-0.01635741126470235
confirm_h10_u08_d08_target_first_optimistic,10,0.08,0.08,target_first_optimistic,0.31248030255278914,0.5512137359384252,0.3635287152161042,0.3291376080008407,12692,1689,7,0.00832072617246596,0.0,-0.01635741126470235
confirm_h10_u10_d04_conservative_fail,10,0.1,0.04,conservative_fail,0.19634415379766781,0.418590882178804,0.2344582593250444,0.21352574634102164,12692,1689,7,0.009229534510433388,0.0003151591553734636,-0.051000000000000004
