frontier_arm_id,split,window_id,episode_id,instrument,episode_split,episode_low_date,episode_high_date,first_50pct_date,board_bucket,duration_bucket,low_to_high_sessions,mfe_120,nearest_event_before_window_date,nearest_event_before_window_gap_sessions,nearest_event_after_window_date,nearest_event_after_window_gap_sessions,nearest_same_family_event_date,nearest_same_family_event_gap_sessions,nearest_same_instrument_event_key,nearest_event_minus_low_sessions,nearest_event_before_window_key,nearest_event_before_window_gap_days,nearest_event_after_window_key,nearest_event_after_window_gap_days,same_instrument_event_n_in_arm_split,miss_reason,diagnostic_status
12A2_B6_primary,all,low_to_first_50pct,SZ300226_20191030_0000,SZ300226,train,2019-10-30,2020-02-21,2020-02-21,chinext,medium,75,0.5754451733833179,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300236_20210204_0002,SZ300236,train,2021-02-04,2021-07-30,2021-07-30,chinext,long,116,0.6515469323544836,2020-04-09,203.0,2021-11-25,77.0,2021-11-25,193.0,31f4b483fa23b08e366232e9c06acd284a3edbf0899545498648e72d953dcf51,193.0,cc37c82c1dcf5ac1b7de083f1a969c071076f3ec0b6d120119b882fbda61bbc2,203.0,31f4b483fa23b08e366232e9c06acd284a3edbf0899545498648e72d953dcf51,77.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300244_20201126_0003,SZ300244,train,2020-11-26,2021-01-25,2021-01-25,chinext,medium,41,0.6168608636052091,2020-08-18,66.0,2021-04-15,52.0,2020-08-18,-66.0,d3772a9d6573a5ce185bda79ed4647104807ffc1428b12351b43934b01c25238,-66.0,d3772a9d6573a5ce185bda79ed4647104807ffc1428b12351b43934b01c25238,66.0,c9962986b1b482f5cbd669ad7ba1ec94a99bd55f6220875ca3701b3c3d27b029,52.0,4,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300251_20210806_0003,SZ300251,train,2021-08-06,2021-12-27,2021-12-27,chinext,long,94,0.5449999999999999,2019-10-25,435.0,2024-01-03,490.0,2019-10-25,-435.0,b6af7df0daa2195717dd6176c53d2fa62ad29efaf9f38d295c5280046e79fc5f,-435.0,b6af7df0daa2195717dd6176c53d2fa62ad29efaf9f38d295c5280046e79fc5f,435.0,65c6369ac8ae93264928f61500bdfccbba8a9824f3a206d8d39e7cd52aca3b0f,490.0,5,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300251_20251017_0008,SZ300251,robustness,2025-10-17,2026-02-11,2026-02-11,chinext,long,81,0.8537350910232266,2024-12-02,211.0,,,2024-12-02,-211.0,2fd5249ec44f1f556d2fc6bcf8377b620e3b678edff5ad35ae905924d23ae95e,-211.0,2fd5249ec44f1f556d2fc6bcf8377b620e3b678edff5ad35ae905924d23ae95e,211.0,,,5,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300255_20250716_0002,SZ300255,robustness,2025-07-16,2025-11-03,2025-11-03,chinext,medium,72,0.8777166797590992,2019-03-29,1527.0,,,2019-03-29,-1527.0,c9820906ca9e47c80d525cb2656eb80316475ee8413362806197e052ec909397,-1527.0,c9820906ca9e47c80d525cb2656eb80316475ee8413362806197e052ec909397,1527.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300257_20210618_0002,SZ300257,train,2021-06-18,2021-09-27,2021-09-27,chinext,medium,69,0.5201581027667983,2020-08-03,212.0,2021-09-30,3.0,2021-09-30,72.0,e5a7708e7f39ef98a11676289bd5a52c164d2625c580c1963a6e3055a33634ea,72.0,4dcb8babe16b491a59364e1a461edb634cc0b971cc3983ef3308c78a4b2ecc6b,212.0,e5a7708e7f39ef98a11676289bd5a52c164d2625c580c1963a6e3055a33634ea,3.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300274_20240419_0001,SZ300274,robustness,2024-04-19,2024-10-08,2024-10-08,chinext,long,111,0.8130475594493116,2024-01-10,64.0,2025-09-02,223.0,2024-01-10,-64.0,9e1cdb619e2782a1f706224b16f6f6afabb315d9495171d91bd91bb296386e82,-64.0,9e1cdb619e2782a1f706224b16f6f6afabb315d9495171d91bd91bb296386e82,64.0,32c15b0c0f5739d9f565c1c02298edc1cba482a9eb36cfc3d1dea2c71532d024,223.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300276_20200612_0001,SZ300276,train,2020-06-12,2020-09-09,2020-09-09,chinext,medium,61,0.615866388308977,2019-07-31,210.0,,,2019-07-31,-210.0,792d16c6799080d6df2ab003fc28c5c0f1fa8cc1744db0d698340bfcf59f8779,-210.0,792d16c6799080d6df2ab003fc28c5c0f1fa8cc1744db0d698340bfcf59f8779,210.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300292_20190201_0001,SZ300292,train,2019-02-01,2019-05-16,2019-05-16,chinext,medium,65,1.723529411764706,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300296_20210108_0000,SZ300296,train,2021-01-08,2021-07-08,2021-07-08,chinext,long,119,0.5091911764705883,,,2022-01-04,120.0,2022-01-04,239.0,ecf52accfa767fdba431eb3e2d76265c449a05cbc1bc64155fd33a47e6b55771,239.0,,,ecf52accfa767fdba431eb3e2d76265c449a05cbc1bc64155fd33a47e6b55771,120.0,3,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300315_20190201_0000,SZ300315,train,2019-02-01,2019-03-12,2019-03-12,chinext,fast,22,0.591973244147157,,,2019-12-04,180.0,2019-12-04,202.0,6b70184ba722b52ce062bfb7ede7106a9d78f81fc0b713cbb326cd308aedf450,202.0,,,6b70184ba722b52ce062bfb7ede7106a9d78f81fc0b713cbb326cd308aedf450,180.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300316_20200724_0000,SZ300316,train,2020-07-24,2021-01-19,2021-01-19,chinext,long,120,0.7325791855203618,,,2022-09-09,399.0,2022-09-09,519.0,f827fd4ab04dc96477a4421766b13a074a272b44d36592028b6845dd6d870d83,519.0,,,f827fd4ab04dc96477a4421766b13a074a272b44d36592028b6845dd6d870d83,399.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300323_20210524_0000,SZ300323,train,2021-05-24,2021-07-30,2021-07-30,chinext,medium,48,0.6317016317016317,,,2021-08-12,9.0,2021-08-12,57.0,c9a37d1c665061af441279dae167a944742b4e77660432dec0124ee9e7446fe0,57.0,,,c9a37d1c665061af441279dae167a944742b4e77660432dec0124ee9e7446fe0,9.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300346_20251114_0002,SZ300346,robustness,2025-11-14,2026-01-16,2026-01-16,chinext,medium,43,0.8017817371937639,2024-12-20,217.0,,,2024-12-20,-217.0,e9cf6639ce0f92f940ab3e98cb1664fa643a8b2155c444eb8f13d7fd9010d184,-217.0,e9cf6639ce0f92f940ab3e98cb1664fa643a8b2155c444eb8f13d7fd9010d184,217.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300357_20190422_0002,SZ300357,train,2019-04-22,2019-10-18,2019-10-18,chinext,long,119,0.9541684853775644,2018-12-28,73.0,2020-01-17,64.0,2018-12-28,-73.0,4cf4c7a3249eca1773d93776736ff1dd384942faf070a1f8da2fce80b1571122,-73.0,4cf4c7a3249eca1773d93776736ff1dd384942faf070a1f8da2fce80b1571122,73.0,bcb43635673ccf1718a5ee4aa34c1cd4c63080375d98eb73b71c1fde6f5bccff,64.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300364_20240422_0001,SZ300364,robustness,2024-04-22,2024-10-22,2024-10-22,chinext,long,120,0.5663099115867845,2023-12-05,90.0,,,2023-12-05,-90.0,9d5f451c4574513642b0e4134c7153c8f803ef7d900d9e19c8fb1ecca026945d,-90.0,9d5f451c4574513642b0e4134c7153c8f803ef7d900d9e19c8fb1ecca026945d,90.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300369_20210205_0000,SZ300369,train,2021-02-05,2021-08-03,2021-08-03,chinext,long,117,1.170464135021097,,,2021-12-06,82.0,2021-12-06,199.0,6538eecc00ec8f4c085a3a0e6734b01241e639bd4fadc17f97436dadcbf5046e,199.0,,,6538eecc00ec8f4c085a3a0e6734b01241e639bd4fadc17f97436dadcbf5046e,82.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300373_20240419_0003,SZ300373,robustness,2024-04-19,2024-10-08,2024-10-08,chinext,long,111,0.6235544735240415,2024-02-06,45.0,2024-10-21,9.0,2024-02-06,-45.0,397a9969a3e2892a5f3163002c5010267bffde6d5a6e08719ec10dd4927a0ae9,-45.0,397a9969a3e2892a5f3163002c5010267bffde6d5a6e08719ec10dd4927a0ae9,45.0,35afe955f513fc15a3d758410863dc50f15cc407a58c77a5d8ff63e96c412b40,9.0,5,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300376_20200612_0001,SZ300376,train,2020-06-12,2020-10-14,2020-10-14,chinext,medium,80,1.9258426966292133,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300376_20210208_0002,SZ300376,train,2021-02-08,2021-07-21,2021-07-21,chinext,long,107,0.9982728842832472,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300383_20191107_0001,SZ300383,train,2019-11-07,2020-03-05,2020-03-05,chinext,medium,78,0.8606755126658627,,,2022-03-09,488.0,2022-03-09,566.0,82d004f60d5c28aeda89d535734281f598d2b5f570ab2eab60922726b227a664,566.0,,,82d004f60d5c28aeda89d535734281f598d2b5f570ab2eab60922726b227a664,488.0,5,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300383_20240422_0004,SZ300383,robustness,2024-04-22,2024-10-08,2024-10-08,chinext,long,110,0.5090252707581226,2024-03-01,34.0,2025-01-07,64.0,2024-03-01,-34.0,8cc671d5c0d0cb99dbd2f7431fede44abd27394fb3f3e76b92292b18dbb190e8,-34.0,8cc671d5c0d0cb99dbd2f7431fede44abd27394fb3f3e76b92292b18dbb190e8,34.0,6cf20b798fe355162c732395dd2c16bfbf70699570fcceb028cb09c797c438a8,64.0,5,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300383_20251023_0005,SZ300383,robustness,2025-10-23,2026-04-14,2026-04-14,chinext,long,114,0.5015698587127158,2025-01-07,190.0,,,2025-01-07,-190.0,6cf20b798fe355162c732395dd2c16bfbf70699570fcceb028cb09c797c438a8,-190.0,6cf20b798fe355162c732395dd2c16bfbf70699570fcceb028cb09c797c438a8,190.0,,,5,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300394_20251017_0004,SZ300394,robustness,2025-10-17,2026-03-02,2026-03-02,chinext,long,88,1.660328317373461,2025-05-28,95.0,,,2025-05-28,-95.0,8ea0268cf455fde851a3dd6ec64f45789f267dc3af6becfecdcbd880ded16b73,-95.0,8ea0268cf455fde851a3dd6ec64f45789f267dc3af6becfecdcbd880ded16b73,95.0,,,4,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300395_20241125_0002,SZ300395,robustness,2024-11-25,2025-04-11,2025-04-11,chinext,long,91,0.5004077194889918,2023-11-28,239.0,2025-11-12,143.0,2025-11-12,234.0,2bae731e1f0a51965414cf807f6a476f6ef8ea61fb85afdc5abf845a220eac6a,234.0,41f3257e789924dfbfc6afa0ef9dd988b60d86d99e75d4c2a5f05f844f293684,239.0,2bae731e1f0a51965414cf807f6a476f6ef8ea61fb85afdc5abf845a220eac6a,143.0,3,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300395_20250613_0003,SZ300395,robustness,2025-06-13,2025-08-29,2025-08-29,chinext,medium,55,1.555058823529412,2023-11-28,371.0,2025-11-12,47.0,2025-11-12,102.0,2bae731e1f0a51965414cf807f6a476f6ef8ea61fb85afdc5abf845a220eac6a,102.0,41f3257e789924dfbfc6afa0ef9dd988b60d86d99e75d4c2a5f05f844f293684,371.0,2bae731e1f0a51965414cf807f6a476f6ef8ea61fb85afdc5abf845a220eac6a,47.0,3,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300413_20250623_0007,SZ300413,robustness,2025-06-23,2025-09-26,2025-09-26,chinext,medium,69,0.7577220077220079,2020-10-30,1125.0,,,2020-10-30,-1125.0,42be90567a37e629117f29058d8ee8d6241a4c66b737290b88ea5053b53dae99,-1125.0,42be90567a37e629117f29058d8ee8d6241a4c66b737290b88ea5053b53dae99,1125.0,,,3,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300418_20251114_0004,SZ300418,robustness,2025-11-14,2026-01-13,2026-01-13,chinext,fast,40,0.8437340153452686,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300433_20251017_0003,SZ300433,robustness,2025-10-17,2026-01-12,2026-01-12,chinext,medium,59,0.602360752489856,2024-05-28,337.0,,,2024-05-28,-337.0,fd78c7e954f51b6f96cd2794420ee29d52c8be7ec08303663f138ca683e11db2,-337.0,fd78c7e954f51b6f96cd2794420ee29d52c8be7ec08303663f138ca683e11db2,337.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300442_20240422_0002,SZ300442,robustness,2024-04-22,2024-10-08,2024-10-08,chinext,long,110,0.5540875309661437,2023-11-13,106.0,2025-11-26,278.0,2023-11-13,-106.0,e5917a99058c51383ec2e3eb7b58f796886a59cf28f5f4b71f91f4ec7be1b0f5,-106.0,e5917a99058c51383ec2e3eb7b58f796886a59cf28f5f4b71f91f4ec7be1b0f5,106.0,56eaadeb9a4930cb00d5050db3e49a739658530d88cc1e4474903b917ac8b8bf,278.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300442_20241125_0003,SZ300442,robustness,2024-11-25,2025-02-24,2025-02-24,chinext,medium,58,1.4599800730654264,2023-11-13,250.0,2025-11-26,186.0,2025-11-26,244.0,56eaadeb9a4930cb00d5050db3e49a739658530d88cc1e4474903b917ac8b8bf,244.0,e5917a99058c51383ec2e3eb7b58f796886a59cf28f5f4b71f91f4ec7be1b0f5,250.0,56eaadeb9a4930cb00d5050db3e49a739658530d88cc1e4474903b917ac8b8bf,186.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300454_20240422_0001,SZ300454,robustness,2024-04-22,2024-10-08,2024-10-08,chinext,long,110,0.6221837088388213,,,2025-09-15,232.0,2025-09-15,342.0,a917fd6c8a46acdf7144db3efc76fafa7b9f69092d781f6d875e7b705db697f5,342.0,,,a917fd6c8a46acdf7144db3efc76fafa7b9f69092d781f6d875e7b705db697f5,232.0,2,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300456_20210209_0000,SZ300456,train,2021-02-09,2021-08-06,2021-08-06,chinext,long,118,0.8788853161843517,,,2022-06-30,215.0,2022-06-30,333.0,7e791c43b93af0a6c3f8a879568c0a060d281c8ee617eb16fcd285f8f3fb58e5,333.0,,,7e791c43b93af0a6c3f8a879568c0a060d281c8ee617eb16fcd285f8f3fb58e5,215.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300476_20210615_0000,SZ300476,train,2021-06-15,2021-12-08,2021-12-08,chinext,long,119,0.6849680170575692,,,2023-09-22,437.0,2023-09-22,556.0,8a024cc264cacd1c293596a04a9c73548dcd8b8a1a6bb8dbd615621e71b93da6,556.0,,,8a024cc264cacd1c293596a04a9c73548dcd8b8a1a6bb8dbd615621e71b93da6,437.0,5,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300476_20241125_0003,SZ300476,robustness,2024-11-25,2025-03-19,2025-03-19,chinext,medium,75,1.5412869373101352,2024-06-28,99.0,2025-03-27,6.0,2025-03-27,81.0,d76f1f31ffa5a8b223ca47feea7fc9b9f4a81e99a994e269712713ba1a225346,81.0,6ffa17311ee07505f8bc3dd487ad6556d2a3d747857960d55fdfa08d7e198a7e,99.0,d76f1f31ffa5a8b223ca47feea7fc9b9f4a81e99a994e269712713ba1a225346,6.0,5,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300487_20240422_0000,SZ300487,robustness,2024-04-22,2024-10-08,2024-10-08,chinext,long,110,0.642909805849103,2023-12-28,73.0,2025-10-21,252.0,2023-12-28,-73.0,6bcbd70e64595a3b2c74ddf71437df0807aa6b40efdac7884437094fa3557fd3,-73.0,6bcbd70e64595a3b2c74ddf71437df0807aa6b40efdac7884437094fa3557fd3,73.0,d41056c67b02ef7d8575e48b3cf86c4c7f263963ede2e20554220edd431ee9e2,252.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300496_20240422_0001,SZ300496,robustness,2024-04-22,2024-10-09,2024-10-09,chinext,long,111,0.7027713625866052,,,2025-02-25,92.0,2025-02-25,203.0,85b0d588b5a6785a54c66ab17154c58514fe9dc092c4a0786cfa05e1dfe6904f,203.0,,,85b0d588b5a6785a54c66ab17154c58514fe9dc092c4a0786cfa05e1dfe6904f,92.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300502_20250304_0002,SZ300502,robustness,2025-03-04,2025-08-25,2025-08-25,chinext,long,119,3.890318430363461,2025-01-07,34.0,,,2025-01-07,-34.0,110ee20f239b47a644653dad1d6b323d899553ffdee11d923ee3fff348408d15,-34.0,110ee20f239b47a644653dad1d6b323d899553ffdee11d923ee3fff348408d15,34.0,,,3,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300548_20251105_0000,SZ300548,robustness,2025-11-05,2026-04-23,2026-04-23,chinext,long,112,2.201236339551827,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300558_20240419_0002,SZ300558,robustness,2024-04-19,2024-10-08,2024-10-08,chinext,long,111,0.5491362220334184,2020-12-31,798.0,2025-01-27,78.0,2025-01-27,189.0,f083f0fcc6dae43409af37e6f17558a224a27b20bce06df88b482ec81e0f4898,189.0,a0cec3d9fe2a47dd681c0eec3f0831a41c6346973d7149f78dd5d0a707ff312b,798.0,f083f0fcc6dae43409af37e6f17558a224a27b20bce06df88b482ec81e0f4898,78.0,3,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300595_20240422_0001,SZ300595,robustness,2024-04-22,2024-10-08,2024-10-08,chinext,long,110,0.5153605015673983,2023-06-27,199.0,,,2023-06-27,-199.0,4fad286339fec89f870d5fb890ff0a0b867d673fdd8fa0a52bb34f3a7a38c38d,-199.0,4fad286339fec89f870d5fb890ff0a0b867d673fdd8fa0a52bb34f3a7a38c38d,199.0,,,2,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300602_20210209_0000,SZ300602,train,2021-02-09,2021-08-03,2021-08-03,chinext,long,115,0.5554830287206265,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300604_20230113_0001,SZ300604,validation,2023-01-13,2023-04-14,2023-04-14,chinext,medium,59,0.5795662398745753,,,2023-12-21,168.0,2023-12-21,227.0,a1e6dee3cf0539fa394d5a3725f6cde9817a452fe59f5c25f9e65bfff94f2706,227.0,,,a1e6dee3cf0539fa394d5a3725f6cde9817a452fe59f5c25f9e65bfff94f2706,168.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300616_20200828_0001,SZ300616,train,2020-08-28,2021-01-04,2021-01-04,chinext,long,84,0.6101996441984581,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300616_20210201_0002,SZ300616,train,2021-02-01,2021-06-28,2021-06-28,chinext,long,95,0.5133584364353596,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300620_20251114_0000,SZ300620,robustness,2025-11-14,2026-05-14,2026-05-14,chinext,long,117,2.1603037553313222,2025-10-22,17.0,,,2025-10-22,-17.0,a65aba02cb1385cce734715d793219fb0556b54422628bc9b8dda12ee2c93aed,-17.0,a65aba02cb1385cce734715d793219fb0556b54422628bc9b8dda12ee2c93aed,17.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300633_20191031_0000,SZ300633,train,2019-10-31,2020-04-23,2020-04-23,chinext,long,117,0.5046728971962617,2019-08-12,52.0,2022-09-22,588.0,2019-08-12,-52.0,5b3cbe897bb2e866e746c86dcff480603c024c018984a4ee340cd373ea1ee017,-52.0,5b3cbe897bb2e866e746c86dcff480603c024c018984a4ee340cd373ea1ee017,52.0,1de9f59e1e4ce3e40a1933dd99782d441ecf1434e5f46822195421fb4e8bb81d,588.0,5,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300633_20210129_0001,SZ300633,train,2021-01-29,2021-07-14,2021-07-14,chinext,long,108,0.6900614754098362,2019-08-12,358.0,2022-09-22,291.0,2019-08-12,-358.0,5b3cbe897bb2e866e746c86dcff480603c024c018984a4ee340cd373ea1ee017,-358.0,5b3cbe897bb2e866e746c86dcff480603c024c018984a4ee340cd373ea1ee017,358.0,1de9f59e1e4ce3e40a1933dd99782d441ecf1434e5f46822195421fb4e8bb81d,291.0,5,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300661_20241125_0001,SZ300661,robustness,2024-11-25,2025-04-17,2025-04-17,chinext,long,95,0.5188782704057655,,,2025-10-13,117.0,2025-10-13,212.0,93b2482d06bac68ec78fe528ba134d2f905570ba47e2b553fec236cabe4360bc,212.0,,,93b2482d06bac68ec78fe528ba134d2f905570ba47e2b553fec236cabe4360bc,117.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300662_20210114_0000,SZ300662,train,2021-01-14,2021-05-28,2021-05-28,chinext,long,87,0.5577671013498056,2020-10-30,53.0,,,2020-10-30,-53.0,c646c2419c6a9ef00ab8ed6037468df61889b3d0f7207298e4b81a42bb13c614,-53.0,c646c2419c6a9ef00ab8ed6037468df61889b3d0f7207298e4b81a42bb13c614,53.0,,,2,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300672_20210611_0000,SZ300672,train,2021-06-11,2021-11-24,2021-11-24,chinext,long,110,2.572002380243976,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300676_20240419_0002,SZ300676,robustness,2024-04-19,2024-10-08,2024-10-08,chinext,long,111,0.511022576361222,2022-11-01,356.0,,,2022-11-01,-356.0,e0cb19a639d44b20843efb2aeb3972263d0de9c25f051770553c2f92b473b2a5,-356.0,e0cb19a639d44b20843efb2aeb3972263d0de9c25f051770553c2f92b473b2a5,356.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300677_20250904_0000,SZ300677,robustness,2025-09-04,2026-03-11,2026-03-11,chinext,long,120,0.5692446043165469,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300679_20210208_0000,SZ300679,train,2021-02-08,2021-08-05,2021-08-05,chinext,long,118,1.631668558456299,,,2021-09-30,38.0,2021-09-30,156.0,0b8e9d23e1b1a9251dbcfae2072a8b72cc6b8806ba207e0c21ea0334285455c5,156.0,,,0b8e9d23e1b1a9251dbcfae2072a8b72cc6b8806ba207e0c21ea0334285455c5,38.0,4,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300699_20250801_0007,SZ300699,robustness,2025-08-01,2026-01-12,2026-01-12,chinext,long,108,0.57543391188251,2024-11-06,180.0,,,2024-11-06,-180.0,03ab5569f61a3b2cf6376a81254ecbefaa3a8ef61b1363c9f72ac802299be71c,-180.0,03ab5569f61a3b2cf6376a81254ecbefaa3a8ef61b1363c9f72ac802299be71c,180.0,,,4,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300702_20200528_0000,SZ300702,train,2020-05-28,2020-08-31,2020-08-31,chinext,medium,65,0.827782081074103,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300724_20251023_0002,SZ300724,robustness,2025-10-23,2026-02-04,2026-02-04,chinext,medium,72,0.7300000000000002,2023-03-10,634.0,,,2023-03-10,-634.0,5e9685b2ab6134b2045dc26f157ebe61fc941db62a09faf6eef01440060393e0,-634.0,5e9685b2ab6134b2045dc26f157ebe61fc941db62a09faf6eef01440060393e0,634.0,,,1,timing_calendar_gap,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300741_20210809_0002,SZ300741,train,2021-08-09,2021-11-29,2021-11-29,chinext,medium,73,0.9916112236042808,2019-10-31,432.0,2022-07-20,155.0,2022-07-20,228.0,ae7f47220766bb76f4c5c45866b956dab70deb095895af642d944c6dfcccac51,228.0,e609b269910e1203576d0277aa7fb45bbadaaabfb46721b07ecc9db1fe870ad2,432.0,ae7f47220766bb76f4c5c45866b956dab70deb095895af642d944c6dfcccac51,155.0,2,unknown,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300755_20210204_0001,SZ300755,train,2021-02-04,2021-06-08,2021-06-08,chinext,medium,79,1.3812436289500507,,,2021-12-10,125.0,2021-12-10,204.0,16b394369f8837f6e6acabe195429dcc1def23231d0f3302de46f3b8f60cc4d2,204.0,,,16b394369f8837f6e6acabe195429dcc1def23231d0f3302de46f3b8f60cc4d2,125.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300760_20191224_0000,SZ300760,train,2019-12-24,2020-06-24,2020-06-24,chinext,long,120,0.8039445420816247,,,2022-04-27,446.0,2022-04-27,566.0,610c24f7e1d2f736e5435db6969d82834da59cb0c3ecdaf05b26fe32c3251655,566.0,,,610c24f7e1d2f736e5435db6969d82834da59cb0c3ecdaf05b26fe32c3251655,446.0,2,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300760_20200820_0001,SZ300760,train,2020-08-20,2021-02-18,2021-02-18,chinext,long,118,0.6502384158992465,,,2022-04-27,289.0,2022-04-27,407.0,610c24f7e1d2f736e5435db6969d82834da59cb0c3ecdaf05b26fe32c3251655,407.0,,,610c24f7e1d2f736e5435db6969d82834da59cb0c3ecdaf05b26fe32c3251655,289.0,2,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300762_20201228_0001,SZ300762,train,2020-12-28,2021-01-05,2021-01-05,chinext,fast,5,0.6022576361221779,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300763_20240426_0000,SZ300763,robustness,2024-04-26,2024-10-08,2024-10-08,chinext,long,106,0.8868839736127281,,,2025-11-14,270.0,2025-11-14,376.0,d8677438087b482faafe82ad59d7d2028c49185abf8592492f29a7978419752b,376.0,,,d8677438087b482faafe82ad59d7d2028c49185abf8592492f29a7978419752b,270.0,1,only_after_high,ok
12A2_B6_primary,all,low_to_first_50pct,SZ300777_20201218_0000,SZ300777,train,2020-12-18,2021-01-07,2021-01-07,chinext,fast,13,0.5684157670097916,,,2021-08-03,138.0,2021-08-03,151.0,6ef9c35153473ec0ef045ec03deb5fbd0293b58643c438f4e0cb8f08de63b6f2,151.0,,,6ef9c35153473ec0ef045ec03deb5fbd0293b58643c438f4e0cb8f08de63b6f2,138.0,4,only_after_high,ok
