frontier_arm_id,split,window_id,slice_type,slice_value,eligible_episode_n,captured_episode_n,episode_recall,event_n,event_inside_window_n,event_precision,event_precision_inside_window,outside_event_rate,events_per_instrument_year_mean,events_per_instrument_year_p95,same_instrument_10d_duplicate_rate,fast_fail_10d_rate,false_repair_20d_rate,bad_side_10_20_rate,label_20d_complete_rate,slice_status
08_R_core_event_regime_gated_raw,all,pre120_calendar_to_high,board_bucket,chinext,119,119,1.0,9992,1249,0.125,0.125,0.875,2.758373491402211,9.711175208221276,0.5849679743795037,0.3413071764588129,0.4099279423538831,0.45510959863877487,1.0,ok
08_R_core_event_regime_gated_raw,all,low_to_high,board_bucket,chinext,119,115,0.9663865546218487,9992,803,0.08036429143314652,0.08036429143314652,0.9196357085668535,2.758373491402211,9.711175208221276,0.5849679743795037,0.3413071764588129,0.4099279423538831,0.45510959863877487,1.0,ok
08_R_core_event_regime_gated_raw,all,pre120_calendar_to_high,board_bucket,main_board,309,309,1.0,37922,3593,0.09474711249406677,0.09474711249406677,0.9052528875059332,10.468678897213236,27.107810584640866,0.5765518696271293,0.21575360557874163,0.285085174832551,0.3154683290189656,1.0,ok
08_R_core_event_regime_gated_raw,all,low_to_high,board_bucket,main_board,309,302,0.9773462783171522,37922,2261,0.059622382785718055,0.059622382785718055,0.9403776172142819,10.468678897213236,27.107810584640866,0.5765518696271293,0.21575360557874163,0.285085174832551,0.3154683290189656,1.0,ok
08_R_core_event_regime_gated_raw,all,pre120_calendar_to_high,primary_family_id,08_R_core_event_regime_gated_raw,428,428,1.0,47914,4842,0.10105605877196644,0.10105605877196644,0.8989439412280336,13.227052388615446,38.121290331061694,0.5783069666485787,0.24196952914376477,0.3111199231957257,0.3446258020021317,1.0,ok
08_R_core_event_regime_gated_raw,all,low_to_high,primary_family_id,08_R_core_event_regime_gated_raw,428,417,0.9742990654205608,47914,3064,0.06394790666611011,0.06394790666611011,0.9360520933338898,13.227052388615446,38.121290331061694,0.5783069666485787,0.24196952914376477,0.3111199231957257,0.3446258020021317,1.0,ok
08_R_core_event_regime_gated_raw,all,pre120_calendar_to_high,triggered_family_count_bucket,1,428,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,all,low_to_high,triggered_family_count_bucket,1,428,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,all,pre120_calendar_to_high,triggered_family_count_bucket,ge2,428,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,all,low_to_high,triggered_family_count_bucket,ge2,428,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,train,pre120_calendar_to_high,board_bucket,chinext,59,59,1.0,5143,681,0.13241298852809644,0.13241298852809644,0.8675870114719035,1.419767300468532,4.137146149809771,0.5951779117246743,0.3626288158662259,0.4279603344351546,0.47929224188216996,1.0,ok
08_R_core_event_regime_gated_raw,train,low_to_high,board_bucket,chinext,59,58,0.9830508474576272,5143,480,0.0933307408127552,0.0933307408127552,0.9066692591872448,1.419767300468532,4.137146149809771,0.5951779117246743,0.3626288158662259,0.4279603344351546,0.47929224188216996,1.0,ok
08_R_core_event_regime_gated_raw,train,pre120_calendar_to_high,board_bucket,main_board,166,166,1.0,19149,2111,0.11024074364196564,0.11024074364196564,0.8897592563580343,5.286238389397612,12.63297515147598,0.5876547078176406,0.25069331798440686,0.3239333646665622,0.35900790120872794,1.0,ok
08_R_core_event_regime_gated_raw,train,low_to_high,board_bucket,main_board,166,164,0.9879518072289156,19149,1341,0.07002976656744478,0.07002976656744478,0.9299702334325552,5.286238389397612,12.63297515147598,0.5876547078176406,0.25069331798440686,0.3239333646665622,0.35900790120872794,1.0,ok
08_R_core_event_regime_gated_raw,train,pre120_calendar_to_high,primary_family_id,08_R_core_event_regime_gated_raw,225,225,1.0,24292,2792,0.11493495801086777,0.11493495801086777,0.8850650419891323,6.706005689866144,17.29228537844621,0.5892474888852297,0.2744289601715181,0.34595751687798454,0.3845138946153212,1.0,ok
08_R_core_event_regime_gated_raw,train,low_to_high,primary_family_id,08_R_core_event_regime_gated_raw,225,222,0.9866666666666667,24292,1821,0.07496295076568417,0.07496295076568417,0.9250370492343158,6.706005689866144,17.29228537844621,0.5892474888852297,0.2744289601715181,0.34595751687798454,0.3845138946153212,1.0,ok
08_R_core_event_regime_gated_raw,train,pre120_calendar_to_high,triggered_family_count_bucket,1,225,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,train,low_to_high,triggered_family_count_bucket,1,225,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,train,pre120_calendar_to_high,triggered_family_count_bucket,ge2,225,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,train,low_to_high,triggered_family_count_bucket,ge2,225,0,0.0,0,0,,,,0.0,,,,,,,ok
08_R_core_event_regime_gated_raw,validation,pre120_calendar_to_high,board_bucket,chinext,3,3,1.0,2017,38,0.018839861179970253,0.018839861179970253,0.9811601388200297,0.5568093807204023,1.24170976424411,0.548834903321765,0.2915220624690134,0.39167079821517103,0.4189390183440754,1.0,ok
08_R_core_event_regime_gated_raw,validation,low_to_high,board_bucket,chinext,3,3,1.0,2017,29,0.014377788795240456,0.014377788795240456,0.9856222112047596,0.5568093807204023,1.24170976424411,0.548834903321765,0.2915220624690134,0.39167079821517103,0.4189390183440754,1.0,ok
08_R_core_event_regime_gated_raw,validation,pre120_calendar_to_high,board_bucket,main_board,19,19,1.0,8650,193,0.0223121387283237,0.0223121387283237,0.9776878612716763,2.3879033927771345,4.529562874992743,0.5582658959537572,0.18174456270245257,0.2708670520231214,0.28910226746876444,1.0,ok
