frontier_arm_id,arm_role,decision_role,split,split_basis,window_id,eligible_episode_n,captured_episode_n,missed_episode_n,episode_recall,event_inside_window_n,event_precision,event_precision_inside_window,outside_event_rate,outside_episode_event_rate,events_per_captured_episode_median,events_per_captured_episode_p95,events_per_captured_episode_max,captured_episode_with_ge3_events_rate,captured_episode_with_ge5_events_rate,captured_episode_event_count_mean,captured_episode_event_count_median,captured_episode_event_count_p95,first_event_minus_low_sessions_median,first_event_minus_low_sessions_p25,first_event_minus_low_sessions_p75,multi_episode_event_overlap_n,split_mismatch_candidate_n,frontier_status,event_n,unique_instrument_n,unique_event_date_n,events_per_instrument_year_mean,events_per_instrument_year_p95,density_ratio_vs_r_core,same_instrument_10d_duplicate_rate,same_instrument_20d_duplicate_rate,next_open_executable_rate,event_t0_pit_pass_rate,trade_open_price_available_rate,non_executable_label_drop_n,censored_10d_n,censored_20d_n,censored_120d_n,label_10d_complete_n,label_10d_complete_rate,fast_fail_10d_count,fast_fail_10d_rate,label_20d_complete_n,label_20d_complete_rate,false_repair_20d_count,false_repair_20d_rate,bad_side_10_20_count,bad_side_10_20_rate,label_120d_complete_n,label_120d_complete_rate,winner_120_count,winner_120_rate,winner_120d_rate,label_status,r_core_episode_recall,r_core_event_precision,r_core_events_per_instrument_year_mean,r_core_events_per_instrument_year_p95,r_core_bad_side_10_20_rate,recall_retention_vs_r_core,precision_delta_vs_r_core,precision_ratio_vs_r_core,benchmark_status
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,all,all_events_all_episodes,pre120_calendar_to_high,428,428,0,1.0,4842,0.10105605877196644,0.10105605877196644,0.8989439412280336,0.8989439412280336,11.0,20.0,25,0.9906542056074766,0.9532710280373832,11.67056074766355,11.0,20.0,-56.0,-74.0,-32.0,153,70,ok,47914,1431,1387,13.227052388615446,38.121290331061694,1.0,0.5783069666485787,0.7114413323871938,1.0,1.0,0.0,0,65,0,92,47849,0.9986434027632842,11578,0.24196952914376477,47914,1.0,14907,0.3111199231957257,16490,0.3446258020021317,47822,0.9980798931418792,7912,0.16544686545941198,0.16544686545941198,ok,1.0,0.10105605877196644,13.227052388615446,38.121290331061694,0.3446258020021317,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,all,all_events_all_episodes,low_to_high,428,417,11,0.9742990654205608,3064,0.06394790666611011,0.06394790666611011,0.9360520933338898,0.9360520933338898,7.0,14.0,18,0.9184652278177458,0.7410071942446043,7.347721822541966,7.0,14.0,14.0,8.0,20.0,0,70,ok,47914,1431,1387,13.227052388615446,38.121290331061694,1.0,0.5783069666485787,0.7114413323871938,1.0,1.0,0.0,0,65,0,92,47849,0.9986434027632842,11578,0.24196952914376477,47914,1.0,14907,0.3111199231957257,16490,0.3446258020021317,47822,0.9980798931418792,7912,0.16544686545941198,0.16544686545941198,ok,0.9742990654205608,0.06394790666611011,13.227052388615446,38.121290331061694,0.3446258020021317,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,all,all_events_all_episodes,low_to_first_50pct,428,417,11,0.9742990654205608,3064,0.06394790666611011,0.06394790666611011,0.9360520933338898,0.9360520933338898,7.0,14.0,18,0.9184652278177458,0.7410071942446043,7.347721822541966,7.0,14.0,14.0,8.0,20.0,0,70,ok,47914,1431,1387,13.227052388615446,38.121290331061694,1.0,0.5783069666485787,0.7114413323871938,1.0,1.0,0.0,0,65,0,92,47849,0.9986434027632842,11578,0.24196952914376477,47914,1.0,14907,0.3111199231957257,16490,0.3446258020021317,47822,0.9980798931418792,7912,0.16544686545941198,0.16544686545941198,ok,0.9742990654205608,0.06394790666611011,13.227052388615446,38.121290331061694,0.3446258020021317,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,train,event_split_equals_episode_split,pre120_calendar_to_high,225,225,0,1.0,2792,0.11493495801086777,0.11493495801086777,0.8850650419891323,0.8850650419891323,13.0,21.0,25,1.0,0.9822222222222222,12.884444444444444,13.0,21.0,-61.0,-75.0,-36.0,107,0,ok,24292,1080,702,6.706005689866144,17.29228537844621,0.506991693450766,0.5892474888852297,0.7231187222130743,1.0,1.0,0.0,0,38,0,38,24254,0.9984356989955541,6656,0.2744289601715181,24292,1.0,8404,0.34595751687798454,9326,0.3845138946153212,24254,0.9984356989955541,4609,0.19003051043126906,0.19003051043126906,ok,1.0,0.11493495801086777,6.706005689866144,17.29228537844621,0.3845138946153212,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,train,event_split_equals_episode_split,low_to_high,225,222,3,0.9866666666666667,1821,0.07496295076568417,0.07496295076568417,0.9250370492343158,0.9250370492343158,8.0,14.0,18,0.9504504504504504,0.8423423423423423,8.202702702702704,8.0,14.0,14.0,9.0,20.0,0,0,ok,24292,1080,702,6.706005689866144,17.29228537844621,0.506991693450766,0.5892474888852297,0.7231187222130743,1.0,1.0,0.0,0,38,0,38,24254,0.9984356989955541,6656,0.2744289601715181,24292,1.0,8404,0.34595751687798454,9326,0.3845138946153212,24254,0.9984356989955541,4609,0.19003051043126906,0.19003051043126906,ok,0.9866666666666667,0.07496295076568417,6.706005689866144,17.29228537844621,0.3845138946153212,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,train,event_split_equals_episode_split,low_to_first_50pct,225,222,3,0.9866666666666667,1821,0.07496295076568417,0.07496295076568417,0.9250370492343158,0.9250370492343158,8.0,14.0,18,0.9504504504504504,0.8423423423423423,8.202702702702704,8.0,14.0,14.0,9.0,20.0,0,0,ok,24292,1080,702,6.706005689866144,17.29228537844621,0.506991693450766,0.5892474888852297,0.7231187222130743,1.0,1.0,0.0,0,38,0,38,24254,0.9984356989955541,6656,0.2744289601715181,24292,1.0,8404,0.34595751687798454,9326,0.3845138946153212,24254,0.9984356989955541,4609,0.19003051043126906,0.19003051043126906,ok,0.9866666666666667,0.07496295076568417,6.706005689866144,17.29228537844621,0.3845138946153212,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,validation,event_split_equals_episode_split,pre120_calendar_to_high,22,22,0,1.0,231,0.02165557326333552,0.02165557326333552,0.9783444267366644,0.9783444267366644,11.0,14.95,19,1.0,1.0,10.5,11.0,14.95,-42.0,-59.25,-27.25,0,70,ok,10667,759,320,2.9447127734975367,5.657260604414082,0.22262804190841926,0.55648260991844,0.6738539420643105,1.0,1.0,0.0,0,6,0,6,10661,0.9994375175775757,2159,0.20251383547509613,10667,1.0,3133,0.29370957157588823,3344,0.3136666354000563,10661,0.9994375175775757,648,0.06078229059187693,0.06078229059187693,ok,1.0,0.02165557326333552,2.9447127734975367,5.657260604414082,0.3136666354000563,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,validation,event_split_equals_episode_split,low_to_high,22,22,0,1.0,152,0.014249554701415581,0.014249554701415581,0.9857504452985845,0.9857504452985845,7.5,10.95,11,0.9545454545454546,0.6818181818181818,6.909090909090909,7.5,10.95,11.0,3.25,20.0,0,70,ok,10667,759,320,2.9447127734975367,5.657260604414082,0.22262804190841926,0.55648260991844,0.6738539420643105,1.0,1.0,0.0,0,6,0,6,10661,0.9994375175775757,2159,0.20251383547509613,10667,1.0,3133,0.29370957157588823,3344,0.3136666354000563,10661,0.9994375175775757,648,0.06078229059187693,0.06078229059187693,ok,1.0,0.014249554701415581,2.9447127734975367,5.657260604414082,0.3136666354000563,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,validation,event_split_equals_episode_split,low_to_first_50pct,22,22,0,1.0,152,0.014249554701415581,0.014249554701415581,0.9857504452985845,0.9857504452985845,7.5,10.95,11,0.9545454545454546,0.6818181818181818,6.909090909090909,7.5,10.95,11.0,3.25,20.0,0,70,ok,10667,759,320,2.9447127734975367,5.657260604414082,0.22262804190841926,0.55648260991844,0.6738539420643105,1.0,1.0,0.0,0,6,0,6,10661,0.9994375175775757,2159,0.20251383547509613,10667,1.0,3133,0.29370957157588823,3344,0.3136666354000563,10661,0.9994375175775757,648,0.06078229059187693,0.06078229059187693,ok,1.0,0.014249554701415581,2.9447127734975367,5.657260604414082,0.3136666354000563,1.0,0.0,1.0,ok
08_R_core_event_regime_gated_raw,primary_benchmark,primary_benchmark,robustness,event_split_equals_episode_split,pre120_calendar_to_high,181,181,0,1.0,1749,0.1350057892705519,0.1350057892705519,0.8649942107294482,0.8649942107294482,10.0,18.0,22,0.9779005524861878,0.9116022099447514,9.917127071823204,10.0,18.0,-49.0,-74.0,-31.0,46,0,ok,12955,774,365,3.576333925251766,7.264747477956424,0.2703802646408148,0.5712852180625241,0.7115399459668081,1.0,1.0,0.0,0,21,0,48,12934,0.9983790042454651,2763,0.21362300912324106,12955,1.0,3370,0.26013122346584333,3820,0.29534560074222976,12907,0.9962948668467773,2655,0.20570233206787014,0.20570233206787014,ok,1.0,0.1350057892705519,3.576333925251766,7.264747477956424,0.29534560074222976,1.0,0.0,1.0,ok
