denominator_type,split,candidate_id,candidate_family,stage2_budget_X,selected_budget_total,selected_budget_rank_evaluable,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,rank_not_evaluable_rate
ground_truth_no_fast_fail_survivor,all,complex_stage2_score,complex_stage2_score,0.3,0.2766585803185318,0.280714897260274,0.02334141968146819,0.019285102739726,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,complex_stage2_score,complex_stage2_score,0.3,0.3099233478350943,0.31782451667728917,0.009923347835094298,0.01782451667728918,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,complex_stage2_score,complex_stage2_score,0.3,0.20211267605633804,0.20297029702970298,0.09788732394366195,0.097029702970297,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,complex_stage2_score,complex_stage2_score,0.3,0.2597402597402597,0.2606267452683835,0.04025974025974027,0.039373254731616514,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,complex_stage2_score,complex_stage2_score,0.5,0.46419154097669024,0.4709974315068493,0.03580845902330976,0.029002568493150693,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,complex_stage2_score,complex_stage2_score,0.5,0.5009322560596644,0.5137029955385596,0.0009322560596644047,0.013702995538559581,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,complex_stage2_score,complex_stage2_score,0.5,0.3711267605633803,0.3727015558698727,0.1288732394366197,0.1272984441301273,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,complex_stage2_score,complex_stage2_score,0.5,0.45021645021645024,0.4517530251318647,0.04978354978354976,0.048246974868135284,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,complex_stage2_score,complex_stage2_score,0.7,0.6624828604577576,0.6721960616438356,0.03751713954224234,0.02780393835616435,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,complex_stage2_score,complex_stage2_score,0.7,0.6911124922311995,0.7087316762268961,0.008887507768800429,0.00873167622689619,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,complex_stage2_score,complex_stage2_score,0.7,0.5901408450704225,0.5926449787835927,0.10985915492957743,0.10735502121640728,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,complex_stage2_score,complex_stage2_score,0.7,0.6515151515151515,0.6537387527148619,0.048484848484848464,0.04626124728513803,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_f4f0b5f01efc729c,single_feature_stage2,0.3,0.2865731462925852,0.2907748287671233,0.01342685370741481,0.009225171232876694,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_f4f0b5f01efc729c,single_feature_stage2,0.3,0.31344520406049303,0.32143615891225835,0.013445204060493043,0.021436158912258363,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_f4f0b5f01efc729c,single_feature_stage2,0.3,0.12042253521126761,0.12093352192362093,0.17957746478873238,0.17906647807637904,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_f4f0b5f01efc729c,single_feature_stage2,0.3,0.3194186765615337,0.32050884269314306,0.019418676561533732,0.02050884269314307,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_f4f0b5f01efc729c,single_feature_stage2,0.5,0.46935977217593083,0.4762414383561644,0.030640227824069166,0.023758561643835607,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_f4f0b5f01efc729c,single_feature_stage2,0.5,0.5065257924176507,0.5194391332058637,0.006525792417650722,0.019439133205863657,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_f4f0b5f01efc729c,single_feature_stage2,0.5,0.2964788732394366,0.29773691654879775,0.2035211267605634,0.20226308345120225,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_f4f0b5f01efc729c,single_feature_stage2,0.5,0.4897959183673469,0.49146757679180886,0.010204081632653073,0.008532423208191142,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_f4f0b5f01efc729c,single_feature_stage2,0.7,0.6566817846218753,0.6663099315068494,0.043318215378124636,0.03369006849315059,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_f4f0b5f01efc729c,single_feature_stage2,0.7,0.6857261238864719,0.7032079881028256,0.014273876113528039,0.003207988102825632,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_f4f0b5f01efc729c,single_feature_stage2,0.7,0.5338028169014084,0.536067892503536,0.16619718309859155,0.16393210749646392,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_f4f0b5f01efc729c,single_feature_stage2,0.7,0.6672850958565244,0.669562519391871,0.032714904143475554,0.03043748060812901,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_2585569d644c58c0,single_feature_stage2,0.3,0.2837253454276975,0.2878852739726027,0.016274654572302483,0.012114726027397271,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_2585569d644c58c0,single_feature_stage2,0.3,0.29852910710586283,0.3061397917994476,0.0014708928941371546,0.006139791799447625,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_2585569d644c58c0,single_feature_stage2,0.3,0.16267605633802817,0.16336633663366337,0.13732394366197181,0.13663366336633662,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_2585569d644c58c0,single_feature_stage2,0.3,0.3147804576376005,0.31585479367049335,0.014780457637600497,0.01585479367049336,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_2585569d644c58c0,single_feature_stage2,0.5,0.4772703301339521,0.4842679794520548,0.022729669866047908,0.015732020547945202,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_2585569d644c58c0,single_feature_stage2,0.5,0.49989641599337065,0.5126407478223922,0.00010358400662935363,0.012640747822392218,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_2585569d644c58c0,single_feature_stage2,0.5,0.3401408450704225,0.3415841584158416,0.15985915492957747,0.1584158415841584,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_2585569d644c58c0,single_feature_stage2,0.5,0.5037105751391465,0.505429723859758,0.0037105751391465214,0.00542972385975804,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_2585569d644c58c0,single_feature_stage2,0.7,0.6755616496150195,0.685466609589041,0.024438350384980434,0.014533390410958913,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_2585569d644c58c0,single_feature_stage2,0.7,0.6950486844831159,0.7127682175483323,0.004951315516884103,0.01276821754833235,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_2585569d644c58c0,single_feature_stage2,0.7,0.5661971830985916,0.5685997171145686,0.13380281690140838,0.13140028288543137,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_2585569d644c58c0,single_feature_stage2,0.7,0.6944959802102659,0.6968662736580825,0.005504019789734027,0.003133726341917442,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_f2d83586e2cc3e64,single_feature_stage2,0.3,0.2837253454276975,0.2878852739726027,0.016274654572302483,0.012114726027397271,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_f2d83586e2cc3e64,single_feature_stage2,0.3,0.29542158690698156,0.3029530486509454,0.00457841309301843,0.0029530486509454223,0.024860161591050343
ground_truth_no_fast_fail_survivor,validation,single_f2d83586e2cc3e64,single_feature_stage2,0.3,0.2147887323943662,0.2157001414427157,0.0852112676056338,0.08429985855728428,0.004225352112676056
ground_truth_no_fast_fail_survivor,robustness,single_f2d83586e2cc3e64,single_feature_stage2,0.3,0.29653679653679654,0.2975488675147378,0.003463203463203446,0.0024511324852621863,0.003401360544217687
ground_truth_no_fast_fail_survivor,all,single_f2d83586e2cc3e64,single_feature_stage2,0.5,0.4742115810568505,0.4811643835616438,0.025788418943149483,0.018835616438356184,0.014449952536652252
ground_truth_no_fast_fail_survivor,train,single_f2d83586e2cc3e64,single_feature_stage2,0.5,0.4812512948000829,0.4935202889313788,0.018748705199917115,0.006479711068621219,0.024860161591050343
