denominator_type,deployable_at_stage_2_decision_time,stage,split,candidate_id,candidate_family,single_feature_comparison_role,complex_comparison_role,feature_list,feature_orientation_json,feature_list_hash,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_anchor_rule_id,stage1_anchor_selected_n,stage2_budget_X,denominator_n,rank_evaluable_n,rank_not_evaluable_n,denominator_positive_n,rank_evaluable_positive_n,selected_n,selected_positive_n,selected_budget_total,selected_budget_rank_evaluable,selected_continuation_rate,base_continuation_rate,delta_vs_base,random_p05,random_p50,random_p95,delta_vs_random_p50,delta_vs_random_p50_ci95_low,delta_vs_random_p50_ci95_high,single_feature_matched_rate,delta_vs_single_feature,delta_vs_single_feature_ci95_low,delta_vs_single_feature_ci95_high,complex_model_matched_rate,delta_vs_complex_model,delta_vs_complex_model_ci95_low,delta_vs_complex_model_ci95_high,bootstrap_denominator_positive_n,bootstrap_replicate_valid_n,rank_not_evaluable_rate,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,readout_status,diagnostic_only_flag,valid_seed_n
ground_truth_no_fast_fail_survivor,False,stage_2,all,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.3,9481,9344,137,1311,1302,2623,557,0.2766585803185318,0.280714897260274,0.2123522683949676,0.13827655310621242,0.07407571528875517,0.1341974837971788,0.14296606938619902,0.15127716355318338,0.06938619900876858,0.053755242089210814,0.08501715592832634,0.2150209683568433,-0.0026686999618757146,-0.016976195245670143,0.011123348902824317,,,,,557,2000,0.014449952536652252,0.02334141968146819,0.019285102739726,random_replay_failed,True,29
ground_truth_no_fast_fail_survivor,False,stage_2,train,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,4827,4707,120,753,746,1496,351,0.3099233478350943,0.31782451667728917,0.23462566844919786,0.1559975139838409,0.07862815446535695,0.16684491978609625,0.178475935828877,0.18810160427807487,0.05614973262032086,0.034759358288770054,0.07754010695187169,0.2232620320855615,0.011363636363636354,-0.0075821507352660045,0.030541164605795354,,,,,351,2000,0.024860161591050343,0.009923347835094298,0.01782451667728918,random_replay_failed,True,29
ground_truth_no_fast_fail_survivor,False,stage_2,validation,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.3,1420,1414,6,123,123,287,44,0.20211267605633804,0.20297029702970298,0.15331010452961671,0.08661971830985915,0.06669038621975756,0.0397212543554007,0.06968641114982578,0.09407665505226481,0.08362369337979093,0.041811846689895474,0.12543554006968644,0.1672473867595819,-0.013937282229965181,-0.052641171135962575,0.024782970124686412,,,,,44,2000,0.004225352112676056,0.09788732394366195,0.097029702970297,random_replay_failed,True,29
ground_truth_no_fast_fail_survivor,False,stage_2,robustness,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.3,3234,3223,11,435,433,840,162,0.2597402597402597,0.2606267452683835,0.19285714285714287,0.1345083487940631,0.05834879406307977,0.09452380952380952,0.10714285714285714,0.12523809523809523,0.08571428571428573,0.058333333333333334,0.1130952380952381,0.21666666666666667,-0.023809523809523808,-0.04848807123579024,0.0017811493048513604,,,,,162,2000,0.003401360544217687,0.04025974025974027,0.039373254731616514,random_replay_failed,True,29
ground_truth_no_fast_fail_survivor,False,stage_2,all,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.5,9481,9344,137,1311,1302,4401,844,0.46419154097669024,0.4709974315068493,0.19177459668257213,0.13827655310621242,0.053498043576359705,0.1319700068166326,0.13678709384230858,0.1427630084071802,0.05498750284026355,0.04112133605998635,0.0679391047489207,0.19200181776868894,-0.0002272210861168078,-0.008201557031946888,0.008237730225991538,,,,,844,2000,0.014449952536652252,0.03580845902330976,0.029002568493150693,random_replay_failed,True,4
ground_truth_no_fast_fail_survivor,False,stage_2,train,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.5,4827,4707,120,753,746,2418,517,0.5009322560596644,0.5137029955385596,0.21381306865177832,0.1559975139838409,0.05781555466793742,0.16379239040529361,0.16873449131513646,0.17648883374689828,0.04507857733664186,0.02688172043010753,0.06265508684863524,0.20678246484698098,0.007030603804797336,-0.004533455973534327,0.018304381722732906,,,,,517,2000,0.024860161591050343,0.0009322560596644047,0.013702995538559581,random_replay_failed,True,4
ground_truth_no_fast_fail_survivor,False,stage_2,validation,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.5,1420,1414,6,123,123,527,67,0.3711267605633803,0.3727015558698727,0.127134724857685,0.08661971830985915,0.04051500654782586,0.05265654648956357,0.0683111954459203,0.08396584440227703,0.058823529411764705,0.02466793168880456,0.09392789373814042,0.12903225806451613,-0.0018975332068311146,-0.02230640982964781,0.01849725232999336,,,,,67,2000,0.004225352112676056,0.1288732394366197,0.1272984441301273,random_replay_failed,True,4
ground_truth_no_fast_fail_survivor,False,stage_2,robustness,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.5,3234,3223,11,435,433,1456,260,0.45021645021645024,0.4517530251318647,0.17857142857142858,0.1345083487940631,0.04406307977736548,0.1002403846153846,0.1095467032967033,0.1141826923076923,0.06902472527472528,0.04910714285714288,0.09134615384615384,0.19024725274725274,-0.011675824175824162,-0.025973361516417836,0.0019477918901566692,,,,,260,2000,0.003401360544217687,0.04978354978354976,0.048246974868135284,random_replay_failed,True,4
ground_truth_no_fast_fail_survivor,False,stage_2,all,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.7,9481,9344,137,1311,1302,6281,1076,0.6624828604577576,0.6721960616438356,0.1713103009074988,0.13827655310621242,0.03303374780128637,,,,,,,0.1717879318579844,-0.00047763095048561355,-0.005378874637949999,0.004541371855831496,,,,,1076,0,0.014449952536652252,0.03751713954224234,0.02780393835616435,random_replay_failed,True,0
ground_truth_no_fast_fail_survivor,False,stage_2,train,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.7,4827,4707,120,753,746,3336,640,0.6911124922311995,0.7087316762268961,0.19184652278177458,0.1559975139838409,0.03584900879793368,,,,,,,0.18854916067146282,0.003297362110311758,-0.003135879397970063,0.00975819980718712,,,,,640,0,0.024860161591050343,0.008887507768800429,0.00873167622689619,random_replay_failed,True,0
