denominator_type,deployable_at_stage_2_decision_time,stage,split,candidate_id,candidate_family,single_feature_comparison_role,complex_comparison_role,feature_list,feature_orientation_json,feature_list_hash,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_anchor_rule_id,stage1_anchor_selected_n,stage2_budget_X,denominator_n,rank_evaluable_n,rank_not_evaluable_n,denominator_positive_n,rank_evaluable_positive_n,selected_n,selected_positive_n,selected_budget_total,selected_budget_rank_evaluable,selected_continuation_rate,base_continuation_rate,delta_vs_base,random_p05,random_p50,random_p95,delta_vs_random_p50,delta_vs_random_p50_ci95_low,delta_vs_random_p50_ci95_high,single_feature_matched_rate,delta_vs_single_feature,delta_vs_single_feature_ci95_low,delta_vs_single_feature_ci95_high,complex_model_matched_rate,delta_vs_complex_model,delta_vs_complex_model_ci95_low,delta_vs_complex_model_ci95_high,bootstrap_denominator_positive_n,bootstrap_replicate_valid_n,rank_not_evaluable_rate,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,readout_status,diagnostic_only_flag,valid_seed_n
stage1_anchor_chained_survivor,True,stage_2,validation,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.7,769,757,12,62,62,499,49,0.6488946684005201,0.6591809775429326,0.09819639278557114,0.08062418725617686,0.017572205529394286,,,,,,,0.10220440881763528,-0.004008016032064132,-0.01927724364639469,0.01136544632082535,,,,,49,0,0.015604681404421327,0.05110533159947983,0.04081902245706737,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.7,1265,1262,3,118,118,795,87,0.6284584980237155,0.6299524564183835,0.10943396226415095,0.0932806324110672,0.01615332985308375,,,,,,,0.12452830188679245,-0.015094339622641506,-0.028800136474240286,-0.0025671887313623762,,,,,87,0,0.0023715415019762848,0.0715415019762845,0.07004754358161647,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.3,3616,3490,126,373,358,925,158,0.2558075221238938,0.26504297994269344,0.17081081081081081,0.10315265486725664,0.06765815594355418,,,,,,,,,,,0.17189189189189188,-0.00108108108108107,-0.022365824559616176,0.020185424709811474,158,0,0.03484513274336283,0.044192477876106195,0.034957020057306554,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,1582,1471,111,193,178,430,81,0.2718078381795196,0.29231815091774305,0.1883720930232558,0.12199747155499367,0.06637462146826213,,,,,,,,,,,0.2,-0.011627906976744207,-0.04266272577504267,0.017941186030682437,81,0,0.07016434892541087,0.0281921618204804,0.007681849082256942,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.3,769,757,12,62,62,170,23,0.22106631989596878,0.22457067371202113,0.13529411764705881,0.08062418725617686,0.05466993039088196,,,,,,,,,,,0.11764705882352941,0.017647058823529405,-0.03273046918835438,0.06813179347826077,23,0,0.015604681404421327,0.0789336801040312,0.07542932628797885,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.3,1265,1262,3,118,118,325,54,0.25691699604743085,0.25752773375594296,0.16615384615384615,0.0932806324110672,0.07287321374277896,,,,,,,,,,,0.16307692307692306,0.003076923076923088,-0.03492944312088856,0.03863972984809779,54,0,0.0023715415019762848,0.04308300395256914,0.04247226624405703,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.5,3616,3490,126,373,358,1603,227,0.4433075221238938,0.45931232091690544,0.14160948222083594,0.10315265486725664,0.038456827353579304,,,,,,,,,,,0.13849033063006863,0.0031191515907673106,-0.008462062316020652,0.013936085092168286,227,0,0.03484513274336283,0.056692477876106206,0.04068767908309456,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.5,1582,1471,111,193,178,741,116,0.4683944374209861,0.5037389530931339,0.15654520917678813,0.12199747155499367,0.03454773762179446,,,,,,,,,,,0.16734143049932523,-0.010796221322537103,-0.026627666506872944,0.0047852114197777795,116,0,0.07016434892541087,0.031605562579013924,0.003738953093133879,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.5,769,757,12,62,62,308,33,0.40052015604681407,0.40686922060766184,0.10714285714285714,0.08062418725617686,0.02651866988668028,,,,,,,,,,,0.09090909090909091,0.016233766233766225,-0.013808305957830003,0.046428681048988174,33,0,0.015604681404421327,0.09947984395318593,0.09313077939233816,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.5,1265,1262,3,118,118,554,78,0.4379446640316206,0.43898573692551507,0.1407942238267148,0.0932806324110672,0.04751359141564761,,,,,,,,,,,0.1263537906137184,0.0144404332129964,-0.005109547214631077,0.034993521135941945,78,0,0.0023715415019762848,0.06205533596837942,0.06101426307448493,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.7,3616,3490,126,373,358,2351,296,0.6501659292035398,0.6736389684813754,0.12590387069332198,0.10315265486725664,0.022751215826065346,,,,,,,,,,,0.12165036154827732,0.004253509145044659,-0.002702769941920061,0.011260336107359258,296,0,0.03484513274336283,0.049834070796460184,0.026361031518624567,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.7,1582,1471,111,193,178,1022,146,0.6460176991150443,0.6947654656696125,0.14285714285714285,0.12199747155499367,0.020859671302149177,,,,,,,,,,,0.14677103718199608,-0.003913894324853229,-0.013364046599764062,0.006229188056737524,146,0,0.07016434892541087,0.0539823008849557,0.0052345343303874525,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.7,769,757,12,62,62,495,50,0.6436931079323797,0.6538969616908851,0.10101010101010101,0.08062418725617686,0.02038591375392415,,,,,,,,,,,0.09494949494949495,0.006060606060606058,-0.009794346011646514,0.02244083029408238,50,0,0.015604681404421327,0.056306892067620296,0.046103038309114885,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.7,1265,1262,3,118,118,834,100,0.6592885375494071,0.6608557844690967,0.11990407673860912,0.0932806324110672,0.02662344432754192,,,,,,,,,,,0.10671462829736211,0.013189448441247004,0.0019882653887050134,0.02561069541066832,100,0,0.0023715415019762848,0.04071146245059287,0.039144215530903304,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.3,3616,3490,126,373,358,955,153,0.26410398230088494,0.27363896848137537,0.16020942408376965,0.10315265486725664,0.05705676921651301,,,,,,,,,,,,,,,153,0,0.03484513274336283,0.035896017699115046,0.026361031518624622,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,1582,1471,111,193,178,403,73,0.2547408343868521,0.27396329027872196,0.18114143920595532,0.12199747155499367,0.05914396765096165,,,,,,,,,,,,,,,73,0,0.07016434892541087,0.04525916561314791,0.02603670972127803,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.3,769,757,12,62,62,198,21,0.2574772431729519,0.261558784676354,0.10606060606060606,0.08062418725617686,0.025436418804429206,,,,,,,,,,,,,,,21,0,0.015604681404421327,0.04252275682704809,0.03844121532364597,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.3,1265,1262,3,118,118,354,59,0.2798418972332016,0.2805071315372425,0.16666666666666666,0.0932806324110672,0.07338603425559946,,,,,,,,,,,,,,,59,0,0.0023715415019762848,0.020158102766798414,0.019492868462757496,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.5,3616,3490,126,373,358,1652,219,0.45685840707964603,0.47335243553008594,0.13256658595641646,0.10315265486725664,0.029413931089159823,,,,,,,,,,,,,,,219,0,0.03484513274336283,0.043141592920353966,0.026647564469914065,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.5,1582,1471,111,193,178,713,108,0.4506953223767383,0.4847042828008158,0.1514726507713885,0.12199747155499367,0.029475179216394823,,,,,,,,,,,,,,,108,0,0.07016434892541087,0.04930467762326168,0.015295717199184211,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.5,769,757,12,62,62,338,32,0.43953185955786733,0.4464993394980185,0.09467455621301775,0.08062418725617686,0.014050368956840892,,,,,,,,,,,,,,,32,0,0.015604681404421327,0.06046814044213267,0.05350066050198149,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.5,1265,1262,3,118,118,601,79,0.475098814229249,0.4762282091917591,0.1314475873544093,0.0932806324110672,0.038166954943342116,,,,,,,,,,,,,,,79,0,0.0023715415019762848,0.02490118577075101,0.023771790808240878,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.7,3616,3490,126,373,358,2407,287,0.6656526548672567,0.6896848137535817,0.11923556294142086,0.10315265486725664,0.016082908074164223,,,,,,,,,,,,,,,287,0,0.03484513274336283,0.03434734513274329,0.010315186246418251,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.7,1582,1471,111,193,178,1033,138,0.6529709228824273,0.7022433718558804,0.1335914811229429,0.12199747155499367,0.011594009567949218,,,,,,,,,,,,,,,138,0,0.07016434892541087,0.04702907711757265,0.002243371855880416,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.7,769,757,12,62,62,501,50,0.6514954486345904,0.6618229854689565,0.0998003992015968,0.08062418725617686,0.01917621194541995,,,,,,,,,,,,,,,50,0,0.015604681404421327,0.04850455136540954,0.038177014531043496,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_2585569d644c58c0,single_feature_stage2,self,matched_complex,realized_max_high_return_0_20d,"{""realized_max_high_return_0_20d"": ""desc""}",57e0d1f4ddf4c53356920dc0a0ac37e404b8cfbc092f0b8cf300134ff4763cf9,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.7,1265,1262,3,118,118,873,99,0.6901185770750988,0.6917591125198098,0.1134020618556701,0.0932806324110672,0.020121429444602906,,,,,,,,,,,,,,,99,0,0.0023715415019762848,0.009881422924901129,0.00824088748019014,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,all,single_f2d83586e2cc3e64,single_feature_stage2,self,matched_complex,realized_early_window_ret_0_10d,"{""realized_early_window_ret_0_10d"": ""desc""}",da5a1179e613f5d072bb157ed3313adfd73087301ef9b0f50f28bfdd1b3dca64,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,3616,0.3,3616,3490,126,373,358,955,141,0.26410398230088494,0.27363896848137537,0.14764397905759163,0.10315265486725664,0.044491324190334997,,,,,,,,,,,,,,,141,0,0.03484513274336283,0.035896017699115046,0.026361031518624622,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,train,single_f2d83586e2cc3e64,single_feature_stage2,self,matched_complex,realized_early_window_ret_0_10d,"{""realized_early_window_ret_0_10d"": ""desc""}",da5a1179e613f5d072bb157ed3313adfd73087301ef9b0f50f28bfdd1b3dca64,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,1582,1471,111,193,178,401,65,0.2534766118836915,0.2726036709721278,0.16209476309226933,0.12199747155499367,0.04009729153727566,,,,,,,,,,,,,,,65,0,0.07016434892541087,0.04652338811630846,0.0273963290278722,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,validation,single_f2d83586e2cc3e64,single_feature_stage2,self,matched_complex,realized_early_window_ret_0_10d,"{""realized_early_window_ret_0_10d"": ""desc""}",da5a1179e613f5d072bb157ed3313adfd73087301ef9b0f50f28bfdd1b3dca64,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,769,0.3,769,757,12,62,62,219,25,0.2847854356306892,0.2892998678996037,0.1141552511415525,0.08062418725617686,0.03353106388537565,,,,,,,,,,,,,,,25,0,0.015604681404421327,0.01521456436931079,0.010700132100396276,random_replay_failed,False,0
stage1_anchor_chained_survivor,True,stage_2,robustness,single_f2d83586e2cc3e64,single_feature_stage2,self,matched_complex,realized_early_window_ret_0_10d,"{""realized_early_window_ret_0_10d"": ""desc""}",da5a1179e613f5d072bb157ed3313adfd73087301ef9b0f50f28bfdd1b3dca64,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1265,0.3,1265,1262,3,118,118,335,51,0.2648221343873518,0.2654516640253566,0.15223880597014924,0.0932806324110672,0.05895817355908205,,,,,,,,,,,,,,,51,0,0.0023715415019762848,0.035177865612648185,0.03454833597464341,random_replay_failed,False,0
