denominator_type,deployable_at_stage_2_decision_time,stage,split,candidate_id,candidate_family,single_feature_comparison_role,complex_comparison_role,feature_list,feature_orientation_json,feature_list_hash,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_anchor_rule_id,stage1_anchor_selected_n,stage2_budget_X,denominator_n,rank_evaluable_n,rank_not_evaluable_n,denominator_positive_n,rank_evaluable_positive_n,selected_n,selected_positive_n,selected_budget_total,selected_budget_rank_evaluable,selected_continuation_rate,base_continuation_rate,delta_vs_base,random_p05,random_p50,random_p95,delta_vs_random_p50,delta_vs_random_p50_ci95_low,delta_vs_random_p50_ci95_high,single_feature_matched_rate,delta_vs_single_feature,delta_vs_single_feature_ci95_low,delta_vs_single_feature_ci95_high,complex_model_matched_rate,delta_vs_complex_model,delta_vs_complex_model_ci95_low,delta_vs_complex_model_ci95_high,bootstrap_denominator_positive_n,bootstrap_replicate_valid_n,rank_not_evaluable_rate,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,readout_status,diagnostic_only_flag,valid_seed_n,selection_status,candidate_family_filter,tie_break_path,selection_role
ground_truth_no_fast_fail_survivor,False,stage_2,train,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,4827,4707,120,753,746,1496,351,0.3099233478350943,0.31782451667728917,0.23462566844919786,0.1559975139838409,0.07862815446535695,0.16684491978609625,0.178475935828877,0.18810160427807487,0.05614973262032086,0.034759358288770054,0.07754010695187169,,,,,,,,,351,2000,0.024860161591050343,0.009923347835094298,0.01782451667728918,random_replay_failed,True,29,selected_train_frozen,all,highest_train_continuation_rate;larger_selected_n;simpler_candidate_family;feature_name_ASC;X_ASC,
ground_truth_no_fast_fail_survivor,False,stage_2,train,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,4827,4707,120,753,746,1513,304,0.31344520406049303,0.32143615891225835,0.20092531394580304,0.1559975139838409,0.04492779996196214,0.1414408460013219,0.1520158625247852,0.16093853271645736,0.04890945142101785,0.026437541308658302,0.0680766688697951,,,,,,,,,304,2000,0.024860161591050343,0.013445204060493043,0.021436158912258363,random_replay_failed,True,11,selected_train_frozen,single_feature_stage2,highest_train_continuation_rate;larger_selected_n;simpler_candidate_family;feature_name_ASC;X_ASC,single_feature_challenger
stage1_anchor_chained_survivor,True,stage_2,train,complex_stage2_score,complex_stage2_score,matched_challenger,not_applicable,stage2_continuation_score,"{""stage2_continuation_score"": ""desc""}",ba55b84a59b9455db2ad2a6346f97200cc6b4644d084be38e285537cd1bcfa78,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,1582,1471,111,193,178,434,84,0.2743362831858407,0.29503738953093134,0.1935483870967742,0.12199747155499367,0.07155091554178052,,,,,,,,,,,,,,,84,0,0.07016434892541087,0.0256637168141593,0.004962610469068651,random_replay_failed,False,0,selected_train_frozen,all,highest_train_continuation_rate;larger_selected_n;simpler_candidate_family;feature_name_ASC;X_ASC,
stage1_anchor_chained_survivor,True,stage_2,train,single_f4f0b5f01efc729c,single_feature_stage2,self,matched_complex,realized_path_volatility_0_20d,"{""realized_path_volatility_0_20d"": ""desc""}",9b3aeb71ad7e0d91c8fd56d6578b43431078d43ded9734d727cd7cdef7504a38,board_then_global_rolling_504_sessions,rolling_sessions,504,simple_0066e3511eb63515,1582,0.3,1582,1471,111,193,178,430,81,0.2718078381795196,0.29231815091774305,0.1883720930232558,0.12199747155499367,0.06637462146826213,,,,,,,,,,,,,,,81,0,0.07016434892541087,0.0281921618204804,0.007681849082256942,random_replay_failed,False,0,selected_train_frozen,single_feature_stage2,highest_train_continuation_rate;larger_selected_n;simpler_candidate_family;feature_name_ASC;X_ASC,single_feature_challenger
