stage,process_role,path,artifact_sha256,access_scope,row_scope,value_scope,allowed,row_n,first_key,last_key,reason
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/outputs/21B_alpha158_sequence_baseline_benchmark_v5,0d16cb3d1c8cdcd620d8b8e9244a367cfea82c8df0dd0737762675ea3b90c806,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/outputs/21B_alpha158_sequence_baseline_benchmark_v5/paper_lineage_erratum_21a_for_21b_v5.json,e2a59f199fa2c947d91c3b2d9d4410ce2bf59af725a5c789257620e6b3c87b3d,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21c_full_v3/pit_universe_exclusion_registry.csv,3c3d903821ee56a49f1ea0d83327606b58f87826ae317d6f95e5a5d4236aef11,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21c_full_v4/execution_authorization.json,d6b14681c9a397e91d04a08e64a25f4fa77e45d83438d0638c4ea684d3cb6335,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21c_full_v4/scope_restart_decision.json,6bbc6f43db663068e4dc96233bfb6e540715303a2aedee8ac6135536a5c202f6,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
