N_family_primary,primary_family,primary_grid_cell_id,primary_row_scope,N_candidate_rows,N_instruments,N_t0_features_tested,N_primary_whitelist_features_frozen,N_primary_features_pit_safe_used,N_primary_features_support_pass,N_primary_features_support_fail,N_exploratory_features_reported,feature_family_correction_method,secondary_comparisons_count,B5_negative_control_used,B5_negative_control_support_gate,validation_outcome_read,thresholds_frozen_before_19B1,left_tail_thresholds,right_tail_thresholds
1,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,candidate_primary_denominator,1552,524,19,19,19,19,0,0,Benjamini-Hochberg FDR plus Bonferroni-Sidak sensitivity,4,True,pass,False,True,"[-0.10, -0.20]",[+0.50]
